time	temp
28.511	6.8799
28.644	6.9776
28.7452	7.049
28.871	7.131
28.981	7.1937
29.0998	7.2492
29.2	7.2839
29.313	7.3073
29.4164	7.3121
29.535	7.2953
29.69	7.2325
29.792	7.1631
29.901	7.0617
