clade	species	ts	te
0.0	1.0	7.8881825258179141	2.0002386149949514
0.0	2.0	10.812986654757669	5.7700167563777214
0.0	3.0	6.8052461639722184	1.0714309776448647
0.0	4.0	4.1672548258260411	3.0132231208179259
0.0	5.0	7.9390900344624686	5.9866562776992103
0.0	6.0	15.440920844220368	1.8338737359005679
0.0	7.0	7.9092058562290166	7.7692111142965992
0.0	8.0	2.1479465210923796	0.0
0.0	9.0	4.6935890329989896	0.39183933823057732
0.0	10.0	1.9910044179178061	0.95513745115030413
0.0	11.0	3.2898641289372819	0.014872378136943889
0.0	12.0	2.0246764330758671	0.00072055239612699368
0.0	13.0	3.2695678425476826	0.0023824901524341371
0.0	14.0	21.948974393279627	13.173757505348311
0.0	15.0	20.446614748488507	17.849359227956246
0.0	16.0	23.701943065388079	18.640756151719977
0.0	17.0	23.825552327044512	6.8497524882220704
0.0	18.0	2.0217326302988279	0.0
0.0	19.0	20.950370909392419	16.674405310724424
0.0	20.0	18.777187404535816	7.5074090960396207
0.0	21.0	19.099888220734567	18.959033471206617
0.0	22.0	18.356101676690905	14.299913848981548
0.0	23.0	19.138310912905403	9.3630824397845274
0.0	24.0	21.011828764965291	11.357381917602027
0.0	25.0	8.9712542825014268	6.6160320856069186
0.0	26.0	12.290041879131225	4.4932283250778822
0.0	27.0	10.157542474771327	4.5246497789760083
0.0	28.0	9.2207362102773622	5.0055372206825162
0.0	29.0	8.4088045353655989	8.2689322600543846
0.0	30.0	12.874969297839336	6.0152135995392255
0.0	31.0	12.822690483617926	7.4231066643572738
0.0	32.0	10.326611214318499	3.8443383155113069
0.0	33.0	21.654314632235408	21.524404719469945
0.0	34.0	16.272323689043926	16.125627900892056
0.0	35.0	15.27851865553664	15.138372639853499
0.0	36.0	20.664620534099559	17.456098858586113
0.0	37.0	21.02713716747072	17.283749735020301
0.0	38.0	22.614901257360973	16.674843834218404
0.0	39.0	21.768357408358796	21.630349033813157
0.0	40.0	16.839329208565506	16.698283805040418
0.0	41.0	21.941877829589934	21.806797552951704
0.0	42.0	22.099942912342442	21.971110370747088
0.0	43.0	11.629222675331805	5.0383493497413019
0.0	44.0	5.7440180417505768	2.1366209135172989
0.0	45.0	19.241941864502568	15.16891027426481
0.0	46.0	19.836978374450215	7.9023500752265452
0.0	47.0	14.071351233593038	13.929554550645555
0.0	48.0	22.382778379918918	13.720617228518558
0.0	49.0	19.704832448628984	14.507225848870862
0.0	50.0	16.719882142428123	7.9020528663712879
0.0	51.0	18.268818098211181	11.287620067819475
0.0	52.0	2.1494597183293038	0.0026998889624578614
0.0	53.0	21.696423377910151	6.1521349219059394
0.0	54.0	12.319013985751425	4.5454811658823662
0.0	55.0	18.984064668315085	9.5010516090208856
0.0	56.0	20.606372088082836	17.461861564476205
0.0	57.0	16.921676775813228	16.785224130148119
0.0	58.0	19.134855338565082	11.185901697044125
0.0	59.0	19.621325324513979	4.5345754004755179
0.0	60.0	7.3815254039185279	7.2427884463669923
0.0	61.0	5.5586133592326954	2.939313904449139
0.0	62.0	2.4135129552865497	0.0
0.0	63.0	2.7066435904146506	0.0
0.0	64.0	5.4548870049039655	2.5253276075319504
0.0	65.0	5.3870405054599262	3.1143987467726046
0.0	66.0	2.6470902916291936	0.0065672985890997126
0.0	67.0	5.4500003663853018	0.023634364161574363
0.0	68.0	0.38952016966974973	0.0
0.0	69.0	5.84677938339623	1.4562567652773852
0.0	70.0	5.2515272284871992	2.3927869068777512
0.0	71.0	2.8770048969694426	0.00023926980118167717
0.0	72.0	2.7030241116206191	0.0
0.0	73.0	4.3470734401119318	2.778535104921235
0.0	74.0	4.3411870811427011	1.134083601875123
0.0	75.0	22.227600923037933	22.093077014237416
