Species	Status	min_age	max_age	trait
Ursus_arctos	extant	0.0623	0.115	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.036	0.115	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	1.2	1.8	196287.5
Ursus_arctos	extant	0.01	0.0623	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.003	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.0312	0.0312	196287.5
Ursus_arctos	extant	0.03385	0.03385	196287.5
Ursus_arctos	extant	0.03442	0.0345	196287.5
Ursus_arctos	extant	0.036	0.089	196287.5
Ursus_arctos	extant	0	0.7	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.03151	0.03151	196287.5
Ursus_arctos	extant	0.03775	0.054	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.036	0.69	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.019	0.03	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0.02887	0.04809	196287.5
Ursus_arctos	extant	0.0186	0.0201	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.3	1.95	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01804	0.02566	196287.5
Ursus_arctos	extant	0.013	0.019	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01372	0.01487	196287.5
Ursus_arctos	extant	0.0635	0.0661	196287.5
Ursus_arctos	extant	0.005	0.01	196287.5
Ursus_arctos	extant	0.427	0.568	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.242	0.301	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.03	0.09	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.0108	0.02075	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0.045	0.08	196287.5
Ursus_arctos	extant	0.03514	0.155	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0.1169	0.1355	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.033	0.0425	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0	0.01	196287.5
Ursus_arctos	extant	0.01	1.95	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.01	0.036	196287.5
Ursus_arctos	extant	0.129	0.427	196287.5
Ursus_arctos	extant	0	2.588	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.781	2.588	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.012	2.588	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.781	2.588	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.0117	0.0117	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.126	0.781	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0	2.588	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	2.588	196287.5
Ursus_arctos	extant	0.12	0.12	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arctos	extant	0.012	0.126	196287.5
Ursus_arvernensis	extinct	4.2	5.3	NA
Ursus_arvernensis	extinct	4.2	5.3	NA
Ursus_arvernensis	extinct	2.6	3.4	NA
Ursus_arvernensis	extinct	3.4	4.2	NA
Ursus_arvernensis	extinct	4.2	5.3	NA
Ursus_arvernensis	extinct	2.588	3.2	NA
Ursus_arvernensis	extinct	2.588	5.332	NA
Ursus_arvernensis	extinct	2.588	5.332	NA
Ursus_boeckhi	extinct	4.2	5.3	NA
Ursus_boeckhi	extinct	3.4	4.2	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.427	0.568	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.242	0.301	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.3	1.95	NA
Ursus_deningeri	extinct	0.393	0.427	NA
Ursus_deningeri	extinct	0.4501	0.474	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.3	1.95	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.4501	0.474	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.301	0.334	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.78	1.95	NA
Ursus_deningeri	extinct	0.186	0.334	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.01	1.95	NA
Ursus_deningeri	extinct	0.012	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.012	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.012	0.781	NA
Ursus_deningeri	extinct	0.012	0.781	NA
Ursus_deningeri	extinct	0.012	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.781	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.012	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.781	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.012	2.588	NA
Ursus_deningeri	extinct	0.126	0.781	NA
Ursus_deningeri	extinct	0.781	2.588	NA
Ursus_deningeri	extinct	0.126	2.588	NA
Ursus_deningeri	extinct	0.781	2.588	NA
Ursus_etruscus	extinct	2.6	3.4	90000
Ursus_etruscus	extinct	2.6	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.2	1.8	90000
Ursus_etruscus	extinct	1.4	2.131	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	2.675	3.4	90000
Ursus_etruscus	extinct	1.95	3.4	90000
Ursus_etruscus	extinct	2.6	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	0.6	1.3	90000
Ursus_etruscus	extinct	2.6	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	3.4	90000
Ursus_etruscus	extinct	1.4	1.95	90000
Ursus_etruscus	extinct	0.3	1.95	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	2.6	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	2.6	3.56	90000
Ursus_etruscus	extinct	2.6	3.08	90000
Ursus_etruscus	extinct	1.95	2.675	90000
Ursus_etruscus	extinct	0.3	1.95	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	2.433	2.917	90000
Ursus_etruscus	extinct	0.3	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	0.01	1.95	90000
Ursus_etruscus	extinct	0.3	1.95	90000
Ursus_etruscus	extinct	0.3	3.4	90000
Ursus_etruscus	extinct	1.95	2.6	90000
Ursus_etruscus	extinct	1.95	3.4	90000
Ursus_etruscus	extinct	0.3	1.95	90000
Ursus_etruscus	extinct	2.588	3.6	90000
Ursus_etruscus	extinct	1.806	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.012	5.332	90000
Ursus_etruscus	extinct	0.012	5.332	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	0.012	5.332	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	1.806	2.588	90000
Ursus_etruscus	extinct	0.012	2.588	90000
Ursus_etruscus	extinct	0.012	2.588	90000
Ursus_etruscus	extinct	0.012	2.588	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	2.588	5.332	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.012	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	2.588	3.2	90000
Ursus_etruscus	extinct	1.806	2.588	90000
Ursus_etruscus	extinct	1.806	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.126	2.588	90000
Ursus_etruscus	extinct	0.126	2.588	90000
Ursus_etruscus	extinct	0.012	5.332	90000
Ursus_etruscus	extinct	1.806	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_etruscus	extinct	0.781	2.588	90000
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0	0.012	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_maritimus	extant	0	0.012	371703.81
Ursus_maritimus	extant	0.0057	0.0057	371703.81
Ursus_maritimus	extant	0.012	0.126	371703.81
Ursus_minimus	extinct	2.6	3.4	40000
Ursus_minimus	extinct	3.4	4.2	40000
Ursus_minimus	extinct	1.95	3.4	40000
Ursus_minimus	extinct	3.4	4.2	40000
Ursus_minimus	extinct	2.6	3.4	40000
Ursus_minimus	extinct	2.6	3.4	40000
Ursus_minimus	extinct	2.6	3.4	40000
Ursus_minimus	extinct	1.95	2.6	40000
Ursus_minimus	extinct	2.588	3.2	40000
Ursus_minimus	extinct	2.588	5.332	40000
Ursus_minimus	extinct	3.2	5.332	40000
Ursus_minimus	extinct	0.012	5.332	40000
Ursus_minimus	extinct	2.588	3.2	40000
Ursus_minimus	extinct	4.2	4.9	40000
Ursus_minimus	extinct	3.2	4.2	40000
Ursus_minimus	extinct	2.588	4.2	40000
Ursus_ruscinensis	extinct	3.4	4.2	NA
Ursus_ruscinensis	extinct	3.4	4.2	NA
Ursus_ruscinensis	extinct	4.2	5.3	NA
Ursus_ruscinensis	extinct	4.2	5.3	NA
Ursus_ruscinensis	extinct	3	3.4	NA
Ursus_ruscinensis	extinct	3.2	5.332	NA
Ursus_spelaeus	extinct	0	0.7	300000.00
Ursus_spelaeus	extinct	0	0.7	300000.00
Ursus_spelaeus	extinct	0.036	0.115	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0	0.01	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.03385	0.03385	300000.00
Ursus_spelaeus	extinct	0.03151	0.03151	300000.00
Ursus_spelaeus	extinct	0.03775	0.054	300000.00
Ursus_spelaeus	extinct	0.036	0.69	300000.00
Ursus_spelaeus	extinct	0.019	0.03	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.0635	0.0661	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.045	0.08	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.129	0.364	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.115	0.125	300000.00
Ursus_spelaeus	extinct	0.129	0.301	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0.029	0.035	300000.00
Ursus_spelaeus	extinct	0.364	0.427	300000.00
Ursus_spelaeus	extinct	0.1191	0.1339	300000.00
Ursus_spelaeus	extinct	0.03	0.15	300000.00
Ursus_spelaeus	extinct	0.129	0.364	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0.024	0.0259	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.038	0.038	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0.0229	0.0237	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.03	0.15	300000.00
Ursus_spelaeus	extinct	0.045	0.08	300000.00
Ursus_spelaeus	extinct	0.003	0.01	300000.00
Ursus_spelaeus	extinct	0.129	0.364	300000.00
Ursus_spelaeus	extinct	0.03	0.09	300000.00
Ursus_spelaeus	extinct	0.0623	0.115	300000.00
Ursus_spelaeus	extinct	0.039	0.039	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.003	0.01	300000.00
Ursus_spelaeus	extinct	0.0419	0.0441	300000.00
Ursus_spelaeus	extinct	0.0623	0.115	300000.00
Ursus_spelaeus	extinct	0.03	0.09	300000.00
Ursus_spelaeus	extinct	0.115	0.125	300000.00
Ursus_spelaeus	extinct	0.047	0.0495	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.0255	0.0255	300000.00
Ursus_spelaeus	extinct	0.017	0.053	300000.00
Ursus_spelaeus	extinct	0.01	0.15	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.011	0.0382	300000.00
Ursus_spelaeus	extinct	0.01	0.115	300000.00
Ursus_spelaeus	extinct	0	0.01	300000.00
Ursus_spelaeus	extinct	0.027	0.027	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.01	1.95	300000.00
Ursus_spelaeus	extinct	0.0148	0.03767	300000.00
Ursus_spelaeus	extinct	0.01	0.036	300000.00
Ursus_spelaeus	extinct	0.036	0.089	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.781	3.6	300000.00
Ursus_spelaeus	extinct	0.012	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.012	2.588	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.012	0.781	300000.00
Ursus_spelaeus	extinct	0.781	2.588	300000.00
Ursus_spelaeus	extinct	0.781	2.588	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.126	0.781	300000.00
Ursus_spelaeus	extinct	0.012	2.588	300000.00
Ursus_spelaeus	extinct	0.781	2.588	300000.00
Ursus_spelaeus	extinct	0.781	2.588	300000.00
Ursus_spelaeus	extinct	2.588	3.6	300000.00
Ursus_spelaeus	extinct	0.012	2.588	300000.00
Ursus_spelaeus	extinct	0.012	2.588	300000.00
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	1.2	1.8	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0	0.7	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	1.2	1.2	99714.19
Ursus_thibetanus	extant	1.2	1.8	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	1.2	1.8	99714.19
Ursus_thibetanus	extant	1.2	1.8	99714.19
Ursus_thibetanus	extant	0.6	1.3	99714.19
Ursus_thibetanus	extant	0.01	1.95	99714.19
Ursus_thibetanus	extant	0.012	0.781	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_thibetanus	extant	0.012	0.126	99714.19
Ursus_thibetanus	extant	0.012	0.126	99714.19
Ursus_thibetanus	extant	0.781	2.588	99714.19
Ursus_thibetanus	extant	0.012	0.781	99714.19
Ursus_thibetanus	extant	0.781	2.588	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_thibetanus	extant	0.012	0.126	99714.19
Ursus_thibetanus	extant	0.126	0.781	99714.19
Ursus_wenzensis	extinct	3.4	4.2	NA
Ursus_wenzensis	extinct	3.2	4.2	NA
Ursus_yinanensis	extinct	2.6	3.4	NA
Ursus_yinanensis	extinct	1.95	2.6	NA
Ursus_yinanensis	extinct	2.6	3.4	NA
Zaragocyon_daamsi	extinct	20	22.8	NA
