Taxon_name	Status	MinAge	MaxAge	Site
Lusitanites	extinct	330.3	335.9	157817
Eumorphoceras	extinct	330.3	335.9	157817
Choctawites	extinct	330.3	335.9	157818
Lusitanites	extinct	330.3	335.9	157818
Eumorphoceras	extinct	330.3	335.9	157818
Verneuilites	extinct	318.6	323.4	43353
Eoasianites	extinct	307	315.2	79328
Phaneroceras	extinct	307	315.2	79328
Paralegoceras	extinct	307	315.2	79328
Diaboloceras	extinct	307	315.2	79328
Choctawites	extinct	330.3	335.9	157819
Richardsonites	extinct	323.6	326.9	157820
Eumorphoceras	extinct	326.9	330.3	157821
Paracravenoceras	extinct	326.9	330.3	157822
Eumorphoceras	extinct	326.9	330.3	157822
Paracravenoceras	extinct	326.9	330.3	157823
Paracravenoceras	extinct	326.9	330.3	84401
Paracravenoceras	extinct	326.9	330.3	84402
Eumorphoceras	extinct	326.9	330.3	84402
Branneroceras	extinct	318.6	323.4	43375
Axinolobus	extinct	315.2	323.4	157824
Gordonites	extinct	315.2	323.4	157829
Glaphyrites	extinct	326.9	330.3	84400
Paracravenoceras	extinct	326.9	330.3	84400
Fayettevillea	extinct	326.9	330.3	84400
Eumorphoceras	extinct	326.9	330.3	84400
Megapronorites	extinct	326.9	330.3	84400
Goniatites	extinct	330.3	335.9	157831
Lusitanites	extinct	330.3	335.9	157831
Goniatites	extinct	330.3	335.9	157832
Pachylyroceras	extinct	330.3	335.9	157832
Eumorphoceras	extinct	330.3	335.9	157832
Gastrioceras	extinct	315.2	323.4	157833
Phaneroceras	extinct	315.2	323.4	157833
Pseudopronorites	extinct	315.2	323.4	157833
Phaneroceras	extinct	307	315.2	157834
Winslowoceras	extinct	307	315.2	157834
Syngastrioceras	extinct	318.6	323.4	43384
Goniatites	extinct	330.3	335.9	157835
Goniatites	extinct	330.3	335.9	157836
Syngastrioceras	extinct	326.9	330.3	157837
Gastrioceras	extinct	318.6	323.4	43360
Choctawites	extinct	330.3	335.9	157838
Goniatites	extinct	330.3	335.9	157838
Lusitanites	extinct	330.3	335.9	157838
Glyphiolobus	extinct	330.3	335.9	157838
Choctawites	extinct	330.3	335.9	157839
Lusitanites	extinct	330.3	335.9	157839
Goniatites	extinct	330.3	335.9	157840
Eumorphoceras	extinct	330.3	335.9	157840
Goniatites	extinct	330.3	335.9	157813
Richardsonites	extinct	323.6	326.9	157841
Glaphyrites	extinct	326.9	330.3	157842
Glaphyrites	extinct	326.9	330.3	157843
Paracravenoceras	extinct	326.9	330.3	157843
Eumorphoceras	extinct	326.9	330.3	157843
Prolecanites	extinct	351.9	358.86	157674
Choctawites	extinct	330.3	335.9	157844
Goniatites	extinct	330.3	335.9	157844
Lusitanites	extinct	330.3	335.9	157844
Glaphyrites	extinct	326.9	330.3	157845
Paracravenoceras	extinct	326.9	330.3	157845
Eumorphoceras	extinct	326.9	330.3	157845
Neoglyphioceras	extinct	326.9	330.3	157847
Eumorphoceras	extinct	326.9	330.3	157847
Goniatites	extinct	330.3	335.9	157849
Pachylyroceras	extinct	330.3	335.9	157849
Eumorphoceras	extinct	330.3	335.9	157849
Goniatites	extinct	330.3	335.9	157861
Goniatites	extinct	330.3	335.9	157862
Pachylyroceras	extinct	330.3	335.9	157862
Sudeticeras	extinct	330.3	335.9	157863
Pachylyroceras	extinct	330.3	335.9	157863
Choctawites	extinct	330.3	335.9	157864
Goniatites	extinct	330.3	335.9	157864
Pachylyroceras	extinct	330.3	335.9	157864
Lusitanites	extinct	330.3	335.9	157864
Eumorphoceras	extinct	330.3	335.9	157864
Glyphiolobus	extinct	330.3	335.9	157864
Choctawites	extinct	330.3	335.9	157865
Lusitanites	extinct	330.3	335.9	157865
Glyphiolobus	extinct	330.3	335.9	157865
Stenoglaphyrites	extinct	323.6	326.9	157866
Stenoglaphyrites	extinct	323.6	326.9	157867
Cravenoceras	extinct	323.6	326.9	157867
Glaphyrites	extinct	326.9	330.3	84404
Paracravenoceras	extinct	326.9	330.3	84404
Fayettevillea	extinct	326.9	330.3	84404
Eumorphoceras	extinct	326.9	330.3	84404
Paradimorphoceras	extinct	326.9	330.3	84404
Glyphiolobus	extinct	326.9	330.3	84404
Glaphyrites	extinct	326.9	330.3	157682
Paracravenoceras	extinct	326.9	330.3	157682
Eumorphoceras	extinct	326.9	330.3	157682
Paracravenoceras	extinct	326.9	330.3	157683
Eumorphoceras	extinct	326.9	330.3	157683
Glyphiolobus	extinct	326.9	330.3	157683
Paracravenoceras	extinct	326.9	330.3	157879
Stenoglaphyrites	extinct	323.4	330.3	5517
Anthracoceras	extinct	323.4	330.3	5517
Glaphyrites	extinct	326.9	330.3	157880
Paracravenoceras	extinct	326.9	330.3	157880
Fayettevillea	extinct	326.9	330.3	157880
Eumorphoceras	extinct	323.6	326.9	157881
Glaphyrites	extinct	326.9	330.3	157882
Glaphyrites	extinct	326.9	330.3	157883
Eumorphoceras	extinct	326.9	330.3	157883
Gastrioceras	extinct	318.6	323.4	43362
Glaphyrites	extinct	326.9	330.3	157884
Paracravenoceras	extinct	326.9	330.3	157884
Glaphyrites	extinct	326.9	330.3	157907
Ivoites	extinct	399.5	410.62	157914
Phaneroceras	extinct	307	315.2	157929
Pseudopronorites	extinct	307	315.2	157929
Glaphyrites	extinct	326.9	330.3	157933
Paracravenoceras	extinct	326.9	330.3	157933
Eumorphoceras	extinct	326.9	330.3	157933
Glaphyrites	extinct	326.9	330.3	157936
Paracravenoceras	extinct	326.9	330.3	157936
Eumorphoceras	extinct	326.9	330.3	157936
Choctawites	extinct	330.3	335.9	157939
Goniatites	extinct	330.3	335.9	157939
Lusitanites	extinct	330.3	335.9	157939
Eumorphoceras	extinct	330.3	335.9	157939
Goniatites	extinct	330.3	335.9	157940
Stenoglaphyrites	extinct	323.6	326.9	157941
Cravenoceras	extinct	323.6	326.9	157942
Glaphyrites	extinct	326.9	330.3	157684
Paracravenoceras	extinct	326.9	330.3	157684
Fayettevillea	extinct	326.9	330.3	157684
Eumorphoceras	extinct	326.9	330.3	157684
Glyphiolobus	extinct	326.9	330.3	157684
Stenoglaphyrites	extinct	323.6	326.9	157943
Cravenoceras	extinct	326.9	330.3	157945
Eumorphoceras	extinct	326.9	330.3	157945
Glaphyrites	extinct	326.9	330.3	157946
Paracravenoceras	extinct	326.9	330.3	157946
Eumorphoceras	extinct	326.9	330.3	157946
Stenoglaphyrites	extinct	323.6	326.9	157948
Anthracoceras	extinct	323.6	326.9	157948
Eumorphoceras	extinct	326.9	330.3	157688
Paracravenoceras	extinct	326.9	330.3	157949
Eumorphoceras	extinct	326.9	330.3	157949
Glaphyrites	extinct	326.9	330.3	157950
Paracravenoceras	extinct	326.9	330.3	157950
Eumorphoceras	extinct	326.9	330.3	157950
Glaphyrites	extinct	326.9	330.3	157951
Syngastrioceras	extinct	326.9	330.3	157952
Eumorphoceras	extinct	326.9	330.3	157952
Syngastrioceras	extinct	326.9	330.3	157953
Paradimorphoceras	extinct	326.9	330.3	157953
Syngastrioceras	extinct	326.9	330.3	157954
Paracravenoceras	extinct	326.9	330.3	157954
Paradimorphoceras	extinct	326.9	330.3	157954
Syngastrioceras	extinct	315.2	323.4	157955
Gastrioceras	extinct	315.2	323.4	157955
Pseudopronorites	extinct	315.2	323.4	157955
Goniatites	extinct	330.3	335.9	157956
Syngastrioceras	extinct	315.2	323.4	157957
Syngastrioceras	extinct	315.2	323.4	157958
Gordonites	extinct	315.2	323.4	157958
Branneroceras	extinct	315.2	323.4	157958
Gastrioceras	extinct	315.2	323.4	157958
Glaphyrites	extinct	315.2	323.4	157959
Homoceratoides	extinct	315.2	323.4	157959
Branneroceras	extinct	315.2	323.4	157959
Gastrioceras	extinct	315.2	323.4	157959
Stenoglaphyrites	extinct	323.4	330.3	5518
Anthracoceras	extinct	323.4	330.3	5518
Gastrioceras	extinct	318.6	323.4	43431
Stenoglaphyrites	extinct	323.6	326.9	157960
Anthracoceras	extinct	323.6	326.9	157960
Stenoglaphyrites	extinct	323.6	326.9	157961
Anthracoceras	extinct	323.6	326.9	157961
Cravenoceras	extinct	326.9	330.3	157962
Gastrioceras	extinct	315.2	323.4	157973
Eumorphoceras	extinct	323.6	326.9	157974
Stenoglaphyrites	extinct	323.6	326.9	157976
Glaphyrites	extinct	315.2	323.4	157979
Syngastrioceras	extinct	315.2	323.4	157979
Gordonites	extinct	315.2	323.4	157979
Branneroceras	extinct	315.2	323.4	157979
Gastrioceras	extinct	315.2	323.4	157979
Paracravenoceras	extinct	326.9	330.3	157980
Fayettevillea	extinct	326.9	330.3	157980
Eumorphoceras	extinct	326.9	330.3	157980
Eumorphoceras	extinct	326.9	330.3	157982
Glaphyrites	extinct	326.9	330.3	157983
Eumorphoceras	extinct	326.9	330.3	157983
Lusitanites	extinct	330.3	335.9	157984
Eumorphoceras	extinct	330.3	335.9	157984
Glaphyrites	extinct	326.9	330.3	157686
Paracravenoceras	extinct	326.9	330.3	157686
Eumorphoceras	extinct	326.9	330.3	157686
Stenoglaphyrites	extinct	323.6	326.9	157987
Anthracoceras	extinct	323.6	326.9	157987
Stenoglaphyrites	extinct	323.6	326.9	157991
Paracravenoceras	extinct	326.9	330.3	157681
Eumorphoceras	extinct	326.9	330.3	157681
Glaphyrites	extinct	326.9	330.3	157685
Paracravenoceras	extinct	326.9	330.3	157685
Fayettevillea	extinct	326.9	330.3	157685
Eumorphoceras	extinct	326.9	330.3	157685
Arcanoceras	extinct	326.9	330.3	157685
Glyphiolobus	extinct	326.9	330.3	157685
Paracravenoceras	extinct	326.9	330.3	157994
Paracravenoceras	extinct	326.9	330.3	157995
Eumorphoceras	extinct	326.9	330.3	157995
Glaphyrites	extinct	326.9	330.3	157689
Eowellerites	extinct	307	315.2	157996
Eumorphoceras	extinct	323.6	326.9	157997
Anthracoceras	extinct	323.6	326.9	157997
Stenoglaphyrites	extinct	323.6	326.9	157998
Anthracoceras	extinct	323.6	326.9	157998
Anthracoceras	extinct	323.6	326.9	157999
Anthracoceras	extinct	323.6	326.9	158000
Stenoglaphyrites	extinct	323.6	326.9	158001
Anthracoceras	extinct	323.6	326.9	158001
Glaphyrites	extinct	326.9	330.3	158002
Phaneroceras	extinct	307	315.2	158003
Paralegoceras	extinct	307	315.2	158003
Phaneroceras	extinct	307	315.2	158004
Phaneroceras	extinct	307	315.2	158005
Paralegoceras	extinct	307	315.2	158005
Paralegoceras	extinct	307	315.2	158006
Phaneroceras	extinct	307	315.2	158007
Phaneroceras	extinct	307	315.2	158008
Paralegoceras	extinct	307	315.2	158008
Phaneroceras	extinct	307	315.2	158009
Phaneroceras	extinct	307	315.2	158010
Pseudopronorites	extinct	307	315.2	158010
Phaneroceras	extinct	307	315.2	158011
Glaphyrites	extinct	326.9	330.3	158012
Paracravenoceras	extinct	326.9	330.3	158012
Eumorphoceras	extinct	326.9	330.3	158012
Phaneroceras	extinct	307	315.2	158013
Paralegoceras	extinct	307	315.2	158013
Phaneroceras	extinct	307	315.2	158014
Paralegoceras	extinct	307	315.2	158014
Stenopronorites	extinct	307	315.2	158014
Glaphyrites	extinct	315.2	323.4	158015
Syngastrioceras	extinct	315.2	323.4	158015
Axinolobus	extinct	315.2	323.4	158015
Pseudopronorites	extinct	315.2	323.4	158015
Choctawites	extinct	330.3	335.9	158016
Goniatites	extinct	330.3	335.9	158016
Lusitanites	extinct	330.3	335.9	158016
Paracravenoceras	extinct	326.9	330.3	158017
Eumorphoceras	extinct	326.9	330.3	158017
Goniatites	extinct	330.3	335.9	157814
Lusitanites	extinct	330.3	335.9	157814
Eumorphoceras	extinct	330.3	335.9	157814
Choctawites	extinct	330.3	335.9	158018
Goniatites	extinct	330.3	335.9	158018
Neoglyphioceras	extinct	330.3	335.9	158018
Lusitanites	extinct	330.3	335.9	158019
Goniatites	extinct	330.3	335.9	158020
Goniatites	extinct	330.3	335.9	158021
Paracravenoceras	extinct	326.9	330.3	158022
Quinnites	extinct	318.6	323.4	43369
Goniatites	extinct	330.3	335.9	76143
Choctawites	extinct	330.3	335.9	158038
Glaphyrites	extinct	326.9	330.3	157680
Paracravenoceras	extinct	326.9	330.3	157680
Eumorphoceras	extinct	326.9	330.3	157680
Paradimorphoceras	extinct	326.9	330.3	157680
Richardsonites	extinct	323.6	326.9	158039
Eumorphoceras	extinct	323.6	326.9	158039
Girtyoceras	extinct	330.3	335.9	158042
Girtyoceras	extinct	330.3	335.9	157812
Paralegoceras	extinct	315.2	323.4	158037
Anagaudryceras	extinct	100.5	106.3	158085
Zelandites	extinct	93.9	100.5	158086
Lytoceras	extinct	89.8	93.9	158089
Beudanticeras	extinct	89.8	93.9	158089
Tetrahoplitoides	extinct	89.8	93.9	158089
Desmophyllites	extinct	85.7	89.8	158090
Paraceratites	extinct	241.464	243.33	157947
Paraceratites	extinct	241.464	243.33	158091
Tragodesmoceras	extinct	89.8	93.9	158093
Pachydesmoceras	extinct	89.8	93.9	158095
Tragodesmoceras	extinct	89.8	93.9	158096
Neodesmoceras	extinct	66	72.2	158099
Anapachydiscus	extinct	66	72.2	158099
Nowakites	extinct	83.6	85.7	158104
Puzosia	extinct	93.9	100.5	158105
Mesopuzosia	extinct	89.8	93.9	158106
Jimboiceras	extinct	89.8	93.9	158107
Puzosia	extinct	89.8	93.9	158107
Marshallites	extinct	93.9	100.5	158108
Eucalycoceras	extinct	93.9	100.5	158109
Stoliczkaia	extinct	93.9	100.5	158108
Collignoniceras	extinct	89.8	93.9	158111
Fagesia	extinct	89.8	93.9	158112
Paraceratites	extinct	241.464	243.33	158114
Paraceratites	extinct	241.464	243.33	158115
Mortoniceras	extinct	93.9	100.5	158116
Paraceratites	extinct	241.464	243.33	158118
Lytoceras	extinct	149.2	154.8	35725
Lytoceras	extinct	149.2	154.8	158123
Lytoceras	extinct	149.2	154.8	158124
Prionotropis	extinct	89.8	93.9	158125
Oregoniceras	extinct	89.8	93.9	86814
Oregoniceras	extinct	89.8	93.9	158110
Subprionocyclus	extinct	89.8	93.9	158110
Calycoceras	extinct	93.9	100.5	158126
Mantelliceras	extinct	93.9	100.5	158126
Phylloceras	extinct	170.9	174.7	158127
Planammatoceras	extinct	170.9	174.7	158127
Puchenquia	extinct	170.9	174.7	158127
Phylloceras	extinct	170.9	174.7	158128
Planammatoceras	extinct	170.9	174.7	158128
Puchenquia	extinct	170.9	174.7	158128
Calliphylloceras	extinct	170.9	174.7	158129
Planammatoceras	extinct	170.9	174.7	158129
Calliphylloceras	extinct	170.9	174.7	158130
Puchenquia	extinct	170.9	174.7	158130
Planammatoceras	extinct	170.9	174.7	158131
Planammatoceras	extinct	170.9	174.7	158132
Planammatoceras	extinct	170.9	174.7	158133
Euaptetoceras	extinct	170.9	174.7	158133
Planammatoceras	extinct	170.9	174.7	158134
Puchenquia	extinct	170.9	174.7	158131
Planammatoceras	extinct	170.9	174.7	158135
Puchenquia	extinct	170.9	174.7	158135
Puchenquia	extinct	170.9	174.7	158136
Puchenquia	extinct	170.9	174.7	63841
Goniatites	extinct	318.6	323.4	158165
Caenisites	extinct	192.9	199.5	158212
Cymbites	extinct	192.9	199.5	158211
Phyllopachyceras	extinct	66	83.6	88816
Hypophylloceras	extinct	72.2	83.6	88063
Gaudryceras	extinct	72.2	83.6	88063
Hypophylloceras	extinct	66	83.6	158217
Diplomoceras	extinct	66	83.6	158217
Pachydiscus	extinct	66	83.6	158217
Hypophylloceras	extinct	66	83.6	88888
Hypophylloceras	extinct	72.2	83.6	64021
Gaudryceras	extinct	72.2	83.6	64021
Fresvillia	extinct	72.2	83.6	64021
Hypophylloceras	extinct	72.2	83.6	64024
Pachydiscus	extinct	72.2	83.6	64024
Diplomoceras	extinct	72.2	83.6	158218
Diplomoceras	extinct	72.2	83.6	158219
Hypophylloceras	extinct	72.2	83.6	158219
Hypophylloceras	extinct	72.2	83.6	158220
Diplomoceras	extinct	72.2	83.6	158221
Didymoceras	extinct	72.2	83.6	158222
Diplomoceras	extinct	72.2	83.6	158224
Diplomoceras	extinct	72.2	83.6	158226
Pseudophyllites	extinct	72.2	83.6	158227
Pachydiscus	extinct	72.2	83.6	158227
Desmophyllites	extinct	72.2	83.6	158227
Diplomoceras	extinct	72.2	83.6	158227
Hypophylloceras	extinct	72.2	83.6	158227
Gaudryceras	extinct	72.2	83.6	158227
Didymoceras	extinct	72.2	83.6	158227
Diplomoceras	extinct	72.2	83.6	158228
Pachydiscus	extinct	72.2	83.6	88817
Pachydiscus	extinct	72.2	83.6	158233
Diplomoceras	extinct	72.2	83.6	158234
Gaudryceras	extinct	66	72.2	158235
Pachydiscus	extinct	72.2	83.6	158236
Pachydiscus	extinct	72.2	83.6	158237
Patagiosites	extinct	72.2	83.6	158238
Anapachydiscus	extinct	72.2	83.6	158239
Pachydiscus	extinct	72.2	83.6	158241
Pachydiscus	extinct	72.2	83.6	158274
Pachydiscus	extinct	72.2	83.6	158275
Fresvillia	extinct	72.2	83.6	158280
Saxoceras	extinct	199.5	201.4	158285
Alsatites	extinct	199.5	201.4	158285
Alsatites	extinct	199.5	201.4	158286
Diplomoceras	extinct	72.2	83.6	158288
Patagiosites	extinct	72.2	83.6	158289
Gaudryceras	extinct	72.2	83.6	158289
Pachydiscus	extinct	72.2	83.6	158290
Patagiosites	extinct	72.2	83.6	158290
Diplomoceras	extinct	72.2	83.6	158291
Hypophylloceras	extinct	72.2	83.6	158291
Pachydiscus	extinct	72.2	83.6	158292
Diplomoceras	extinct	72.2	83.6	158293
Gaudryceras	extinct	72.2	83.6	158293
Fresvillia	extinct	72.2	83.6	158293
Hypophylloceras	extinct	72.2	83.6	158294
Pachydiscus	extinct	72.2	83.6	158295
Pachydiscus	extinct	72.2	83.6	158296
Patagiosites	extinct	72.2	83.6	158296
Gaudryceras	extinct	72.2	83.6	158296
Anapachydiscus	extinct	72.2	83.6	158297
Pseudophyllites	extinct	72.2	83.6	158306
Gaudryceras	extinct	72.2	83.6	158306
Baculites	extinct	72.2	83.6	158306
Patagiosites	extinct	72.2	83.6	158310
Hypophylloceras	extinct	72.2	83.6	158310
Gaudryceras	extinct	72.2	83.6	158310
Diplomoceras	extinct	72.2	83.6	158311
Pachydiscus	extinct	72.2	83.6	158312
Baculites	extinct	72.2	83.6	158312
Pachydiscus	extinct	72.2	83.6	158313
Gaudryceras	extinct	66	72.2	82929
Pseudophyllites	extinct	66	72.2	158315
Maorites	extinct	66	72.2	158315
Diplomoceras	extinct	72.2	83.6	158317
Gaudryceras	extinct	72.2	83.6	158319
Pseudoxybeloceras	extinct	72.2	83.6	158320
Hypophylloceras	extinct	72.2	83.6	158322
Fresvillia	extinct	72.2	83.6	158322
Diplomoceras	extinct	72.2	83.6	158323
Diplomoceras	extinct	72.2	83.6	158324
Gaudryceras	extinct	72.2	83.6	158328
Pachydiscus	extinct	72.2	83.6	158329
Canadoceras	extinct	72.2	83.6	158330
Canadoceras	extinct	72.2	83.6	158343
Canadoceras	extinct	72.2	83.6	158345
Canadoceras	extinct	72.2	83.6	158349
Canadoceras	extinct	72.2	83.6	158351
Canadoceras	extinct	72.2	83.6	158352
Canadoceras	extinct	72.2	83.6	158353
Canadoceras	extinct	72.2	83.6	158354
Canadoceras	extinct	72.2	83.6	158356
Canadoceras	extinct	72.2	83.6	158358
Canadoceras	extinct	72.2	83.6	158359
Canadoceras	extinct	72.2	83.6	158360
Canadoceras	extinct	72.2	83.6	158361
Canadoceras	extinct	72.2	83.6	158366
Pachydiscus	extinct	72.2	83.6	158371
Pachydiscus	extinct	72.2	83.6	158372
Pachydiscus	extinct	72.2	83.6	158373
Pachydiscus	extinct	72.2	83.6	158374
Pachydiscus	extinct	72.2	83.6	158375
Pachydiscus	extinct	72.2	83.6	158376
Pachydiscus	extinct	72.2	83.6	158377
Pachydiscus	extinct	72.2	83.6	158378
Diplomoceras	extinct	72.2	83.6	158378
Pachydiscus	extinct	72.2	83.6	158379
Pachydiscus	extinct	72.2	83.6	158380
Pachydiscus	extinct	72.2	83.6	158381
Hypophylloceras	extinct	72.2	83.6	158382
Pachydiscus	extinct	72.2	83.6	158384
Pachydiscus	extinct	72.2	83.6	158385
Didymoceras	extinct	72.2	83.6	158386
Pachydiscus	extinct	72.2	83.6	158387
Canadoceras	extinct	72.2	83.6	158388
Canadoceras	extinct	72.2	83.6	158389
Canadoceras	extinct	72.2	83.6	158390
Kitchinites	extinct	66	72.2	158391
Kitchinites	extinct	66	72.2	158392
Kitchinites	extinct	66	72.2	158393
Kitchinites	extinct	66	72.2	158394
Kitchinites	extinct	66	72.2	158395
Kitchinites	extinct	66	72.2	158396
Maorites	extinct	66	72.2	158396
Maorites	extinct	66	72.2	158395
Maorites	extinct	66	72.2	158394
Maorites	extinct	66	72.2	158391
Maorites	extinct	66	72.2	158392
Maorites	extinct	66	72.2	158393
Pseudophyllites	extinct	66	72.2	158397
Pseudophyllites	extinct	66	72.2	158398
Grossouvrites	extinct	66	72.2	158398
Pachydiscus	extinct	66	72.2	158398
Kitchinites	extinct	66	72.2	158399
Kitchinites	extinct	66	72.2	158400
Kitchinites	extinct	66	72.2	158401
Kitchinites	extinct	66	72.2	158402
Kitchinites	extinct	66	72.2	158403
Kitchinites	extinct	66	72.2	158404
Kitchinites	extinct	66	72.2	158405
Kitchinites	extinct	66	72.2	158406
Kitchinites	extinct	66	72.2	158407
Kitchinites	extinct	66	72.2	158408
Kitchinites	extinct	66	72.2	158409
Kitchinites	extinct	66	72.2	158410
Kitchinites	extinct	66	72.2	158411
Kitchinites	extinct	66	72.2	158412
Kitchinites	extinct	66	72.2	158413
Kitchinites	extinct	66	72.2	158414
Maorites	extinct	66	72.2	158414
Maorites	extinct	66	72.2	158413
Maorites	extinct	66	72.2	158412
Maorites	extinct	66	72.2	158411
Maorites	extinct	66	72.2	158409
Maorites	extinct	66	72.2	158408
Maorites	extinct	66	72.2	158407
Grossouvrites	extinct	66	72.2	158407
Grossouvrites	extinct	66	72.2	158406
Maorites	extinct	66	72.2	158405
Maorites	extinct	66	72.2	158403
Grossouvrites	extinct	66	72.2	158403
Maorites	extinct	66	72.2	158401
Maorites	extinct	66	72.2	158400
Kitchinites	extinct	66	72.2	158415
Pachydiscus	extinct	66	72.2	158415
Kitchinites	extinct	66	72.2	158416
Maorites	extinct	66	72.2	158416
Maorites	extinct	66	72.2	158418
Maorites	extinct	66	72.2	158419
Grossouvrites	extinct	66	72.2	158419
Pachydiscus	extinct	66	72.2	158419
Maorites	extinct	66	72.2	158417
Grossouvrites	extinct	66	72.2	158417
Maorites	extinct	66	72.2	158420
Maorites	extinct	66	72.2	158427
Grossouvrites	extinct	66	72.2	158427
Pachydiscus	extinct	66	72.2	158427
Maorites	extinct	66	72.2	158426
Grossouvrites	extinct	66	72.2	158426
Pachydiscus	extinct	66	72.2	158426
Maorites	extinct	66	72.2	158425
Grossouvrites	extinct	66	72.2	158425
Pachydiscus	extinct	66	72.2	158425
Maorites	extinct	66	72.2	158424
Grossouvrites	extinct	66	72.2	158424
Maorites	extinct	66	72.2	158423
Grossouvrites	extinct	66	72.2	158423
Maorites	extinct	66	72.2	158422
Grossouvrites	extinct	66	72.2	158422
Maorites	extinct	66	72.2	158421
Grossouvrites	extinct	66	72.2	158421
Pachydiscus	extinct	66	72.2	158421
Maorites	extinct	66	72.2	158435
Grossouvrites	extinct	66	72.2	158435
Pachydiscus	extinct	66	72.2	158435
Maorites	extinct	66	72.2	158434
Maorites	extinct	66	72.2	158433
Maorites	extinct	66	72.2	158432
Maorites	extinct	66	72.2	158431
Maorites	extinct	66	72.2	158430
Maorites	extinct	66	72.2	158429
Maorites	extinct	66	72.2	158428
Maorites	extinct	72.2	83.6	158436
Maorites	extinct	72.2	83.6	158437
Grossouvrites	extinct	66	72.2	82933
Grossouvrites	extinct	66	72.2	158447
Pachydiscus	extinct	66	72.2	158447
Grossouvrites	extinct	66	72.2	158446
Pachydiscus	extinct	66	72.2	158446
Grossouvrites	extinct	66	72.2	158445
Grossouvrites	extinct	66	72.2	158444
Grossouvrites	extinct	66	72.2	158443
Grossouvrites	extinct	66	72.2	158442
Grossouvrites	extinct	66	72.2	158441
Maorites	extinct	66	72.2	158440
Grossouvrites	extinct	66	72.2	158440
Grossouvrites	extinct	66	72.2	158439
Grossouvrites	extinct	66	72.2	158438
Pachydiscus	extinct	66	72.2	158448
Pachydiscus	extinct	66	72.2	158449
Pachydiscus	extinct	66	72.2	158450
Pachydiscus	extinct	66	72.2	82965
Pachydiscus	extinct	66	72.2	158451
Pachydiscus	extinct	66	72.2	158452
Pachydiscus	extinct	66	72.2	158453
Pachydiscus	extinct	66	72.2	158454
Reesidites	extinct	85.7	89.8	158488
Gauthiericeras	extinct	85.7	89.8	158491
Gauthiericeras	extinct	85.7	89.8	158492
Hecticoceras	extinct	161.5	165.3	158522
Paracuariceras	extinct	161.5	165.3	158522
Concavites	extinct	161.5	165.3	158522
Peltoceras	extinct	161.5	165.3	158522
Cadoceras	extinct	161.5	165.3	158633
Cadoceras	extinct	161.5	165.3	158636
Cadoceras	extinct	161.5	165.3	158646
Cadoceras	extinct	161.5	165.3	158648
Kepplerites	extinct	161.5	165.3	158649
Phylloceras	extinct	161.5	165.3	158650
Gowericeras	extinct	161.5	165.3	158650
Phylloceras	extinct	161.5	165.3	158651
Iniskinites	extinct	161.5	165.3	158652
Procerites	extinct	161.5	165.3	158652
Cadoceras	extinct	161.5	165.3	158653
Kepplerites	extinct	161.5	165.3	158654
Kepplerites	extinct	161.5	165.3	158655
Cadoceras	extinct	161.5	165.3	158656
Pseudocadoceras	extinct	161.5	165.3	158656
Cadoceras	extinct	161.5	165.3	158657
Phylloceras	extinct	161.5	165.3	158658
Phylloceras	extinct	161.5	165.3	158659
Cadoceras	extinct	161.5	165.3	158660
Cadoceras	extinct	161.5	165.3	158661
Cadoceras	extinct	161.5	165.3	158662
Oxycerites	extinct	161.5	165.3	158663
Cadoceras	extinct	161.5	165.3	158664
Cadoceras	extinct	161.5	165.3	158665
Oxycerites	extinct	161.5	165.3	158666
Cadoceras	extinct	161.5	165.3	158666
Cadoceras	extinct	161.5	165.3	158667
Cadoceras	extinct	161.5	165.3	158668
Cadoceras	extinct	161.5	165.3	158669
Cadoceras	extinct	161.5	165.3	158670
Cadoceras	extinct	161.5	165.3	158671
Pseudocadoceras	extinct	161.5	165.3	158671
Phylloceras	extinct	161.5	165.3	158672
Cadoceras	extinct	161.5	165.3	158672
Pseudocadoceras	extinct	161.5	165.3	158672
Phylloceras	extinct	161.5	165.3	158673
Cadoceras	extinct	161.5	165.3	158673
Cadoceras	extinct	161.5	165.3	158674
Phylloceras	extinct	161.5	165.3	158675
Cadoceras	extinct	161.5	165.3	158675
Pseudocadoceras	extinct	161.5	165.3	158675
Phylloceras	extinct	161.5	165.3	158676
Cadoceras	extinct	161.5	165.3	158677
Cadoceras	extinct	161.5	165.3	158678
Phylloceras	extinct	161.5	165.3	158682
Cadoceras	extinct	161.5	165.3	158682
Xenocephalites	extinct	161.5	165.3	158691
Cadoceras	extinct	161.5	165.3	158691
Xenocephalites	extinct	161.5	165.3	158692
Cadoceras	extinct	161.5	165.3	158692
Xenocephalites	extinct	161.5	165.3	158693
Lilloettia	extinct	161.5	165.3	158696
Lilloettia	extinct	161.5	165.3	158697
Xenocephalites	extinct	161.5	165.3	158697
Cadoceras	extinct	161.5	165.3	158698
Lilloettia	extinct	161.5	165.3	158699
Cadoceras	extinct	161.5	165.3	158700
Cadoceras	extinct	161.5	165.3	158701
Xenocephalites	extinct	161.5	165.3	158702
Cadoceras	extinct	161.5	165.3	158703
Xenocephalites	extinct	161.5	165.3	158704
Cadoceras	extinct	161.5	165.3	158705
Lilloettia	extinct	161.5	165.3	158706
Phylloceras	extinct	161.5	165.3	158707
Lilloettia	extinct	161.5	165.3	158707
Xenocephalites	extinct	161.5	165.3	158708
