Taxon_name	Status	MinAge	MaxAge	Site
Metapeltoceras	extinct	154.8	165.3	68647
Euaspidoceras	extinct	154.8	165.3	68647
Alcidia	extinct	161.5	165.3	68653
Kheraites	extinct	161.5	165.3	68653
Hecticoceras	extinct	161.5	165.3	68653
Sublunuloceras	extinct	161.5	165.3	68653
Reineckeia	extinct	161.5	165.3	68653
Obtusicostites	extinct	161.5	165.3	68653
Calliphylloceras	extinct	161.5	165.3	68657
Oxycerites	extinct	161.5	165.3	68657
Alcidia	extinct	161.5	165.3	68657
Hecticoceras	extinct	161.5	165.3	68657
Putealiceras	extinct	161.5	165.3	68657
Subbonarellia	extinct	161.5	165.3	68657
Pachyceras	extinct	161.5	165.3	68657
Reineckeia	extinct	161.5	165.3	68657
Obtusicostites	extinct	161.5	165.3	68657
Kinkeliniceras	extinct	161.5	165.3	68657
Choffatia	extinct	161.5	165.3	68657
Binatisphinctes	extinct	161.5	165.3	68657
Alligaticeras	extinct	161.5	165.3	68657
Peltoceras	extinct	161.5	165.3	68657
Subbonarellia	extinct	161.5	165.3	68660
Reineckeia	extinct	161.5	165.3	68660
Obtusicostites	extinct	161.5	165.3	68660
Kinkeliniceras	extinct	161.5	165.3	68660
Choffatia	extinct	161.5	165.3	68660
Subbonarellia	extinct	161.5	165.3	68662
Kinkeliniceras	extinct	161.5	165.3	68662
Subgrossouvria	extinct	161.5	165.3	68662
Obtusicostites	extinct	161.5	165.3	68663
Obtusicostites	extinct	161.5	165.3	68665
Reineckeia	extinct	161.5	165.3	68667
Orionoides	extinct	161.5	165.3	68667
Sindeites	extinct	161.5	165.3	68672
Sivajiceras	extinct	161.5	165.3	68672
Kammerkarites	extinct	199.5	201.4	68681
Discamphiceras	extinct	199.5	201.4	68681
Saxoceras	extinct	199.5	201.4	68681
Kammerkarites	extinct	199.5	201.4	68683
Kammerkarites	extinct	199.5	201.4	68685
Discamphiceras	extinct	199.5	201.4	68685
Saxoceras	extinct	199.5	201.4	68685
Kammerkarites	extinct	199.5	201.4	68687
Saxoceras	extinct	199.5	201.4	68687
Kammerkarites	extinct	199.5	201.4	68688
Saxoceras	extinct	199.5	201.4	68688
Franziceras	extinct	199.5	201.4	68688
Pleuroacanthites	extinct	199.5	201.4	68689
Euphyllites	extinct	199.5	201.4	68693
Discamphiceras	extinct	199.5	201.4	68696
Euphyllites	extinct	199.5	201.4	68695
Discamphiceras	extinct	199.5	201.4	68695
Discamphiceras	extinct	199.5	201.4	68693
Kammerkarites	extinct	199.5	201.4	68692
Franziceras	extinct	199.5	201.4	68692
Mullerites	extinct	199.5	201.4	68692
Sunrisites	extinct	199.5	201.4	68721
Badouxia	extinct	199.5	201.4	68722
Badouxia	extinct	199.5	201.4	68723
Paracaloceras	extinct	199.5	201.4	68723
Eolytoceras	extinct	199.5	201.4	68723
Badouxia	extinct	199.5	201.4	68724
Eolytoceras	extinct	199.5	201.4	68724
Badouxia	extinct	199.5	201.4	68725
Eolytoceras	extinct	199.5	201.4	68725
Eolytoceras	extinct	190.3	196.5	68726
Badouxia	extinct	190.3	196.5	68726
Badouxia	extinct	192.9	199.5	68727
Badouxia	extinct	192.9	199.5	68729
Arnioceras	extinct	192.9	199.5	68732
Arnioceras	extinct	192.9	199.5	68733
Arnioceras	extinct	192.9	199.5	68734
Arctocephalites	extinct	165.3	168.2	68754
Arctocephalites	extinct	165.3	168.2	68758
Arctocephalites	extinct	165.3	168.2	68759
Cobbanites	extinct	165.3	168.2	68759
Holcophylloceras	extinct	165.3	168.2	68761
Arctocephalites	extinct	165.3	168.2	68761
Parareineckeia	extinct	165.3	168.2	68761
Arctocephalites	extinct	165.3	168.2	68769
Arctocephalites	extinct	165.3	168.2	68770
Arctocephalites	extinct	165.3	168.2	68771
Arctocephalites	extinct	165.3	168.2	68772
Holcophylloceras	extinct	165.3	168.2	68773
Arctocephalites	extinct	165.3	168.2	68773
Holcophylloceras	extinct	165.3	168.2	68774
Arctocephalites	extinct	165.3	168.2	68774
Parareineckeia	extinct	165.3	168.2	68774
Procerites	extinct	165.3	168.2	68774
Arctocephalites	extinct	165.3	168.2	68790
Arctocephalites	extinct	165.3	168.2	68797
Arctocephalites	extinct	165.3	168.2	68801
Arctocephalites	extinct	165.3	168.2	68805
Parareineckeia	extinct	165.3	168.2	68805
Arctocephalites	extinct	165.3	168.2	68806
Arctocephalites	extinct	165.3	168.2	68808
Arctocephalites	extinct	165.3	168.2	68821
Chondroceras	extinct	165.3	170.9	68829
Arctocephalites	extinct	165.3	168.2	68840
Cobbanites	extinct	165.3	168.2	68840
Arctocephalites	extinct	165.3	168.2	68842
Arctocephalites	extinct	165.3	168.2	68843
Cobbanites	extinct	165.3	168.2	68843
Arctocephalites	extinct	165.3	168.2	68844
Cobbanites	extinct	165.3	168.2	68844
Cobbanites	extinct	165.3	168.2	68845
Arctocephalites	extinct	165.3	168.2	68846
Cobbanites	extinct	165.3	168.2	68846
Cobbanites	extinct	165.3	168.2	68847
Xenocephalites	extinct	165.3	168.2	68848
Arctocephalites	extinct	165.3	168.2	68850
Cobbanites	extinct	165.3	168.2	68850
Arctocephalites	extinct	165.3	168.2	68851
Cobbanites	extinct	165.3	168.2	68851
Arctocephalites	extinct	165.3	168.2	68853
Arctocephalites	extinct	165.3	168.2	68854
Arcticoceras	extinct	165.3	168.2	68854
Cobbanites	extinct	165.3	168.2	68854
Arctocephalites	extinct	165.3	168.2	68855
Arctocephalites	extinct	165.3	168.2	68856
Arctocephalites	extinct	165.3	168.2	68857
Arctocephalites	extinct	165.3	168.2	68860
Arctocephalites	extinct	165.3	168.2	68861
Arctocephalites	extinct	165.3	168.2	68862
Cobbanites	extinct	165.3	168.2	68862
Arctocephalites	extinct	165.3	168.2	68863
Arctocephalites	extinct	165.3	168.2	68865
Cobbanites	extinct	165.3	168.2	68865
Arctocephalites	extinct	165.3	168.2	68867
Arctocephalites	extinct	165.3	168.2	68869
Cobbanites	extinct	165.3	168.2	68870
Cobbanites	extinct	165.3	168.2	68871
Iniskinites	extinct	161.5	165.3	68872
Xenocephalites	extinct	161.5	165.3	68873
Chinitnites	extinct	161.5	165.3	68874
Iniskinites	extinct	161.5	165.3	68879
Phylloceras	extinct	161.5	165.3	68880
Calliphylloceras	extinct	161.5	165.3	68880
Xenocephalites	extinct	161.5	165.3	68881
Iniskinites	extinct	161.5	165.3	68881
Phylloceras	extinct	161.5	165.3	68881
Calliphylloceras	extinct	161.5	165.3	68881
Kepplerites	extinct	161.5	165.3	68896
Parareineckeia	extinct	161.5	165.3	68897
Phylloceras	extinct	161.5	165.3	68898
Kepplerites	extinct	161.5	165.3	68900
Kepplerites	extinct	161.5	165.3	68901
Kepplerites	extinct	161.5	165.3	68911
Iniskinites	extinct	161.5	165.3	68912
Iniskinites	extinct	161.5	165.3	68913
Phylloceras	extinct	121.4	125.77	68921
Lytoceras	extinct	121.4	125.77	68921
Hamulina	extinct	121.4	125.77	68921
Ancyloceras	extinct	121.4	125.77	68921
Leptoceras	extinct	121.4	125.77	68921
Karsteniceras	extinct	121.4	125.77	68921
Melchiorites	extinct	121.4	125.77	68921
Barremites	extinct	121.4	125.77	68921
Saynoceras	extinct	121.4	125.77	68921
Pulchellia	extinct	121.4	125.77	68921
Nicklesia	extinct	121.4	125.77	68921
Ancyloceras	extinct	121.4	125.77	68922
Melchiorites	extinct	121.4	125.77	68922
Hemihoplites	extinct	121.4	125.77	68922
Pulchellia	extinct	121.4	125.77	68922
Polyptychites	extinct	132.6	137.05	68923
Xenocephalites	extinct	161.5	165.3	68985
Xenocephalites	extinct	161.5	165.3	68988
Praetollia	extinct	137.05	143.1	68999
Idoceras	extinct	152.21	154.8	69010
Lithacoceras	extinct	152.21	154.8	69010
Aspidoceras	extinct	152.21	154.8	69010
Kossmatia	extinct	141	143.1	69011
Parandiceras	extinct	113.2	121.4	69012
Matheronites	extinct	121.4	125.77	69015
Turkmeniceras	extinct	121.4	125.77	69015
Matheronites	extinct	121.4	125.77	69050
Turkmeniceras	extinct	121.4	125.77	69050
Turkmeniceras	extinct	121.4	125.77	69051
Turkmeniceras	extinct	121.4	125.77	69052
Turkmeniceras	extinct	121.4	125.77	69053
Turkmeniceras	extinct	121.4	125.77	69054
Crioceratites	extinct	121.4	125.77	69058
Crioceratites	extinct	121.4	125.77	69059
Crioceratites	extinct	121.4	125.77	69060
Pedioceras	extinct	121.4	125.77	69058
Pedioceras	extinct	121.4	125.77	69061
Pedioceras	extinct	121.4	125.77	69060
Paracrioceras	extinct	121.4	125.77	69058
Toxancyloceras	extinct	121.4	125.77	69058
Pseudocrioceras	extinct	121.4	125.77	69068
Pseudoaustraliceras	extinct	113.2	121.4	69069
Pseudoaustraliceras	extinct	113.2	121.4	69070
Pseudoaustraliceras	extinct	113.2	121.4	69071
Karsteniceras	extinct	121.4	125.77	69061
Karsteniceras	extinct	121.4	125.77	69072
Karsteniceras	extinct	121.4	125.77	69058
Karsteniceras	extinct	121.4	125.77	69073
Hamiticeras	extinct	113.2	121.4	69070
Monsalveiceras	extinct	113.2	121.4	69074
Hamiticeras	extinct	113.2	121.4	69069
Hamiticeras	extinct	113.2	121.4	69075
Tonohamites	extinct	113.2	121.4	69076
Hamulinites	extinct	121.4	125.77	69068
Colchidites	extinct	121.4	125.77	69068
Colchidites	extinct	121.4	125.77	69059
Colchidites	extinct	121.4	125.77	69072
Ptychoceras	extinct	113.2	121.4	69069
Ptychophylloceras	extinct	132.6	137.05	69107
Lytoceras	extinct	132.6	137.05	69107
Bochianites	extinct	132.6	137.05	69107
Neolissoceras	extinct	132.6	137.05	69107
Haploceras	extinct	132.6	137.05	69107
Rodighieroites	extinct	132.6	137.05	69107
Oosterella	extinct	132.6	137.05	69107
Phylloceras	extinct	132.6	137.05	69108
Leptotetragonites	extinct	132.6	137.05	69108
Neolissoceras	extinct	132.6	137.05	69108
Haploceras	extinct	132.6	137.05	69108
Neocomites	extinct	132.6	137.05	69108
Eleniceras	extinct	132.6	137.05	69108
Rodighieroites	extinct	132.6	137.05	69108
Olcostephanus	extinct	132.6	137.05	69108
Oosterella	extinct	132.6	137.05	69108
Bochianites	extinct	132.6	137.05	69109
Neolissoceras	extinct	132.6	137.05	69109
Olcostephanus	extinct	132.6	137.05	69109
Neolissoceras	extinct	132.6	137.05	69110
Haploceras	extinct	132.6	137.05	69110
Phylloceras	extinct	132.6	137.05	69111
Ptychophylloceras	extinct	132.6	137.05	69111
Leptotetragonites	extinct	132.6	137.05	69111
Neocomites	extinct	132.6	137.05	69111
Neolissoceras	extinct	132.6	137.05	69111
Olcostephanus	extinct	132.6	137.05	69111
Haploceras	extinct	132.6	137.05	69112
Neocomites	extinct	132.6	137.05	69112
Euphylloceras	extinct	132.6	137.05	69113
Lytoceras	extinct	132.6	137.05	69113
Leptotetragonites	extinct	132.6	137.05	69113
Bochianites	extinct	132.6	137.05	69113
Neolissoceras	extinct	132.6	137.05	69113
Haploceras	extinct	132.6	137.05	69113
Bochianites	extinct	132.6	137.05	69114
Bochianites	extinct	132.6	137.05	69115
Lytoceras	extinct	132.6	137.05	69117
Bochianites	extinct	132.6	137.05	69117
Neolissoceras	extinct	132.6	137.05	69117
Haploceras	extinct	132.6	137.05	69117
Neocomites	extinct	132.6	137.05	69117
Eleniceras	extinct	132.6	137.05	69117
Rodighieroites	extinct	132.6	137.05	69117
Sabbaiceras	extinct	132.6	137.05	69117
Oosterella	extinct	132.6	137.05	69117
Phylloceras	extinct	132.6	137.05	69120
Lytoceras	extinct	132.6	137.05	69120
Bochianites	extinct	132.6	137.05	69120
Neolissoceras	extinct	132.6	137.05	69120
Haploceras	extinct	132.6	137.05	69120
Neocomites	extinct	132.6	137.05	69120
Oosterella	extinct	132.6	137.05	69120
Olcostephanus	extinct	132.6	137.05	69120
Bochianites	extinct	132.6	137.05	69121
Neolissoceras	extinct	125.77	132.6	69122
Oosterella	extinct	125.77	132.6	69122
Jeanthieuloyites	extinct	125.77	132.6	69122
Neocomites	extinct	125.77	132.6	69122
Sarasinella	extinct	125.77	132.6	69122
Eleniceras	extinct	125.77	132.6	69122
Abrytusites	extinct	125.77	132.6	69122
Subsaynella	extinct	125.77	132.6	69123
Binelliceras	extinct	125.77	132.6	69124
Desmoceras	extinct	121.4	125.77	69125
Crioceratites	extinct	121.4	125.77	69125
Hemihoplites	extinct	121.4	125.77	69125
Holcodiscus	extinct	121.4	125.77	69129
Parasaynoceras	extinct	121.4	125.77	69129
Metahoplites	extinct	121.4	125.77	69129
Patruliusiceras	extinct	121.4	125.77	69129
Kotetishvilia	extinct	121.4	125.77	69129
Toxancyloceras	extinct	121.4	125.77	69129
Crioceratites	extinct	121.4	125.77	69129
Dissimilites	extinct	121.4	125.77	69129
Ptychoceras	extinct	121.4	125.77	69129
Paraspiticeras	extinct	121.4	125.77	69129
Surites	extinct	137.05	143.1	69138
Yezoites	extinct	89.8	93.9	69154
Yezoites	extinct	89.8	93.9	69155
Yezoites	extinct	89.8	93.9	69156
Yezoites	extinct	89.8	93.9	69157
Yezoites	extinct	89.8	93.9	69158
Yezoites	extinct	89.8	93.9	69159
Yezoites	extinct	89.8	93.9	69160
Yezoites	extinct	89.8	93.9	69162
Yezoites	extinct	89.8	93.9	69163
Yezoites	extinct	89.8	93.9	69164
Yezoites	extinct	89.8	93.9	69165
Yezoites	extinct	89.8	93.9	69166
Yezoites	extinct	89.8	93.9	69167
Yezoites	extinct	89.8	93.9	69168
Yezoites	extinct	89.8	93.9	69169
Yezoites	extinct	89.8	93.9	69170
Yezoites	extinct	89.8	93.9	69171
Yezoites	extinct	89.8	93.9	69172
Yezoites	extinct	89.8	93.9	69173
Yezoites	extinct	89.8	93.9	69174
Yezoites	extinct	89.8	93.9	69175
Damesites	extinct	89.8	93.9	69155
Damesites	extinct	89.8	93.9	69157
Damesites	extinct	89.8	93.9	69158
Damesites	extinct	89.8	93.9	69159
Damesites	extinct	89.8	93.9	69160
Damesites	extinct	89.8	93.9	69162
Damesites	extinct	89.8	93.9	69163
Damesites	extinct	89.8	93.9	69164
Damesites	extinct	89.8	93.9	69165
Damesites	extinct	89.8	93.9	69166
Damesites	extinct	89.8	93.9	69167
Damesites	extinct	89.8	93.9	69169
Damesites	extinct	89.8	93.9	69170
Damesites	extinct	89.8	93.9	69171
Damesites	extinct	89.8	93.9	69172
Damesites	extinct	89.8	93.9	69174
Scalarites	extinct	89.8	93.9	69155
Scalarites	extinct	89.8	93.9	69156
Scalarites	extinct	89.8	93.9	69157
Scalarites	extinct	89.8	93.9	69158
Scalarites	extinct	89.8	93.9	69159
Scalarites	extinct	89.8	93.9	69160
Scalarites	extinct	89.8	93.9	69162
Scalarites	extinct	89.8	93.9	69163
Scalarites	extinct	89.8	93.9	69164
Scalarites	extinct	89.8	93.9	69165
Scalarites	extinct	89.8	93.9	69166
Scalarites	extinct	89.8	93.9	69167
Scalarites	extinct	89.8	93.9	69169
Scalarites	extinct	89.8	93.9	69172
Scalarites	extinct	89.8	93.9	69173
Scalarites	extinct	89.8	93.9	69175
Neophylloceras	extinct	89.8	93.9	69154
Neophylloceras	extinct	89.8	93.9	69155
Neophylloceras	extinct	89.8	93.9	69156
Neophylloceras	extinct	89.8	93.9	69157
Neophylloceras	extinct	89.8	93.9	69158
Neophylloceras	extinct	89.8	93.9	69159
Neophylloceras	extinct	89.8	93.9	69160
Neophylloceras	extinct	89.8	93.9	69162
Neophylloceras	extinct	89.8	93.9	69163
Neophylloceras	extinct	89.8	93.9	69165
Neophylloceras	extinct	89.8	93.9	69166
Neophylloceras	extinct	89.8	93.9	69167
Neophylloceras	extinct	89.8	93.9	69169
Neophylloceras	extinct	89.8	93.9	69172
Neophylloceras	extinct	89.8	93.9	69173
Tetragonites	extinct	89.8	93.9	69158
Tetragonites	extinct	89.8	93.9	69159
Tetragonites	extinct	89.8	93.9	69162
Tetragonites	extinct	89.8	93.9	69163
Tetragonites	extinct	89.8	93.9	69164
Tetragonites	extinct	89.8	93.9	69165
Tetragonites	extinct	89.8	93.9	69166
Tetragonites	extinct	89.8	93.9	69167
Tetragonites	extinct	89.8	93.9	69169
Tetragonites	extinct	89.8	93.9	69171
Tetragonites	extinct	89.8	93.9	69172
Tetragonites	extinct	89.8	93.9	69173
Tetragonites	extinct	89.8	93.9	69174
Subprionocyclus	extinct	89.8	93.9	69169
Gaudryceras	extinct	89.8	93.9	69157
Gaudryceras	extinct	89.8	93.9	69158
Gaudryceras	extinct	89.8	93.9	69159
Gaudryceras	extinct	89.8	93.9	69162
Gaudryceras	extinct	89.8	93.9	69163
Gaudryceras	extinct	89.8	93.9	69165
Gaudryceras	extinct	89.8	93.9	69166
Gaudryceras	extinct	89.8	93.9	69167
Gaudryceras	extinct	89.8	93.9	69171
Gaudryceras	extinct	89.8	93.9	69172
Gaudryceras	extinct	89.8	93.9	69173
Gaudryceras	extinct	89.8	93.9	69174
Eubostrychoceras	extinct	89.8	93.9	69157
Eubostrychoceras	extinct	89.8	93.9	69167
Eubostrychoceras	extinct	89.8	93.9	69169
Eubostrychoceras	extinct	89.8	93.9	69170
Eubostrychoceras	extinct	89.8	93.9	69171
Eubostrychoceras	extinct	89.8	93.9	69172
Eubostrychoceras	extinct	89.8	93.9	69174
Mesopuzosia	extinct	89.8	93.9	69154
Mesopuzosia	extinct	89.8	93.9	69155
Mesopuzosia	extinct	89.8	93.9	69158
Mesopuzosia	extinct	89.8	93.9	69159
Mesopuzosia	extinct	89.8	93.9	69162
Mesopuzosia	extinct	89.8	93.9	69171
Mesopuzosia	extinct	89.8	93.9	69172
Mesopuzosia	extinct	89.8	93.9	69163
Mesopuzosia	extinct	89.8	93.9	69167
Mesopuzosia	extinct	89.8	93.9	69174
Mesopuzosia	extinct	89.8	93.9	69175
Romaniceras	extinct	89.8	93.9	69172
Scaphites	extinct	89.8	93.9	69154
Scaphites	extinct	89.8	93.9	69157
Scaphites	extinct	89.8	93.9	69171
Mesopuzosia	extinct	89.8	93.9	69157
Hyphantoceras	extinct	89.8	93.9	69157
Anagaudryceras	extinct	89.8	93.9	69175
Anagaudryceras	extinct	89.8	93.9	69174
Sciponoceras	extinct	89.8	93.9	69172
Hypophylloceras	extinct	132.6	137.05	69198
Ptychophylloceras	extinct	132.6	137.05	69198
Lytoceras	extinct	132.6	137.05	69198
Himantoceras	extinct	132.6	137.05	69198
Crioceratites	extinct	132.6	137.05	69198
Euptychoceras	extinct	132.6	137.05	69198
Neolissoceras	extinct	132.6	137.05	69198
Jeanthieuloyites	extinct	132.6	137.05	69198
Oosterella	extinct	132.6	137.05	69198
Paquiericeras	extinct	132.6	137.05	69198
Olcostephanus	extinct	132.6	137.05	69198
Subastieria	extinct	132.6	137.05	69198
Kilianella	extinct	132.6	137.05	69198
Neocomites	extinct	132.6	137.05	69198
Eleniceras	extinct	132.6	137.05	69198
Sarasinella	extinct	132.6	137.05	69198
Criosarasinella	extinct	132.6	137.05	69198
Rodighieroites	extinct	132.6	137.05	69198
Sabbaiceras	extinct	132.6	137.05	69198
Karakaschiceras	extinct	132.6	137.05	69198
Subcraspedites	extinct	141	143.1	69132
Trachyceras	extinct	233.6	237	69248
Sirenotrachyceras	extinct	233.6	237	69248
Protrachyceras	extinct	233.6	237	69248
Paratrachyceras	extinct	233.6	237	69248
Proarcestes	extinct	233.6	237	69248
Joannites	extinct	233.6	237	69248
Pompeckjites	extinct	233.6	237	69248
Simonyceras	extinct	233.6	237	69248
Gattendorfia	extinct	351.9	358.86	69302
Prodromites	extinct	351.9	358.86	69302
Beyrichoceras	extinct	335.9	339.9	69304
Maxigoniatites	extinct	335.9	339.9	69304
Goniatites	extinct	335.9	339.9	69304
Dimorphoceras	extinct	335.9	339.9	69304
Prolecanites	extinct	335.9	339.9	69304
Genuclymenia	extinct	358.86	372.15	69306
Platyclymenia	extinct	358.86	372.15	69306
Rectoclymenia	extinct	358.86	372.15	69306
Sporadoceras	extinct	358.86	372.15	69306
Dactylioceras	extinct	184.2	192.9	69311
Prionocycloceras	extinct	89.8	93.9	69423
Neohimavatites	extinct	205.7	227.3	69431
Pterosirenites	extinct	215.38	227.3	69438
Arcestes	extinct	211.18	215.38	69439
Pachydesmoceras	extinct	89.8	93.9	69503
Kamerunoceras	extinct	89.8	93.9	69507
Kamerunoceras	extinct	89.8	93.9	69503
Neoptychites	extinct	89.8	93.9	69503
Watinoceras	extinct	89.8	93.9	69507
Mammites	extinct	89.8	93.9	69503
Mammites	extinct	89.8	93.9	69507
Fagesia	extinct	89.8	93.9	69503
Hoplitoides	extinct	89.8	93.9	69503
Neoptychites	extinct	89.8	93.9	69507
Thomasites	extinct	89.8	93.9	69518
Wrightoceras	extinct	89.8	93.9	69518
Wrightoceras	extinct	89.8	93.9	69503
Anagaudryceras	extinct	93.9	100.5	69527
Gaudryceras	extinct	66	72.2	69625
Gaudryceras	extinct	72.2	83.6	69626
Turrilites	extinct	93.9	100.5	69627
Turrilites	extinct	93.9	100.5	69628
Turrilites	extinct	93.9	100.5	69527
Pseudoxybeloceras	extinct	72.2	83.6	69626
Didymoceras	extinct	72.2	83.6	69626
Puzosia	extinct	93.9	100.5	69629
Pachydiscus	extinct	72.2	83.6	69626
Pachydiscus	extinct	66	72.2	69625
Forbesiceras	extinct	93.9	100.5	69627
Forbesiceras	extinct	93.9	100.5	69630
Forbesiceras	extinct	93.9	100.5	69527
Forbesiceras	extinct	93.9	100.5	69629
Sharpeiceras	extinct	93.9	100.5	69631
Acompsoceras	extinct	93.9	100.5	69631
Acompsoceras	extinct	93.9	100.5	69632
Calycoceras	extinct	93.9	100.5	69527
Acanthoceras	extinct	93.9	100.5	69633
Acanthoceras	extinct	93.9	100.5	69629
Euomphaloceras	extinct	93.9	100.5	69627
Cunningtoniceras	extinct	93.9	100.5	69627
Cunningtoniceras	extinct	93.9	100.5	69628
Cunningtoniceras	extinct	93.9	100.5	69527
Cunningtoniceras	extinct	93.9	100.5	69633
Kamerunoceras	extinct	89.8	93.9	69635
Coilopoceras	extinct	89.8	93.9	69635
Sphenodiscus	extinct	66	72.2	69625
Desmoceras	extinct	93.9	100.5	69631
Puzosia	extinct	93.9	100.5	69632
Forbesiceras	extinct	93.9	100.5	69632
Forbesiceras	extinct	93.9	100.5	69634
Puzosia	extinct	89.8	93.9	69635
Baculites	extinct	72.2	83.6	69626
Libycoceras	extinct	72.2	83.6	69626
Sphenodiscus	extinct	72.2	83.6	69626
Nostoceras	extinct	72.2	83.6	69692
Libycoceras	extinct	72.2	83.6	69692
Baculites	extinct	66	72.2	69625
Anagaudryceras	extinct	89.8	93.9	69809
Gaudryceras	extinct	89.8	93.9	69809
Mesopuzosia	extinct	89.8	93.9	69809
Damesites	extinct	89.8	93.9	69809
Morrowites	extinct	89.8	93.9	69809
Prionocycloceras	extinct	89.8	93.9	69809
Proplacenticeras	extinct	85.7	89.8	69822
Coilopoceras	extinct	89.8	93.9	69825
Coilopoceras	extinct	89.8	93.9	69827
Coilopoceras	extinct	89.8	93.9	69828
Coilopoceras	extinct	89.8	93.9	69830
Coilopoceras	extinct	89.8	93.9	69831
Coilopoceras	extinct	89.8	93.9	69832
Hemitissotia	extinct	85.7	89.8	69845
Barroisiceras	extinct	85.7	89.8	69847
Barroisiceras	extinct	85.7	89.8	69849
Barroisiceras	extinct	85.7	89.8	69851
Barroisiceras	extinct	85.7	89.8	69854
Buchiceras	extinct	85.7	89.8	69856
Roemeroceras	extinct	85.7	89.8	69857
Roemeroceras	extinct	85.7	89.8	69858
Roemeroceras	extinct	85.7	89.8	69859
Gaudryceras	extinct	83.6	89.8	69861
Saghalinites	extinct	72.2	83.6	69862
Baculites	extinct	83.6	85.7	69867
Tridenticeras	extinct	83.6	89.8	69868
Phlycticrioceras	extinct	83.6	89.8	69871
Hyphantoceras	extinct	83.6	85.7	69872
Glyptoxoceras	extinct	83.6	85.7	69867
Glyptoxoceras	extinct	72.2	83.6	69873
Glyptoxoceras	extinct	72.2	83.6	69874
Pseudoxybeloceras	extinct	72.2	83.6	69873
Pseudoxybeloceras	extinct	83.6	89.8	69871
Scaphites	extinct	83.6	85.7	69875
Scaphites	extinct	83.6	89.8	69871
Scaphites	extinct	85.7	89.8	69876
Scaphites	extinct	72.2	83.6	69877
Scaphites	extinct	72.2	83.6	69874
Scaphites	extinct	72.2	83.6	69862
Parapuzosia	extinct	83.6	85.7	69867
Parapuzosia	extinct	83.6	85.7	69872
Parapuzosia	extinct	83.6	85.7	69878
Hauericeras	extinct	83.6	89.8	69871
Hauericeras	extinct	83.6	85.7	69879
Hauericeras	extinct	83.6	85.7	69880
Hauericeras	extinct	83.6	85.7	69875
Pachydiscus	extinct	72.2	83.6	69873
Hauericeras	extinct	83.6	85.7	69881
Nowakites	extinct	83.6	85.7	69875
Nowakites	extinct	83.6	85.7	69882
Nowakites	extinct	83.6	89.8	69868
Nowakites	extinct	83.6	89.8	69861
Eupachydiscus	extinct	85.7	89.8	69876
Eupachydiscus	extinct	83.6	85.7	69872
Pachydiscus	extinct	72.2	83.6	69883
Pachydiscus	extinct	72.2	83.6	69884
Eupachydiscus	extinct	83.6	85.7	69885
Pachydiscus	extinct	83.6	85.7	69872
Gauthiericeras	extinct	85.7	89.8	69886
Gauthiericeras	extinct	83.6	89.8	69868
Peroniceras	extinct	85.7	89.8	69887
Peroniceras	extinct	83.6	89.8	69861
Peroniceras	extinct	85.7	89.8	69886
Peroniceras	extinct	85.7	89.8	69888
Peroniceras	extinct	85.7	89.8	69891
Peroniceras	extinct	85.7	89.8	69892
Peroniceras	extinct	85.7	89.8	69893
Protexanites	extinct	85.7	89.8	69886
Texanites	extinct	83.6	85.7	69872
Texanites	extinct	85.7	89.8	69894
Texanites	extinct	83.6	89.8	69871
Texanites	extinct	83.6	85.7	69895
Paratexanites	extinct	83.6	89.8	69868
Forresteria	extinct	85.7	89.8	69894
Nowakites	extinct	83.6	85.7	70059
Peroniceras	extinct	85.7	89.8	70001
Texanites	extinct	83.6	85.7	70059
Texanites	extinct	83.6	85.7	70060
Nostoceras	extinct	83.6	89.8	70062
Scalarites	extinct	85.7	89.8	70001
Neocrioceras	extinct	85.7	89.8	70001
Baculites	extinct	83.6	85.7	70061
Baculites	extinct	83.6	85.7	70059
Scaphites	extinct	85.7	89.8	70001
Scaphites	extinct	83.6	85.7	70059
Scaphites	extinct	83.6	85.7	70060
Scaphites	extinct	83.6	85.7	70063
Scaphites	extinct	83.6	85.7	70061
Yezoites	extinct	85.7	89.8	70001
Scaphites	extinct	83.6	93.9	70188
Clioscaphites	extinct	83.6	93.9	70188
Borissjakoceras	extinct	83.6	93.9	70188
Scaphites	extinct	72.2	83.6	70189
Borissjakoceras	extinct	85.7	89.8	70190
Clioscaphites	extinct	83.6	85.7	70192
Borissjakoceras	extinct	85.7	89.8	70193
Clioscaphites	extinct	83.6	85.7	70194
Scaphites	extinct	85.7	89.8	70195
Borissjakoceras	extinct	85.7	89.8	70195
Haresiceras	extinct	72.2	83.6	70196
Scaphites	extinct	85.7	89.8	70197
Baculites	extinct	83.6	85.7	70202
Clioscaphites	extinct	83.6	85.7	70202
Clioscaphites	extinct	83.6	85.7	70206
Baculites	extinct	83.6	85.7	70209
Pseudophyllites	extinct	72.2	83.6	70213
Baculites	extinct	72.2	83.6	70213
Scaphites	extinct	72.2	83.6	70213
Hypophylloceras	extinct	66	72.2	70218
Saghalinites	extinct	66	72.2	70218
Baculites	extinct	66	72.2	70218
Scaphites	extinct	66	72.2	70218
Hoploscaphites	extinct	66	72.2	70218
Saghalinites	extinct	66	72.2	70221
Scaphites	extinct	66	72.2	70221
Hoploscaphites	extinct	66	72.2	70221
Hypophylloceras	extinct	66	72.2	70223
Saghalinites	extinct	66	72.2	70223
Baculites	extinct	66	72.2	70223
