scientificName	Status	earliestAge	latestAge
Ictitherium	Extinct	11.62	7.246
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.62	7.246
Ictitherium	Extinct	11.62	7.246
Ictitherium	Extinct	5.333	2.588
Ictitherium	Extinct	8.7	5.333
Ictitherium	Extinct	11.608	8.7
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	23.03	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	11.608	5.333
Ictitherium	Extinct	8.7	5.333
Ictitherium	Extinct	8.7	7.75
Ictitherium	Extinct	8.7	5.333
Ictitherium	Extinct	8.7	5.333
Indarctos	Extinct	11.62	7.246
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	23.03	5.333
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	8.7	5.333
Indarctos	Extinct	11.608	5.333
Indarctos	Extinct	11.62	7.246
Indarctos	Extinct	8.7	5.333
Indarctos	Extinct	8.7	5.333
Indarctos	Extinct	8.7	5.333
Indarctos	Extinct	11.608	5.333
Indarctos	Extinct	9.7	8.7
Indarctos	Extinct	10.3	4.9
Indarctos	Extinct	7.246	5.333
Indarctos	Extinct	13.82	11.62
Indarctos	Extinct	15.97	13.6
Ischyrictis	Extinct	15.97	13.82
Ischyrictis	Extinct	15.97	11.62
Ischyrictis	Extinct	16.9	15.97
Ischyrictis	Extinct	16.9	15.97
Ischyrictis	Extinct	16.9	15.97
Ischyrictis	Extinct	16.9	15.97
Ischyrictis	Extinct	13.65	12.75
Ischyrictis	Extinct	16.9	15.97
Ischyrictis	Extinct	23.03	5.333
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	15.97	13.6
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	15.97	13.6
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	15.97	10.3
Ischyrocyon	Extinct	23.03	5.333
Ischyrocyon	Extinct	13.6	4.9
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	15.97	13.6
Ischyrocyon	Extinct	11.608	5.333
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	23.03	5.333
Ischyrocyon	Extinct	15.97	13.6
Ischyrocyon	Extinct	15.97	13.6
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	11.608	5.333
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	13.6	10.3
Ischyrocyon	Extinct	23.03	5.333
Kolponomos	Extinct	23.03	20.44
Kolponomos	Extinct	20.44	15.97
Kolponomos	Extinct	23.03	20.44
Kretzoiarctos	Extinct	11.608	8.7
Kretzoiarctos	Extinct	11.62	7.246
Lartetictis	Extinct	13.65	11.1
Lartetictis	Extinct	3.6	2.588
Lartetictis	Extinct	15.97	11.62
Lartetictis	Extinct	13.65	12.75
Legionarictis	Extinct	15.97	13.6
Leopardus	Extant	1.8	0.012
Leopardus	Extant	0.3	0.012
Leopardus	Extant	0.126	0.0117
Leopardus	Extant	0.126	0.0117
Leopardus	Extant	0.0117	0
Leopardus	Extant	0.0117	0
Leopardus	Extant	0.126	0
Leopardus	Extant	0.126	0
Leopardus	Extant	0.126	0
Leopardus	Extant	0.126	0.0117
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	10.3	4.9
Leptarctus	Extinct	23.03	5.333
Leptarctus	Extinct	10.3	4.9
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	10.3	4.9
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	10.3	4.9
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	23.03	5.333
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	20.43	15.97
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	23.03	5.333
Leptarctus	Extinct	23.03	5.333
Leptarctus	Extinct	20.43	15.97
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	20.43	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	4.9
Leptarctus	Extinct	15.97	5.333
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	13.6	4.9
Leptarctus	Extinct	20.43	15.97
Leptarctus	Extinct	20.43	15.97
Leptarctus	Extinct	13.6	10.3
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	15.97	13.6
Leptarctus	Extinct	23.03	5.333
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	30.8	26.3
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	24.8	20.43
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	4.9
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	30.8	20.43
Leptocyon	Extinct	15.97	13.6
Leptocyon	Extinct	13.6	10.3
Leptocyon	Extinct	23.03	5.333
Leptocyon	Extinct	20.43	15.97
Leptocyon	Extinct	15.97	13.6
Limnonyx	Extinct	13.6	10.3
Limnonyx	Extinct	11.608	5.333
Limnonyx	Extinct	12.7	11.608
Limnonyx	Extinct	13.82	11.62
Lontra	Extant	10.3	4.9
Lontra	Extant	4.9	1.8
Lontra	Extant	2.588	0.0117
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	1.8	0.3
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.0117	0
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.126	0.0117
Lontra	Extant	2.588	0.0117
Lontra	Extant	2.588	0.0117
Lontra	Extant	2.588	0.781
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.0117	0
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.0117	0
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.126	0.0117
Lontra	Extant	0.0117	0
Lontra	Extant	5.333	2.588
Lontra	Extant	1.806	0.781
Lophocyon	Extinct	15.97	11.608
Lutra	Extant	11.62	7.246
Lutra	Extant	0.781	0.0117
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	4.9	1.8
Lutra	Extant	1.8	0.3
Lutra	Extant	2.588	0.0117
Lutra	Extant	3.2	2.588
Lutra	Extant	3.2	2.588
Lutra	Extant	2.588	0.781
Lutra	Extant	0.781	0.126
Lutra	Extant	2.588	0.0117
Lutra	Extant	2.588	0.0117
Lutra	Extant	0.781	0.126
Lutra	Extant	2.588	0.0117
Lutra	Extant	5.333	2.588
Lutra	Extant	2.588	0.0117
Lutra	Extant	3.2	2.588
Lutra	Extant	0.781	0.126
Lutra	Extant	2.588	0.781
Lutra	Extant	3.2	2.588
Lutra	Extant	2.588	1.806
Lutra	Extant	0.781	0.126
Lutra	Extant	0.781	0.126
Lutra	Extant	0.781	0.126
Lutra	Extant	0.0117	0
Lutra	Extant	0.781	0.126
Lutra	Extant	0.126	0.0117
Lutra	Extant	0.781	0.126
Lutra	Extant	0.781	0.126
Lutra	Extant	2.588	0.781
Lutra	Extant	2.588	0.0117
Lutra	Extant	5.333	2.588
Lutra	Extant	2.588	0.0117
Lutra	Extant	0.781	0.126
Lutra	Extant	2.588	0.781
Lutra	Extant	0.0117	0
Lutra	Extant	8.7	5.333
Lutra	Extant	28.4	23.03
Lutra	Extant	5.333	2.588
Lutra	Extant	2.588	0.781
Lutra	Extant	0.0117	0
Lutra	Extant	0.0117	0
Lutra	Extant	0.781	0.126
Lutra	Extant	0.781	0.126
Lutraeximia	Extinct	2.588	0.0117
Lutraeximia	Extinct	2.588	0.781
Lutraeximia	Extinct	2.588	0.126
Lutravus	Extinct	10.3	4.9
Lutravus	Extinct	13.6	10.3
Lutravus	Extinct	10.3	4.9
Lutrogale	Extant	0.126	0.0117
Lutrogale	Extant	2.588	0.781
Lutrogale	Extant	0.126	0.0117
Lycaena	Extinct	11.62	7.246
Lycaena	Extinct	11.608	5.333
Lycyaena	Extinct	11.608	5.333
Lycyaena	Extinct	8.7	5.333
Lycyaena	Extinct	11.608	8.7
Lycyaena	Extinct	2.588	0.781
Lycyaena	Extinct	11.62	7.246
Lycyaena	Extinct	11.62	7.246
Lycyaena	Extinct	9.7	8.7
Lynx	Extant	0.781	0.0117
Lynx	Extant	10.3	4.9
Lynx	Extant	10.3	4.9
Lynx	Extant	10.3	4.9
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	4.9	1.8
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	4.9	1.8
Lynx	Extant	1.8	0.012
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	2.588	1.806
Lynx	Extant	4.9	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	0.3	0.012
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	1.8	0.3
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.781	0.0117
Lynx	Extant	2.588	0.781
Lynx	Extant	1.806	0.781
Lynx	Extant	0.126	0.0117
Lynx	Extant	5.333	3.2
Lynx	Extant	5.333	2.588
Lynx	Extant	5.333	2.588
Lynx	Extant	3.2	2.588
Lynx	Extant	3.2	0.0117
Lynx	Extant	5.333	2.588
Lynx	Extant	2.588	0.781
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	0.0117
Lynx	Extant	2.588	0.781
Lynx	Extant	2.588	0.781
Lynx	Extant	3.2	2.588
Lynx	Extant	0.781	0.126
Lynx	Extant	5.333	2.588
Lynx	Extant	5.333	0.0117
Lynx	Extant	3.2	2.588
Lynx	Extant	3.2	2.588
Lynx	Extant	3.2	2.588
Lynx	Extant	2.588	0.781
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	0.0117
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	2.588	0.0117
Lynx	Extant	5.333	2.588
Lynx	Extant	5.333	2.588
Lynx	Extant	5.333	2.588
Lynx	Extant	5.333	3.2
Lynx	Extant	5.333	3.2
Lynx	Extant	5.333	2.588
Lynx	Extant	2.588	1.806
Lynx	Extant	0.126	0.0117
Lynx	Extant	2.588	0.781
Lynx	Extant	2.588	0.781
Lynx	Extant	2.588	0.781
Lynx	Extant	2.588	0.781
Lynx	Extant	3.2	2.588
Lynx	Extant	3.2	2.588
Lynx	Extant	2.588	1.806
Lynx	Extant	2.588	1.806
Lynx	Extant	2.588	1.806
Lynx	Extant	2.588	0.781
Lynx	Extant	0.781	0.126
Lynx	Extant	0.781	0.126
Lynx	Extant	0.781	0.126
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	1.806
Lynx	Extant	0.781	0.126
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	0.781
Lynx	Extant	4.9	4.2
Lynx	Extant	4.2	3.2
Lynx	Extant	4.2	2.588
Lynx	Extant	0.126	0
Lynx	Extant	0.3	0.012
Lynx	Extant	2.588	0.781
Lynx	Extant	0.126	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	4.2	2.588
Lynx	Extant	5.333	2.588
Lynx	Extant	2.588	0.781
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.0117	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.3	0.012
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	2.588	0.0117
Lynx	Extant	2.588	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0
Lynx	Extant	0.126	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0
Lynx	Extant	0.0117	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.781	0.126
Lynx	Extant	2.588	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0.0117
Lynx	Extant	0.126	0
Lynx	Extant	1.8	0.3
Lynx	Extant	0.126	0.0117
Lynx	Extant	1.806	0.781
Lynx	Extant	2.588	0.781
Lynx	Extant	0.126	0
Lynx	Extant	0.781	0.126
Lynx	Extant	0.0117	0
Lynx	Extant	0.0117	0
Lynx	Extant	0.0117	0
Lynx	Extant	0.0117	0
Lynx	Extant	0.0117	0
Lynx	Extant	0.126	0.0117
Lynx	Extant	5.333	3.6
Lynx	Extant	0.3	0.012
Lynx	Extant	0.126	0.0117
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	13.6	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	4.9	1.8
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	5.333	3.2
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	5.333	2.588
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	11.608	8.7
Machairodus	Extinct	11.608	8.7
Machairodus	Extinct	15.97	5.333
Machairodus	Extinct	5.333	2.588
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	0.781	0.0117
Machairodus	Extinct	0.781	0.0117
Machairodus	Extinct	2.588	0.126
Machairodus	Extinct	5.333	2.588
Machairodus	Extinct	0.781	0.126
Machairodus	Extinct	7.246	4.2
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	10.3	1.8
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	2.588
Machairodus	Extinct	5.333	3.6
Machairodus	Extinct	5.333	3.6
Machairodus	Extinct	3.6	2.588
Machairodus	Extinct	5.333	2.588
Machairodus	Extinct	0.781	0.126
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	10.3	4.9
Machairodus	Extinct	13.82	11.62
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	13.6	4.9
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.62	7.246
Machairodus	Extinct	15.97	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	23.03	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	8.7	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	11.608	5.333
Machairodus	Extinct	2.588	0.781
Machairodus	Extinct	7.75	7.246
Machairodus	Extinct	8.7	5.333
Magerictis	Extinct	16.9	13.65
Magerictis	Extinct	15.97	11.62
Magerictis	Extinct	15.97	11.608
Magericyon	Extinct	9.7	8.7
Mammacyon	Extinct	30.8	20.43
Mammacyon	Extinct	26.3	24.8
Mammacyon	Extinct	26.3	24.8
Mammacyon	Extinct	30.8	26.3
Mammacyon	Extinct	24.8	20.43
Mammacyon	Extinct	24.8	20.43
Mammacyon	Extinct	24.8	20.43
Mammacyon	Extinct	33.9	28.4
Marcetia	Extinct	11.608	8.7
Martes	Extant	13.6	10.3
Martes	Extant	10.3	4.9
Martes	Extant	15.97	13.6
Martes	Extant	10.3	4.9
Martes	Extant	13.6	10.3
Martes	Extant	15.97	13.6
Martes	Extant	13.6	10.3
Martes	Extant	10.3	4.9
Martes	Extant	15.97	10.3
Martes	Extant	10.3	4.9
Martes	Extant	10.3	4.9
Martes	Extant	10.3	4.9
Martes	Extant	4.9	1.8
Martes	Extant	1.8	0.3
Martes	Extant	1.8	0.3
Martes	Extant	0.781	0.0117
Martes	Extant	15.97	11.62
Martes	Extant	2.588	0.781
Martes	Extant	8.7	5.333
Martes	Extant	0.781	0.126
Martes	Extant	5.333	0.0117
Martes	Extant	0.781	0.126
Martes	Extant	0.781	0.126
Martes	Extant	0.781	0.126
Martes	Extant	11.62	7.246
Martes	Extant	11.62	7.246
Martes	Extant	15.97	5.333
Martes	Extant	4.2	3.2
Martes	Extant	2.588	0.0117
Martes	Extant	2.588	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	0.781	0.126
Martes	Extant	2.588	0.781
Martes	Extant	8.7	5.333
Martes	Extant	2.588	0.781
Martes	Extant	23.03	15.97
Martes	Extant	0.781	0.126
Martes	Extant	0.781	0.126
Martes	Extant	0.781	0.126
Martes	Extant	4.2	3.2
Martes	Extant	2.588	0.781
Martes	Extant	11.1	9.7
Martes	Extant	16.9	15.97
Martes	Extant	16.9	15.97
Martes	Extant	16.9	15.97
Martes	Extant	0.126	0.0117
Martes	Extant	2.588	0.781
Martes	Extant	5.333	3.6
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	22.4	20
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	0.0117	0
Martes	Extant	0.126	0.0117
Martes	Extant	2.588	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	20.44	13.82
Martes	Extant	15.97	13.82
Martes	Extant	0.126	0.0117
Martes	Extant	15.97	13.6
Martes	Extant	15.97	13.6
Martes	Extant	11.1	9.7
Martes	Extant	0.0117	0
Martes	Extant	16.9	15.97
Martes	Extant	0.0117	0
Martes	Extant	0.126	0.0117
Martes	Extant	8.7	5.333
Martes	Extant	0.126	0.0117
Martes	Extant	20.44	7.246
Martes	Extant	0.126	0
Martes	Extant	0.126	0
Martes	Extant	0.0117	0
Martes	Extant	15.97	7.246
Martes	Extant	2.588	0.0117
Martes	Extant	2.588	0.0117
Martes	Extant	8.7	5.333
Martes	Extant	15.97	5.333
Martes	Extant	15.97	13.82
Martes	Extant	23.03	5.333
Martes	Extant	0.126	0.0117
Martes	Extant	0.126	0.0117
Martes	Extant	11.62	7.246
Martes	Extant	12.75	11.1
Martes	Extant	0.126	0.0117
Martes	Extant	15.97	13.6
Martinogale	Extinct	10.3	4.9
Martinogale	Extinct	10.3	4.9
Martinogale	Extinct	10.3	4.9
Martinogale	Extinct	13.6	10.3
Martinogale	Extinct	10.3	4.9
Martinogale	Extinct	4.9	1.8
Martinogale	Extinct	10.3	4.9
Martinogale	Extinct	11.608	5.333
Martinogale	Extinct	5.333	2.588
Matanomictis	Extinct	28.1	23.03
Megalenhydris	Extinct	0.126	0.0117
Megalenhydris	Extinct	2.588	0.0117
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megalictis	Extinct	24.8	20.43
Megantereon	Extinct	11.608	5.333
Megantereon	Extinct	10.3	4.9
Megantereon	Extinct	10.3	4.9
Megantereon	Extinct	4.9	1.8
Megantereon	Extinct	4.9	1.8
Megantereon	Extinct	4.9	1.8
Megantereon	Extinct	4.9	1.8
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	5.333	2.588
Megantereon	Extinct	3.2	0.0117
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	5.333	0.0117
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	2.588	0.0117
Megantereon	Extinct	2.588	0.0117
Megantereon	Extinct	5.333	2.588
Megantereon	Extinct	5.333	2.588
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	3.2	2.588
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	5.333	0.0117
Megantereon	Extinct	3.2	2.588
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	2.588	1.806
Megantereon	Extinct	4.2	2.588
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	2.588	0.781
Megantereon	Extinct	0.781	0.126
Megantereon	Extinct	5.333	0.126
Meles	Extant	0.781	0.0117
Meles	Extant	2.588	0.781
Meles	Extant	2.588	0.0117
Meles	Extant	2.588	0.0117
Meles	Extant	0.781	0.126
Meles	Extant	3.2	0.0117
Meles	Extant	2.588	0.0117
Meles	Extant	2.588	0.781
Meles	Extant	2.588	0.781
Meles	Extant	0.781	0.126
Meles	Extant	3.2	2.588
Meles	Extant	2.588	0.781
Meles	Extant	2.588	0.781
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	2.588	0.0117
Meles	Extant	2.588	0
Meles	Extant	2.588	0.0117
Meles	Extant	2.588	0.0117
Meles	Extant	5.333	2.588
Meles	Extant	0.781	0.126
Meles	Extant	0.126	0.0117
Meles	Extant	0.126	0.0117
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.126
Meles	Extant	0.781	0.0117
Meles	Extant	2.588	0.781
Meles	Extant	2.588	1.806
Meles	Extant	0.781	0.126
