"Age"	"Temperature"
0.88	-2.83666162359572
0.882	-2.88325349209878
0.884	-2.93117655684479
0.886	-2.92585177187301
0.888	-2.92185818314417
0.89	-3.09491369472697
0.892	-2.88857827707056
0.894	-2.91919579065829
0.896	-2.94848210800307
0.898	-2.64230697212581
0.9	-2.68224285941415
0.902	-2.58905912240802
0.904	-2.38272370475161
0.906	-2.04326866280073
0.908	-2.42931557325467
0.91	-2.33613183624855
0.912	-2.14044598853569
0.914	-2.12979641859213
0.916	-2.06989258765962
0.918	-2.10849727870502
0.92	-2.20301221195409
0.922	-2.26824082785837
0.924	-2.56243519754913
0.926	-2.47723863800068
0.928	-3.00572354644968
0.93	-2.75279626029021
0.932	-2.62100783223869
0.934	-2.36142456486449
0.936	-2.36941174232216
0.938	-2.05658062523018
0.94	-2.18304426830992
0.942	-1.9767088506535
0.944	-1.86222597376027
0.946	-1.85556999254554
0.948	-1.79699735785598
0.95	-1.61329227632962
0.952	-1.42692480231738
0.954	-1.30445474796647
0.956	-1.28315560807936
0.958	-1.12341205892601
0.96	-1.00892918203277
0.962	-1.05285865804994
0.964	-2.26957202410132
0.966	-1.67319610726213
0.968	-2.63831338339697
0.97	-2.55444802009146
0.972	-2.55444802009146
0.974	-2.18304426830992
0.976	-2.18970024952464
0.978	-1.99534559805473
0.98	-2.0632366064449
0.982	-1.78102300294064
0.984	-1.80099094658481
0.986	-2.24960408045715
0.988	-2.23229852929887
0.99	-2.16973230588047
0.992	-2.19901862322525
0.994	-2.37473652729394
0.996	-2.22298015559826
0.998	-1.97404645816761
1	-1.84092683387315
1.002	-1.82362128271487
1.004	-1.86755075873204
1.006	-2.15508914720808
1.008	-2.02995670037129
1.01	-2.20833699692586
1.012	-2.2602536504007
1.014	-2.20700580068292
1.016	-2.28288398653076
1.018	-1.96739047695289
1.02	-1.95674090700933
1.022	-1.67186491101919
1.024	-1.60397390262901
1.026	-1.77702941421181
1.028	-1.6692025185333
1.03	-1.84625161884493
1.032	-1.96739047695289
1.034	-2.35210619116388
1.036	-2.54912323511968
1.038	-2.75279626029021
1.04	-2.74214669034665
1.042	-2.43863394695528
1.044	-2.67026209322764
1.046	-2.59571510362275
1.048	-2.55711041257735
1.05	-2.64230697212581
1.052	-2.57441596373563
1.054	-2.52649289898963
1.056	-2.49986897413073
1.058	-2.24960408045715
1.06	-1.99800799054062
1.062	-1.74774309686703
1.064	-1.87154434746088
1.066	-1.67053371477624
1.068	-1.52410212805233
1.07	-1.18331588985851
1.072	-1.35104661646954
1.074	-1.29646757050881
1.076	-1.51079016562289
1.078	-1.72378156449403
1.08	-1.5946555289284
1.082	-1.84092683387315
1.084	-2.10317249373324
1.086	-1.98735842059706
1.088	-2.08986053130379
1.09	-2.25093527670009
1.092	-2.06989258765962
1.094	-2.00732636424123
1.096	-2.16973230588047
1.098	-2.30950791138965
1.1	-2.76211463399082
1.102	-2.45593949811356
1.104	-2.08453574633202
1.106	-2.30018953768904
1.108	-1.98336483186823
1.11	-2.23229852929887
1.112	-1.74241831189525
1.114	-2.10317249373324
1.116	-1.78767898415537
1.118	-2.07787976511729
1.12	-2.06989258765962
1.122	-2.55178562760557
1.124	-2.92185818314417
1.126	-2.79406334382149
1.128	-2.59970869235158
1.13	-2.27889039780193
1.132	-2.58639672992213
1.134	-2.67691807444237
1.136	-2.57974074870741
1.138	-2.16307632466575
1.14	-2.09651651251852
1.142	-2.14310838102158
1.144	-2.1883690532817
1.146	-2.11648445616269
1.148	-2.04326866280073
1.15	-2.03661268158601
1.152	-2.03128789661423
1.154	-1.84358922635904
1.156	-1.49747820319344
1.158	-1.79034137664126
1.16	-1.44423035347566
1.162	-1.58933074395662
1.164	-1.43091839104621
1.166	-1.55205724915417
1.168	-1.47085427833455
1.17	-1.44023676474682
1.172	-1.82095889022898
1.174	-1.60397390262901
1.176	-1.66254653731857
1.178	-1.66654012604741
1.18	-1.6066362951149
1.182	-1.68517687344863
1.184	-1.69050165842041
1.186	-1.68384567720569
1.188	-2.53048648771846
1.19	-2.60370228108041
1.192	-2.78075138139205
1.194	-2.88591588458467
1.196	-2.97510603286196
1.198	-2.68357405565709
1.2	-2.83533042735278
1.202	-2.78474497012088
1.204	-2.65428773831231
1.206	-2.45194590938473
1.208	-2.46925146054301
1.21	-2.06989258765962
1.212	-2.19635623073936
1.214	-1.09811933031006
1.216	-2.15642034345102
1.218	-2.18038187582403
1.22	-1.78102300294064
1.222	-1.83959563763021
1.224	-1.56403801534067
1.226	-1.65322816361796
1.228	-1.77702941421181
1.23	-1.61329227632962
1.232	-1.23123895460452
1.234	-1.29114278553703
1.236	-1.41095044740204
1.238	-1.09811933031006
1.24	-1.53075810926706
1.242	-1.52410212805233
1.244	-1.47085427833455
1.246	-2.36275576110744
1.248	-2.59571510362275
1.25	-2.82867444613805
1.252	-2.79539454006444
1.254	-2.76211463399082
1.256	-3.09491369472697
1.258	-2.30950791138965
1.26	-2.3228198738191
1.262	-2.10982847494796
1.264	-2.06589899893079
1.266	-2.02330071915656
1.268	-2.04326866280073
1.27	-2.0632366064449
1.272	-1.88352511364738
1.274	-1.87021315121793
1.276	-1.85690118878849
1.278	-1.68384567720569
1.28	-1.51744614683761
1.282	-1.5946555289284
1.284	-1.67985208847685
1.286	-2.05658062523018
1.288	-1.99667679429767
1.29	-1.99667679429767
1.292	-2.3228198738191
1.294	-2.21632417438353
1.296	-2.27622800531604
1.298	-2.33613183624855
1.3	-1.72378156449403
1.302	-2.24294809924242
1.304	-2.16307632466575
1.306	-2.19635623073936
1.308	-1.99667679429767
1.31	-1.79699735785598
1.312	-1.75439907808175
1.314	-1.8036533390707
1.316	-1.67452730350508
1.318	-1.78634778791242
1.32	-2.07388617638846
1.322	-2.12713402610624
1.324	-2.29619594896021
1.326	-2.24960408045715
1.328	-2.36275576110744
1.33	-2.82867444613805
1.332	-1.89683707607683
1.334	-2.32947585503382
1.336	-2.18038187582403
1.338	-2.02995670037129
1.34	-1.95674090700933
1.342	-1.88352511364738
1.344	-1.70381362084986
1.346	-1.85690118878849
1.348	-2.00998875672712
1.35	-1.27117484189286
1.352	-1.91014903850627
1.354	-1.44423035347566
1.356	-1.15802316124257
1.358	-0.778632232003353
1.36	-0.964999706015599
1.362	-1.61728586505846
1.364	-1.2844868043223
1.366	-1.59066194019957
1.368	-1.8662195624891
1.37	-1.91281143099216
1.372	-1.95940329949522
1.374	-2.12314043737741
1.376	-2.09651651251852
1.378	-2.34944379867799
1.38	-2.52249931026079
1.382	-2.27622800531604
1.384	-2.42532198452584
1.386	-2.21632417438353
1.388	-2.05658062523018
1.39	-1.87686913243266
1.392	-1.1380552175984
1.394	-1.75040548935292
1.396	-1.57734997777012
1.398	-1.65056577113207
1.4	-1.43757437226094
1.402	-1.33107867282537
1.404	-1.35104661646954
1.406	-1.85690118878849
1.408	-1.95008492579461
1.41	-2.41600361082522
1.412	-2.24960408045715
1.414	-2.42265959203995
1.416	-2.34012542497738
1.418	-2.07654856887435
1.42	-2.10317249373324
1.422	-2.12979641859213
1.424	-1.74108711565231
1.426	-1.43091839104621
1.428	-1.82362128271487
1.43	-1.35104661646954
1.432	-1.39098250375787
1.434	-1.27117484189286
1.436	-0.459145133696648
1.438	-0.738696344715015
1.44	-1.2844868043223
1.442	-0.718728401070846
1.444	-1.00493559330394
1.446	-1.07149540545117
1.448	-0.964999706015599
1.45	-1.16467914245729
1.452	-1.99002081308295
1.454	-2.42265959203995
1.456	-2.51184974031723
1.458	-2.60237108483747
1.46	-2.60237108483747
1.462	-2.44262753568412
1.464	-2.33613183624855
1.466	-1.85690118878849
1.468	-2.16307632466575
1.47	-1.31776671039592
1.472	-2.09651651251852
1.474	-1.71046960206458
1.476	-1.60397390262901
1.478	-1.49747820319344
1.48	-1.42426240983149
1.482	-1.35104661646954
1.484	-1.23123895460452
1.486	-0.765320269573908
1.488	-1.08480736788061
1.49	-0.958343724800876
1.492	-0.831880081721138
1.494	-1.05818344302172
1.496	-1.2844868043223
1.498	-1.26318766443519
1.5	-1.24188852454808
1.502	-1.22058938466096
1.504	-1.19929024477385
1.506	-1.17799110488674
1.508	-1.37767054132843
1.51	-1.57734997777012
1.512	-1.77702941421181
1.514	-1.9767088506535
1.516	-1.84758281508788
1.518	-1.71978797576519
1.52	-1.56403801534067
1.522	-1.87686913243266
1.524	-1.39098250375787
1.526	-1.69715763963513
1.528	-1.83027726392959
1.53	-2.55311682384852
1.532	-1.9767088506535
1.534	-2.34278781746327
1.536	-1.81696530150015
1.538	-2.02995670037129
1.54	-2.24294809924242
1.542	-2.16307632466575
1.544	-1.62127945378729
1.546	-1.75306788183881
1.548	-1.88352511364738
1.55	-1.68384567720569
1.552	-1.91014903850627
1.554	-2.13645239980686
1.556	-1.99002081308295
1.558	-1.99667679429767
1.56	-2.00333277551239
1.562	-1.23123895460452
1.564	-1.62394184627318
1.566	-1.57734997777012
1.568	-1.47085427833455
1.57	-1.64390978991735
1.572	-2.25626006167187
1.574	-2.29619594896021
1.576	-2.22963613681298
1.578	-2.34944379867799
1.58	-2.2602536504007
1.582	-2.17239469836636
1.584	-2.08320455008907
1.586	-1.79699735785598
1.588	-1.81164051652837
1.59	-1.82628367520076
1.592	-1.84092683387315
1.594	-1.8542387963026
1.596	-1.86888195497499
1.598	-1.88352511364738
1.6	-1.96339688822406
1.602	-1.72378156449403
1.604	-1.87021315121793
1.606	-1.36435857889898
1.608	-1.40429446618732
1.61	-1.65056577113207
1.612	-1.33773465404009
1.614	-1.77702941421181
1.616	-1.53741409048178
1.618	-1.96339688822406
1.62	-1.77037343299709
1.622	-1.88352511364738
1.624	-1.60397390262901
1.626	-1.64390978991735
1.628	-1.75439907808175
1.63	-2.04726225152957
1.632	-1.91014903850627
1.634	-2.0632366064449
1.636	-1.21792699217507
1.638	-1.55471964164006
1.64	-1.36435857889898
1.642	-1.33107867282537
1.644	-1.33773465404009
1.646	-1.89683707607683
1.648	-1.55072605291123
1.65	-2.33613183624855
1.652	-2.64230697212581
1.654	-2.29619594896021
1.656	-2.57574715997858
1.658	-1.87953152491855
1.66	-2.06989258765962
1.662	-2.4958753854019
1.664	-2.30950791138965
1.666	-2.18570666079581
1.668	-2.06057421395901
1.67	-2.41600361082522
1.672	-2.58905912240802
1.674	-1.95407851452344
1.676	-2.25626006167187
1.678	-1.85290760005965
1.68	-1.79034137664126
1.682	-1.68650806969158
1.684	-1.58134356649895
1.686	-1.47751025954927
1.688	-1.68384567720569
1.69	-1.61062988384373
1.692	-1.53741409048178
1.694	-1.54673246418239
1.696	-1.88352511364738
1.698	-1.12474325516895
1.7	-1.85690118878849
1.702	-1.83027726392959
1.704	-2.33613183624855
1.706	-2.64230697212581
1.708	-2.32947585503382
1.71	-2.01664473794184
1.712	-1.88352511364738
1.714	-1.59998031390018
1.716	-1.61329227632962
1.718	-1.31909790663886
1.72	-1.02490353694811
1.722	-1.56403801534067
1.724	-1.84358922635904
1.726	-1.9767088506535
1.728	-1.8036533390707
1.73	-1.6305978274879
1.732	-1.71046960206458
1.734	-1.67718969599096
1.736	-1.33107867282537
1.738	-1.97937124313939
1.74	-2.62899500969636
1.742	-2.45593949811356
1.744	-2.13645239980686
1.746	-1.87021315121793
1.748	-2.56243519754913
1.75	-1.97005286943878
1.752	-1.37767054132843
1.754	-2.16973230588047
1.756	-1.49747820319344
1.758	-1.10876890025362
1.76	-0.718728401070846
1.762	-0.84119845542175
1.764	-0.964999706015599
1.766	-1.29779876675175
1.768	-1.04487148059228
1.77	-1.35104661646954
1.772	-1.31776671039592
1.774	-1.2844868043223
1.776	-1.33773465404009
1.778	-1.2245829733898
1.78	-1.11143129273951
1.782	-1.51079016562289
1.784	-1.91014903850627
1.786	-1.93011698215044
1.788	-1.95008492579461
1.79	-2.29619594896021
1.792	-2.64230697212581
1.794	-2.68224285941415
1.796	-1.82362128271487
1.798	-2.21632417438353
1.8	-1.87686913243266
1.802	-1.59066194019957
1.804	-1.7796918066977
1.806	-1.97005286943878
1.808	-1.72378156449403
1.81	-1.90500578029489
1.812	-1.45572704830109
1.814	-1.43908709526428
1.816	-1.45572704830109
1.818	-1.67204643777959
1.82	-1.85508592118447
1.822	-1.71364632037161
1.824	-1.57220671955874
1.826	-1.77188615600043
1.828	-1.45572704830109
1.83	-3.48580131879162
1.832	-1.65041449883174
1.834	-1.71697431097897
1.836	-1.7835341231262
1.838	-2.82020319731931
1.84	-2.45412423050954
1.842	-3.06980249287143
1.844	-2.4923961224942
1.846	-2.27940472362307
1.848	-2.10468521673659
1.85	-1.99652552199734
1.852	-1.77188615600043
1.854	-2.1379651228102
1.856	-1.51396688392992
1.858	-1.79684608555565
1.86	-1.98321355956789
1.862	-2.27108474710466
1.864	-2.52068404265678
1.866	-1.73860624992682
1.868	-1.88836582725809
1.87	-1.65540648474278
1.872	-2.02148545155255
1.874	-1.79351809494828
1.876	-1.7835341231262
1.878	-1.77188615600043
1.88	-1.43076711874588
1.882	-1.74692622644522
1.884	-1.4890069543747
1.886	-1.40580718919067
1.888	-1.62212657866917
1.89	-1.27268756489621
1.892	-1.46404702481949
1.894	-1.23108768230419
1.896	-1.64708650822438
1.898	-1.71031832976425
1.9	-2.03812540458935
1.902	-2.12132516977339
1.904	-2.20452493495743
1.906	-2.63716371391443
1.908	-2.82020319731931
1.91	-2.40420437139912
1.912	-2.23780484103105
1.914	-2.1379651228102
1.916	-2.15959706175805
1.918	-2.17956500540222
1.92	-2.55396394873039
1.922	-1.67204643777959
1.924	-1.88337384134704
1.926	-2.09636524021818
1.928	-1.97156559244212
1.93	-1.57220671955874
1.932	-1.53892681348513
1.934	-1.4723670013379
1.936	-1.37252728311705
1.938	-1.44740707178269
1.94	-1.93828568636851
1.942	-1.40580718919067
1.944	-1.62545456927653
1.946	-1.84676594466607
1.948	-2.1379651228102
1.95	-2.62052376087762
1.952	-2.71537149318743
1.954	-1.88836582725809
1.956	-1.95492563940532
1.958	-1.76023818887467
1.96	-1.83345398223662
1.962	-2.02980542807095
1.964	-1.77188615600043
1.966	-1.75524620296363
1.968	-1.6970063673348
1.97	-1.43908709526428
1.972	-1.12292798756494
1.974	-1.15620789363855
1.976	-1.15620789363855
1.978	-1.35588733008024
1.98	-1.54059080878881
1.982	-1.72695828280105
1.984	-1.91166176150962
1.986	-2.09636524021818
1.988	-3.38596160057077
1.99	-2.20452493495743
1.992	-2.23780484103105
1.994	-2.53732399569359
1.996	-1.6886863908164
1.998	-2.32100460621508
2	-1.82180601511086
2.002	-2.28772470014147
2.004	-1.90500578029489
2.006	-1.67204643777959
2.008	-1.73028627340842
2.01	-1.53892681348513
2.012	-2.04644538110776
2.014	-2.00484549851574
2.016	-1.27767955080725
2.018	-1.37252728311705
2.02	-1.33924737704344
2.022	-1.10628803452813
2.024	-0.923248551123245
2.026	-1.27268756489621
2.028	-1.18449581380112
2.03	-1.58052669607715
2.032	-1.39748721267226
2.034	-1.93828568636851
2.036	-1.93828568636851
2.038	-1.99319753138998
2.04	-2.15460507584701
2.042	-1.94327767227955
2.044	-1.35588733008024
2.046	-1.33092740052503
2.048	-1.30596747096982
2.05	-1.59716664911395
2.052	-1.4723670013379
2.054	-1.28932751793301
2.056	-1.13124796408334
2.058	-1.55556676652193
2.06	-1.75025421705258
2.062	-2.48740413658316
2.064	-1.98820554547893
2.066	-2.58724385480401
2.068	-2.68708357302485
2.07	-2.69540354954326
2.072	-2.92004291554016
2.074	-2.54564397221199
2.076	-2.52068404265678
2.078	-2.20452493495743
2.08	-2.61220378435922
2.082	-2.20452493495743
2.084	-2.37092446532551
2.086	-2.08804526369978
2.088	-2.42084432443593
2.09	-1.35588733008024
2.092	-1.4723670013379
2.094	-1.73361426401578
2.096	-1.49732693089311
2.098	-1.33924737704344
2.1	-0.823408832902399
2.102	-1.12292798756494
2.104	-1.26935957428884
2.106	-1.41412716570907
2.108	-1.93828568636851
2.11	-1.59716664911395
2.112	-1.62545456927653
2.114	-1.65540648474278
2.116	-1.53060683696672
2.118	-1.31095945688086
2.12	-1.47569499194526
2.122	-1.63876653170597
2.124	-1.58052669607715
2.126	-1.67204643777959
2.128	-2.07140531066297
2.13	-2.07639729657401
2.132	-1.72695828280105
2.134	-1.37751926902809
2.136	-0.956528457196861
2.138	-0.723569114681554
2.14	-0.246002462525175
2.142	-1.15620789363855
2.144	-1.4890069543747
2.146	-1.83844596814766
