"Age"	"Temperature"
6.466	-0.408922729985555
6.468	-0.154785265423402
6.47	-0.318159349784786
6.472	-0.384719161932017
6.474	-0.348413809851709
6.476	-0.614653058440631
6.478	-0.451278974079247
6.48	-0.372617377905248
6.482	-0.251599537637556
6.484	-0.427075406025709
6.486	-0.451278974079247
6.488	-0.445228082065863
6.49	-0.457329866092632
6.492	-0.287904889717863
6.494	-0.366566485891863
6.496	-0.421024514012324
6.498	-0.275803105691094
6.5	-0.614653058440631
6.502	-0.554144138306785
6.504	-0.493635218172939
6.506	-0.324210241798171
6.508	-0.469431650119401
6.51	-0.590449490387093
6.512	-0.287904889717863
6.514	-0.366566485891863
6.516	-0.360515593878478
6.518	-0.390770053945401
6.52	-0.118479913343095
6.522	-0.433126298039093
6.524	-0.372617377905248
6.526	-0.469431650119401
6.528	-0.493635218172939
6.53	-0.378668269918632
6.532	-0.457329866092632
6.534	-0.318159349784786
6.536	-0.427075406025709
6.538	-0.324210241798171
6.54	-0.433126298039093
6.542	-0.348413809851709
6.544	-0.439177190052478
6.546	-0.324210241798171
6.548	-0.348413809851709
6.55	-0.554144138306785
6.552	-0.312108457771402
6.554	-0.554144138306785
6.556	-0.396820945958786
6.558	-0.32057970659014
6.56	-0.243128288818817
6.562	-0.166887049450172
6.564	-0.281853997704478
6.566	-0.396820945958786
6.568	-0.384719161932017
6.57	-0.469431650119401
6.572	-0.469431650119401
6.574	-0.342362917838325
6.576	-0.142683481396633
6.578	-0.300006673744633
6.58	-0.293955781731248
6.582	-0.408922729985555
6.584	-0.0821745612627872
6.586	-0.235867218402756
6.588	-0.221345077570633
6.59	-0.457329866092632
6.592	-0.33631202582494
6.594	-0.469431650119401
6.596	-0.529940570253247
6.598	-0.493635218172939
6.6	-0.433126298039093
6.602	-0.300006673744633
6.604	-0.475482542132786
6.606	-0.421024514012324
6.608	-0.396820945958786
6.61	-0.509367537407739
6.612	-0.312108457771402
6.614	-0.396820945958786
6.616	-0.578347706360324
6.618	-0.517838786226478
6.62	-0.439177190052478
6.622	-0.457329866092632
6.624	-0.48153343414617
6.626	-0.445228082065863
6.628	-0.517838786226478
6.63	-0.372617377905248
6.632	-0.17898883347694
6.634	-0.469431650119401
6.636	-0.433126298039093
6.638	-0.421024514012324
6.64	-0.41497362199894
6.642	-0.372617377905248
6.644	-0.77197625078863
6.646	-0.396820945958786
6.648	-0.542042354280016
6.65	-0.360515593878478
6.652	-0.445228082065863
6.654	-0.469431650119401
6.656	-0.566245922333554
6.658	-0.372617377905248
6.66	-0.384719161932017
6.662	-0.433126298039093
6.664	-0.372617377905248
6.666	-0.300006673744633
6.668	-0.251599537637556
6.67	-0.251599537637556
6.672	-0.203192401530479
6.674	-0.0519201011958644
6.676	0.0267414949781363
6.678	-0.0458692091824797
6.68	-0.118479913343095
6.682	-0.136632589383249
6.684	-0.203192401530479
6.686	-0.284274354509833
6.688	-0.364146129086509
6.69	-0.445228082065863
6.692	-0.312108457771402
6.694	-0.439177190052478
6.696	-0.372617377905248
6.698	-0.25765042965094
6.7	-0.287904889717863
6.702	-0.48153343414617
6.704	-0.17898883347694
6.706	-0.308477922563371
6.708	-0.263701321664325
6.71	-0.445228082065863
6.712	-0.490004682964909
6.714	-0.421024514012324
6.716	-0.517838786226478
6.718	-0.342362917838325
6.72	-0.366566485891863
6.722	-0.300006673744633
6.724	-0.348413809851709
6.726	-0.433126298039093
6.728	-0.384719161932017
6.73	-0.421024514012324
6.732	-0.281853997704478
6.734	-0.445228082065863
6.736	-0.402871837972171
6.738	-0.342362917838325
6.74	-0.00956385710217212
6.742	-0.433126298039093
6.744	-0.324210241798171
6.746	-0.306057565758017
6.748	-0.287904889717863
6.75	-0.233446861597402
6.752	-0.348413809851709
6.754	-0.221345077570633
6.756	-0.324210241798171
6.758	-0.275803105691094
6.76	-0.172937941463556
6.762	-0.231026504792048
6.764	-0.360515593878478
6.766	-0.360515593878478
6.768	-0.348413809851709
6.77	-0.251599537637556
6.772	-0.372617377905248
6.774	-0.324210241798171
6.776	-0.856688738976015
6.778	-0.572296814346939
6.78	-0.287904889717863
6.782	-0.287904889717863
6.784	-0.251599537637556
6.786	-0.227395969584018
6.788	-0.17898883347694
6.79	-0.106378129316325
6.792	-0.0579709932092491
6.794	0.0872504151119819
6.796	-0.318159349784786
6.798	-0.372617377905248
6.8	-0.529940570253247
6.802	-0.396820945958786
6.804	-0.469431650119401
6.806	-0.421024514012324
6.808	-0.48153343414617
6.81	-0.378668269918632
6.812	-0.330261133811555
6.814	-0.360515593878478
6.816	-0.281853997704478
6.818	-0.487584326159555
6.82	-0.402871837972171
6.822	-0.463380758106016
6.824	-0.185039725490325
6.826	-0.602551274413862
6.828	-0.33631202582494
6.83	-0.348413809851709
6.832	-0.306057565758017
6.834	-0.421024514012324
6.836	-0.390770053945401
6.838	-0.312108457771402
6.84	-0.245548645624171
6.842	-0.384719161932017
6.844	-0.172937941463556
6.846	-0.239497753610787
6.848	-0.293955781731248
6.85	-0.318159349784786
6.852	-0.348413809851709
6.854	-0.439177190052478
6.856	-0.433126298039093
6.858	-0.408922729985555
6.86	-0.448858617273893
6.862	-0.502106466991678
6.864	-0.457329866092632
6.866	-0.402871837972171
6.868	-0.333891669019586
6.87	-0.233446861597402
6.872	-0.300006673744633
6.874	-0.245548645624171
6.876	-0.203192401530479
6.878	-0.245548645624171
6.88	-0.231026504792048
6.882	-0.293955781731248
6.884	-0.267331856872355
6.886	-0.312108457771402
6.888	-0.267331856872355
6.89	-0.348413809851709
6.892	-0.360515593878478
6.894	-0.390770053945401
6.896	-0.312108457771402
6.898	-0.293955781731248
6.9	-0.26975221367771
6.902	-0.393190410750755
6.904	-0.194721152711741
6.906	-0.412553265193586
6.908	-0.263701321664325
6.91	-0.354464701865094
6.912	-0.308477922563371
6.914	-0.384719161932017
6.916	-0.303637208952663
6.918	-0.342362917838325
6.92	-0.263701321664325
6.922	-0.215294185557248
6.924	-0.263701321664325
6.926	-0.330261133811555
6.928	-0.378668269918632
6.93	-0.421024514012324
6.932	-0.306057565758017
6.934	-0.312108457771402
6.936	-0.245548645624171
6.938	-0.0700727772360178
6.94	-0.396820945958786
6.942	-0.330261133811555
6.944	-0.354464701865094
6.946	-0.342362917838325
6.948	-0.263701321664325
6.95	-0.360515593878478
6.952	-0.33631202582494
6.954	-0.106378129316325
6.956	-0.17898883347694
6.958	-0.251599537637556
6.96	0.107823447957489
6.962	0.0993521991387498
6.964	0.19011557933952
6.966	-0.0579709932092491
6.968	-0.12453080535648
6.97	-0.0458692091824797
6.972	-0.154785265423402
6.974	-0.402871837972171
6.976	-0.433126298039093
6.978	-0.33631202582494
6.98	-0.166887049450172
6.982	-0.118479913343095
6.984	-0.118479913343095
6.986	-0.17898883347694
6.988	-0.275803105691094
6.99	-0.0700727772360178
6.992	-0.118479913343095
6.994	-0.0579709932092491
6.996	-0.0458692091824797
6.998	-0.251599537637556
7	-0.130581697369863
7.002	-0.0216656411289416
7.004	-0.17898883347694
7.006	-0.154785265423402
7.008	-0.324210241798171
7.01	-0.227395969584018
7.012	-0.17898883347694
7.014	-0.300006673744633
7.016	-0.457329866092632
7.018	-0.306057565758017
7.02	-0.445228082065863
7.022	-0.300006673744633
7.024	-0.251599537637556
7.026	-0.239497753610787
7.028	-0.19109061750371
7.03	0.159861119272595
7.032	-0.0821745612627872
7.034	0.147759335245828
7.036	-0.166887049450172
7.038	-0.00956385710217212
7.04	-0.197141509517095
7.042	-0.130581697369863
7.044	-0.12453080535648
7.046	-0.17898883347694
7.048	-0.160836157436787
7.05	-0.215294185557248
7.052	-0.0821745612627872
7.054	-0.039818317169095
7.056	-0.154785265423402
7.058	-0.142683481396633
7.06	-0.245548645624171
7.062	-0.384719161932017
7.064	-0.372617377905248
7.066	-0.421024514012324
7.068	-0.245548645624171
7.07	-0.166887049450172
7.072	-0.12453080535648
7.074	-0.0216656411289416
7.076	0.184064687326134
7.078	0.0993521991387498
7.08	0.0933013071253658
7.082	-0.154785265423402
7.084	0.135657551219058
7.086	0.0872504151119819
7.088	-0.12453080535648
7.09	-0.227395969584018
7.092	-0.499686110186324
7.094	-0.48153343414617
7.096	-0.312108457771402
7.098	-0.318159349784786
7.1	-0.324210241798171
7.102	-0.318159349784786
7.104	-0.263701321664325
7.106	-0.324210241798171
7.108	-0.239497753610787
7.11	-0.166887049450172
7.112	-0.172937941463556
7.114	-0.11242902132971
7.116	-0.11242902132971
7.118	-0.118479913343095
7.12	-0.263701321664325
7.122	-0.142683481396633
7.124	0.111453983165519
7.126	-0.039818317169095
7.128	0.0751486310852125
7.13	-0.033767425155711
7.132	-0.275803105691094
7.134	-0.19109061750371
7.136	-0.312108457771402
7.138	-0.378668269918632
7.14	-0.33631202582494
7.142	-0.033767425155711
7.144	-0.203192401530479
7.146	0.00253792692459734
7.148	-0.0579709932092491
7.15	0.268777175513519
7.152	0.0872504151119819
7.154	-0.0519201011958644
7.156	0.00253792692459734
7.158	-0.26975221367771
7.16	-0.203192401530479
7.162	0.00858881893798126
7.164	-0.348413809851709
7.166	0.147759335245828
7.168	-0.130581697369863
7.17	0.153810227259212
7.172	0.0569959550450575
7.174	-0.227395969584018
7.176	-0.0458692091824797
7.178	-0.263701321664325
7.18	-0.396820945958786
7.182	-0.378668269918632
7.184	-0.275803105691094
7.186	-0.330261133811555
7.188	-0.396820945958786
7.19	0.0267414949781363
7.192	-0.100327237302941
7.194	-0.0482895659878341
7.196	0.00253792692459734
7.198	-0.215294185557248
7.2	-0.0942763452895567
7.202	-0.166887049450172
7.204	-0.17898883347694
7.206	-0.0942763452895567
7.208	-0.209243293543864
7.21	-0.154785265423402
7.212	-0.221345077570633
7.214	-0.287904889717863
7.216	-0.130581697369863
7.218	-0.348413809851709
7.22	-0.372617377905248
7.222	-0.324210241798171
7.224	-0.396820945958786
7.226	-0.275803105691094
7.228	-0.469431650119401
7.23	-0.312108457771402
7.232	-0.118479913343095
7.234	-0.0216656411289416
7.236	-0.154785265423402
7.238	-0.118479913343095
7.24	-0.0519201011958644
7.242	0.0993521991387498
7.244	-0.0458692091824797
7.246	-0.142683481396633
7.248	-0.0942763452895567
7.25	-0.110008664524357
7.252	-0.17898883347694
7.254	-0.300006673744633
7.256	-0.275803105691094
7.258	-0.160836157436787
7.26	-0.408922729985555
7.262	-0.166887049450172
7.264	-0.318159349784786
7.266	-0.172937941463556
7.268	-0.237077396805433
7.27	-0.300006673744633
7.272	-0.118479913343095
7.274	-0.233446861597402
7.276	-0.11242902132971
7.278	0.0509450630316736
7.28	0.0206906029647507
7.282	0.0267414949781363
7.284	-0.033767425155711
7.286	-0.130581697369863
7.288	-0.0821745612627872
7.29	-0.154785265423402
7.292	-0.372617377905248
7.294	-0.324210241798171
7.296	-0.348413809851709
7.298	-0.185039725490325
7.3	-0.421024514012324
7.302	-0.263701321664325
7.304	-0.421024514012324
7.306	-0.203192401530479
7.308	-0.263701321664325
7.31	-0.17898883347694
7.312	-0.11242902132971
7.314	-0.154785265423402
7.316	-0.0761236692494025
7.318	0.063046847058443
7.32	0.135657551219058
7.322	0.0267414949781363
7.324	0.0993521991387498
7.326	0.0146397109513652
7.328	0.165912011285981
7.33	-0.100327237302941
7.332	-0.312108457771402
7.334	-0.354464701865094
7.336	-0.19109061750371
7.338	-0.312108457771402
7.34	-0.287904889717863
7.342	-0.33631202582494
7.344	0.0146397109513652
7.346	-0.300006673744633
7.348	-0.0216656411289416
7.35	-0.312108457771402
7.352	-0.221345077570633
7.354	-0.17898883347694
7.356	-0.0458692091824797
7.358	-0.17898883347694
7.36	0.0751486310852125
7.362	-0.0700727772360178
7.364	0.0388432790049041
7.366	-0.00956385710217212
7.368	0.0388432790049041
7.37	-0.118479913343095
7.372	-0.142683481396633
7.374	-0.0035129650887882
7.376	-0.408922729985555
7.378	-0.251599537637556
7.38	-0.275803105691094
7.382	-0.360515593878478
7.384	-0.378668269918632
7.386	-0.324210241798171
7.388	-0.215294185557248
7.39	-0.0579709932092491
7.392	-0.348413809851709
7.394	-0.197141509517095
7.396	-0.0821745612627872
7.398	-0.136632589383249
7.4	-0.118479913343095
7.402	0.153810227259212
7.404	-0.0942763452895567
7.406	-0.0942763452895567
7.408	-0.0761236692494025
7.41	-0.0942763452895567
7.412	0.196166471352904
7.414	-0.227395969584018
7.416	-0.445228082065863
7.418	-0.360515593878478
7.42	-0.493635218172939
7.422	-0.542042354280016
7.424	-0.306057565758017
7.426	-0.324210241798171
7.428	-0.166887049450172
7.43	-0.0579709932092491
7.432	-0.106378129316325
7.434	0.0146397109513652
7.436	0.0388432790049041
7.438	0.0509450630316736
7.44	0.111453983165519
7.442	-0.11242902132971
7.444	-0.130581697369863
7.446	-0.172937941463556
7.448	-0.215294185557248
7.45	-0.136632589383249
7.452	-0.17898883347694
7.454	-0.239497753610787
7.456	-0.25765042965094
7.458	-0.360515593878478
7.46	-0.348413809851709
7.462	-0.203192401530479
7.464	-0.457329866092632
7.466	-0.445228082065863
7.468	-0.106378129316325
7.47	0.147759335245828
7.472	-0.0519201011958644
7.474	0.0388432790049041
7.476	-0.227395969584018
7.478	0.0509450630316736
7.48	0.171962903299367
7.482	0.0690977390718269
7.484	-0.033767425155711
7.486	-0.215294185557248
7.488	-0.0700727772360178
7.49	0.0146397109513652
7.492	0.0509450630316736
7.494	-0.275803105691094
7.496	-0.348413809851709
7.498	-0.324210241798171
7.5	-0.263701321664325
7.502	0.24457360745998
7.504	-0.19109061750371
7.506	-0.203192401530479
7.508	-0.251599537637556
7.51	-0.300006673744633
7.512	0.0146397109513652
7.514	-0.203192401530479
7.516	-0.287904889717863
7.518	0.111453983165519
7.52	-0.19109061750371
7.522	-0.0700727772360178
7.524	-0.0277165331423255
7.526	0.0146397109513652
7.528	-0.154785265423402
7.53	-0.00956385710217212
7.532	-0.160836157436787
7.534	0.00253792692459734
7.536	-0.227395969584018
7.538	-0.0579709932092491
7.54	-0.566245922333554
7.542	-0.251599537637556
7.544	-0.312108457771402
7.546	-0.251599537637556
7.548	-0.239497753610787
7.55	-0.360515593878478
7.552	-0.251599537637556
7.554	-0.0821745612627872
7.556	-0.106378129316325
7.558	-0.287904889717863
7.56	-0.275803105691094
7.562	-0.251599537637556
7.564	0.0751486310852125
7.566	-0.088225453276172
7.568	-0.360515593878478
7.57	0.0872504151119819
7.572	-0.251599537637556
7.574	-0.251599537637556
7.576	-0.287904889717863
7.578	-0.348413809851709
7.58	-0.215294185557248
7.582	-0.372617377905248
7.584	-0.396820945958786
7.586	-0.263701321664325
7.588	-0.251599537637556
7.59	-0.0216656411289416
7.592	0.292980743567058
7.594	-0.106378129316325
7.596	-0.17898883347694
7.598	-0.088225453276172
7.6	-0.0216656411289416
7.602	0.184064687326134
7.604	-0.0458692091824797
7.606	-0.0035129650887882
7.608	-0.197141509517095
7.61	-0.469431650119401
7.612	-0.469431650119401
7.614	-0.384719161932017
7.616	-0.354464701865094
7.618	-0.384719161932017
7.62	-0.469431650119401
7.622	-0.378668269918632
7.624	-0.372617377905248
7.626	-0.469431650119401
7.628	-0.25765042965094
7.63	-0.327840777006202
7.632	-0.35204434505974
7.634	-0.372617377905248
7.636	-0.354464701865094
7.638	-0.130581697369863
7.64	-0.033767425155711
7.642	-0.19109061750371
7.644	-0.0640218852226339
7.646	-0.0700727772360178
7.648	-0.203192401530479
7.65	-0.19109061750371
7.652	-0.142683481396633
7.654	-0.48153343414617
7.656	-0.457329866092632
7.658	-0.396820945958786
7.66	-0.663060194547708
7.662	-0.554144138306785
7.664	-0.348413809851709
7.666	-0.378668269918632
7.668	-0.215294185557248
7.67	-0.542042354280016
7.672	-0.408922729985555
7.674	-0.408922729985555
7.676	-0.487584326159555
7.678	-0.275803105691094
7.68	-0.408922729985555
7.682	-0.33631202582494
7.684	-0.306057565758017
7.686	-0.300006673744633
7.688	-0.237077396805433
7.69	-0.172937941463556
7.692	-0.483953790951524
7.694	-0.796179818842169
7.696	-0.614653058440631
7.698	-0.402871837972171
7.7	-0.602551274413862
7.702	-0.41497362199894
7.704	-0.578347706360324
7.706	-0.590449490387093
7.708	-0.554144138306785
7.71	-0.281853997704478
7.712	-0.312108457771402
7.714	-0.451278974079247
7.716	-0.360515593878478
7.718	-0.511787894213093
7.72	-0.354464701865094
7.722	-0.408922729985555
7.724	-0.324210241798171
7.726	-0.312108457771402
7.728	-0.275803105691094
7.73	-0.25765042965094
7.732	-0.644907518507554
7.734	-0.312108457771402
7.736	-0.390770053945401
7.738	-0.239497753610787
7.74	-0.19109061750371
7.742	-0.433126298039093
7.744	-0.348413809851709
7.746	-0.287904889717863
7.748	-0.368986842697217
7.75	-0.372617377905248
7.752	-0.33631202582494
7.754	-0.26975221367771
7.756	-0.445228082065863
7.758	-0.457329866092632
7.76	-0.330261133811555
7.762	-0.263701321664325
7.764	-0.227395969584018
7.766	-0.227395969584018
7.768	-0.251599537637556
7.77	-0.209243293543864
7.772	-0.166887049450172
7.774	-0.272172570483063
7.776	-0.376247913113278
7.778	-0.48153343414617
7.78	-0.554144138306785
7.782	-0.6267548424674
7.784	-0.445228082065863
7.786	-0.505737002199709
7.788	-0.312108457771402
7.79	-0.360515593878478
7.792	-0.0579709932092491
7.794	-0.348413809851709
7.796	-0.324210241798171
7.798	-0.154785265423402
7.8	-0.166887049450172
7.802	-0.203192401530479
7.804	-0.26975221367771
7.806	-0.19109061750371
7.808	-0.227395969584018
7.81	-0.251599537637556
7.812	-0.348413809851709
7.814	-0.203192401530479
7.816	-0.542042354280016
7.818	-0.608602166427247
7.82	-0.578347706360324
7.822	-0.48153343414617
7.824	-0.433126298039093
7.826	-0.48153343414617
7.828	-0.523889678239862
7.83	-0.0821745612627872
7.832	-0.372617377905248
7.834	-0.26975221367771
7.836	-0.529940570253247
7.838	-0.324210241798171
7.84	-0.433126298039093
7.842	-0.493635218172939
7.844	-0.396820945958786
7.846	-0.408922729985555
7.848	-0.469431650119401
7.85	-0.445228082065863
7.852	-0.287904889717863
7.854	-0.275803105691094
7.856	-0.275803105691094
7.858	-0.457329866092632
7.86	-0.203192401530479
7.862	-0.330261133811555
7.864	-0.457329866092632
7.866	-0.348413809851709
7.868	-0.312108457771402
7.87	-0.542042354280016
7.872	-0.251599537637556
7.874	-0.203192401530479
7.876	-0.17898883347694
7.878	-0.0700727772360178
7.88	-0.142683481396633
7.882	0.111453983165519
7.884	0.0146397109513652
7.886	-0.306057565758017
7.888	-0.554144138306785
7.89	-0.402871837972171
7.892	-0.384719161932017
7.894	-0.33631202582494
7.896	-0.378668269918632
7.898	-0.421024514012324
7.9	-0.433126298039093
7.902	-0.542042354280016
7.904	-0.227395969584018
7.906	-0.505737002199709
7.908	-0.312108457771402
7.91	-0.529940570253247
7.912	-0.421024514012324
7.914	-0.396820945958786
7.916	-0.572296814346939
7.918	-0.275803105691094
7.92	-0.469431650119401
7.922	-0.384719161932017
7.924	-0.517838786226478
7.926	-0.408922729985555
7.928	-0.445228082065863
7.93	-0.360515593878478
7.932	-0.396820945958786
7.934	-0.566245922333554
7.936	-0.614653058440631
7.938	-0.469431650119401
7.94	-0.408922729985555
7.942	-0.614653058440631
7.944	-0.48153343414617
7.946	-0.554144138306785
7.948	-0.366566485891863
7.95	-0.435546654844447
7.952	-0.505737002199709
7.954	-0.469431650119401
7.956	-0.48153343414617
7.958	-0.48153343414617
7.96	-0.602551274413862
7.962	-0.251599537637556
7.964	-0.445228082065863
7.966	-0.433126298039093
7.968	-0.33631202582494
7.97	-0.408922729985555
7.972	-0.239497753610787
7.974	-0.0579709932092491
7.976	-0.396820945958786
7.978	-0.396820945958786
7.98	-0.396820945958786
7.982	-0.439177190052478
7.984	-0.48153343414617
7.986	-0.360515593878478
7.988	-0.106378129316325
7.99	-0.148734373410018
7.992	-0.19109061750371
7.994	-0.227395969584018
7.996	-0.215294185557248
7.998	-0.142683481396633
8	-0.118479913343095
8.002	0.063046847058443
8.004	-0.233446861597402
8.006	-0.445228082065863
8.008	-0.493635218172939
8.01	-0.306057565758017
8.012	-0.215294185557248
8.014	-0.0579709932092491
8.016	0.0146397109513652
8.018	-0.0458692091824797
8.02	-0.17898883347694
8.022	-0.0579709932092491
8.024	-0.372617377905248
8.026	-0.287904889717863
8.028	-0.17898883347694
8.03	-0.142683481396633
8.032	-0.203192401530479
8.034	0.063046847058443
8.036	-0.215294185557248
8.038	0.0509450630316736
8.04	-0.445228082065863
8.042	-0.487584326159555
8.044	-0.493635218172939
8.046	-0.469431650119401
8.048	-0.457329866092632
8.05	-0.396820945958786
8.052	0.0509450630316736
8.054	-0.48153343414617
8.056	-0.384719161932017
8.058	-0.324210241798171
8.06	-0.48153343414617
8.062	-0.251599537637556
8.064	-0.263701321664325
8.066	-0.17898883347694
8.068	-0.300006673744633
8.07	-0.287904889717863
8.072	-0.142683481396633
8.074	-0.48153343414617
8.076	-0.227395969584018
8.078	-0.372617377905248
8.08	-0.281853997704478
8.082	-0.445228082065863
8.084	-0.312108457771402
8.086	-0.275803105691094
8.088	-0.339942561032971
8.09	-0.402871837972171
8.092	-0.348413809851709
8.094	-0.457329866092632
8.096	-0.457329866092632
8.098	-0.390770053945401
8.1	-0.19109061750371
8.102	-0.300006673744633
8.104	-0.408922729985555
8.106	-0.106378129316325
8.108	-0.384719161932017
8.11	-0.396820945958786
8.112	-0.408922729985555
8.114	-0.421024514012324
8.116	-0.148734373410018
8.118	-0.312108457771402
8.12	-0.324210241798171
8.122	-0.469431650119401
8.124	-0.378668269918632
8.126	-0.457329866092632
8.128	-0.287904889717863
8.13	-0.263701321664325
8.132	-0.300006673744633
8.134	-0.469431650119401
8.136	-0.396820945958786
8.138	-0.33631202582494
8.14	-0.445228082065863
8.142	-0.239497753610787
8.144	-0.408922729985555
8.146	-0.130581697369863
8.148	-0.463380758106016
8.15	-0.318159349784786
8.152	-0.172937941463556
8.154	-0.287904889717863
8.156	-0.445228082065863
8.158	-0.275803105691094
8.16	-0.300006673744633
8.162	-0.0942763452895567
8.164	-0.215294185557248
8.166	-0.154785265423402
8.168	-0.25765042965094
8.17	-0.100327237302941
8.172	-0.287904889717863
8.174	-0.272172570483063
8.176	-0.396820945958786
8.178	-0.408922729985555
8.18	-0.324210241798171
8.182	-0.239497753610787
8.184	-0.384719161932017
8.186	-0.0458692091824797
8.188	-0.166887049450172
8.19	0.0993521991387498
8.192	-0.493635218172939
8.194	-0.372617377905248
8.196	-0.408922729985555
8.198	-0.445228082065863
8.2	-0.348413809851709
8.202	-0.275803105691094
8.204	-0.203192401530479
8.206	-0.33631202582494
8.208	-0.293955781731248
8.21	-0.251599537637556
8.212	0.0872504151119819
8.214	-0.300006673744633
8.216	-0.421024514012324
8.218	-0.142683481396633
8.22	-0.421024514012324
8.222	-0.408922729985555
8.224	-0.396820945958786
8.226	-0.360515593878478
8.228	-0.421024514012324
8.23	-0.457329866092632
8.232	-0.227395969584018
8.234	-0.457329866092632
8.236	-0.451278974079247
8.238	-0.445228082065863
8.24	-0.300006673744633
8.242	-0.517838786226478
8.244	-0.493635218172939
8.246	-0.154785265423402
8.248	-0.360515593878478
8.25	-0.342362917838325
8.252	-0.324210241798171
8.254	-0.33631202582494
8.256	-0.396820945958786
8.258	-0.215294185557248
8.26	-0.0216656411289416
8.262	-0.263701321664325
8.264	-0.287904889717863
8.266	-0.263701321664325
8.268	-0.354464701865094
8.27	-0.260070786456294
8.272	-0.166887049450172
8.274	-0.542042354280016
8.276	-0.106378129316325
8.278	-0.0942763452895567
8.28	-0.0821745612627872
8.282	-0.106378129316325
8.284	-0.166887049450172
8.286	-0.348413809851709
8.288	-0.221345077570633
8.29	-0.0942763452895567
8.292	-0.505737002199709
8.294	-0.19109061750371
8.296	-0.396820945958786
8.298	-0.251599537637556
8.3	-0.517838786226478
8.302	-0.318159349784786
8.304	-0.118479913343095
8.306	-0.287904889717863
8.308	-0.384719161932017
8.31	-0.360515593878478
8.312	-0.638856626494169
8.314	-0.590449490387093
8.316	-0.657009302534323
8.318	-0.723569114681554
8.32	-0.542042354280016
8.322	-0.421024514012324
8.324	-0.614653058440631
8.326	-0.578347706360324
8.328	-0.505737002199709
8.33	-0.433126298039093
8.332	-0.578347706360324
8.334	-0.505737002199709
8.336	-0.396820945958786
8.338	-0.457329866092632
8.34	-0.360515593878478
8.342	-0.396820945958786
8.344	-0.427075406025709
8.346	-0.457329866092632
8.348	-0.542042354280016
8.35	-0.529940570253247
8.352	-0.421024514012324
8.354	-0.554144138306785
8.356	-0.529940570253247
8.358	-0.505737002199709
8.36	-0.48153343414617
8.362	-0.48153343414617
8.364	-0.421024514012324
8.366	-0.445228082065863
8.368	-0.312108457771402
8.37	-0.33631202582494
8.372	-0.360515593878478
8.374	-0.360515593878478
8.376	-0.275803105691094
8.378	-0.421024514012324
8.38	-0.505737002199709
8.382	-0.48153343414617
8.384	-0.421024514012324
8.386	-0.360515593878478
8.388	-0.263701321664325
8.39	-0.166887049450172
8.392	-0.348413809851709
8.394	-0.215294185557248
8.396	-0.324210241798171
8.398	-0.372617377905248
8.4	-0.421024514012324
8.402	-0.360515593878478
8.404	-0.48153343414617
8.406	-0.493635218172939
8.408	-0.160836157436787
8.41	-0.0216656411289416
8.412	-0.166887049450172
8.414	-0.287904889717863
8.416	-0.487584326159555
8.418	-0.48153343414617
8.42	-0.203192401530479
8.422	-0.384719161932017
8.424	-0.33631202582494
8.426	-0.287904889717863
8.428	-0.372617377905248
8.43	-0.118479913343095
8.432	-0.384719161932017
8.434	-0.312108457771402
8.436	-0.578347706360324
8.438	-0.48153343414617
8.44	-0.475482542132786
8.442	-0.638856626494169
8.444	-0.493635218172939
8.446	-0.396820945958786
8.448	-0.33631202582494
8.45	-0.384719161932017
8.452	-0.360515593878478
8.454	-0.312108457771402
8.456	-0.348413809851709
8.458	-0.251599537637556
8.46	-0.384719161932017
8.462	-0.300006673744633
8.464	-0.287904889717863
8.466	-0.239497753610787
8.468	-0.384719161932017
8.47	-0.17898883347694
8.472	-0.227395969584018
8.474	-0.227395969584018
8.476	-0.197141509517095
8.478	-0.166887049450172
8.48	-0.287904889717863
8.482	-0.360515593878478
8.484	-0.517838786226478
8.486	-0.312108457771402
8.488	-0.396820945958786
8.49	-0.384719161932017
8.492	-0.203192401530479
8.494	-0.233446861597402
8.496	-0.263701321664325
8.498	-0.263701321664325
8.5	-0.166887049450172
8.502	-0.19109061750371
8.504	-0.263701321664325
8.506	-0.33631202582494
8.508	-0.275803105691094
8.51	-0.953503011190168
8.512	-0.602551274413862
8.514	-0.578347706360324
8.516	-0.554144138306785
8.518	-0.396820945958786
8.52	-0.324210241798171
8.522	-0.396820945958786
8.524	-0.263701321664325
8.526	-0.263701321664325
8.528	-0.215294185557248
8.53	-0.251599537637556
8.532	-0.360515593878478
8.534	-0.324210241798171
8.536	-0.154785265423402
8.538	-0.142683481396633
8.54	-0.0579709932092491
8.542	-0.17898883347694
8.544	-0.00956385710217212
8.546	-0.263701321664325
8.548	-0.17898883347694
8.55	-0.348413809851709
8.552	-0.445228082065863
8.554	-0.287904889717863
8.556	-0.566245922333554
8.558	-0.324210241798171
8.56	-0.511787894213093
8.562	-0.384719161932017
8.564	-0.421024514012324
8.566	-0.106378129316325
8.568	-0.372617377905248
8.57	-0.251599537637556
8.572	-0.445228082065863
8.574	-0.227395969584018
8.576	-0.0216656411289416
8.578	-0.19109061750371
8.58	-0.251599537637556
8.582	-0.17898883347694
8.584	-0.300006673744633
8.586	-0.251599537637556
8.588	-0.711467330654785
8.59	-0.00956385710217212
8.592	-0.602551274413862
8.594	-0.433126298039093
8.596	-0.566245922333554
8.598	-0.747772682735092
8.6	-0.614653058440631
8.602	-0.650958410520939
8.604	-0.6267548424674
8.606	-0.602551274413862
8.608	-0.7840780348154
