Age	Temperature	Humans
4.034	-0.971655687230323	0
4.036	-1.4103453582007	0
4.038	-1.84903502917109	0
4.04	-2.28772470014147	0
4.042	-1.86416225920455	0
4.044	0.0721231850785197	0
4.046	-1.28932751793301	0
4.048	-0.941401227163399	0
4.05	-0.593474936393786	0
4.052	-1.04729183739763	0
4.054	-0.775001696795322	0
4.056	-0.502711556193016	0
4.058	-1.00191014729724	0
4.06	-1.50110873840147	0
4.062	-0.563220476326862	0
4.064	-1.06241906743109	0
4.066	-1.56161765853532	0
4.068	-1.08662263548463	0
4.07	-0.61465305844063	0
4.072	-0.13965803538994	0
4.074	-0.608602166427247	0
4.076	-1.07754629746455	0
4.078	-1.12292798756494	0
4.08	-1.16830967766532	0
4.082	-0.865765076996092	0
4.084	-1.06241906743109	0
4.086	-1.25907305786609	0
4.088	-0.805256156862246	0
4.09	-0.738696344715015	0
4.092	-0.669111086561092	0
4.094	-0.88996864504963	0
4.096	-1.10780075753147	0
4.098	-0.865765076996092	0
4.1	-0.835510616929169	0
4.102	-0.805256156862246	0
4.104	-0.539016908273323	0
4.106	-0.275803105691094	0
4.108	-1.16830967766532	0
4.11	-0.411948175992248	0
4.112	-1.59187211860224	0
4.114	-1.32563287001332	0
4.116	-1.06241906743109	0
4.118	-0.799205264848861	0
4.12	-0.532966016259939	0
4.122	-1.34983643806686	0
4.124	-0.351439255858402	0
4.126	-0.0488946551891725	0
4.128	-0.321184795791478	0
4.13	-0.593474936393786	0
4.132	-0.865765076996092	0
4.134	-0.0942763452895567	0
4.136	0.677212386416978	0
4.138	-0.321184795791478	0
4.14	-1.47085427833455	0
4.142	-1.07754629746455	0
4.144	-0.684238316594554	0
4.146	-0.472457096126094	0
4.148	-1.10780075753147	0
4.15	-0.351439255858402	0
4.152	0.162886565279288	0
4.154	-0.759874466761862	0
4.156	-0.44220263605917	0
4.158	-0.351439255858402	0
4.16	0.223395485413134	0
4.162	-0.896019537063014	0
4.164	-0.805256156862246	0
4.166	0.011614264944674	0
4.168	-0.154785265423403	0
4.17	-0.260675875657632	0
4.172	-0.321184795791478	0
4.174	-0.563220476326862	0
4.176	-0.366566485891863	0
4.178	-0.532966016259939	0
4.18	-0.644907518507555	0
4.182	-0.759874466761862	0
4.184	-0.765925358775246	0
4.186	-0.775001696795322	0
4.188	-0.593474936393786	0
4.19	-1.65238103873609	0
4.192	-1.1380552175984	0
4.194	-0.290930335724556	0
4.196	-0.351439255858402	0
4.198	-0.411948175992248	0
4.2	0.162886565279288	0
4.202	-0.411948175992248	0
4.204	-0.986782917263784	0
4.206	-0.396820945958785	0
4.208	0.314158865613904	0
4.21	-0.23042141559071	0
4.212	-0.775001696795322	0
4.214	-0.578347706360323	0
4.216	-0.381693715925324	0
4.218	0.28390440554698	0
4.22	0.314158865613904	0
4.222	-0.321184795791478	0
4.224	-0.351439255858402	0
4.226	-0.532966016259939	0
4.228	-1.01703737733071	0
4.23	-0.744747236728399	0
4.232	-0.532966016259939	0
4.234	-0.865765076996092	0
4.236	-0.805256156862246	0
4.238	-0.411948175992248	0
4.24	-0.584398598373708	0
4.242	-0.753823574748478	0
4.244	-0.169912495456864	0
4.246	-0.109403575323018	0
4.248	-0.699365546628015	0
4.25	-1.2136913677657	0
4.252	-1.7280171889034	0
4.254	-1.07149540545117	0
4.256	-0.411948175992248	0
4.258	-0.396820945958785	0
4.26	-0.381693715925324	0
4.262	-0.381693715925324	0
4.264	-0.381693715925324	0
4.266	-1.1380552175984	0
4.268	-0.744747236728399	0
4.27	-0.602551274413862	0
4.272	-0.463380758106016	0
4.274	-0.321184795791478	0
4.276	-0.59952582840717	0
4.278	-0.874841415016169	0
4.28	-0.569271368340247	0
4.282	-0.260675875657632	0
4.284	-0.578347706360323	0
4.286	-0.312108457771401	0
4.288	-0.0488946551891725	0
4.29	-0.896019537063014	0
4.292	-0.563220476326862	0
4.294	-0.351439255858402	0
4.296	-0.169912495456864	0
4.298	-0.472457096126094	0
4.3	-0.775001696795322	0
4.302	-1.07754629746455	0
4.304	-0.805256156862246	0
4.306	-0.532966016259939	0
4.308	-0.472457096126094	0
4.31	0.525940086082364	0
4.312	0.147759335245828	0
4.314	-0.23042141559071	0
4.316	0.404922245814671	0
4.318	0.0721231850785197	0
4.32	-0.260675875657632	0
4.322	-0.593474936393786	0
4.324	-0.684238316594554	0
4.326	-0.487584326159555	0
4.328	-0.290930335724556	0
4.33	-0.548093246293401	0
4.332	-0.805256156862246	0
4.334	-1.06241906743109	0
4.336	-1.31958197799994	0
4.338	-0.109403575323018	0
4.34	-0.44220263605917	0
4.342	-0.775001696795322	0
4.344	-0.472457096126094	0
4.346	0.0721231850785197	0
4.348	-0.109403575323018	0
4.35	-0.472457096126094	0
4.352	0.0721231850785197	0
4.354	0.37466778574775	0
4.356	0.525940086082364	0
4.358	-0.351439255858402	0
4.36	-0.169912495456864	0
4.362	-0.790128926828785	0
4.364	-0.563220476326862	0
4.366	-0.723569114681554	0
4.368	-1.11385164954486	0
4.37	-1.50110873840147	0
4.372	-0.941401227163399	0
4.374	-1.77339887900378	0
4.376	-0.44220263605917	0
4.378	-0.826434278909093	0
4.38	-1.2136913677657	0
4.382	-0.593474936393786	0
4.384	-0.411948175992248	0
4.386	0.132632105212365	0
4.388	-0.351439255858402	0
4.39	-1.22881859779917	0
4.392	-0.684238316594554	0
4.394	-0.502711556193016	0
4.396	-0.947452119176784	0
4.398	-0.13965803538994	0
4.4	-0.215294185557249	0
4.402	-0.109403575323018	0
4.404	-1.47085427833455	0
4.406	-0.572296814346939	0
4.408	-0.886943199042938	0
4.41	-0.260675875657632	0
4.412	0.365591447727671	0
4.414	-0.835510616929169	0
4.416	0.420049475848135	0
4.418	0.510812856048902	0
4.42	-0.986782917263784	0
4.422	0.0267414949781346	0
4.424	-0.260675875657632	0
4.426	-0.342362917838325	0
4.428	0.268777175513519	0
4.43	-0.251599537637555	0
4.432	-0.23042141559071	0
4.434	-0.532966016259939	0
4.436	-0.312108457771401	0
4.438	-0.886943199042938	0
4.44	-0.200166955523787	0
4.442	-0.411948175992248	0
4.444	-0.44220263605917	0
4.446	-0.787103480822091	0
4.448	-0.805256156862246	0
4.45	-0.623729396460708	0
4.452	-1.06241906743109	0
4.454	-0.814332494882322	0
4.456	-0.457329866092632	0
4.458	-0.526915124246555	0
4.46	-0.593474936393786	0
4.462	-1.10780075753147	0
4.464	-0.602551274413862	0
4.466	-0.160836157436787	0
4.468	-0.759874466761862	0
4.47	-0.926273997129937	0
4.472	-1.71288995886993	0
4.474	-0.13965803538994	0
4.476	-0.623729396460708	0
4.478	-0.375642823911941	0
4.48	-0.714492776661476	0
4.482	-0.487584326159555	0
4.484	-0.275803105691094	0
4.486	-0.245548645624171	0
4.488	-0.714492776661476	0
4.49	-1.34983643806686	0
4.492	-0.478507988139478	0
4.494	-1.38009089813378	0
4.496	-0.974681133237015	0
4.498	-0.569271368340247	0
4.5	-1.16830967766532	0
4.502	-0.775001696795322	0
4.504	-0.563220476326862	0
4.506	-0.4694316501194	0
4.508	-0.372617377905247	0
4.51	-0.363541039885171	0
4.512	-0.351439255858402	0
4.514	-1.25907305786609	0
4.516	-1.03519005337086	0
4.518	-0.814332494882322	0
4.52	-0.169912495456864	0
4.522	-0.986782917263784	0
4.524	-0.865765076996092	0
4.526	-0.744747236728399	0
4.528	-0.829459724915785	0
4.53	-0.91719765910986	0
4.532	-1.06544451343778	0
4.534	-1.2136913677657	0
4.536	-1.11687709555155	0
4.538	-1.06241906743109	0
4.54	-0.563220476326862	0
4.542	-0.0640218852226331	0
4.544	-0.472457096126094	0
4.546	-0.321184795791478	0
4.548	-0.12453080535648	0
4.55	-1.83390779913763	0
4.552	-0.251599537637555	0
4.554	-0.178988833476941	0
4.556	-0.593474936393786	0
4.558	-0.290930335724556	0
4.56	0.0933013071253658	0
4.562	-0.13965803538994	0
4.564	-1.1380552175984	0
4.566	-0.699365546628015	0
4.568	-1.49505784638809	0
4.57	-1.48598150836801	0
4.572	-0.753823574748478	0
4.574	-0.502711556193016	0
4.576	-0.941401227163399	0
4.578	0.314158865613904	0
4.58	-0.663060194547707	0
4.582	-0.684238316594554	0
4.584	-0.61465305844063	0
4.586	-0.844586954949245	0
4.588	-0.986782917263784	0
4.59	-0.300006673744632	0
4.592	-0.0277165331423255	0
4.594	-0.336312025824939	0
4.596	0.0933013071253658	0
4.598	-0.300006673744632	0
4.6	-0.578347706360323	0
4.602	-0.48153343414617	0
4.604	-0.532966016259939	0
4.606	-1.24999671984601	0
4.608	-0.911146767096476	0
4.61	-0.99585925528386	0
4.612	-1.3710145601137	0
4.614	-2.01543455953916	0
4.616	-0.835510616929169	0
4.618	-0.59952582840717	0
4.62	-0.360515593878477	0
4.622	0.767975766617748	0
4.624	-0.23042141559071	0
4.626	-0.638856626494169	0
4.628	-0.532966016259939	0
4.63	-0.290930335724556	0
4.632	-0.941401227163399	0
4.634	-0.396820945958785	0
4.636	-0.472457096126094	0
4.638	0.48055839598198	0
4.64	-0.502711556193016	0
4.642	-0.23042141559071	0
4.644	-0.502711556193016	0
4.646	-0.13965803538994	0
4.648	-1.07754629746455	0
4.65	-1.12897887957832	0
4.652	-0.856688738976014	0
4.654	-1.44059981826763	0
4.656	-0.548093246293401	0
4.658	-0.602551274413862	0
4.66	-0.306057565758017	0
4.662	-0.623729396460708	0
4.664	-0.584398598373708	0
4.666	0.616703466283132	0
4.668	-0.0488946551891725	0
4.67	-0.290930335724556	0
4.672	-0.200166955523787	0
4.674	-0.0640218852226331	0
4.676	-0.472457096126094	0
4.678	0.141708443232442	0
4.68	-0.865765076996092	0
4.682	-0.644907518507555	0
4.684	-0.185039725490325	0
4.686	-0.548093246293401	0
4.688	-0.941401227163399	0
4.69	-0.880892307029553	0
4.692	-0.820383386895706	0
4.694	-0.708441884648092	0
4.696	-0.593474936393786	0
4.698	-0.669111086561092	0
4.7	-0.744747236728399	0
4.702	-1.06241906743109	0
4.704	-0.306057565758017	0
4.706	-0.874841415016169	0
4.708	-0.109403575323018	0
4.71	-0.160836157436787	0
4.712	0.435176705881595	0
4.714	0.0267414949781346	0
4.716	-0.109403575323018	0
4.718	-0.669111086561092	0
4.72	0.132632105212365	0
4.722	-0.396820945958785	0
4.724	-0.260675875657632	0
4.726	-1.10780075753147	0
4.728	-1.1380552175984	0
4.73	-0.61465305844063	0
4.732	0.208268255379673	0
4.734	-1.5313631984684	0
4.736	-1.22881859779917	0
4.738	-0.880892307029553	0
4.74	0.223395485413134	0
4.742	-0.542042354280015	0
4.744	-0.548093246293401	0
4.746	-0.941401227163399	0
4.748	-0.693314654614631	0
4.75	0.011614264944674	0
4.752	-0.986782917263784	0
4.754	0.344413325680825	0
4.756	0.123555767192289	0
4.758	-0.396820945958785	0
4.76	-0.033767425155711	0
4.762	-0.351439255858402	0
4.764	-0.85063784696263	0
4.766	-0.865765076996092	0
4.768	0.359540555714289	0
4.77	-0.941401227163399	0
4.772	-1.25907305786609	0
4.774	-1.43152348024755	0
4.776	-1.27420028789955	0
4.778	-0.472457096126094	0
4.78	-0.935350335150015	0
4.782	-0.974681133237015	0
4.784	0.37466778574775	0
4.786	-0.95652845719686	0
4.788	-0.781052588808707	0
4.79	-0.744747236728399	0
4.792	-1.09267352749801	0
4.794	-0.572296814346939	0
4.796	-0.608602166427247	0
4.798	-0.275803105691094	0
4.8	-1.83390779913763	0
4.802	-0.729620006694939	0
4.804	-1.16225878565194	0
4.806	-0.48153343414617	0
4.808	-1.1773860156854	0
4.81	-0.472457096126094	0
4.812	0.162886565279288	0
4.814	-0.9020704290764	0
4.816	-1.40126902018063	0
4.818	-0.826434278909093	0
4.82	-0.390770053945401	0
4.822	-1.7643225409837	0
4.824	-1.31958197799994	0
4.826	-0.675161978574476	0
4.828	-0.26975221367771	0
4.83	-0.0035129650887882	0
4.832	-0.820383386895706	0
4.834	-0.947452119176784	0
4.836	-0.366566485891863	0
4.838	-0.578347706360323	0
4.84	-0.457329866092632	0
4.842	-0.886943199042938	0
4.844	-1.25907305786609	0
4.846	-1.18343690769878	0
4.848	-1.38614179014717	0
4.85	-1.71288995886993	0
4.852	-1.04729183739763	0
4.854	-0.26975221367771	0
4.856	-1.06241906743109	0
4.858	-1.26814939588617	0
4.86	0.601576236249672	0
4.862	-0.608602166427247	0
4.864	-0.517838786226477	0
4.866	-0.0579709932092491	0
4.868	-0.563220476326862	0
4.87	0.102377645145443	0
4.872	-0.206217847537171	0
4.874	-0.532966016259939	0
4.876	-0.00653841109547935	0
4.878	-0.729620006694939	0
4.88	-0.088225453276172	0
4.882	-0.653983856527631	0
4.884	-0.744747236728399	0
4.886	-1.3710145601137	0
4.888	-1.31958197799994	0
4.89	-2.40269164839578	0
4.892	-2.31797916020839	0
4.894	-1.98518009947224	0
4.896	-2.14552873782693	0
4.898	-1.83390779913763	0
4.9	-1.83390779913763	0
4.902	-0.835510616929169	0
4.904	-0.971655687230323	0
4.906	-0.542042354280015	0
4.908	-0.396820945958785	0
4.91	0.0418687250115969	0
4.912	-0.275803105691094	0
4.914	-0.880892307029553	0
4.916	-0.487584326159555	0
4.918	-0.451278974079248	0
4.92	0.011614264944674	0
4.922	-0.563220476326862	0
4.924	-1.10780075753147	0
4.926	-0.826434278909093	0
4.928	-0.820383386895706	0
4.93	-1.06241906743109	0
4.932	-0.880892307029553	0
4.934	-1.01703737733071	0
4.936	-1.15318244763186	0
4.938	-0.563220476326862	0
4.94	-0.835510616929169	0
4.942	-1.06241906743109	0
4.944	-1.04729183739763	0
4.946	-0.593474936393786	0
4.948	-0.411948175992248	0
4.95	-0.502711556193016	0
4.952	-0.12453080535648	0
4.954	0.0267414949781346	0
4.956	-0.275803105691094	0
4.958	-0.336312025824939	0
4.96	-0.487584326159555	0
4.962	-0.593474936393786	0
4.964	-0.185039725490325	0
4.966	-0.351439255858402	0
4.968	-0.215294185557249	0
4.97	-0.321184795791478	0
4.972	-0.260675875657632	0
4.974	-0.169912495456864	0
4.976	-0.472457096126094	0
4.978	-0.0942763452895567	0
4.98	-0.638856626494169	0
4.982	-0.502711556193016	0
4.984	-0.44220263605917	0
4.986	-0.623729396460708	0
4.988	-0.548093246293401	0
4.99	-0.759874466761862	0
4.992	-0.699365546628015	0
4.994	-0.215294185557249	0
4.996	-0.457329866092632	0
4.998	-0.23042141559071	0
5	-0.154785265423403	0
5.002	-0.411948175992248	0
5.004	-0.44220263605917	0
5.006	-0.896019537063014	0
5.008	-0.548093246293401	0
5.01	-0.85063784696263	0
5.012	-1.28932751793301	0
5.014	-0.896019537063014	0
5.016	-0.790128926828785	0
5.018	-0.896019537063014	0
5.02	-0.669111086561092	0
5.022	-0.306057565758017	0
5.024	-0.260675875657632	0
5.026	-0.154785265423403	0
5.028	-0.033767425155711	0
5.03	-0.169912495456864	0
5.032	-0.109403575323018	0
5.034	-0.0640218852226331	0
5.036	-0.835510616929169	0
5.038	-0.033767425155711	0
5.04	-0.160836157436787	0
5.042	-0.00653841109547935	0
5.044	-0.405897283978863	0
5.046	0.0267414949781346	0
5.048	-0.472457096126094	0
5.05	-0.157810711430095	0
5.052	-0.844586954949245	0
5.054	-0.581373152367016	0
5.056	-0.753823574748478	0
5.058	-1.01098648531732	0
5.06	-1.09267352749801	0
5.062	-0.684238316594554	0
5.064	-0.411948175992248	0
5.066	-0.390770053945401	0
5.068	-0.0942763452895567	0
5.07	-0.215294185557249	0
5.072	-0.206217847537171	0
5.074	-0.200166955523787	0
5.076	-0.321184795791478	0
5.078	-0.260675875657632	0
5.08	-0.336312025824939	0
5.082	-0.351439255858402	0
5.084	0.0721231850785197	0
5.086	-0.366566485891863	0
5.088	-0.169912495456864	0
5.09	-0.699365546628015	0
5.092	-0.532966016259939	0
5.094	-0.623729396460708	0
5.096	-1.00191014729724	0
5.098	-0.351439255858402	0
5.1	-0.835510616929169	0
5.102	-0.714492776661476	0
5.104	-0.744747236728399	0
5.106	-0.623729396460708	0
5.108	-0.44220263605917	0
5.11	-0.260675875657632	0
5.112	-0.215294185557249	0
5.114	-0.321184795791478	0
5.116	-0.290930335724556	0
5.118	-0.532966016259939	0
5.12	0.132632105212365	0
5.122	-0.215294185557249	0
5.124	-0.351439255858402	0
5.126	-0.532966016259939	0
5.128	-0.200166955523787	0
5.13	-0.744747236728399	0
5.132	-0.548093246293401	0
5.134	-0.502711556193016	0
5.136	-0.381693715925324	0
5.138	-0.396820945958785	0
5.14	-0.0942763452895567	0
5.142	-0.0186401951222488	0
5.144	-0.0791491152560945	0
5.146	-0.411948175992248	0
5.148	-0.351439255858402	0
5.15	-0.669111086561092	0
5.152	-0.351439255858402	0
5.154	-0.396820945958785	0
5.156	-0.351439255858402	0
5.158	-0.472457096126094	0
5.16	-0.321184795791478	0
5.162	-0.472457096126094	0
5.164	-0.44220263605917	0
5.166	-0.563220476326862	0
5.168	-0.563220476326862	0
5.17	-0.85063784696263	0
5.172	-1.00191014729724	0
5.174	-0.684238316594554	0
5.176	-0.684238316594554	0
5.178	-0.608602166427247	0
5.18	-0.23042141559071	0
5.182	-0.623729396460708	0
5.184	-0.532966016259939	0
5.186	-0.532966016259939	0
5.188	-0.381693715925324	0
5.19	-0.608602166427247	0
5.192	-0.13965803538994	0
5.194	-0.653983856527631	0
5.196	-0.775001696795322	0
5.198	-0.563220476326862	0
5.2	-0.13965803538994	0
5.202	-0.623729396460708	0
5.204	-0.653983856527631	0
5.206	-0.729620006694939	0
5.208	0.162886565279288	0
5.21	-0.790128926828785	0
5.212	-1.10780075753147	0
5.214	-0.926273997129937	0
5.216	-1.07754629746455	0
5.218	-1.22881859779917	0
5.22	-1.16830967766532	0
5.222	-0.805256156862246	0
5.224	-1.04729183739763	0
5.226	-0.911146767096476	0
5.228	-0.684238316594554	0
5.23	-0.109403575323018	0
5.232	-0.306057565758017	0
5.234	-0.200166955523787	0
5.236	0.208268255379673	0
5.238	-0.169912495456864	0
5.24	-0.0488946551891725	0
5.242	-0.0488946551891725	0
5.244	-0.0791491152560945	0
5.246	-0.033767425155711	0
5.248	-0.185039725490325	0
5.25	-0.154785265423403	0
5.252	0.0569959550450575	0
5.254	-0.427075406025709	0
5.256	-0.290930335724556	0
5.258	-0.0791491152560945	0
5.26	-0.532966016259939	0
5.262	-0.472457096126094	0
5.264	-0.200166955523787	0
5.266	-0.336312025824939	0
5.268	-0.321184795791478	0
5.27	-0.563220476326862	0
5.272	-0.109403575323018	0
5.274	-0.0791491152560945	0
5.276	-0.472457096126094	0
5.278	-0.623729396460708	0
5.28	-0.578347706360323	0
5.282	-0.13965803538994	0
5.284	-0.684238316594554	0
5.286	-0.684238316594554	0
5.288	-0.572296814346939	0
5.29	-0.714492776661476	0
5.292	-0.563220476326862	0
5.294	-0.699365546628015	0
5.296	-0.714492776661476	0
5.298	-0.729620006694939	0
5.3	-0.714492776661476	0
5.302	-0.835510616929169	0
5.304	-0.735670898708323	0
5.306	-0.44220263605917	0
5.308	-0.411948175992248	0
5.31	-0.342362917838325	0
5.312	-0.321184795791478	0
5.314	-0.245548645624171	0
5.316	-0.342362917838325	0
5.318	-0.532966016259939	0
5.32	-0.5874240443804	0
5.322	-0.321184795791478	0
5.324	-0.623729396460708	0
5.326	-0.321184795791478	0
5.328	-0.366566485891863	0
5.33	-0.275803105691094	0
5.332	-0.451278974079247	0
5.334	-0.330261133811555	0
5.336	-0.41497362199894	0
5.338	-0.233446861597402	0
5.34	-0.505737002199709	0
5.342	-0.272172570483063	0
5.344	-0.251599537637556	0
5.346	-0.348413809851709	0
5.348	-0.390770053945401	0
5.35	-0.300006673744633	0
5.352	-0.197141509517095	0
5.354	-0.251599537637556	0
5.356	-0.17898883347694	0
5.358	-0.251599537637556	0
5.36	-0.0216656411289416	0
5.362	-0.251599537637556	0
5.364	-0.275803105691094	0
5.366	-0.300006673744633	0
5.368	-0.312108457771402	0
5.37	-0.324210241798171	0
5.372	-0.312108457771402	0
5.374	-0.203192401530479	0
5.376	-0.0942763452895567	0
5.378	-0.0458692091824797	0
5.38	-0.408922729985555	0
5.382	-0.33631202582494	0
5.384	-0.300006673744633	0
5.386	-0.384719161932017	0
5.388	-0.469431650119401	0
5.39	-0.408922729985555	0
5.392	-0.445228082065863	0
5.394	-0.433126298039093	0
5.396	-0.372617377905248	0
5.398	0.123555767192289	0
5.4	0.00253792692459734	0
5.402	0.0448941710182896	0
5.404	0.0872504151119819	0
5.406	-0.239497753610787	0
5.408	-0.0579709932092491	0
5.41	-0.517838786226478	0
5.412	-0.199561866322448	0
5.414	-0.19109061750371	0
5.416	-0.378668269918632	0
5.418	-0.469431650119401	0
5.42	-0.330261133811555	0
5.422	-0.17898883347694	0
5.424	-0.263701321664325	0
5.426	0.171962903299367	0
5.428	-0.239497753610787	0
5.43	-0.239497753610787	0
5.432	-0.421024514012324	0
5.434	-0.306057565758017	0
5.436	-0.287904889717863	0
5.438	-0.263701321664325	0
5.44	-0.25765042965094	0
5.442	-0.251599537637556	0
5.444	-0.0821745612627872	0
5.446	-0.106378129316325	0
5.448	-0.17898883347694	0
5.45	-0.136632589383249	0
5.452	-0.384719161932017	0
5.454	-0.396820945958786	0
5.456	-0.554144138306785	0
5.458	-0.529940570253247	0
5.46	-0.493635218172939	0
5.462	-0.457329866092632	0
5.464	-0.511787894213093	0
5.466	-0.421024514012324	0
5.468	-0.360515593878478	0
5.47	-0.324210241798171	0
5.472	-0.312108457771402	0
5.474	-0.408922729985555	0
5.476	-0.475482542132786	0
5.478	-0.614653058440631	0
5.48	-0.384719161932017	0
5.482	-0.427075406025709	0
5.484	-0.33631202582494	0
5.486	-0.390770053945401	0
5.488	-0.427075406025709	0
5.49	-0.469431650119401	0
5.492	-0.439177190052478	0
5.494	-0.408922729985555	0
5.496	-0.32057970659014	0
5.498	-0.231026504792048	0
5.5	-0.421024514012324	0
5.502	-0.469431650119401	0
5.504	-0.433126298039093	0
5.506	-0.578347706360324	0
5.508	-0.535991462266631	0
5.51	-0.342362917838325	0
5.512	-0.303637208952663	0
5.514	-0.505737002199709	0
5.516	-0.19109061750371	0
5.518	-0.106378129316325	0
5.52	-0.0216656411289416	0
5.522	-0.158415800631433	0
5.524	-0.296376138536601	0
5.526	-0.433126298039093	0
5.528	-0.324210241798171	0
5.53	-0.469431650119401	0
5.532	-0.360515593878478	0
5.534	-0.360515593878478	0
5.536	-0.251599537637556	0
5.538	-0.475482542132786	0
5.54	-0.699365546628015	0
5.542	-0.663060194547708	0
5.544	-1.06241906743109	0
5.546	-0.85063784696263	0
5.548	-0.786498391620753	0
5.55	-0.723569114681554	0
5.552	-0.638856626494169	0
5.554	-0.372617377905248	0
5.556	-0.396820945958786	0
5.558	-0.372617377905248	0
5.56	-0.348413809851709	0
5.562	-0.396820945958786	0
5.564	-0.348413809851709	0
5.566	-0.6267548424674	0
5.568	-0.372617377905248	0
5.57	-0.445228082065863	0
5.572	-0.445228082065863	0
5.574	-0.166887049450172	0
5.576	-0.566245922333554	0
5.578	-0.657009302534323	0
5.58	-0.638856626494169	0
5.582	-0.542042354280016	0
5.584	-0.554144138306785	0
5.586	-0.6267548424674	0
5.588	-0.844586954949245	0
5.59	-0.554144138306785	0
5.592	-0.614653058440631	0
5.594	-0.590449490387093	0
5.596	-0.554144138306785	0
5.598	-0.433126298039093	0
5.6	-0.445228082065863	0
5.602	-0.384719161932017	0
5.604	-0.445228082065863	0
5.606	-0.505737002199709	0
5.608	-0.445228082065863	0
5.61	-0.445228082065863	0
5.612	-0.523889678239862	0
5.614	-0.360515593878478	0
5.616	-0.423444870817678	0
5.618	-0.487584326159555	0
5.62	-0.354464701865094	0
5.622	-0.572296814346939	0
5.624	-0.48153343414617	0
5.626	-0.554144138306785	0
5.628	-0.535991462266631	0
5.63	-0.6424871617022	0
5.632	-0.287904889717863	0
5.634	-0.366566485891863	0
5.636	-0.554144138306785	0
5.638	-0.505737002199709	0
5.64	-0.368986842697217	0
5.642	-0.499686110186324	0
5.644	-0.408922729985555	0
5.646	-0.33631202582494	0
5.648	-0.390770053945401	0
5.65	-0.239497753610787	0
5.652	-0.160836157436787	0
5.654	-0.372617377905248	0
5.656	-0.396820945958786	0
5.658	-0.330261133811555	0
5.66	-0.0458692091824797	0
5.662	-0.48153343414617	0
5.664	-0.300006673744633	0
5.666	-0.33631202582494	0
5.668	-0.12453080535648	0
5.67	-0.475482542132786	0
5.672	-0.318159349784786	0
5.674	-0.6267548424674	0
5.676	-0.203192401530479	0
5.678	-0.523889678239862	0
5.68	-0.529940570253247	0
5.682	-0.554144138306785	0
5.684	-0.421024514012324	0
5.686	-0.19109061750371	0
5.688	-0.275803105691094	0
5.69	-0.26975221367771	0
5.692	-0.457329866092632	0
5.694	-0.215294185557248	0
5.696	-0.0821745612627872	0
5.698	-0.342362917838325	0
5.7	-0.457329866092632	0
5.702	-0.965604795216937	0
5.704	-0.602551274413862	0
5.706	-0.566245922333554	0
5.708	-0.578347706360324	0
5.71	-0.48153343414617	0
5.712	-0.384719161932017	0
5.714	-0.517838786226478	0
5.716	-0.251599537637556	0
5.718	-0.203192401530479	0
5.72	-0.166887049450172	0
5.722	-0.445228082065863	0
5.724	-0.372617377905248	0
5.726	-0.360515593878478	0
5.728	-0.324210241798171	0
5.73	0.643932480343364	0
5.732	-0.433126298039093	0
5.734	-0.312108457771402	0
5.736	-0.324210241798171	0
5.738	-0.408922729985555	0
5.74	-0.348413809851709	0
5.742	-0.384719161932017	0
5.744	-0.6267548424674	0
5.746	-1.05031728340432	0
5.748	-0.974076044035676	0
5.75	-0.899044983069707	0
5.752	-1.03821549937755	0
5.754	-0.862739630989399	0
5.756	-1.01401193132401	0
5.758	-0.77197625078863	0
5.76	-0.747772682735092	0
5.762	-0.602551274413862	0
5.764	-0.505737002199709	0
5.766	-0.578347706360324	0
5.768	-0.463380758106016	0
5.77	-0.590449490387093	0
5.772	-0.493635218172939	0
5.774	-0.457329866092632	0
5.776	-0.514208251018447	0
5.778	-0.650958410520939	0
5.78	-0.747772682735092	0
5.782	-0.390770053945401	0
5.784	-0.741721790721707	0
5.786	-0.690894297809277	0
5.788	-0.638856626494169	0
5.79	-0.666690729755739	0
5.792	-0.868790523002784	0
5.794	-0.687263762601246	0
5.796	-0.908726410291122	0
5.798	-0.614653058440631	0
5.8	-0.433126298039093	0
5.802	-0.490004682964909	0
5.804	-0.366566485891863	0
5.806	-0.388349697140048	0
5.808	-0.408922729985555	0
5.81	-0.300006673744633	0
5.812	-0.560195030320169	0
5.814	-0.590449490387093	0
5.816	-0.287904889717863	0
5.818	-0.92929944313663	0
5.82	-0.402871837972171	0
5.822	-0.366566485891863	0
5.824	-0.342362917838325	0
5.826	-0.408922729985555	0
5.828	-0.227395969584018	0
5.83	-0.354464701865094	0
5.832	-0.396820945958786	0
5.834	-0.578347706360324	0
5.836	-0.638856626494169	0
5.838	-0.7840780348154	0
5.84	-0.421024514012324	0
5.842	-0.638856626494169	0
5.844	-0.41497362199894	0
5.846	-0.19109061750371	0
5.848	-0.19109061750371	0
5.85	-0.41497362199894	0
5.852	-0.384719161932017	0
5.854	-0.172937941463556	0
5.856	-0.953503011190168	0
5.858	-0.596500382400477	0
5.86	-0.590449490387093	0
5.862	-0.378668269918632	0
5.864	-0.77197625078863	0
5.866	-0.0519201011958644	0
5.868	-0.433126298039093	0
5.87	-0.402871837972171	0
5.872	-0.239497753610787	0
5.874	-0.348413809851709	0
5.876	-0.396820945958786	0
5.878	-0.408922729985555	0
5.88	-0.48153343414617	0
5.882	-0.33631202582494	0
5.884	-0.433126298039093	0
5.886	-0.48153343414617	0
5.888	-0.48153343414617	0
5.89	-0.396820945958786	0
5.892	-0.251599537637556	0
5.894	-0.366566485891863	0
5.896	-0.318159349784786	0
5.898	-0.0579709932092491	0
