scientificName	earliestAge	latestAge	higherGeography	site
Cynarctoides	20.43	15.97	NAmerica	pbdb_19073
Cynarctoides	20.43	15.97	NAmerica	pbdb_19076
Cynarctoides	20.43	15.97	NAmerica	pbdb_19188
Cynarctoides	23.03	5.333	NAmerica	pbdb_19189
Cynarctoides	20.43	15.97	NAmerica	pbdb_19388
Cynarctoides	15.97	13.6	NAmerica	pbdb_19449
Cynarctoides	15.97	13.6	NAmerica	pbdb_19530
Cynarctoides	24.8	20.43	NAmerica	pbdb_28043
Cynarctoides	20.43	15.97	NAmerica	pbdb_167830
Cynarctoides	30.8	20.43	NAmerica	pbdb_170308
Cynarctoides	20.43	15.97	NAmerica	pbdb_212624
Cynarctus	13.6	10.3	NAmerica	pbdb_18042
Cynarctus	13.6	10.3	NAmerica	pbdb_18092
Cynarctus	13.6	10.3	NAmerica	pbdb_18095
Cynarctus	23.03	5.333	NAmerica	pbdb_18098
Cynarctus	15.97	13.6	NAmerica	pbdb_18123
Cynarctus	15.97	13.6	NAmerica	pbdb_18164
Cynarctus	13.6	10.3	NAmerica	pbdb_18200
Cynarctus	13.6	10.3	NAmerica	pbdb_18217
Cynarctus	13.6	10.3	NAmerica	pbdb_18222
Cynarctus	13.6	10.3	NAmerica	pbdb_18244
Cynarctus	13.6	10.3	NAmerica	pbdb_18260
Cynarctus	15.97	13.6	NAmerica	pbdb_18275
Cynarctus	23.03	5.333	NAmerica	pbdb_18283
Cynarctus	15.97	13.6	NAmerica	pbdb_18284
Cynarctus	13.6	10.3	NAmerica	pbdb_18324
Cynarctus	15.97	13.6	NAmerica	pbdb_18357
Cynarctus	15.97	13.6	NAmerica	pbdb_18412
Cynarctus	15.97	13.6	NAmerica	pbdb_18443
Cynarctus	15.97	13.82	NAmerica	pbdb_18516
Cynarctus	15.97	13.6	NAmerica	pbdb_19548
Cynarctus	11.608	5.333	NAmerica	pbdb_18346
Cynarctus	20.44	15.97	NAmerica	pbdb_48884
Cynarctus	23.03	5.333	NAmerica	pbdb_163859
Cynarctus	13.6	4.9	NAmerica	pbdb_175228
Cynarctus	15.97	13.6	NAmerica	pbdb_18519
Cynarctus	13.82	11.62	NAmerica	pbdb_126605
Cynarctus	15.97	13.6	NAmerica	pbdb_214888
Cynelos	24.8	20.43	NAmerica	pbdb_17741
Cynelos	24.8	20.43	NAmerica	pbdb_17744
Cynelos	24.8	20.43	NAmerica	pbdb_17805
Cynelos	20.43	15.97	NAmerica	pbdb_17881
Cynelos	15.97	13.6	NAmerica	pbdb_17904
Cynelos	15.97	13.6	NAmerica	pbdb_17905
Cynelos	20.43	15.97	NAmerica	pbdb_17908
Cynelos	20.43	15.97	NAmerica	pbdb_17915
Cynelos	20.43	15.97	NAmerica	pbdb_17952
Cynelos	20.43	15.97	NAmerica	pbdb_18001
Cynelos	23.03	5.333	NAmerica	pbdb_18271
Cynelos	20.43	15.97	NAmerica	pbdb_18579
Cynelos	20.43	15.97	NAmerica	pbdb_18597
Cynelos	15.97	13.6	NAmerica	pbdb_19056
Cynelos	15.97	13.6	NAmerica	pbdb_19510
Cynelos	15.97	13.6	NAmerica	pbdb_19547
Cynelos	15.97	13.82	Eurasia	pbdb_35441
Cynelos	16.9	15.97	Eurasia	pbdb_69099
Cynelos	16.9	15.97	Eurasia	pbdb_69116
Cynelos	16.9	15.97	Eurasia	pbdb_49102
Cynelos	15.97	13.82	Eurasia	pbdb_71444
Cynelos	15.97	13.82	Eurasia	pbdb_71453
Cynelos	15.97	13.82	NAmerica	pbdb_66065
Cynelos	20.44	15.97	Eurasia	pbdb_48069
Cynelos	15.97	13.82	Eurasia	pbdb_148395
Cynelos	30.8	20.43	NAmerica	pbdb_167825
Cynelos	20.43	15.97	NAmerica	pbdb_167830
Cynelos	20.44	7.246	Eurasia	pbdb_187579
Cynelos	20	15.97	Eurasia	pbdb_142146
Cynelos	15.97	7.246	Eurasia	pbdb_142149
Cynodesmus	33.3	30.8	NAmerica	pbdb_17315
Cynodesmus	33.3	30.8	NAmerica	pbdb_17323
Cynodesmus	33.3	30.8	NAmerica	pbdb_17342
Cynodesmus	30.8	20.43	NAmerica	pbdb_17483
Cynodesmus	30.8	26.3	NAmerica	pbdb_17486
Cynodesmus	30.8	20.43	NAmerica	pbdb_17509
Cynodesmus	30.8	20.43	NAmerica	pbdb_17540
Cynodesmus	30.8	20.43	NAmerica	pbdb_17598
Cynodesmus	30.8	26.3	NAmerica	pbdb_17630
Cynodictis	37.2	33.9	Eurasia	pbdb_9070
Cynodictis	33.9	28.1	Eurasia	pbdb_37085
Cynodictis	33.9	28.4	Eurasia	pbdb_34630
Cynodictis	37.2	33.9	Eurasia	pbdb_9071
Cynodictis	38	33.9	Eurasia	pbdb_31747
Cynodictis	33.9	28.4	Eurasia	pbdb_31583
Cynodictis	48.6	37.2	Eurasia	pbdb_46193
Cynodictis	38	33.9	Eurasia	pbdb_12843
Cynodictis	38	33.9	Eurasia	pbdb_12849
Cynodictis	38	33.9	Eurasia	pbdb_31765
Cynodictis	55.8	48.6	Eurasia	pbdb_88345
Cynodictis	33.9	28.4	Eurasia	pbdb_183452
Cynodictis	38	33.9	Eurasia	pbdb_12842
Cynodictis	33.9	23.03	Eurasia	pbdb_184215
Cynotherium	1.806	0.126	Eurasia	pbdb_51482
Cynotherium	0.781	0.0117	Eurasia	pbdb_51483
Cynotherium	0.126	0.0117	Eurasia	pbdb_51552
Cynotherium	0.126	0.0117	Eurasia	pbdb_51553
Cynotherium	0.781	0.126	Eurasia	pbdb_69062
Cynotherium	3.6	0.0117	Eurasia	pbdb_94327
Cynotherium	3.6	0.0117	Eurasia	pbdb_94327
Cynotherium	0.781	0.0117	Eurasia	pbdb_94331
Cynotherium	0.126	0.0117	Eurasia	pbdb_214506
Cynotherium	2.588	0.0117	Eurasia	pbdb_215273
Cynotherium	0.781	0.0117	Eurasia	pbdb_215276
Cynotherium	0.126	0.0117	Eurasia	pbdb_215362
Cyonarctos	28.4	23.03	Eurasia	pbdb_36712
Cyonarctos	28.4	23.03	Eurasia	pbdb_36715
Cyrnaonyx	0.781	0.126	Eurasia	pbdb_43645
Cyrnaonyx	0.781	0.126	Eurasia	pbdb_36756
Cyrnaonyx	0.126	0.0117	Eurasia	pbdb_93837
Daphoenictis	40.4	37.2	NAmerica	pbdb_16835
Daphoenictis	37.2	33.9	NAmerica	pbdb_16918
Daphoenictis	37.2	33.9	NAmerica	pbdb_16919
Daphoenictis	37.2	33.9	NAmerica	pbdb_16940
Daphoenictis	37.2	33.9	NAmerica	pbdb_16960
Daphoenictis	37.2	33.9	NAmerica	pbdb_16990
Daphoenictis	37.2	33.9	NAmerica	pbdb_16992
Daphoenictis	37.2	33.9	NAmerica	pbdb_16995
Daphoenodon	30.8	20.43	NAmerica	pbdb_93080
Daphoenodon	24.8	20.43	NAmerica	pbdb_22641
Daphoenodon	24.8	20.43	NAmerica	pbdb_17744
Daphoenodon	24.8	20.43	NAmerica	pbdb_17763
Daphoenodon	24.8	20.43	NAmerica	pbdb_17764
Daphoenodon	24.8	20.43	NAmerica	pbdb_17777
Daphoenodon	24.8	20.43	NAmerica	pbdb_17780
Daphoenodon	24.8	20.43	NAmerica	pbdb_17789
Daphoenodon	30.8	20.43	NAmerica	pbdb_17800
Daphoenodon	24.8	20.43	NAmerica	pbdb_17805
Daphoenodon	24.8	20.43	NAmerica	pbdb_17833
Daphoenodon	24.8	20.43	NAmerica	pbdb_17837
Daphoenodon	24.8	20.43	NAmerica	pbdb_17853
Daphoenodon	20.43	15.97	NAmerica	pbdb_17865
Daphoenodon	20.43	15.97	NAmerica	pbdb_17882
Daphoenodon	20.43	15.97	NAmerica	pbdb_17925
Daphoenodon	20.43	15.97	NAmerica	pbdb_17940
Daphoenodon	23.03	5.333	NAmerica	pbdb_18567
Daphoenodon	20.43	15.97	NAmerica	pbdb_18617
Daphoenodon	23.03	20.44	NAmerica	pbdb_18663
Daphoenodon	24.8	20.43	NAmerica	pbdb_17809
Daphoenodon	30.8	20.43	NAmerica	pbdb_17796
Daphoenodon	20.43	15.97	NAmerica	pbdb_144879
Daphoenodon	24.8	20.43	NAmerica	pbdb_17844
Daphoenodon	24.8	20.43	NAmerica	pbdb_17858
Daphoenodon	20.43	15.97	NAmerica	pbdb_17898
Daphoenodon	20.43	15.97	NAmerica	pbdb_17933
Daphoenodon	20.43	15.97	NAmerica	pbdb_17953
Daphoenodon	20.43	15.97	NAmerica	pbdb_17963
Daphoenodon	20.43	15.97	NAmerica	pbdb_167862
Daphoenodon	20.43	15.97	NAmerica	pbdb_17881
Daphoenodon	20.43	15.97	NAmerica	pbdb_167866
Daphoenodon	20.43	15.97	NAmerica	pbdb_19188
Daphoenodon	20.43	15.97	NAmerica	pbdb_167867
Daphoenodon	20.43	15.97	NAmerica	pbdb_17888
Daphoenodon	23.03	5.333	NAmerica	pbdb_19037
Daphoenus	40.4	37.2	NAmerica	pbdb_16826
Daphoenus	40.4	37.2	NAmerica	pbdb_16828
Daphoenus	40.4	37.2	NAmerica	pbdb_16845
Daphoenus	40.4	33.9	NAmerica	pbdb_16881
Daphoenus	37.2	33.9	NAmerica	pbdb_16896
Daphoenus	37.2	33.9	NAmerica	pbdb_16917
Daphoenus	37.2	33.9	NAmerica	pbdb_16919
Daphoenus	37.2	33.9	NAmerica	pbdb_16930
Daphoenus	37.2	33.9	NAmerica	pbdb_16938
Daphoenus	37.2	33.9	NAmerica	pbdb_16958
Daphoenus	37.2	33.9	NAmerica	pbdb_16991
Daphoenus	37.2	33.9	NAmerica	pbdb_17006
Daphoenus	33.9	33.3	NAmerica	pbdb_17057
Daphoenus	33.9	33.3	NAmerica	pbdb_17058
Daphoenus	33.9	33.3	NAmerica	pbdb_17059
Daphoenus	33.9	33.3	NAmerica	pbdb_17060
Daphoenus	33.9	33.3	NAmerica	pbdb_17062
Daphoenus	33.9	33.3	NAmerica	pbdb_17082
Daphoenus	33.9	33.3	NAmerica	pbdb_17092
Daphoenus	33.9	33.3	NAmerica	pbdb_17098
Daphoenus	33.9	33.3	NAmerica	pbdb_17100
Daphoenus	33.9	33.3	NAmerica	pbdb_17111
Daphoenus	33.9	33.3	NAmerica	pbdb_17113
Daphoenus	33.9	33.3	NAmerica	pbdb_17133
Daphoenus	33.9	33.3	NAmerica	pbdb_17133
Daphoenus	33.9	33.3	NAmerica	pbdb_17143
Daphoenus	33.9	33.3	NAmerica	pbdb_17153
Daphoenus	33.9	33.3	NAmerica	pbdb_17160
Daphoenus	33.9	33.3	NAmerica	pbdb_17180
Daphoenus	33.9	33.3	NAmerica	pbdb_17189
Daphoenus	33.9	33.3	NAmerica	pbdb_17197
Daphoenus	33.9	33.3	NAmerica	pbdb_17297
Daphoenus	33.9	33.3	NAmerica	pbdb_17298
Daphoenus	33.3	30.8	NAmerica	pbdb_17336
Daphoenus	33.3	30.8	NAmerica	pbdb_17341
Daphoenus	30.8	20.43	NAmerica	pbdb_17508
Daphoenus	33.3	30.8	NAmerica	pbdb_17368
Daphoenus	33.3	30.8	NAmerica	pbdb_17372
Daphoenus	33.3	30.8	NAmerica	pbdb_17384
Daphoenus	33.3	30.8	NAmerica	pbdb_17436
Daphoenus	30.8	20.43	NAmerica	pbdb_17473
Daphoenus	30.8	20.43	NAmerica	pbdb_17701
Daphoenus	20.43	15.97	NAmerica	pbdb_17925
Daphoenus	30.8	20.43	NAmerica	pbdb_17537
Daphoenus	33.9	33.3	NAmerica	pbdb_17080
Daphoenus	33.9	33.3	NAmerica	pbdb_163487
Daphoenus	38	33.9	NAmerica	pbdb_45640
Delotrochanter	26.3	24.8	NAmerica	pbdb_17565
Delotrochanter	24.8	20.43	NAmerica	pbdb_17845
Delotrochanter	24.8	20.43	NAmerica	pbdb_17854
Delotrochanter	24.8	20.43	NAmerica	pbdb_22641
Desmocyon	24.8	20.43	NAmerica	pbdb_17736
Desmocyon	24.8	20.43	NAmerica	pbdb_17748
Desmocyon	24.8	20.43	NAmerica	pbdb_17780
Desmocyon	24.8	20.43	NAmerica	pbdb_17785
Desmocyon	24.8	20.43	NAmerica	pbdb_17788
Desmocyon	30.8	20.43	NAmerica	pbdb_17796
Desmocyon	24.8	20.43	NAmerica	pbdb_17805
Desmocyon	24.8	20.43	NAmerica	pbdb_17833
Desmocyon	20.43	15.97	NAmerica	pbdb_17865
Desmocyon	20.43	15.97	NAmerica	pbdb_17881
Desmocyon	20.43	15.97	NAmerica	pbdb_17891
Desmocyon	20.43	15.97	NAmerica	pbdb_17894
Desmocyon	20.43	15.97	NAmerica	pbdb_17899
Desmocyon	20.43	15.97	NAmerica	pbdb_17932
Desmocyon	20.43	15.97	NAmerica	pbdb_18005
Desmocyon	20.43	15.97	NAmerica	pbdb_18008
Desmocyon	20.43	15.97	NAmerica	pbdb_18010
Desmocyon	20.43	15.97	NAmerica	pbdb_18562
Desmocyon	20.43	15.97	NAmerica	pbdb_19388
Desmocyon	24.8	20.43	NAmerica	pbdb_28043
Desmocyon	30.8	20.43	NAmerica	pbdb_170308
Desmocyon	23.03	5.333	NAmerica	pbdb_19037
Desmocyon	20.43	15.97	NAmerica	pbdb_167841
Dinaelurus	30.8	20.43	NAmerica	pbdb_93078
Dinailurictis	33.9	23.03	Eurasia	pbdb_60214
Dinailurictis	28.1	23.03	Eurasia	pbdb_60281
Dinailurictis	33.9	28.4	Eurasia	pbdb_167537
Dinailurictis	33.9	28.4	Eurasia	pbdb_183511
Dinailurictis	33.9	28.4	Eurasia	pbdb_36711
Dinailurictis	33.9	28.4	Eurasia	pbdb_179147
Dinailurictis	33.9	23.03	Eurasia	pbdb_184039
Dinailurictis	33.9	23.03	Eurasia	pbdb_184097
Dinictis	37.2	33.9	NAmerica	pbdb_16918
Dinictis	37.2	33.9	NAmerica	pbdb_16919
Dinictis	37.2	33.9	NAmerica	pbdb_16929
Dinictis	37.2	33.9	NAmerica	pbdb_16935
Dinictis	37.2	33.9	NAmerica	pbdb_16962
Dinictis	37.2	33.9	NAmerica	pbdb_16977
Dinictis	37.2	33.9	NAmerica	pbdb_17006
Dinictis	33.9	33.3	NAmerica	pbdb_17082
Dinictis	33.9	33.3	NAmerica	pbdb_17094
Dinictis	33.9	33.3	NAmerica	pbdb_17098
Dinictis	33.9	33.3	NAmerica	pbdb_17100
Dinictis	33.9	33.3	NAmerica	pbdb_17103
Dinictis	33.9	33.3	NAmerica	pbdb_17133
Dinictis	33.9	33.3	NAmerica	pbdb_17157
Dinictis	33.9	33.3	NAmerica	pbdb_17180
Dinictis	33.9	33.3	NAmerica	pbdb_17187
Dinictis	33.9	33.3	NAmerica	pbdb_17295
Dinictis	33.3	30.8	NAmerica	pbdb_17336
Dinictis	33.3	30.8	NAmerica	pbdb_17372
Dinictis	33.3	30.8	NAmerica	pbdb_17384
Dinictis	33.3	30.8	NAmerica	pbdb_17390
Dinictis	30.8	20.43	NAmerica	pbdb_93078
Dinictis	33.9	33.3	NAmerica	pbdb_163487
Dinocrocuta	11.608	8.7	Eurasia	pbdb_42254
Dinocrocuta	11.608	8.7	Eurasia	pbdb_42257
Dinocrocuta	11.608	8.7	Eurasia	pbdb_42269
Dinocrocuta	9.7	7.75	Eurasia	pbdb_78319
Dinocrocuta	11.608	8.7	Eurasia	pbdb_195490
Dinocrocuta	11.608	8.7	Eurasia	pbdb_202119
Dinocyon	23.03	5.333	Eurasia	pbdb_63085
Dinocyon	23.03	5.333	Eurasia	pbdb_63085
Dinocyon	16.9	15.97	Eurasia	pbdb_136269
Dinofelis	4.9	1.8	NAmerica	pbdb_20023
Dinofelis	4.9	1.8	NAmerica	pbdb_20027
Dinofelis	4.9	1.8	NAmerica	pbdb_20062
Dinofelis	5.333	2.588	Eurasia	pbdb_40392
Dinofelis	8.7	5.333	Eurasia	pbdb_40758
Dinofelis	8.7	5.333	Eurasia	pbdb_75492
Dinogale	20.43	15.97	NAmerica	pbdb_18001
Drassonax	33.9	33.3	NAmerica	pbdb_17082
Drepanodon	11.608	3.6	Eurasia	pbdb_11799
Drepanodon	11.608	5.333	Eurasia	pbdb_182754
Drepanodon	23.03	2.588	Eurasia	pbdb_184130
Ectopocynus	33.3	30.8	NAmerica	pbdb_17339
Ectopocynus	30.8	20.43	NAmerica	pbdb_17532
Ectopocynus	30.8	20.43	NAmerica	pbdb_17532
Ectopocynus	20.43	15.97	NAmerica	pbdb_17865
Ectopocynus	20.43	15.97	NAmerica	pbdb_17891
Edaphocyon	20.43	15.97	NAmerica	pbdb_17898
Edaphocyon	15.97	13.6	NAmerica	pbdb_18627
Edaphocyon	23.03	5.333	NAmerica	pbdb_18659
Edaphocyon	20.43	15.97	NAmerica	pbdb_18562
Eira	0.0117	0	NAmerica	pbdb_21691
Enhydra	1.8	0.3	NAmerica	pbdb_20276
Enhydra	1.8	0.3	NAmerica	pbdb_20421
Enhydra	1.8	0.3	NAmerica	pbdb_20551
Enhydra	0.126	0.0117	NAmerica	pbdb_20639
Enhydra	0.0117	0	NAmerica	pbdb_70586
Enhydra	2.588	0.0117	NAmerica	pbdb_59062
Enhydra	2.588	0.781	NAmerica	pbdb_81828
Enhydra	0.3	0.012	NAmerica	pbdb_84880
Enhydra	0.3	0.012	NAmerica	pbdb_84881
Enhydra	0.3	0.012	NAmerica	pbdb_84881
Enhydra	0.3	0.012	NAmerica	pbdb_20624
Enhydra	0.3	0.012	NAmerica	pbdb_84900
Enhydra	0.3	0.012	NAmerica	pbdb_84901
Enhydra	0.3	0.012	NAmerica	pbdb_84903
Enhydra	0.3	0.012	NAmerica	pbdb_84904
Enhydra	2.588	1.806	Eurasia	pbdb_85254
Enhydra	0.126	0.0117	NAmerica	pbdb_20646
Enhydra	0.0117	0	NAmerica	pbdb_161613
Enhydra	3.6	0.781	Eurasia	pbdb_166097
Enhydra	0.0117	0	Eurasia	pbdb_168594
Enhydra	0.0117	0	NAmerica	pbdb_175943
Enhydra	0.0117	0	NAmerica	pbdb_175944
Enhydra	0.0117	0	NAmerica	pbdb_175945
Enhydra	0.781	0.126	NAmerica	pbdb_183506
Enhydra	0.3	0.012	NAmerica	pbdb_81921
Enhydra	0.126	0.0117	NAmerica	pbdb_190889
Enhydrictis	3.2	0.0117	Eurasia	pbdb_34764
Enhydrictis	5.333	0.0117	Eurasia	pbdb_35076
Enhydrictis	5.333	2.588	Eurasia	pbdb_38892
Enhydrictis	3.2	2.588	Eurasia	pbdb_47100
Enhydrictis	2.588	1.806	Eurasia	pbdb_47150
Enhydrictis	3.2	2.588	Eurasia	pbdb_49360
Enhydrictis	0.781	0.0117	Eurasia	pbdb_51502
Enhydrictis	5.333	0.0117	Eurasia	pbdb_51812
Enhydrictis	0.781	0.126	Eurasia	pbdb_189976
Enhydrictis	2.588	0.0117	Eurasia	pbdb_215273
Enhydrictis	0.126	0.0117	Eurasia	pbdb_215362
Enhydriodon	5.333	2.588	Eurasia	pbdb_42561
Enhydriodon	5.333	2.588	Eurasia	pbdb_92070
Enhydriodon	11.608	5.333	Eurasia	pbdb_92069
Enhydriodon	11.608	5.333	Eurasia	pbdb_92071
Enhydriodon	5.333	2.588	Eurasia	pbdb_92070
Enhydriodon	3.6	2.588	Eurasia	pbdb_92072
Enhydriodon	8.7	5.333	Eurasia	pbdb_174455
Enhydritherium	13.82	11.62	NAmerica	pbdb_18505
Enhydritherium	10.3	4.9	NAmerica	pbdb_18532
Enhydritherium	5.333	3.6	NAmerica	pbdb_18535
Enhydritherium	10.3	4.9	NAmerica	pbdb_18564
Enhydritherium	10.3	4.9	NAmerica	pbdb_18573
Enhydritherium	10.3	4.9	NAmerica	pbdb_18601
Enhydritherium	7.246	5.333	NAmerica	pbdb_19421
Enhydritherium	23.03	5.333	NAmerica	pbdb_19461
Enhydritherium	4.9	1.8	NAmerica	pbdb_19700
Enhydritherium	10.3	4.9	NAmerica	pbdb_82621
Enhydritherium	10.3	4.9	NAmerica	pbdb_157351
Enhydrocyon	33.3	30.8	NAmerica	pbdb_17349
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17447
Enhydrocyon	24.8	20.43	NAmerica	pbdb_17455
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17472
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17476
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17508
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17514
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17532
Enhydrocyon	26.3	24.8	NAmerica	pbdb_17547
Enhydrocyon	26.3	24.8	NAmerica	pbdb_17554
Enhydrocyon	30.8	26.3	NAmerica	pbdb_17636
Enhydrocyon	30.8	26.3	NAmerica	pbdb_17638
Enhydrocyon	24.8	20.43	NAmerica	pbdb_17704
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17719
Enhydrocyon	26.3	24.8	NAmerica	pbdb_17723
Enhydrocyon	24.8	20.43	NAmerica	pbdb_17794
Enhydrocyon	24.8	20.43	NAmerica	pbdb_17801
Enhydrocyon	30.8	20.43	NAmerica	pbdb_93079
Enhydrocyon	30.8	20.43	NAmerica	pbdb_17537
Enhydrocyon	26.3	24.8	NAmerica	pbdb_119838
Eofelis	37.2	33.9	Eurasia	pbdb_174716
Eofelis	37.2	33.9	Eurasia	pbdb_183665
Eofelis	33.9	23.03	Eurasia	pbdb_184097
Eofelis	33.9	28.4	Eurasia	pbdb_183511
Eofelis	33.9	28.4	Eurasia	pbdb_183670
Eofelis	37.2	23.03	Eurasia	pbdb_184172
Eofelis	33.9	28.4	Eurasia	pbdb_167537
Eogale	55.8	50.3	NAmerica	pbdb_15719
Eomellivora	10.3	4.9	NAmerica	pbdb_18072
Eomellivora	13.6	10.3	NAmerica	pbdb_19393
Eomellivora	11.608	8.7	Eurasia	pbdb_40768
Eomellivora	11.62	7.246	Eurasia	pbdb_11798
Eomellivora	8.7	5.333	Eurasia	pbdb_44221
Eomellivora	13.65	11.1	Eurasia	pbdb_11797
Eomellivora	11.1	9.7	Eurasia	pbdb_69719
Eomellivora	11.62	7.246	Eurasia	pbdb_75797
Eomellivora	11.608	8.7	Eurasia	pbdb_191070
Eomellivora	11.62	7.246	Eurasia	pbdb_206345
Epicyon	20.43	15.97	NAmerica	pbdb_18017
Epicyon	13.6	10.3	NAmerica	pbdb_18024
Epicyon	10.3	4.9	NAmerica	pbdb_18033
Epicyon	10.3	4.9	NAmerica	pbdb_18033
Epicyon	10.3	4.9	NAmerica	pbdb_18034
Epicyon	10.3	4.9	NAmerica	pbdb_18034
Epicyon	10.3	4.9	NAmerica	pbdb_18046
Epicyon	23.03	5.333	NAmerica	pbdb_18055
Epicyon	13.6	10.3	NAmerica	pbdb_18063
Epicyon	13.6	10.3	NAmerica	pbdb_18066
Epicyon	13.6	4.9	NAmerica	pbdb_18069
Epicyon	10.3	4.9	NAmerica	pbdb_18072
Epicyon	10.3	4.9	NAmerica	pbdb_18072
Epicyon	10.3	4.9	NAmerica	pbdb_18086
Epicyon	13.6	4.9	NAmerica	pbdb_18087
Epicyon	13.6	10.3	NAmerica	pbdb_18095
Epicyon	10.3	4.9	NAmerica	pbdb_18111
Epicyon	13.6	10.3	NAmerica	pbdb_18130
Epicyon	13.6	10.3	NAmerica	pbdb_18135
Epicyon	13.6	10.3	NAmerica	pbdb_18142
Epicyon	10.3	4.9	NAmerica	pbdb_18158
Epicyon	23.03	5.333	NAmerica	pbdb_18169
Epicyon	13.6	10.3	NAmerica	pbdb_18197
Epicyon	13.6	10.3	NAmerica	pbdb_18200
Epicyon	10.3	4.9	NAmerica	pbdb_18211
Epicyon	13.6	10.3	NAmerica	pbdb_18221
Epicyon	13.6	10.3	NAmerica	pbdb_18222
Epicyon	13.6	10.3	NAmerica	pbdb_18222
Epicyon	10.3	4.9	NAmerica	pbdb_18225
Epicyon	13.6	4.9	NAmerica	pbdb_18236
Epicyon	13.6	10.3	NAmerica	pbdb_18244
Epicyon	10.3	4.9	NAmerica	pbdb_18263
Epicyon	23.03	5.333	NAmerica	pbdb_18293
Epicyon	13.6	4.9	NAmerica	pbdb_18295
Epicyon	23.03	5.333	NAmerica	pbdb_18308
Epicyon	23.03	5.333	NAmerica	pbdb_18308
Epicyon	13.6	10.3	NAmerica	pbdb_18309
Epicyon	13.6	4.9	NAmerica	pbdb_18326
Epicyon	13.6	10.3	NAmerica	pbdb_18327
Epicyon	13.6	10.3	NAmerica	pbdb_18327
Epicyon	13.6	10.3	NAmerica	pbdb_18355
Epicyon	13.6	4.9	NAmerica	pbdb_18358
Epicyon	10.3	4.9	NAmerica	pbdb_18365
Epicyon	23.03	5.333	NAmerica	pbdb_18398
Epicyon	10.3	4.9	NAmerica	pbdb_18403
Epicyon	10.3	4.9	NAmerica	pbdb_18415
Epicyon	13.6	10.3	NAmerica	pbdb_18430
Epicyon	23.03	5.333	NAmerica	pbdb_18431
Epicyon	23.03	5.333	NAmerica	pbdb_18444
Epicyon	10.3	4.9	NAmerica	pbdb_18495
Epicyon	23.03	5.333	NAmerica	pbdb_18514
Epicyon	23.03	5.333	NAmerica	pbdb_18527
Epicyon	10.3	4.9	NAmerica	pbdb_18532
Epicyon	10.3	4.9	NAmerica	pbdb_18539
Epicyon	13.6	10.3	NAmerica	pbdb_18554
Epicyon	13.6	10.3	NAmerica	pbdb_18554
Epicyon	10.3	4.9	NAmerica	pbdb_18559
Epicyon	10.3	4.9	NAmerica	pbdb_18560
Epicyon	10.3	4.9	NAmerica	pbdb_18560
Epicyon	10.3	4.9	NAmerica	pbdb_18563
Epicyon	13.6	10.3	NAmerica	pbdb_18588
Epicyon	15.97	4.9	NAmerica	pbdb_18731
Epicyon	15.97	13.6	NAmerica	pbdb_18758
Epicyon	23.03	5.333	NAmerica	pbdb_18816
Epicyon	13.6	10.3	NAmerica	pbdb_18835
Epicyon	23.03	5.333	NAmerica	pbdb_18861
Epicyon	13.6	10.3	NAmerica	pbdb_18888
Epicyon	23.03	5.333	NAmerica	pbdb_18933
Epicyon	10.3	4.9	NAmerica	pbdb_18970
Epicyon	23.03	5.333	NAmerica	pbdb_18987
Epicyon	23.03	5.333	NAmerica	pbdb_19009
Epicyon	13.6	10.3	NAmerica	pbdb_19035
Epicyon	13.6	10.3	NAmerica	pbdb_19036
Epicyon	10.3	4.9	NAmerica	pbdb_19085
Epicyon	13.6	10.3	NAmerica	pbdb_19093
Epicyon	10.3	4.9	NAmerica	pbdb_19095
Epicyon	10.3	4.9	NAmerica	pbdb_19186
Epicyon	10.3	4.9	NAmerica	pbdb_19288
Epicyon	23.03	5.333	NAmerica	pbdb_19315
Epicyon	13.6	10.3	NAmerica	pbdb_19322
Epicyon	10.3	4.9	NAmerica	pbdb_19348
Epicyon	13.6	10.3	NAmerica	pbdb_19383
Epicyon	13.6	10.3	NAmerica	pbdb_19391
Epicyon	13.6	10.3	NAmerica	pbdb_19391
Epicyon	23.03	5.333	NAmerica	pbdb_19424
Epicyon	23.03	5.333	NAmerica	pbdb_19466
Epicyon	13.6	10.3	NAmerica	pbdb_19483
Epicyon	13.6	10.3	NAmerica	pbdb_19517
Epicyon	13.6	10.3	NAmerica	pbdb_19528
Epicyon	15.97	13.6	NAmerica	pbdb_19535
Epicyon	15.97	13.6	NAmerica	pbdb_19535
Epicyon	10.3	4.9	NAmerica	pbdb_19538
Epicyon	10.3	4.9	NAmerica	pbdb_19551
Epicyon	23.03	5.333	NAmerica	pbdb_19552
Epicyon	13.6	10.3	NAmerica	pbdb_188779
Epicyon	13.6	10.3	NAmerica	pbdb_188779
Epicyon	13.6	10.3	NAmerica	pbdb_189022
Epicyon	23.03	5.333	NAmerica	pbdb_190543
Epicyon	23.03	5.333	NAmerica	pbdb_190543
Epimachairodus	8.7	5.333	Eurasia	pbdb_44220
Eucyon	10.3	4.9	NAmerica	pbdb_18036
