scientificName	earliestAge	latestAge	higherGeography	site
Pappictidops	66	58.7	Eurasia	pbdb_140273
Pappictidops	66	58.7	Eurasia	pbdb_140273
Pappictidops	66	58.7	Eurasia	pbdb_176607
Pappictidops	66	58.7	Eurasia	pbdb_176607
Pappictidops	66	61.7	Eurasia	pbdb_146556
Parabrachypsalis	20.43	15.97	NAmerica	pbdb_18562
Parabrachypsalis	20.43	15.97	NAmerica	pbdb_18562
Paracynarctus	20.43	15.97	NAmerica	pbdb_17873
Paracynarctus	15.97	13.6	NAmerica	pbdb_17880
Paracynarctus	15.97	13.6	NAmerica	pbdb_17976
Paracynarctus	20.43	15.97	NAmerica	pbdb_18579
Paracynarctus	23.03	5.333	NAmerica	pbdb_18924
Paracynarctus	20.43	15.97	NAmerica	pbdb_18961
Paracynarctus	23.03	5.333	NAmerica	pbdb_19008
Paracynarctus	20.43	15.97	NAmerica	pbdb_19073
Paracynarctus	15.97	13.6	NAmerica	pbdb_19097
Paracynarctus	15.97	13.6	NAmerica	pbdb_19103
Paracynarctus	23.03	5.333	NAmerica	pbdb_19275
Paracynarctus	15.97	13.6	NAmerica	pbdb_19449
Paracynarctus	20.43	13.6	NAmerica	pbdb_19478
Paracynarctus	15.97	13.6	NAmerica	pbdb_19557
Paradaphoenus	33.9	33.3	NAmerica	pbdb_17238
Paradaphoenus	30.8	26.3	NAmerica	pbdb_17635
Paradaphoenus	20.43	15.97	NAmerica	pbdb_17925
Paradaphoenus	33.9	33.3	NAmerica	pbdb_17180
Paradaphoenus	33.3	30.8	NAmerica	pbdb_27262
Paradaphoenus	30.8	20.43	NAmerica	pbdb_17538
Paradaphoenus	30.8	20.43	NAmerica	pbdb_17603
Paradaphoenus	30.8	20.43	NAmerica	pbdb_156729
Paradoxurus	0.781	0.126	Eurasia	pbdb_92781
Paraenhydrocyon	30.8	20.43	NAmerica	pbdb_17508
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17451
Paraenhydrocyon	30.8	20.43	NAmerica	pbdb_17466
Paraenhydrocyon	30.8	20.43	NAmerica	pbdb_17703
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17774
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17788
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17794
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17794
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17812
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17833
Paraenhydrocyon	24.8	20.43	NAmerica	pbdb_17846
Paraenhydrocyon	30.8	20.43	NAmerica	pbdb_17603
Paraenhydrocyon	26.3	24.8	NAmerica	pbdb_119838
Parahyaena	2.588	0.781	Eurasia	pbdb_77773
Parailurus	4.9	1.8	NAmerica	pbdb_20062
Parailurus	5.333	2.588	Eurasia	pbdb_40113
Parailurus	3.2	2.588	Eurasia	pbdb_41025
Parailurus	3.2	2.588	Eurasia	pbdb_49360
Parailurus	2.588	1.806	Eurasia	pbdb_48093
Paralutra	11.608	5.333	Eurasia	pbdb_32969
Paralutra	16.9	15.97	Eurasia	pbdb_71873
Paralutra	11.1	9.7	Eurasia	pbdb_75481
Paralutra	11.1	9.7	Eurasia	pbdb_75481
Paralutra	23.03	5.333	Eurasia	pbdb_200296
Paralutra	11.608	5.333	Eurasia	pbdb_215282
Paramachaerodus	8.7	5.333	Eurasia	pbdb_40758
Paramachaerodus	2.588	0.781	Eurasia	pbdb_68380
Paramachaerodus	8.7	5.333	Eurasia	pbdb_73553
Paramachaerodus	8.7	5.333	Eurasia	pbdb_151910
Paramachaerodus	10.3	4.9	NAmerica	pbdb_19610
Paramachaerodus	11.608	3.6	Eurasia	pbdb_191612
Paramachaerodus	8.7	5.333	Eurasia	pbdb_208569
Paranasua	10.3	4.9	NAmerica	pbdb_18415
Paranasua	13.6	10.3	NAmerica	pbdb_18463
Paranasua	13.6	10.3	NAmerica	pbdb_18554
Parapotos	15.97	13.6	NAmerica	pbdb_35591
Parataxidea	15.97	13.6	NAmerica	pbdb_18275
Parataxidea	5.333	2.588	Eurasia	pbdb_44866
Parataxidea	8.7	5.333	Eurasia	pbdb_151910
Parataxidea	11.62	7.246	Eurasia	pbdb_152254
Paratomarctus	13.6	10.3	NAmerica	pbdb_18042
Paratomarctus	13.6	4.9	NAmerica	pbdb_18087
Paratomarctus	13.6	10.3	NAmerica	pbdb_18095
Paratomarctus	15.97	13.6	NAmerica	pbdb_18109
Paratomarctus	23.03	5.333	NAmerica	pbdb_18113
Paratomarctus	15.97	13.6	NAmerica	pbdb_18123
Paratomarctus	15.97	10.3	NAmerica	pbdb_18150
Paratomarctus	15.97	13.6	NAmerica	pbdb_18164
Paratomarctus	15.97	13.6	NAmerica	pbdb_18192
Paratomarctus	13.6	10.3	NAmerica	pbdb_18200
Paratomarctus	13.6	10.3	NAmerica	pbdb_18244
Paratomarctus	15.97	13.6	NAmerica	pbdb_18261
Paratomarctus	13.6	10.3	NAmerica	pbdb_18268
Paratomarctus	15.97	13.6	NAmerica	pbdb_18275
Paratomarctus	23.03	5.333	NAmerica	pbdb_18283
Paratomarctus	15.97	13.6	NAmerica	pbdb_18284
Paratomarctus	13.6	4.9	NAmerica	pbdb_18424
Paratomarctus	15.97	13.6	NAmerica	pbdb_18627
Paratomarctus	23.03	5.333	NAmerica	pbdb_18642
Paratomarctus	15.97	13.6	NAmerica	pbdb_18665
Paratomarctus	15.97	13.6	NAmerica	pbdb_18803
Paratomarctus	15.97	13.6	NAmerica	pbdb_18894
Paratomarctus	15.97	13.6	NAmerica	pbdb_19056
Paratomarctus	15.97	13.6	NAmerica	pbdb_19088
Paratomarctus	15.97	13.6	NAmerica	pbdb_19157
Paratomarctus	23.03	5.333	NAmerica	pbdb_19274
Paratomarctus	15.97	13.6	NAmerica	pbdb_19287
Paratomarctus	15.97	13.6	NAmerica	pbdb_19364
Paratomarctus	23.03	5.333	NAmerica	pbdb_19519
Paratomarctus	15.97	13.6	NAmerica	pbdb_19535
Paratomarctus	15.97	13.6	NAmerica	pbdb_19542
Paratomarctus	15.97	13.82	NAmerica	pbdb_59059
Paratomarctus	23.03	5.333	NAmerica	pbdb_190543
Paratomarctus	20.43	15.97	NAmerica	pbdb_212623
Paratomarctus	15.97	13.6	NAmerica	pbdb_214888
Parictis	37.2	33.9	NAmerica	pbdb_16885
Parictis	37.2	33.9	NAmerica	pbdb_16885
Parictis	37.2	33.9	NAmerica	pbdb_16885
Parictis	37.2	33.9	NAmerica	pbdb_16907
Parictis	37.2	33.9	NAmerica	pbdb_16913
Parictis	37.2	33.9	NAmerica	pbdb_16919
Parictis	37.2	33.9	NAmerica	pbdb_16933
Parictis	37.2	33.9	NAmerica	pbdb_16946
Parictis	37.2	33.9	NAmerica	pbdb_16958
Parictis	37.2	33.9	NAmerica	pbdb_16960
Parictis	37.2	33.9	NAmerica	pbdb_16962
Parictis	37.2	33.9	NAmerica	pbdb_16969
Parictis	37.2	33.9	NAmerica	pbdb_16974
Parictis	37.2	33.9	NAmerica	pbdb_16977
Parictis	37.2	33.9	NAmerica	pbdb_16988
Parictis	37.2	33.9	NAmerica	pbdb_17006
Parictis	37.2	33.9	NAmerica	pbdb_17014
Parictis	37.2	33.9	NAmerica	pbdb_17040
Parictis	37.2	33.9	NAmerica	pbdb_17045
Parictis	33.9	33.3	NAmerica	pbdb_17094
Parictis	33.9	33.3	NAmerica	pbdb_17147
Peignictis	33.9	28.4	Eurasia	pbdb_167537
Pekania	1.8	0.3	NAmerica	pbdb_20150
Pekania	1.8	0.3	NAmerica	pbdb_20290
Pekania	1.8	0.3	NAmerica	pbdb_20302
Pekania	1.8	0.3	NAmerica	pbdb_20479
Pekania	0.126	0.0117	NAmerica	pbdb_20626
Pekania	0.126	0.0117	NAmerica	pbdb_13066
Pekania	0.126	0.0117	NAmerica	pbdb_84181
Pekania	0.126	0.0117	NAmerica	pbdb_93334
Pekania	0.126	0	NAmerica	pbdb_104035
Pekania	0.126	0	NAmerica	pbdb_104044
Pekania	0.126	0	NAmerica	pbdb_104689
Pekania	0.126	0.0117	NAmerica	pbdb_82258
Pekania	0.126	0.0117	NAmerica	pbdb_93332
Pekania	10.3	4.9	NAmerica	pbdb_163572
Percrocuta	11.608	5.333	Eurasia	pbdb_38674
Percrocuta	15.97	11.608	Eurasia	pbdb_41818
Percrocuta	15.97	5.333	Eurasia	pbdb_28781
Percrocuta	13.82	11.62	Eurasia	pbdb_42539
Percrocuta	8.7	5.333	Eurasia	pbdb_42675
Percrocuta	11.608	5.333	Eurasia	pbdb_56563
Percrocuta	13.65	12.75	Eurasia	pbdb_56738
Percrocuta	13.65	12.75	Eurasia	pbdb_71105
Percrocuta	15.97	12.75	Eurasia	pbdb_198251
Percrocuta	8.7	7.75	Eurasia	pbdb_37789
Percrocuta	13.82	11.62	Eurasia	pbdb_210536
Perunium	11.62	7.246	Eurasia	pbdb_75800
Philotrox	30.8	20.43	NAmerica	pbdb_17532
Philotrox	30.8	26.3	NAmerica	pbdb_17592
Philotrox	30.8	26.3	NAmerica	pbdb_17611
Philotrox	30.8	20.43	NAmerica	pbdb_17537
Phlaocyon	33.3	30.8	NAmerica	pbdb_17349
Phlaocyon	30.8	20.43	NAmerica	pbdb_17476
Phlaocyon	30.8	24.8	NAmerica	pbdb_17487
Phlaocyon	30.8	20.43	NAmerica	pbdb_93078
Phlaocyon	30.8	20.43	NAmerica	pbdb_17532
Phlaocyon	26.3	24.8	NAmerica	pbdb_17723
Phlaocyon	24.8	20.43	NAmerica	pbdb_22641
Phlaocyon	24.8	20.43	NAmerica	pbdb_17744
Phlaocyon	24.8	20.43	NAmerica	pbdb_17745
Phlaocyon	24.8	20.43	NAmerica	pbdb_17750
Phlaocyon	24.8	20.43	NAmerica	pbdb_17764
Phlaocyon	24.8	20.43	NAmerica	pbdb_17768
Phlaocyon	24.8	20.43	NAmerica	pbdb_17788
Phlaocyon	24.8	20.43	NAmerica	pbdb_17793
Phlaocyon	24.8	20.43	NAmerica	pbdb_17805
Phlaocyon	24.8	20.43	NAmerica	pbdb_17819
Phlaocyon	24.8	20.43	NAmerica	pbdb_17821
Phlaocyon	24.8	20.43	NAmerica	pbdb_17833
Phlaocyon	24.8	20.43	NAmerica	pbdb_17837
Phlaocyon	24.8	20.43	NAmerica	pbdb_17838
Phlaocyon	24.8	20.43	NAmerica	pbdb_17842
Phlaocyon	24.8	20.43	NAmerica	pbdb_17846
Phlaocyon	24.8	20.43	NAmerica	pbdb_17854
Phlaocyon	20.43	15.97	NAmerica	pbdb_17865
Phlaocyon	20.43	15.97	NAmerica	pbdb_17865
Phlaocyon	20.43	15.97	NAmerica	pbdb_17875
Phlaocyon	20.43	15.97	NAmerica	pbdb_17886
Phlaocyon	20.43	15.97	NAmerica	pbdb_17888
Phlaocyon	20.43	15.97	NAmerica	pbdb_17891
Phlaocyon	20.43	15.97	NAmerica	pbdb_17964
Phlaocyon	20.43	15.97	NAmerica	pbdb_17989
Phlaocyon	20.43	15.97	NAmerica	pbdb_18009
Phlaocyon	20.43	15.97	NAmerica	pbdb_18512
Phlaocyon	20.43	15.97	NAmerica	pbdb_18597
Phlaocyon	20.43	15.97	NAmerica	pbdb_18617
Phlaocyon	24.8	20.43	NAmerica	pbdb_28043
Phlaocyon	20.43	15.97	NAmerica	pbdb_167830
Phlaocyon	30.8	20.43	NAmerica	pbdb_167849
Phlaocyon	30.8	20.43	NAmerica	pbdb_167853
Phlaocyon	20.43	15.97	NAmerica	pbdb_167863
Phlaocyon	30.8	20.43	NAmerica	pbdb_167848
Phoberocyon	20.43	15.97	NAmerica	pbdb_18597
Phoberocyon	15.97	13.82	Eurasia	pbdb_42068
Phoberocyon	20.44	15.97	Eurasia	pbdb_48069
Phoberocyon	28.1	23.03	Eurasia	pbdb_187576
Phoberocyon	20.44	7.246	Eurasia	pbdb_187579
Phoberocyon	20.44	7.246	Eurasia	pbdb_187579
Phoberocyon	20	15.97	Eurasia	pbdb_142146
Phoberogale	30.8	20.43	NAmerica	pbdb_160461
Phoberogale	22.4	20	Eurasia	pbdb_35750
Plesictis	33.9	28.1	Eurasia	pbdb_52047
Plesictis	28.4	23.03	Eurasia	pbdb_182744
Plesictis	28.1	23.03	Eurasia	pbdb_182805
Plesictis	28.4	23.03	Eurasia	pbdb_36712
Plesictis	28.4	23.03	Eurasia	pbdb_183664
Plesiogale	20.44	15.97	Eurasia	pbdb_48069
Plesiogale	20.44	7.246	Eurasia	pbdb_187579
Plesiogale	23.03	5.333	Eurasia	pbdb_200296
Plesiogulo	10.3	4.9	NAmerica	pbdb_18097
Plesiogulo	10.3	4.9	NAmerica	pbdb_18126
Plesiogulo	10.3	4.9	NAmerica	pbdb_18140
Plesiogulo	10.3	4.9	NAmerica	pbdb_18241
Plesiogulo	10.3	4.9	NAmerica	pbdb_18304
Plesiogulo	10.3	4.9	NAmerica	pbdb_18359
Plesiogulo	10.3	4.9	NAmerica	pbdb_18757
Plesiogulo	10.3	4.9	NAmerica	pbdb_18970
Plesiogulo	10.3	4.9	NAmerica	pbdb_19116
Plesiogulo	10.3	4.9	NAmerica	pbdb_19479
Plesiogulo	10.3	4.9	NAmerica	pbdb_19514
Plesiogulo	10.3	4.9	NAmerica	pbdb_19533
Plesiogulo	10.3	4.9	NAmerica	pbdb_19582
Plesiogulo	10.3	4.9	NAmerica	pbdb_19610
Plesiogulo	10.3	4.9	NAmerica	pbdb_19612
Plesiogulo	5.333	3.6	NAmerica	pbdb_20083
Plesiogulo	8.7	5.333	Eurasia	pbdb_34436
Plesiogulo	8.7	5.333	Eurasia	pbdb_40758
Plesiogulo	5.333	3.2	Eurasia	pbdb_42273
Plesiogulo	15.97	13.65	Eurasia	pbdb_68547
Plesiogulo	8.7	7.75	Eurasia	pbdb_75087
Plesiogulo	11.62	7.246	Eurasia	pbdb_75797
Plesiogulo	11.62	7.246	Eurasia	pbdb_75800
Plesiogulo	11.608	5.333	Eurasia	pbdb_194879
Plesiogulo	11.608	5.333	Eurasia	pbdb_195287
Plesiogulo	11.608	5.333	Eurasia	pbdb_182750
Pliocrocuta	5.333	2.588	Eurasia	pbdb_34444
Pliocrocuta	0.781	0.126	Eurasia	pbdb_36214
Pliocrocuta	5.333	0.0117	Eurasia	pbdb_39322
Pliocrocuta	5.333	2.588	Eurasia	pbdb_39409
Pliocrocuta	5.333	2.588	Eurasia	pbdb_39411
Pliocrocuta	5.333	2.588	Eurasia	pbdb_39846
Pliocrocuta	2.588	1.806	Eurasia	pbdb_36112
Pliocrocuta	3.2	2.588	Eurasia	pbdb_41027
Pliocrocuta	2.588	0.781	Eurasia	pbdb_42241
Pliocrocuta	5.333	0.0117	Eurasia	pbdb_44231
Pliocrocuta	3.2	2.588	Eurasia	pbdb_47099
Pliocrocuta	3.2	2.588	Eurasia	pbdb_47100
Pliocrocuta	2.588	1.806	Eurasia	pbdb_47131
Pliocrocuta	0.781	0.126	Eurasia	pbdb_48889
Pliocrocuta	0.781	0.126	Eurasia	pbdb_49089
Pliocrocuta	0.781	0.126	Eurasia	pbdb_50196
Pliocrocuta	0.781	0.126	Eurasia	pbdb_50199
Pliocrocuta	0.781	0.126	Eurasia	pbdb_189976
Pliocyon	15.97	13.6	NAmerica	pbdb_17880
Pliocyon	15.97	13.6	NAmerica	pbdb_17904
Pliocyon	15.97	13.6	NAmerica	pbdb_17905
Pliocyon	20.43	15.97	NAmerica	pbdb_17961
Pliocyon	15.97	13.6	NAmerica	pbdb_17976
Pliocyon	23.03	5.333	NAmerica	pbdb_18511
Pliocyon	15.97	13.6	NAmerica	pbdb_19056
Pliocyon	15.97	13.6	NAmerica	pbdb_19542
Pliogale	15.97	13.6	NAmerica	pbdb_18275
Pliogale	15.97	13.6	NAmerica	pbdb_18442
Pliogale	13.6	10.3	NAmerica	pbdb_18483
Pliogale	10.3	4.9	NAmerica	pbdb_19095
Pliogale	10.3	4.9	NAmerica	pbdb_19612
Pliogale	10.3	4.9	NAmerica	pbdb_35430
Plionarctos	10.3	4.9	NAmerica	pbdb_18043
Plionarctos	10.3	1.8	NAmerica	pbdb_18320
Plionarctos	10.3	4.9	NAmerica	pbdb_18532
Plionarctos	10.3	4.9	NAmerica	pbdb_18573
Plionarctos	10.3	4.9	NAmerica	pbdb_19015
Plionarctos	10.3	4.9	NAmerica	pbdb_19445
Plionarctos	4.9	1.8	NAmerica	pbdb_19661
Plionarctos	4.9	1.8	NAmerica	pbdb_19743
Plionarctos	4.9	1.8	NAmerica	pbdb_20062
Plionarctos	4.9	1.8	NAmerica	pbdb_20063
Plionarctos	0.781	0.126	Eurasia	pbdb_47832
Plionarctos	0.781	0.126	Eurasia	pbdb_49089
Plionarctos	0.781	0.126	Eurasia	pbdb_49090
Plionarctos	2.588	0.126	Eurasia	pbdb_49091
Plionarctos	10.3	1.8	NAmerica	pbdb_26574
Plionictis	15.97	13.6	NAmerica	pbdb_17983
Plionictis	15.97	13.6	NAmerica	pbdb_18102
Plionictis	15.97	13.6	NAmerica	pbdb_18124
Plionictis	15.97	13.6	NAmerica	pbdb_18220
Plionictis	15.97	10.3	NAmerica	pbdb_18235
Plionictis	15.97	13.6	NAmerica	pbdb_18275
Plionictis	15.97	13.6	NAmerica	pbdb_18284
Plionictis	13.6	10.3	NAmerica	pbdb_18396
Plionictis	15.97	10.3	NAmerica	pbdb_18445
Plionictis	13.6	10.3	NAmerica	pbdb_18554
Plionictis	15.97	13.6	NAmerica	pbdb_18722
Plionictis	15.97	13.6	NAmerica	pbdb_18797
Plionictis	15.97	13.6	NAmerica	pbdb_18803
Plionictis	10.3	4.9	NAmerica	pbdb_18944
Plionictis	13.6	10.3	NAmerica	pbdb_19036
Plionictis	13.6	10.3	NAmerica	pbdb_19316
Plionictis	15.97	13.6	NAmerica	pbdb_156738
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18036
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18097
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18126
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18140
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18247
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18304
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18359
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18499
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18806
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18900
Pliotaxidea	10.3	4.9	NAmerica	pbdb_18970
Pliotaxidea	23.03	5.333	NAmerica	pbdb_19054
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19085
Pliotaxidea	23.03	5.333	NAmerica	pbdb_19089
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19095
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19116
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19514
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19533
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19582
Pliotaxidea	10.3	4.9	NAmerica	pbdb_19612
Pliotaxidea	10.3	4.9	NAmerica	pbdb_35430
Plioviverrops	8.7	5.333	Eurasia	pbdb_35339
Plioviverrops	11.608	8.7	Eurasia	pbdb_40768
Plioviverrops	11.608	5.333	Eurasia	pbdb_194879
Plioviverrops	11.608	5.333	Eurasia	pbdb_195434
Plioviverrops	8.7	5.333	Eurasia	pbdb_195489
Plioviverrops	11.608	5.333	Eurasia	pbdb_202222
Plioviverrops	11.608	8.7	Eurasia	pbdb_191070
Plioviverrops	7.246	5.333	Eurasia	pbdb_144566
Plioviverrops	8.7	5.333	Eurasia	pbdb_208569
Plithocyon	23.03	5.333	NAmerica	pbdb_18276
Plithocyon	15.97	13.6	NAmerica	pbdb_18443
Plithocyon	23.03	5.333	NAmerica	pbdb_19038
Plithocyon	15.97	13.6	NAmerica	pbdb_19364
Plithocyon	15.97	13.6	NAmerica	pbdb_19535
Plithocyon	15.97	13.6	NAmerica	pbdb_19547
Plithocyon	15.97	13.6	NAmerica	pbdb_19557
Plithocyon	15.97	7.246	Eurasia	pbdb_31776
Plithocyon	15.97	11.62	Eurasia	pbdb_32191
Plithocyon	15.97	13.65	Eurasia	pbdb_68547
Plithocyon	20.44	15.97	Eurasia	pbdb_48069
Plithocyon	13.6	10.3	NAmerica	pbdb_18554
Plithocyon	16.9	15.97	Eurasia	pbdb_136269
Plithocyon	20.44	7.246	Eurasia	pbdb_187579
Plithocyon	20	15.97	Eurasia	pbdb_142146
Pogonodon	30.8	20.43	NAmerica	pbdb_17481
Pogonodon	30.8	20.43	NAmerica	pbdb_93078
Pogonodon	30.8	20.43	NAmerica	pbdb_93079
Pogonodon	30.8	26.3	NAmerica	pbdb_17644
Pogonodon	11.62	7.246	Eurasia	pbdb_75800
Pogonodon	33.3	30.8	NAmerica	pbdb_185937
Potamotherium	15.97	13.65	Eurasia	pbdb_46955
Potamotherium	16.9	15.97	Eurasia	pbdb_69106
Potamotherium	16.9	15.97	Eurasia	pbdb_69116
Potamotherium	13.65	11.1	Eurasia	pbdb_69712
Potamotherium	23.03	22.4	Eurasia	pbdb_69617
Potamotherium	22.4	20	Eurasia	pbdb_69606
Potamotherium	15.97	13.82	Eurasia	pbdb_148396
Potamotherium	28.4	23.03	Eurasia	pbdb_71942
Potamotherium	33.9	28.1	Eurasia	pbdb_186636
Potos	0.0117	0	NAmerica	pbdb_21691
Pratifelis	10.3	4.9	NAmerica	pbdb_18241
Prionailurus	0.781	0.126	Eurasia	pbdb_93521
Prionailurus	0.126	0.0117	Eurasia	pbdb_189962
Pristifelis	8.7	5.333	Eurasia	pbdb_73553
Pristifelis	11.62	7.246	Eurasia	pbdb_75802
Pristifelis	8.7	5.333	Eurasia	pbdb_151910
Pristifelis	11.608	5.333	Eurasia	pbdb_175903
Pristifelis	11.608	5.333	Eurasia	pbdb_182750
Pristifelis	11.608	5.333	Eurasia	pbdb_182754
Pristifelis	8.7	5.333	Eurasia	pbdb_174455
Pristifelis	7.246	5.333	Eurasia	pbdb_172914
Pristinailurus	10.3	1.8	NAmerica	pbdb_26574
Pristinictis	61.7	56.8	NAmerica	pbdb_14939
Proailurus	22.4	20	Eurasia	pbdb_35750
Proailurus	33.9	28.4	Eurasia	pbdb_77772
Proailurus	22.4	20	Eurasia	pbdb_69606
Proailurus	28.4	23.03	Eurasia	pbdb_179146
Probassariscus	15.97	13.6	NAmerica	pbdb_17976
Probassariscus	15.97	13.6	NAmerica	pbdb_18164
Probassariscus	15.97	13.6	NAmerica	pbdb_18665
Procynodictis	50.3	46.2	NAmerica	pbdb_16396
Procynodictis	46.2	40.4	NAmerica	pbdb_16511
Procynodictis	46.2	40.4	NAmerica	pbdb_16542
Procynodictis	46.2	40.4	NAmerica	pbdb_16585
Procynodictis	46.2	40.4	NAmerica	pbdb_16589
Procynodictis	46.2	40.4	NAmerica	pbdb_16607
Procynodictis	46.2	40.4	NAmerica	pbdb_16645
Procynodictis	46.2	40.4	NAmerica	pbdb_16786
Procyon	10.3	4.9	NAmerica	pbdb_19445
Procyon	10.3	4.9	NAmerica	pbdb_19582
Procyon	4.9	1.8	NAmerica	pbdb_19753
Procyon	4.9	1.8	NAmerica	pbdb_19754
Procyon	2.588	1.806	NAmerica	pbdb_19758
Procyon	4.9	1.8	NAmerica	pbdb_19764
Procyon	4.9	1.8	NAmerica	pbdb_19931
Procyon	4.9	1.8	NAmerica	pbdb_19936
Procyon	4.9	1.8	NAmerica	pbdb_19940
Procyon	4.9	1.8	NAmerica	pbdb_20033
Procyon	4.9	1.8	NAmerica	pbdb_20062
Procyon	4.9	1.8	NAmerica	pbdb_20121
Procyon	1.8	0.3	NAmerica	pbdb_20171
Procyon	2.588	0.0117	NAmerica	pbdb_20285
Procyon	1.8	0.3	NAmerica	pbdb_20289
Procyon	1.8	0.3	NAmerica	pbdb_20290
Procyon	1.8	0.3	NAmerica	pbdb_20299
Procyon	1.8	0.3	NAmerica	pbdb_20308
Procyon	4.9	1.8	NAmerica	pbdb_20322
Procyon	1.8	0.3	NAmerica	pbdb_20342
Procyon	1.8	0.3	NAmerica	pbdb_20350
Procyon	1.8	0.3	NAmerica	pbdb_20351
Procyon	1.8	0.3	NAmerica	pbdb_20390
Procyon	1.8	0.3	NAmerica	pbdb_20400
Procyon	0.3	0.012	NAmerica	pbdb_20440
Procyon	0.3	0.012	NAmerica	pbdb_20491
Procyon	1.8	0.3	NAmerica	pbdb_20520
Procyon	1.8	0.3	NAmerica	pbdb_20556
Procyon	0.126	0.0117	NAmerica	pbdb_20569
Procyon	0.126	0.0117	NAmerica	pbdb_20604
Procyon	0.126	0.0117	NAmerica	pbdb_20615
Procyon	0.126	0.0117	NAmerica	pbdb_20636
Procyon	0.126	0.0117	NAmerica	pbdb_20647
Procyon	0.126	0.0117	NAmerica	pbdb_20653
Procyon	0.0117	0	NAmerica	pbdb_21691
Procyon	0.0117	0	NAmerica	pbdb_21691
Procyon	0.126	0.0117	NAmerica	pbdb_34269
Procyon	0.126	0.0117	NAmerica	pbdb_13066
Procyon	0.126	0.0117	NAmerica	pbdb_63425
Procyon	0.126	0	NAmerica	pbdb_63429
Procyon	0.126	0	NAmerica	pbdb_63563
Procyon	2.588	0.0117	NAmerica	pbdb_65405
Procyon	0.3	0.012	NAmerica	pbdb_20495
Procyon	2.588	0.0117	NAmerica	pbdb_74240
Procyon	2.588	0.0117	NAmerica	pbdb_74246
Procyon	0.0117	0	NAmerica	pbdb_79584
Procyon	2.588	0	NAmerica	pbdb_79660
Procyon	2.588	0.0117	NAmerica	pbdb_87059
Procyon	0.126	0.0117	NAmerica	pbdb_93103
Procyon	0.126	0.0117	NAmerica	pbdb_93250
Procyon	0.126	0.0117	NAmerica	pbdb_93379
Procyon	0.126	0.0117	NAmerica	pbdb_93527
Procyon	4.9	1.8	NAmerica	pbdb_98320
Procyon	2.588	0.781	NAmerica	pbdb_98313
Procyon	0.126	0.0117	NAmerica	pbdb_103991
Procyon	0.126	0.0117	NAmerica	pbdb_104758
Procyon	0.126	0	NAmerica	pbdb_104034
Procyon	0.126	0	NAmerica	pbdb_104044
Procyon	0.781	0.126	NAmerica	pbdb_104662
Procyon	0.126	0	NAmerica	pbdb_104672
Procyon	0.0117	0	NAmerica	pbdb_104675
Procyon	0.126	0	NAmerica	pbdb_104684
Procyon	0.0117	0	NAmerica	pbdb_104690
Procyon	0.126	0	NAmerica	pbdb_104691
Procyon	0.126	0	NAmerica	pbdb_104689
Procyon	0.126	0.0117	NAmerica	pbdb_82258
Procyon	0.126	0.0117	NAmerica	pbdb_123868
Procyon	0.126	0.0117	NAmerica	pbdb_124089
Procyon	0.126	0.0117	NAmerica	pbdb_93332
Procyon	1.8	0.3	NAmerica	pbdb_20555
Procyon	0.0117	0	NAmerica	pbdb_152113
Procyon	0.126	0.0117	NAmerica	pbdb_154722
Procyon	0.126	0.0117	NAmerica	pbdb_154771
Procyon	0.126	0.0117	NAmerica	pbdb_74292
Procyon	0.126	0.0117	NAmerica	pbdb_154804
Procyon	0.126	0.0117	NAmerica	pbdb_154805
Procyon	0.126	0.0117	NAmerica	pbdb_155393
Procyon	0.126	0.0117	NAmerica	pbdb_155409
Procyon	0.0117	0	NAmerica	pbdb_195066
Procyon	0.0117	0	NAmerica	pbdb_195067
Procyon	0.0117	0	NAmerica	pbdb_195069
Procyon	0.126	0.0117	NAmerica	pbdb_200485
Procyon	0.3	0.012	NAmerica	pbdb_79757
Procyon	0.3	0.012	NAmerica	pbdb_206993
Procyon	0.3	0.012	NAmerica	pbdb_195112
Procyon	0.126	0.0117	NAmerica	pbdb_154921
Progenetta	15.97	7.246	Eurasia	pbdb_31775
Progenetta	23.03	5.333	Eurasia	pbdb_200296
