scientificName	BodyMass
Percrocuta	16.2184696399147
Perunium	2.48185424081887
Phlaocyon	8.38358408212116
Phoberocyon	140.026804749889
Phoberogale	21.1182580173431
Plesictis	2.06953124149367
Plesiogale	1.73029368717103
Plesiogulo	24.3379106017321
Pliocrocuta	92.1909290820114
Pliocyon	207.11888451082
Pliogale	1.10578651749399
Plionarctos	118.974957240534
Plionictis	1.29599752159352
Pliotaxidea	1.66032291462319
Plioviverrops	3.12242172753108
Plithocyon	69.3193249984664
Pogonodon	68.040401556017
Polgardia	1.25171859468342
Potamotherium	6.49390545858889
Potos	3
Prionailurus	5.025
Prionodon	0.606
Pristifelis	9.72985001156089
Pristinailurus	2.37439015907773
Proailurus	26.095362484402
Probassariscus	2.14990071395998
Procyon	5.61052398148668
Progenetta	0.424992116367287
Promartes	5.21275375933928
Promegantereon	13.1294375607056
Promeles	2.23262993299453
Promephitis	2.16784016172552
Proputorius	2.32841024350207
Prosansanosmilus	16.1447588610231
Protarctos	4.44035255546219
Protepicyon	34.8825255994268
Protictitherium	5.08574071566912
Protocyon	14.3508109733337
Protomarctus	106.058706936167
Protoprocyon	3.16934235346831
Protursus	128.689351094523
Psalidocyon	20.7277877428379
Pseudaelurus	23.0839427679671
Pseudailurus	23.0689333751874
Pseudarctos	58.0441210085861
Pseudocyon	244.999999999999
Puijila	0.148205961102986
Puma	27.1963416083792
Putorius	63.5130377558456
Rhizosmilodon	59.3558832464558
Rhodanictis	2.84794240639217
Sabadellictis	4.11661094187133
Sansanosmilus	126.744689613001
Sardolutra	3.02343340096664
Satherium	20.6083046969539
Schlossericyon	4.90419736404231
Semantor	4.45774344074687
Semigenetta	2.6973140228044
Shandgolictis	3.31739798674403
Siamogale	6.08405455153468
Simocyon	70.3235956219624
Sinictis	9.05986367124641
Sivanasua	2.13403831077432
Sivaonyx	17.1333383012912
Smilodon	196.272304497781
Sminthosinis	1.20484667270512
Spilogale	0.32567213902758
Stenogale	2.52556583237684
Sthenictis	4.14999112704443
Stromeriella	3.69789158884391
Taxidea	6.40049414395916
Taxodon	4.00909240623603
Temnocyon	42.1205003306133
Tephrocyon	17.5456180927152
Teruelictis	0.307142984006874
Thalassictis	23.943316887843
Thaumastocyon	896.320770240862
Theriodictis	33.1345995265593
Thos	6.41699895100553
Tisisthenes	0.522739427198672
Tomarctus	46.8284521738976
Tremarctos	177.06807864075
Trigonictis	2.74091366949055
Trocharion	1.26033807606995
Trochictis	5.35019456756539
Trochotherium	19.8614496998256
Tyrrhenolutra	16.8675233981092
Urocyon	3.78169563600772
Ursavus	41.7209822095685
Ursulus	79.9301326707068
Ursus	180.520000000001
Viretailurus	5.12040243499827
Viretictis	0.333802549608212
Vishnufelis	354.474810679655
Vishnuictis	6.15281217308067
Vishnuonyx	6.77747590378304
Viverra	9.375
Viverrictis	0.984336693280535
Viverricula	2.908
Vormela	0.331562581485586
Vulpes	2.726
Watay	0.374913832694705
Xenictis	1.01614972154668
Xenocyon	31.0321554985432
Xenosmilus	282.153664597553
Ysengrinia	167.676669771854
Zaragocyon	16.9300526079624
Zodiolestes	9.68170347582621
