scientificName	BodyMass
Acinonyx	93.6040606810121
Actiocyon	3.43570265237624
Adcrocuta	32.4973827371077
Adilophontes	137.499999999999
Aelurocyon	1.73170023529798
Aelurodon	95.9122170475648
Afrosmilus	19.9225164836559
Agnotherium	369.81379591198
Agriarctos	158.653741547775
Agriotherium	245.037648075917
Ailurarctos	99.7400439997941
Ailuropoda	108.400000000001
Ailurus	4.9
Aktaucyon	131.303850875576
Albanosmilus	337.20533055891
Algarolutra	10.112471413006
Allohyaena	144.787852142563
Alopecocyon	5.05663418781245
Alopex	4.87
Amblonyx	1.75
Amphictis	4.36409359521071
Amphicyon	241.664531578262
Amphicyonopsis	299.885242827414
Amphimachairodus	164.593448803199
Anatolictis	3.51857243816931
Angustictis	1.36867903107424
Aonyx	15.704911176884
Arctictis	9.875
Arctodus	207.149449269702
Arctogalidia	2.25
Arctomeles	8.25570225801045
Arctonasua	6.24967665212126
Arctonyx	7.00500000000001
Arctotherium	255.208436336778
Arikarictis	2.57804546363296
Asiavorator	2.12435797268833
Ballusia	28.384433428416
Baranogale	0.570939013690201
Barbourofelis	128.225789538459
Bassaricyon	1.256
Bassaricyonoides	1.97010371360058
Bassariscus	0.994897099989698
Bassicyonoides	8.00919011139974
Bathygale	10.3496217237845
Borophagus	51.2562450111529
Brachyopsigale	2.57402179834844
Brachyprotoma	0.998459758567265
Brachypsalis	6.11237461535139
Brevimalictis	0.605369016277308
Broiliana	1.37119162297336
Buisnictis	0.890557152631687
Canimartes	5.67580117867229
Canis	17.2572421747919
Caracal	12.2
Carpocyon	27.8913584351831
Cephalogale	38.7876788095271
Cerdocyon	5.06618467299123
Cernictis	1.37199982837439
Chamitataxus	0.371770485425388
Chasmaporthetes	55.8036976723308
Chrysocyon	32.0901870540813
Circamustela	1.63716633459479
Conepatus	1.40781294847642
Cormocyon	3.21151763883465
Crassidia	573.359694910141
Craterogale	2.36698254991817
Crocuta	90.4319955368231
Cryptailurus	18.842901213774
Cuon	12.7599999999999
Cynarctoides	1.27341830548176
Cynarctus	6.54150174520619
Cynelos	59.8425544461447
Cynogale	4.5
Cynotherium	10.0525701816758
Cyrnaonyx	2.5566043851759
Daphoenodon	57.5690409913995
Daphoenus	22.0120406991955
Delotrochanter	80.9668455420288
Desmocyon	6.07854718676898
Dinocrocuta	52.6762721762544
Dinocyon	50.6790166140956
Dinofelis	119.702188233575
Dinogale	2.59355845534336
Ectopocynus	53.1759123374138
Edaphocyon	2.61527103883641
Eira	3.91
Eirictis	7.04979602249322
Enhydra	14.0703288838605
Enhydrictis	3.87809680871976
Enhydriodon	32.0860094107744
Enhydritherium	12.7744380680835
Enhydrocyon	43.4819122815247
Eomellivora	12.8603061282594
Epicyon	57.4401428664222
Epimachairodus	424.38263156368
Euboictis	2.69775387478618
Eucyon	8.97089628756567
Euoplocyon	21.7784020045561
Euplocyon	10.4605311938184
Felis	5.5
Ferinestrix	16.4269489063829
Ferrucyon	28.6913861947043
Floridictis	33.474017150859
Franconictis	1.92598784015282
Gaillardina	22.3693280429516
Gobicyon	159.743461207712
Goupilictis	9.88835187511973
Grivamephitis	0.663096985676116
Gulo	17.013
Hadrictis	54.981677864716
Haplocyon	51.4352918277156
Haplocyonoides	43.5087620429272
Helarctos	46.4999999999996
Hemicyon	82.1348465042055
Herpestes	1.782
Herpestides	2.39699671610023
Hesperoviverra	14.9871364976211
Homotherium	184.999999999998
Hoplictis	11.3358595416204
Hyaena	38.6957601606413
Hyaenarctis	12.2349380448773
Hyaenictis	27.1231111108365
Hyaenictitherium	16.8113185946177
Hyaenotherium	26.3537921138535
Hypsoparia	2.83063233039882
Iberictis	5.72381133750405
Ictiocyon	28.2651572741873
Ictitherium	16.0681135330152
Indarctos	319.608514043506
Ischyrictis	6.86795967433246
Ischyrocyon	250.000000000001
Jourdanictis	1.40178966104132
Kolponomos	115.237589802533
Kretzoiarctos	194.354190238524
Laphyctis	5.48544690648483
Lartetictis	6.53938574807992
Legionarictis	3.14949626827846
Leopardus	3.33627107120231
Leptarctus	3.76647902964077
Leptocyon	3.28371685432279
Leptoplesictis	1.06513375515837
Limnonyx	7.00882505916253
Lontra	7.5
Lophocyon	3.88950206655768
Lutra	8.785
Lutraeximia	12.5113479374606
Lutravus	5.61994646779076
Lutrogale	9.99780726596396
Lycaena	11.8693998402246
Lycaon	36.0049382400285
Lycyaena	41.637986728614
Lynx	9.38650000000001
Machairodus	45.2487505210289
Maemohcyon	119.302687157469
Magerictis	5.76912580274065
Magericyon	503.158548293104
Mammacyon	110.341984109946
Marcetia	4.13790122514225
Martes	1.49303202588807
Martinogale	0.753455489800747
Matanomictis	1.36413008329301
Megalenhydris	14.9877087328485
Megalictis	10.0830967874806
Megantereon	74.9778324165107
Megaviverra	5.33219054619342
Meiniogale	327.948357017845
Meles	9.01062498940483
Melidellavus	2.10013158019036
Mellivora	8.50000000000001
Melodon	3.86645599589655
Melogale	1.56
Melursus	93.1299999999997
Mephitis	1.443
Mesocyon	4.6014622284256
Metailurus	60.3188616310732
Metalopex	8.16492320832487
Metatomarctus	6.19118655433143
Microtomarctus	17.0343468921028
Miohyaenotherium	99.1051273236523
Miomachairodus	140.657638647771
Miomaci	47.7703642078858
Miomustela	0.445729903440512
Mionictis	5.3936029592136
Miracinonyx	44.5767695718959
Mustela	0.426434057892356
Nannomephitis	2.73564937302023
Nasua	3.794
Negodiaetictis	3.60114953299359
Neofelis	20.4999999999998
Neovison	1.0675
Nimravides	108.058828921542
Nimravus	20.7847850725718
Nyctereutes	7.3535460575656
Oligobunis	4.89281129173272
Osbornodon	18.3721441279081
Osmotherium	0.936178955065646
Pachycrocuta	168.104013012901
Paguma	4.3
