scientificName	BodyMass
Palaeogale	2.41541936830122
Palinhyaena	20.45
Paludolutra	11.8441465482068
Pannonictis	2.2702902891166
Panthera	100
Parabrachypsalis	6.8694620383716
Paracynarctus	16.5877223654263
Paradaphoenus	4.95220435361366
Paradoxurus	2.781
Paraenhydrocyon	25.6957621365816
Paragale	2.13948043550378
Parahyaena	25.7163001181821
Parailurus	5.39185322527786
Paralutra	8.9925132363043
Paramachaerodus	87.8873148410202
Paramartes	2.82227544744993
Parameles	15.1138381178607
Paranasua	10.3149264800226
Paraoligobunus	2.51010390914934
Parapotos	8.23952495557377
Parataxidea	2.4473867119006
Paratomarctus	30.2210399275192
Parenhydrocyon	20.7977105365467
Pekania	4.05
Percrocuta	37.988537321881
Perunium	3.57435567587112
Phlaocyon	5.61541586256306
Phoberocyon	129.110227877084
Phoberogale	13.8546113161124
Plesictis	2.57858962950955
Plesiogale	1.45113571234757
Plesiogulo	30.8023424767477
Pliocrocuta	41.7721036303188
Pliocyon	210.759947316929
Pliogale	1.02291038281473
Plionarctos	130.56082351651
Plionictis	1.15750017318325
Pliotaxidea	2.00001592019489
Plioviverrops	7.20953317468287
Plithocyon	63.9172728638016
Pogonodon	53.0493128100672
Polgardia	1.85466186423478
Potamotherium	6.49390545858889
Potos	3
Prionailurus	5.025
Prionodon	0.606
Pristifelis	18.9848094407689
Pristinailurus	3.17042267634847
Proailurus	12.0054213575597
Probassariscus	5.4731727517255
Procyon	5.77794751937134
Progenetta	2.55902158619521
Promartes	6.40746936198844
Promegantereon	12.7513010162991
Promeles	3.58593588898977
Promephitis	2.13752465908843
Proputorius	1.45880655995757
Prosansanosmilus	17.2835860282021
Protarctos	0.889927952895043
Protepicyon	34.8174050748382
Protictitherium	6.14161712545265
Protocyon	16.7555436988324
Protomarctus	7.72310408929361
Protoprocyon	1.28429104631539
Protursus	17.5149785245485
Psalidocyon	4.81448886374377
Pseudaelurus	11.443415633796
Pseudailurus	76.763718320645
Pseudarctos	38.3168581600643
Pseudocyon	296.715731089791
Puijila	5.29319156206599
Puma	22.6304077263284
Putorius	3.18848680266938
Rhizosmilodon	76.0592798887846
Rhodanictis	5.7909022395395
Sabadellictis	20.4172299202962
Sansanosmilus	76.4217349097834
Sardolutra	4.34037851705901
Satherium	10.4651976301371
Schlossericyon	7.40445439758129
Semantor	0.711343708498982
Semigenetta	2.34266621432886
Shandgolictis	1.03823631133099
Siamogale	5.52258208906584
Simocyon	21.2843075009344
Sinictis	3.13868670309047
Sivanasua	3.00480383672173
Sivaonyx	11.2769306327526
Smilodon	211.149199507735
Sminthosinis	0.356453131153758
Spilogale	0.364
Stenogale	2.49729196924011
Sthenictis	3.38200849726616
Stromeriella	3.64806744467247
Taxidea	4.89469758532749
Taxodon	3.55705409391864
Temnocyon	31.0261576813283
Tephrocyon	17.6631408459318
Teruelictis	6.56189263449718
Thalassictis	22.6490153658133
Thaumastocyon	108.205147578423
Theriodictis	9.11519129914086
Thos	35.4049355532534
Tisisthenes	0.450594234880059
Tomarctus	18.5016849061304
Tremarctos	152.370529803716
Trigonictis	4.33321127678633
Trocharion	1.13566938579686
Trochictis	3.27141087338164
Trochotherium	6.15478640887785
Tyrrhenolutra	7.70352022055892
Urocyon	3.19569048299
Ursavus	57.1249617404076
Ursulus	27.8689545825645
Ursus	158.047175773524
Viretailurus	28.6837392139856
Viretictis	1.50790921876578
Vishnufelis	2.1154706157628
Vishnuictis	1.92982780394174
Vishnuonyx	6.02073262241507
Viverra	9.375
Viverrictis	2.02765352861007
Viverricula	2.908
Vormela	0.598420901547943
Vulpes	2.8
Watay	3.3071822899971
Xenictis	0.184748190749987
Xenocyon	48.3770485146285
Xenosmilus	131.03200703379
Ysengrinia	170.168086197172
Zaragocyon	23.2460844390712
Zodiolestes	17.9664913909087
