scientificName	BodyMass
Felis	5.5
Ferinestrix	10.0734331290288
Ferrucyon	7.46075340777235
Floridictis	20.022727738285
Franconictis	1.69034277239704
Gaillardina	12.9687796946365
Gobicyon	128.702133631879
Goupilictis	25.6243377981139
Grivamephitis	0.683870270977682
Gulo	17.013
Hadrictis	54.981677864716
Haplocyon	64.0572710286215
Haplocyonoides	26.56188946813
Helarctos	46.4999999999996
Hemicyon	60.6942188268283
Herpestes	1.324
Herpestides	2.04122194179451
Hesperoviverra	11.0388694399424
Homotherium	150.49484234642
Hoplictis	6.82270038120037
Hyaena	46.953272208469
Hyaenarctis	26.5633396883084
Hyaenictis	40.1212205983675
Hyaenictitherium	26.5692830480212
Hyaenotherium	61.5565069928798
Hypsoparia	2.83063233039882
Iberictis	5.60576136319504
Ictiocyon	72.8295481369107
Ictitherium	26.3859911925537
Indarctos	373.760672975474
Ischyrictis	9.85464066181199
Ischyrocyon	250.000000000001
Jourdanictis	2.98037395066988
Kolponomos	42.4478346363762
Kretzoiarctos	136.366024684621
Laphyctis	65.4096586697347
Lartetictis	12.9572548985333
Legionarictis	3.18834626272931
Leopardus	3.46692282148286
Leptarctus	2.93640213969241
Leptocyon	4.40883370208159
Leptoplesictis	0.758753391215328
Limnonyx	8.73143323221801
Lontra	7.5
Lophocyon	2.02207183448334
Lutra	8.94299247699022
Lutraeximia	8.02817359840813
Lutravus	8.84998928583669
Lutrogale	9.483
Lycaena	26.2783197177252
Lycaon	23.0122672297625
Lycyaena	35.2372565746128
Lynx	9.1385
Machairodus	302.02683223578
Maemohcyon	39.9607350144666
Magerictis	8.40370973857901
Magericyon	236.600718599655
Mammacyon	119.388739922437
Marcetia	1.26129079731433
Martes	1.843
Martinogale	0.511998698776425
Matanomictis	2.43866227656198
Megalenhydris	13.1607532075431
Megalictis	22.4027095809497
Megantereon	99.6502820671026
Megaviverra	3.24279233824582
Meiniogale	705.373643425955
Meles	10.1980883685007
Melidellavus	2.10013158019036
Mellivora	8.50000000000001
Melodon	3.0783037489262
Melogale	1.56
Melursus	93.1299999999997
Mephitis	1.443
Mesocyon	5.0349710435996
Metailurus	57.0616327065126
Metalopex	5.22764199086929
Metatomarctus	14.7465233816299
Microtomarctus	6.52538142194709
Miohyaenotherium	62.2568625463363
Miomachairodus	178.682505593493
Miomaci	705.910118338245
Miomustela	0.289411254117649
Mionictis	8.1794052910237
Miracinonyx	38.7786719648589
Mustela	0.4225
Nannomephitis	1.36522905897781
Nasua	3.794
Negodiaetictis	9.59838739918862
Neofelis	20.4999999999998
Neovison	1.0675
Nimravides	116.693202820032
Nimravus	77.2048996591961
Nyctereutes	11.2691911794244
Oligobunis	15.6645960816134
Osbornodon	19.6997988340473
Osmotherium	1.24578992857685
Pachycrocuta	105.250077512618
Paguma	4.3
Palaeogale	2.53558881512779
Palinhyaena	20.45
Paludolutra	6.20401797928515
Pannonictis	4.64891638248967
Panthera	100
Parabrachypsalis	2.64022591114215
Paracynarctus	6.76360505518388
Paradaphoenus	3.45724046844659
Paradoxurus	2.781
Paraenhydrocyon	17.7359163039449
Paragale	1.58382078452885
Parahyaena	37.0740050845979
Parailurus	5.45667834744708
Paralutra	5.81996424760529
Paramachaerodus	41.2944601109711
Paramartes	6.81607874164105
Parameles	6.2625768815734
Paranasua	6.68243236986599
Paraoligobunus	1.81615657656355
Parapotos	2.18421732945807
Parataxidea	1.80400003784741
Paratomarctus	10.3638711030441
Parenhydrocyon	27.2426146204793
Pekania	4.05
Percrocuta	17.7520662875493
Perunium	3.69880432754925
Phlaocyon	2.82118788062074
Phoberocyon	162.619007704064
Phoberogale	30.5762047620263
Plesictis	2.24061003013838
Plesiogale	0.960703656005566
Plesiogulo	33.7549607577446
Pliocrocuta	28.3360881051376
Pliocyon	143.565127333927
Pliogale	2.09692459342135
Plionarctos	118.992842783756
Plionictis	1.88439155545621
Pliotaxidea	6.12476811254117
Plioviverrops	3.09894192300087
Plithocyon	68.8293602624046
Pogonodon	25.2424761871131
Polgardia	4.23423652061245
Potamotherium	6.49390545858889
Potos	3
Prionailurus	5.025
Prionodon	0.606
Pristifelis	28.2395889162467
Pristinailurus	3.87754041942864
Proailurus	12.1827611335095
Probassariscus	3.83642767009167
Procyon	5.55465340629715
Progenetta	1.99544925856489
Promartes	2.75866268150584
Promegantereon	34.0046476033297
Promeles	2.42312444245175
Promephitis	2.25897016549437
Proputorius	1.25258008236096
Prosansanosmilus	31.5874282253834
Protarctos	4.84633163186043
Protepicyon	81.7922878908628
Protictitherium	5.67965913424227
Protocyon	10.8905456486713
Protomarctus	12.9990370993677
Protoprocyon	2.16448995938472
Protursus	12.3474097069335
Psalidocyon	14.3544650630371
Pseudaelurus	17.6621864538248
Pseudailurus	23.4572259516312
Pseudarctos	24.0106518108652
Pseudocyon	228.350375524846
Puijila	0.188150232001637
Puma	30.6559669489821
Putorius	0.364599751014926
Rhizosmilodon	163.359712835711
Rhodanictis	3.9055385541136
Sabadellictis	13.0862065031454
Sansanosmilus	46.3464450712962
Sardolutra	6.29217030082904
Satherium	17.2283142707817
Schlossericyon	1.80660433904965
Semantor	3.63947817772267
Semigenetta	2.43992977640492
Shandgolictis	2.42980714455961
Siamogale	7.00498585337566
Simocyon	44.2982602511946
Sinictis	7.19250952491692
Sivanasua	2.56380619658845
Sivaonyx	14.1984539634251
Smilodon	391.000000000003
Sminthosinis	0.644055504635321
Spilogale	0.345943920867403
Stenogale	4.69228719410139
Sthenictis	7.22056668749315
Stromeriella	2.33648681467012
Taxidea	12.0026464621106
Taxodon	8.47143568855932
Temnocyon	55.630770063534
Tephrocyon	33.6071464572362
Teruelictis	34.6341278533651
Thalassictis	10.6418266971301
Thaumastocyon	123.470360314016
Theriodictis	40.2125467488179
Thos	30.9566452152577
Tisisthenes	0.849249692884428
Tomarctus	49.9140084708287
Tremarctos	130.094932035834
Trigonictis	2.25675305546488
Trocharion	6.01857885139637
Trochictis	2.25945697084939
Trochotherium	8.59815925776245
Tyrrhenolutra	7.74180934669267
Urocyon	4.01308638870104
Ursavus	41.7157046014316
Ursulus	59.0491279897792
Ursus	137.021443058534
Viretailurus	157.314528578905
Viretictis	3.52604484561782
Vishnufelis	298.065476275312
Vishnuictis	5.29025867883039
Vishnuonyx	17.5776629207564
Viverra	9.28574455847371
Viverrictis	1.40346751996048
Viverricula	2.908
Vormela	0.85388771608959
Vulpes	2.955
Watay	0.874803690897348
Xenictis	0.617274649800738
Xenocyon	20.8172909492346
Xenosmilus	67.5151667495118
Ysengrinia	238.0972133307
Zaragocyon	55.2265398935083
Zodiolestes	14.3465358223691
