scientificName	BodyMass
Acinonyx	42.298993448092
Actiocyon	26.0488284992983
Adcrocuta	52.6466042229622
Adilophontes	137.499999999999
Aelurocyon	6.92948923285914
Aelurodon	44.5013817048099
Afrosmilus	32.3808719315399
Agnotherium	243.713048785192
Agriarctos	158.052653439603
Agriotherium	358.433929994133
Ailurarctos	105.501105996607
Ailuropoda	108.400000000001
Ailurus	4.9
Aktaucyon	321.539452328408
Albanosmilus	116.952406959245
Algarolutra	13.5266392449866
Allohyaena	52.9704879932237
Alopecocyon	8.44994123285372
Alopex	4.87
Amblonyx	1.75
Amphictis	5.05715329686424
Amphicyon	216.848795239521
Amphicyonopsis	59.8739028739431
Amphimachairodus	199.87915597004
Anatolictis	2.33125060180107
Angustictis	1.96191806786856
Aonyx	15.8411922381118
Arctictis	9.875
Arctodus	225.450103154366
Arctogalidia	2.25
Arctomeles	3.46945750191974
Arctonasua	4.65323611099647
Arctonyx	7.00500000000001
Arctotherium	180.104462026458
Arikarictis	1.93174223353379
Asiavorator	11.1648126886361
Ballusia	21.7596935917665
Baranogale	0.722328371573988
Barbourofelis	160.640619618313
Bassaricyon	1.256
Bassaricyonoides	1.87751735126615
Bassariscus	1.07257757198984
Bassicyonoides	1.6321146963434
Bathygale	1.20440444303053
Borophagus	51.5369595680985
Brachyopsigale	1.83838878262823
Brachyprotoma	0.223338640299808
Brachypsalis	4.37254263400867
Brevimalictis	1.86862177839945
Broiliana	0.961038020677822
Buisnictis	0.456640822713339
Canimartes	3.94687832556918
Canis	17.5933335843568
Caracal	12.2
Carpocyon	34.3621440826024
Cephalogale	34.1989384826454
Cerdocyon	8.87980771730757
Cernictis	2.05581653031526
Chamitataxus	0.297495417744906
Chasmaporthetes	48.7981993957951
Chrysocyon	22.0035259421837
Circamustela	3.0922747157409
Conepatus	1.21185067552795
Cormocyon	8.62544508999188
Crassidia	328.520634331125
Craterogale	1.62241709597246
Crocuta	47.5988002266562
Cryptailurus	12.8316034112485
Cuon	12.7599999999999
Cynarctoides	1.00908443413898
Cynarctus	6.21185641223575
Cynelos	47.2046379250139
Cynogale	4.5
Cynotherium	22.6858373174379
Cyrnaonyx	7.39526568840026
Daphoenodon	61.125640328166
Daphoenus	27.0000000000002
Delotrochanter	108.441334967091
Desmocyon	12.5482230418095
Dinocrocuta	88.2705040326307
Dinocyon	1141.39041827787
Dinofelis	69.2630799274344
Dinogale	6.43980075973496
Ectopocynus	33.2830069852531
Edaphocyon	2.56724165428454
Eira	3.91
Eirictis	3.89205088757337
Enhydra	24.3058330669412
Enhydrictis	2.44657718182902
Enhydriodon	23.5745932113209
Enhydritherium	9.15366947288788
Enhydrocyon	47.9387163706197
Eomellivora	14.3262341619038
Epicyon	236.983943217643
Epimachairodus	24.99101485039
Euboictis	3.66383369631704
Eucyon	11.1739703168227
Euoplocyon	33.0994230418982
Euplocyon	1.23277268915792
