Amphicyonidae	Canidae	Felidae	FeliformiaOther	Hyaenidae	Musteloidea	Ursidae	Viverridae	BodyMass	Eurasia	NAmerica	Humans	Temperature
1	0	0	0	0	0	0	0	0.422193955115877	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	-0.351974743865485	0	1	0	-0.880812065181478
0	0	0	1	0	0	0	0	0.947145851621774	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	0.92389164695709	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.44097412111242	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.864388662074493	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.952825314020244	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.859373091289423	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.617423011900095	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.262796012455434	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.152959731561766	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.622351931162356	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.648899697079264	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.0948307179449932	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.831744595676542	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	0.0988611423213399	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	0.999232396845874	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	2.20239147172957	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.840691962484962	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.117815395740306	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	0.415774235729754	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	-0.0253935644317917	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	-0.412146548029207	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	0.246122338250683	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.581625550099088	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	0.674377628066809	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.04342349356913	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.431880587346728	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	1.61457664512385	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.68490613932586	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.267211573599993	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	0.972915835126335	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	0.932803083025518	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	0.832115972019891	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	0.872117135197208	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.21438025242999	1	1	0	-0.243637805740891
0	0	0	1	0	0	0	0	-1.09017035302877	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.911804271931549	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	0.190935900117771	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.70288526420268	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	0.0229531018857562	1	1	0	-0.243637805740891
0	0	0	0	1	0	0	0	0.761587609138367	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	0.0688708500611087	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.547808474833284	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.260037126493014	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.530497693989736	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.811766098525748	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.38815016494257	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	0.572621168648301	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.23283487687208	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	2.03181122962714	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.278517103872203	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	1.88403370238426	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-1.2345491599606	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.41810630862233	0	1	0	-0.880812065181478
0	0	0	0	0	0	1	0	1.73256061388212	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.413740533407402	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.30801043011507	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.747548589255514	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	-0.712888992370396	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.639921347599797	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	-0.722441249052909	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-1.39978151570187	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.266302571595136	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.225553620167708	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-0.62058522176829	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.130413072896864	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	0.0823111235341564	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.399167342797006	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.0526125641201074	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.0506227626855383	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	0.718227064644182	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.805675454765559	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	-0.0905702560232158	1	1	0	-0.243637805740891
0	0	1	0	0	0	0	0	0.855706810787214	1	1	0	-0.243637805740891
1	0	0	0	0	0	0	0	1.43896290802477	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.383406056946094	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	2.30482785408379	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	1.39198942555138	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.583340888832013	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.19661197659626	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-1.60805099848423	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	0.190958870283529	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.15953136781519	1	1	0	-0.243637805740891
0	0	0	0	0	0	0	1	-0.430788070029853	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	2.04730833049358	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.115156966296017	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.991347356819373	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.150253970950926	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.624160494723771	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.17021513560642	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.28996317511746	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.21711773477834	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	1.02865208978031	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	-0.174450109131369	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	-0.340928522191338	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.267965967077603	0	1	0	-0.880812065181478
0	0	0	0	1	0	0	0	1.32737430467276	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.53802734250561	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	0.888332467141693	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.92387129521521	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.423898724532242	1	1	0	-0.243637805740891
0	0	1	0	0	0	0	0	0.846705374520148	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.95049589200941	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.832299890237337	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.635541461302959	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.666926213306902	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	0.379380404119814	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.39844648864338	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	1.37941050160895	0	1	0	-0.880812065181478
0	0	0	1	0	0	0	0	0.387680451480197	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.237417629581668	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.482523750503324	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	0.313450180966933	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.47741895064803	0	1	0	-0.880812065181478
0	0	0	0	1	0	0	0	1.64526713061157	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.56022315716118	1	0	0	0.0432849034715178
0	0	0	1	0	0	0	0	-0.907198127055327	1	1	0	-0.243637805740891
0	0	0	0	1	0	0	0	0.377911265407662	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.0493414115873785	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.944477146924277	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.33278219924754	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.278385515825724	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.251981794286291	0	1	0	-0.880812065181478
1	0	0	0	0	0	0	0	-0.475264846355524	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-0.822408343993564	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.9801796257304	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.51576593592289	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.424093924610974	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.116367449891934	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.2551052427277	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.813544866181391	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.196000564419967	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.0338264932520799	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.884065407423995	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.168978225457706	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.899288202471247	1	1	0	-0.243637805740891
0	1	0	0	0	0	0	0	0.61287413367574	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.38805446051533	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.5962585981332	0	1	0	-0.880812065181478
0	0	0	1	0	0	0	0	0.750490531209022	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.671419159941404	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.399652537053571	0	1	0	-0.880812065181478
0	0	0	0	0	0	1	0	1.48649186018	1	1	0	-0.243637805740891
0	0	0	0	0	0	1	0	0.143664753037797	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.867870948466008	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.2137353397659	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.624336270198222	1	1	0	-0.243637805740891
0	0	0	0	1	0	0	0	0.807610146531215	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	1.78131379357713	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.42411582013909	0	1	0	-0.880812065181478
0	0	0	0	0	0	1	0	1.49321347833928	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-1.34975009363861	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.02073301053597	0	1	0	-0.880812065181478
0	0	0	0	1	0	0	0	-0.249316583366206	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.0635123675983	1	1	0	-0.243637805740891
0	0	0	1	0	0	0	0	0.951391307525753	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.06612628740435	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.31220915455303	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.776805123304431	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	-0.466485731428572	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-1.73907605208657	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	0.333185187321285	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.743564479835942	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	0.0574779397208379	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.415088199839152	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.382486819403835	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-0.872453789081542	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.320270585533916	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	0.0937400908059442	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.669473205303069	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.980729832533495	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.21056353478965	1	0	0	0.0432849034715178
0	0	0	1	0	0	0	0	0.276704715581615	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.50790030977382	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	0.698049783262473	0	1	0	-0.880812065181478
0	0	0	0	1	0	0	0	-0.345764685125889	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	0.258037840566622	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	-0.207918358874046	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.28721601847452	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	0.284705652225587	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.49223205963225	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	0.0286343640409065	1	1	0	-0.243637805740891
0	0	0	1	0	0	0	0	1.1736930790076	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	0.755667700529803	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	1.98709803750996	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.435204355882163	0	1	0	-0.880812065181478
0	0	1	0	0	0	0	0	0.438861536507473	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.74014640178348	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.16814677219503	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.381139456688054	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.376946439674447	1	0	0	0.0432849034715178
0	0	0	1	0	0	0	0	1.17100690140403	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.554600167995343	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.025125245543232	0	1	0	-0.880812065181478
0	0	0	0	0	0	0	1	-0.233267041564768	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.64265224148122	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.925597368299532	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.409681485896343	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.401968033885072	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.749616967547556	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.775842545165149	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.0198174942124593	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	1.78242388497308	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-2.05833784027704	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-2.04573340351397	0	1	0	-0.880812065181478
0	0	0	1	0	0	0	0	-0.887143987127466	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.704697428035825	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.659138676233583	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.482291859651965	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.674338319025835	1	0	0	0.0432849034715178
1	0	0	0	0	0	0	0	0.628691882949148	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.289773390905131	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.305943391165354	1	0	0	0.0432849034715178
0	0	0	0	1	0	0	0	0.439356003050533	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.3802245722202	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.108215591187781	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.708117053401048	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.91734136081062	0	1	0	-0.880812065181478
0	1	0	0	0	0	0	0	0.317677222735943	0	1	0	-0.880812065181478
0	0	0	0	0	0	1	0	1.58614812537684	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-0.55559442731935	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-1.36120503422428	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.724700071414818	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.34447604784341	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.2094458345682	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.738788725705022	0	1	0	-0.880812065181478
0	0	0	0	0	0	1	0	0.99592218772473	1	1	0	-0.243637805740891
0	0	0	0	0	0	1	0	0.564128498307214	1	0	0	0.0432849034715178
0	0	0	0	0	0	1	0	1.60815408100667	1	1	0	-0.243637805740891
0	0	1	0	0	0	0	0	0.581465183899046	1	0	0	0.0432849034715178
0	0	0	1	0	0	0	0	-1.19064693402403	1	0	0	0.0432849034715178
0	0	1	0	0	0	0	0	-0.986969245118055	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-1.04222521580587	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-0.357724210143566	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.0913077811580453	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-1.01247643528184	1	0	0	0.0432849034715178
0	0	0	0	0	0	0	1	-0.795543369343633	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	-1.74664771874672	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	-0.818312062957864	1	1	0	-0.243637805740891
0	0	0	0	0	1	0	0	-0.718157418543137	0	1	0	-0.880812065181478
0	0	0	0	0	1	0	0	-2.45372266056964	1	0	0	0.0432849034715178
0	1	0	0	0	0	0	0	0.895924837964682	1	1	0	-0.243637805740891
0	0	1	0	0	0	0	0	1.49538073931417	0	1	0	-0.880812065181478
1	0	0	0	0	0	0	0	1.65260906994734	1	1	0	-0.243637805740891
0	0	0	0	0	0	1	0	0.455010144324481	1	0	0	0.0432849034715178
0	0	0	0	0	1	0	0	0.300017882783765	0	1	0	-0.880812065181478
