Genus	Status	Min_Age	Max_Age
Striatolamia	Extinct	47.8	56
Striatolamia	Extinct	33.9	56
Striatolamia	Extinct	33.9	56
Striatolamia	Extinct	37.2	55.8
Striatolamia	Extinct	37.2	55.8
Striatolamia	Extinct	37.2	55.8
Striatolamia	Extinct	50.3	55.8
Striatolamia	Extinct	53	55.8
Striatolamia	Extinct	53	55.8
Striatolamia	Extinct	48.6	55.8
Striatolamia	Extinct	46.2	50.3
Striatolamia	Extinct	37.2	48.6
Striatolamia	Extinct	37.2	48.6
Striatolamia	Extinct	37.2	48.6
Striatolamia	Extinct	38	47.8
Striatolamia	Extinct	41.3	47.8
Striatolamia	Extinct	41.3	47.8
Striatolamia	Extinct	41.3	47.8
Striatolamia	Extinct	41.3	47.8
Striatolamia	Extinct	38	47.8
Striatolamia	Extinct	40.4	46.2
Striatolamia	Extinct	40.4	46.2
Striatolamia	Extinct	36	43
Striatolamia	Extinct	38	41.3
Striatolamia	Extinct	38	41.3
Striatolamia	Extinct	33.9	37.2
Striatolamia	Extinct	33.9	37.2
Striatolamia	Extinct	10.3	13.6
Synechodus	Extinct	56	66
Synechodus	Extinct	56	59.2
Synodontaspis	Extinct	61.6	66
Synodontaspis	Extinct	47.8	56
Synodontaspis	Extinct	41.3	47.8
Synodontaspis	Extinct	41.3	47.8
Synodontaspis	Extinct	41.3	47.8
Synodontaspis	Extinct	41.3	47.8
Synodontaspis	Extinct	41.3	47.8
Synodontaspis	Extinct	23.03	28.1
Taeniura	Extinct	41.3	47.8
Taeniura	Extinct	3.6	5.333
Urobatis	Extinct	20.44	23.03
Urobatis	Extinct	7.246	11.62
Urobatis	Extinct	10.5	10.5
Weltonia	Extinct	61.7	66
Weltonia	Extinct	48.6	55.8
Woellsteinia	Extinct	55.8	66
Woellsteinia	Extinct	55.8	66
Woellsteinia	Extinct	55.8	66
Woellsteinia	Extinct	41.3	56
Woellsteinia	Extinct	38	41.3
Youssoubatis	Extinct	61.6	66
Agabelus	Extinct	13.82	15.97
Alopecias	Extinct	33.9	38
Alopecias	Extinct	5.333	23.03
Alopecias	Extinct	13.82	15.97
Bythaelurus	Extinct	23.03	28.1
Ctenopristis	Extinct	61.6	66
Eomobula	Extinct	47.8	56
Eomobula	Extinct	41.3	47.8
Eosqualiolus	Extinct	38	47.8
Eosqualiolus	Extinct	15.97	20.44
Eosqualiolus	Extinct	15.97	20.44
Eosqualiolus	Extinct	15.97	20.44
Eosqualiolus	Extinct	15.97	20.44
Eosqualiolus	Extinct	15.97	20.44
Eosqualiolus	Extinct	15.97	20.44
Garabatis	Extinct	41.3	47.8
Garabatis	Extinct	33.9	38
Garabatis	Extinct	33.9	38
Glikmania	Extinct	37.2	48.6
Gryphodobatis	Extinct	5.333	23.03
Heterotorpedo	Extinct	50.3	55.8
Hypogaleus	Extinct	11.62	13.82
Ischyrhiza	Extinct	56	59.2
Keasius	Extinct	33.9	38
Keasius	Extinct	33.9	38
Keasius	Extinct	33.9	38
Keasius	Extinct	28.1	33.9
Keasius	Extinct	28.4	33.9
Keasius	Extinct	28.1	33.9
Keasius	Extinct	23.03	28.1
Leidybatis	Extinct	47.8	56
Leidybatis	Extinct	41.3	47.8
Leidybatis	Extinct	41.3	47.8
Leidybatis	Extinct	38	47.8
Leidybatis	Extinct	33.9	38
Machichnus	Extinct	61.6	66
Meridiania	Extinct	50.3	55.8
Meridiania	Extinct	48.6	55.8
Microscyliorhinus	Extinct	48.6	55.8
Miosynechodus	Extinct	5.333	23.03
Moerigaleus	Extinct	33.9	38
Moerigaleus	Extinct	33.9	38
Nanocetorhinus	Extinct	15.97	20.44
Nanocetorhinus	Extinct	15.97	20.44
Nanocetorhinus	Extinct	15.97	20.44
Nanocetorhinus	Extinct	15.97	20.44
Nanocetorhinus	Extinct	15.97	20.44
Nanocetorhinus	Extinct	15.97	20.44
Ouledia	Extinct	41.3	47.8
Ouledia	Extinct	38	47.8
Ouledia	Extinct	33.9	38
Ouledia	Extinct	33.9	38
Ouledia	Extinct	33.9	38
Ouledia	Extinct	33.9	38
Ouledia	Extinct	33.9	38
Ouledia	Extinct	33.9	38
Oxypristis	Extinct	33.9	38
Pachygaleus	Extinct	56	59.2
Pachygaleus	Extinct	47.8	56
Pachygaleus	Extinct	50.3	55.8
Palaeodasyatis	Extinct	61.6	66
Paraetmopterus	Extinct	41.3	56
Paraetmopterus	Extinct	38	47.8
Paraetmopterus	Extinct	15.97	20.44
Paraetmopterus	Extinct	15.97	20.44
Paraetmopterus	Extinct	15.97	20.44
Paraetmopterus	Extinct	15.97	20.44
Paraetmopterus	Extinct	15.97	20.44
Paraetmopterus	Extinct	15.97	20.44
Parotodus	Extinct	2.588	23.03
Parotodus	Extinct	15.97	20.44
Parotodus	Extinct	15.97	20.44
Parotodus	Extinct	11.608	15.97
Parotodus	Extinct	11.62	13.82
Parotodus	Extinct	5.333	11.608
Parotodus	Extinct	5.333	7.246
Parotodus	Extinct	3.9	4.9
Parotodus	Extinct	3.6	5.333
Promyliobatis	Extant	41.3	47.8
Rhaibodus	Extinct	33.9	38
Rhinobatus	Extinct	41.3	47.8
Rhinobatus	Extinct	41.3	47.8
Rhinobatus	Extinct	11.62	13.82
Scoliodon	Extinct	37.2	55.8
Scoliodon	Extinct	37.2	55.8
Scoliodon	Extinct	41.3	47.8
Scoliodon	Extinct	38	47.8
Scoliodon	Extinct	33.9	37.2
Scoliodon	Extinct	33.9	37.2
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	15.97	23.03
Scoliodon	Extinct	13.82	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	11.608	15.97
Scoliodon	Extinct	7.246	11.62
Scoliodon	Extinct	5.333	11.608
Scoliodon	Extinct	3.6	5.333
Subathunura	Extinct	48.6	58.7
Subathunura	Extinct	47.8	56
Subathunura	Extinct	47.8	56
Subathunura	Extinct	47.8	56
Triaenodon	Extinct	41.3	47.8
Triaenodon	Extinct	11.62	13.82
Viperecucullus	Extinct	61.7	66
Arctocephalus	Extant	2.588	3.6
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0	2.588
Arctocephalus	Extant	0	2.588
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0.0117	2.588
Arctocephalus	Extant	0.126	0.781
Arctocephalus	Extant	0.126	0.781
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0.0117	0.126
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0.00105	0.00415
Arctocephalus	Extant	0.0072	0.008
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0.005	0.008
Arctocephalus	Extant	0.001	0.005
Arctocephalus	Extant	0.00041	0.00133
Arctocephalus	Extant	7.00E-04	0.0031
Arctocephalus	Extant	0.0043	0.0063
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0.0011	0.0016
Arctocephalus	Extant	0.001	0.0015
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Arctocephalus	Extant	0	0.0117
Ashokia	Extant	41.3	47.8
Balaena	Extant	2.588	23.03
Balaena	Extant	2.588	15.97
Balaena	Extant	7.246	11.62
Balaena	Extant	2.588	11.608
Balaena	Extant	2.588	11.608
Balaena	Extant	3.6	5.333
Balaena	Extant	3.6	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	3.9	4.9
Balaena	Extant	3.9	4.9
Balaena	Extant	2.588	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	4.4	4.9
Balaena	Extant	3.6	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	3.6	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	2.588	5.333
Balaena	Extant	3.6	5.333
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	2.588	3.6
Balaena	Extant	1.806	2.588
Balaena	Extant	1.806	2.588
Balaena	Extant	1.806	2.588
Balaena	Extant	1.806	2.588
Balaena	Extant	1.806	2.588
Balaena	Extant	0.0117	2.588
Balaena	Extant	0.0117	2.588
Balaena	Extant	0.0117	2.588
Balaena	Extant	0.0117	2.588
Balaena	Extant	0.781	1.806
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.01198	0.01198
Balaena	Extant	0.01367	0.01367
Balaena	Extant	0.01295	0.01295
Balaena	Extant	0.01278	0.01278
Balaena	Extant	0.01178	0.01178
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.01196	0.01196
Balaena	Extant	0.01254	0.01254
Balaena	Extant	0.01258	0.01258
Balaena	Extant	0.01271	0.01271
Balaena	Extant	0.01411	0.01411
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.0117	0.126
Balaena	Extant	0.01385	0.01385
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0.01037	0.01037
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaena	Extant	0	0.0117
Balaenoptera	Extant	2.588	23.03
Balaenoptera	Extant	2.588	23.03
Balaenoptera	Extant	15.97	20.44
Balaenoptera	Extant	13.82	15.97
Balaenoptera	Extant	11.608	15.97
Balaenoptera	Extant	0.0117	15.97
Balaenoptera	Extant	2.588	15.97
Balaenoptera	Extant	2.588	15.97
Balaenoptera	Extant	11.62	13.82
Balaenoptera	Extant	11.62	13.82
Balaenoptera	Extant	11.62	13.82
Balaenoptera	Extant	11.62	13.82
Balaenoptera	Extant	7.3	7.5
Balaenoptera	Extant	9.5	11.6
Balaenoptera	Extant	5.333	11.608
Balaenoptera	Extant	5.333	11.608
Balaenoptera	Extant	5.333	11.608
Balaenoptera	Extant	5.333	11.608
Balaenoptera	Extant	5.333	7.246
Balaenoptera	Extant	5.333	7.246
Balaenoptera	Extant	5.333	7.246
Balaenoptera	Extant	5.333	7.246
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	4	5
Balaenoptera	Extant	3.9	4.9
Balaenoptera	Extant	3.9	4.9
Balaenoptera	Extant	3.9	4.9
Balaenoptera	Extant	3.9	4.9
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	2.588	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	3.6	5.333
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	3	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	2.588	3.6
Balaenoptera	Extant	1.806	2.588
Balaenoptera	Extant	1.806	2.588
Balaenoptera	Extant	0.0117	2.588
Balaenoptera	Extant	0.0117	2.588
Balaenoptera	Extant	0.781	2.588
Balaenoptera	Extant	0.781	2.588
Balaenoptera	Extant	0.781	2.588
Balaenoptera	Extant	0.0117	2.588
Balaenoptera	Extant	0.781	1.806
Balaenoptera	Extant	0.781	1.806
Balaenoptera	Extant	0.781	1.806
Balaenoptera	Extant	0.0117	0.126
Balaenoptera	Extant	0.0117	0.126
Balaenoptera	Extant	0.0117	0.126
Balaenoptera	Extant	0.0117	0.126
Balaenoptera	Extant	0.02932	0.02932
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Balaenoptera	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Berardius	Extant	0	0.0117
Callorhinus	Extant	1.8	4.9
Callorhinus	Extant	2.588	3.6
Callorhinus	Extant	2.588	3.6
Callorhinus	Extant	1.806	3.6
Callorhinus	Extant	1.806	2.588
Callorhinus	Extant	0.781	2.588
Callorhinus	Extant	1.806	2.588
Callorhinus	Extant	0.0117	2.588
Callorhinus	Extant	0.781	2.588
Callorhinus	Extant	0.781	1.806
Callorhinus	Extant	0.012	0.3
Callorhinus	Extant	0.0117	0.126
Callorhinus	Extant	0.0117	0.126
Callorhinus	Extant	0.0117	0.126
Callorhinus	Extant	0	0.0117
Callorhinus	Extant	0	0.0117
Callorhinus	Extant	0	0.0117
Callorhinus	Extant	0.0044	0.0044
Callorhinus	Extant	0.0015	0.0015
Callorhinus	Extant	0.0015	0.0015
Callorhinus	Extant	0.0015	0.0015
Callorhinus	Extant	0.0015	0.0015
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Caperea	Extant	0	0.0117
Cephalorhynchus	Extant	0	0.0117
Cephalorhynchus	Extant	0	0.0117
Cephalorhynchus	Extant	0	0.0117
Cephalorhynchus	Extant	0	0.0117
Champsodelphis	Extant	2.588	23.03
Champsodelphis	Extant	5.333	23.03
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	5.333	20.44
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	15.97	20.44
Champsodelphis	Extant	11.62	13.82
Champsodelphis	Extant	11.62	13.82
Champsodelphis	Extant	11.62	13.82
Champsodelphis	Extant	11.608	12.7
Champsodelphis	Extant	11.608	12.7
Champsodelphis	Extant	11.608	12.7
Champsodelphis	Extant	11.608	12.7
Champsodelphis	Extant	11.608	12.7
Champsodelphis	Extant	2.588	11.608
Cystophora	Extant	0	0.0117
Cystophora	Extant	0	0.0117
Cystophora	Extant	0	0.0117
Cystophora	Extant	0	0.0117
Cystophora	Extant	0	0.0117
Cystophora	Extant	0	0.0117
Delphinapterus	Extant	3.6	5.333
Delphinapterus	Extant	3.9	4.9
Delphinapterus	Extant	3.9	4.9
Delphinapterus	Extant	0.781	2.588
Delphinapterus	Extant	0.0117	2.588
Delphinapterus	Extant	0.0117	2.588
Delphinapterus	Extant	0.0117	2.588
Delphinapterus	Extant	0.781	1.806
Delphinapterus	Extant	0.126	0.781
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.012	0.012
Delphinapterus	Extant	0.01258	0.01258
Delphinapterus	Extant	0.03222	0.03222
Delphinapterus	Extant	0.03314	0.03314
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0.0117	0.126
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0.0044	0.0044
Delphinapterus	Extant	0.0017	0.0017
Delphinapterus	Extant	0	0.0117
Delphinapterus	Extant	0	0.0117
Delphinus	Extant	20.44	23.03
Delphinus	Extant	2.588	23.03
Delphinus	Extant	2.588	23.03
Delphinus	Extant	2.588	23.03
Delphinus	Extant	2.588	23.03
Delphinus	Extant	2.588	23.03
Delphinus	Extant	15.97	20.44
Delphinus	Extant	15.97	20.44
Delphinus	Extant	15.97	16.9
Delphinus	Extant	11.608	15.97
Delphinus	Extant	2.588	15.97
Delphinus	Extant	11.62	13.82
Delphinus	Extant	11.608	12.7
Delphinus	Extant	3.6	5.333
Delphinus	Extant	3.6	5.333
Delphinus	Extant	3.9	4.9
Delphinus	Extant	2.588	5.333
Delphinus	Extant	3.6	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	3.6	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	2.588	5.333
Delphinus	Extant	3	3.6
Delphinus	Extant	3	3.6
Delphinus	Extant	2.588	3.6
Delphinus	Extant	3	3.6
Delphinus	Extant	0.781	2.588
Delphinus	Extant	1.806	2.588
Delphinus	Extant	0.126	0.781
Delphinus	Extant	0.0117	0.126
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Delphinus	Extant	0	0.0117
Dugong	Extant	0	2.588
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Dugong	Extant	0	0.0117
Enhydra	Extant	0.781	3.6
Enhydra	Extant	0.0117	2.588
Enhydra	Extant	1.806	2.588
Enhydra	Extant	0.3	1.8
Enhydra	Extant	0.3	1.8
Enhydra	Extant	0.3	1.8
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.012	0.3
Enhydra	Extant	0.0117	0.126
Enhydra	Extant	0.0117	0.126
Enhydra	Extant	0.0117	0.126
Enhydra	Extant	0	0.0117
Enhydra	Extant	0	0.0117
Enhydra	Extant	0	0.0117
Enhydra	Extant	0.0044	0.0044
Enhydra	Extant	0.0015	0.0015
Enhydra	Extant	0.0015	0.0015
Enhydra	Extant	0.0015	0.0015
Enhydra	Extant	0.0015	0.0015
Erignathus	Extant	0.0117	2.588
Erignathus	Extant	0.0117	2.588
Erignathus	Extant	0.126	0.781
Erignathus	Extant	0.126	0.781
Erignathus	Extant	0.012	0.3
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
Erignathus	Extant	0.0117	0.126
