age	sealevel
9.23	1.19999999999999
9.232	3.2
9.234	3.59999999999999
9.236	4
9.238	4.39999999999999
9.24	6
9.242	1.99999999999999
9.244	5.2
9.246	5.2
9.248	7.2
9.25	9.2
9.252	1.99999999999999
9.254	-4.36363636363637
9.256	-2.90909090909091
9.258	-12.3636363636364
9.26	-7.27272727272728
9.262	-6.90909090909092
9.264	-6.54545454545454
9.266	-11.6363636363636
9.268	-13.0909090909091
9.27	1.19999999999999
9.272	-9.45454545454545
9.274	-3.63636363636362
9.276	-0.727272727272712
9.278	1.19999999999999
9.28	6.8
9.282	3.2
9.284	6.8
9.286	6.40000000000001
9.288	4.8
9.29	6.8
9.292	8.80000000000001
9.294	7.59999999999999
9.296	1.19999999999999
9.298	-7.99999999999999
9.3	11.2
9.302	3.2
9.304	3.4
9.306	3.59999999999999
9.308	3.2
9.31	5.60000000000001
9.312	0.799999999999997
9.314	8.4
9.316	7.59999999999999
9.318	9
9.32	10.4
9.322	8.80000000000001
9.324	13.2
9.326	14.8
9.328	6.40000000000001
9.33	4.39999999999999
9.332	5.39999999999999
9.334	6.40000000000001
9.336	3.2
9.338	3.2
9.34	-3.63636363636362
9.342	-8.72727272727274
9.344	-2.90909090909091
9.346	0.799999999999997
9.348	3.2
9.35	1.19999999999999
9.352	8.00000000000001
9.354	3.2
9.356	4.8
9.358	6.8
9.36	8.80000000000001
9.362	10.8
9.364	11.6
9.366	11.6
9.368	8.00000000000001
9.37	13.2
9.372	3.2
9.374	4.2
9.376	5.2
9.378	6
9.38	1.99999999999999
9.382	-1.45454545454546
9.384	7.59999999999999
9.386	-2.18181818181817
9.388	10.4
9.39	8.4
9.392	6.40000000000001
9.394	6
9.396	12
9.398	9.60000000000001
9.4	12.8
9.402	17.6
9.404	12
9.406	8.80000000000001
9.408	6
9.41	2.40000000000001
9.412	0.399999999999991
9.414	-2.90909090909091
9.416	4.8
9.418	0.399999999999991
9.42	3.2
9.422	1.19999999999999
9.424	-5.09090909090908
9.426	1.99999999999999
9.428	0.399999999999991
9.43	-7.99999999999999
9.432	-2.90909090909091
9.434	1.99999999999999
9.436	5.2
9.438	0.799999999999997
9.44	13.8
9.442	12
9.444	8.00000000000001
9.446	10
9.448	0
9.45	6.8
9.452	-2.90909090909091
9.454	3.2
9.456	-2.90909090909091
9.458	-8.72727272727274
9.46	3.59999999999999
9.462	1.19999999999999
9.464	4.39999999999999
9.466	3.59999999999999
9.468	4.39999999999999
9.47	-2.90909090909091
9.472	3.59999999999999
9.474	0
9.476	8.4
9.478	9.39999999999999
9.48	10
9.482	7.2
9.484	12.8
9.486	8.4
9.488	7.59999999999999
9.49	15.6
9.492	1.6
9.494	3.2
9.496	-3.63636363636362
9.498	-0.727272727272712
9.5	1.19999999999999
9.502	-3.63636363636362
9.504	3.59999999999999
9.506	1.19999999999999
9.508	2.8
9.51	5.2
9.512	5.2
9.514	12.8
9.516	12
9.518	11.2
9.52	19.6
9.522	16.6
9.524	13.6
9.526	-0.727272727272712
9.528	2.40000000000001
9.53	-2.90909090909091
9.532	0.799999999999997
9.534	-2.18181818181817
9.536	-3.63636363636362
9.538	0
9.54	2.8
9.542	2.40000000000001
9.544	6.40000000000001
9.546	3.59999999999999
9.548	3.59999999999999
9.55	10.4
9.552	6.8
9.554	11.6
9.556	13.8
9.558	16
9.56	12.8
9.562	13.6
9.564	8.4
9.566	11.2
9.568	3.2
9.57	-0.727272727272712
9.572	2.8
9.574	2.8
9.576	8.4
9.578	3.59999999999999
9.58	4.39999999999999
9.582	8.4
9.584	6
9.586	9.60000000000001
9.588	13.2
9.59	9.60000000000001
9.592	16
9.594	10.8
9.596	17.6
9.598	23.6
9.6	21.6
9.602	19.6
9.604	20.4
9.606	11.2
9.608	4
9.61	1.19999999999999
9.612	0.600000000000009
9.614	0
9.616	-3.63636363636362
9.618	-2.18181818181817
9.62	-8.72727272727274
9.622	9.2
9.624	1.99999999999999
9.626	6
9.628	10
9.63	12
9.632	12
9.634	13.6
9.636	13.6
9.638	13.6
9.64	9.60000000000001
9.642	4
9.644	12
9.646	10
9.648	3.2
9.65	12
9.652	9.60000000000001
9.654	14
9.656	7.2
9.658	10.8
9.66	8.4
9.662	6.99999999999999
9.664	5.60000000000001
9.666	10.4
9.668	11.6
9.67	14
9.672	12
9.674	10
9.676	12.8
9.678	12.4
9.68	21.6
9.682	17.6
9.684	14
9.686	16
9.688	10.8
9.69	3.2
9.692	8.4
9.694	-2.90909090909091
9.696	-4.36363636363637
9.698	2.40000000000001
9.7	3.59999999999999
9.702	-2.18181818181817
9.704	5.2
9.706	4
9.708	4.8
9.71	5.60000000000001
9.712	10.8
9.714	11.6
9.716	7.2
9.718	8.4
9.72	14
9.722	6.8
9.724	10.4
9.726	14.4
9.728	5.2
9.73	5.2
9.732	-3.63636363636362
9.734	1.6
9.736	-0.727272727272712
9.738	-5.09090909090908
9.74	-5.81818181818182
9.742	-1.45454545454546
9.744	3.00000000000001
9.746	6.8
9.748	13.2
9.75	3.59999999999999
9.752	9.60000000000001
9.754	10
9.756	12
9.758	9.60000000000001
9.76	11.6
9.762	18
9.764	15.2
9.766	16.4
9.768	17.2
9.77	15
9.772	13.6
9.774	9.2
9.776	-7.27272727272728
9.778	4
9.78	4
9.782	4.39999999999999
9.784	4.8
9.786	12.4
9.788	15.2
9.79	13.2
9.792	18.8
9.794	9.2
9.796	10.4
9.798	14
9.8	14.8
9.802	9.60000000000001
9.804	13.2
9.806	6.19999999999999
9.808	-1.45454545454546
9.81	11.6
9.812	-15.2727272727273
9.814	-0.727272727272712
9.816	-4.36363636363637
9.818	-19.2727272727273
9.82	6
9.822	6.16
9.824	6.31999999999999
9.826	6.48
9.828	6.64
9.83	6.8
9.832	17.2
9.834	12
9.836	14
9.838	14.4
9.84	11.4
9.842	10.4
9.844	13.6
9.846	8.4
9.848	18
9.85	3.59999999999999
9.852	-1.0909090909091
9.854	-1.45454545454546
9.856	1.6
9.858	2.40000000000001
9.86	4.39999999999999
9.862	6
9.864	9
9.866	5.60000000000001
9.868	7.2
9.87	10.4
9.872	8.80000000000001
9.874	1.19999999999999
9.876	6
9.878	18.4
9.88	10.8
9.882	30.8
9.884	20.8
9.886	10
9.888	19.6
9.89	8.00000000000001
9.892	8.80000000000001
9.894	5.2
9.896	1.99999999999999
9.898	0.399999999999991
9.9	0.799999999999997
9.902	4.39999999999999
9.904	2.8
9.906	4.39999999999999
9.908	14
9.91	13.2
9.912	9.2
9.914	8.4
9.916	9.2
9.918	9.60000000000001
9.92	9.60000000000001
9.922	15.2
9.924	11.2
9.926	11.6
9.928	7.59999999999999
9.93	11.6
9.932	6.40000000000001
9.934	2.40000000000001
9.936	6
9.938	6.40000000000001
9.94	2.8
9.942	10
9.944	6.8
9.946	-5.09090909090908
9.948	6
9.95	0.799999999999997
9.952	12
9.954	6.8
9.956	7.2
9.958	9.60000000000001
9.96	10.4
9.962	14.4
9.964	14.8
9.966	16.4
9.968	15.6
9.97	10.6
9.972	18.4
9.974	14.4
9.976	14.8
9.978	17.6
9.98	16.8
9.982	18.8
9.984	18.4
9.986	14.8
9.988	22
9.99	17.2
9.992	8.4
9.994	14.4
9.996	10.4
9.998	16.2
10	22
10.002	17.6
10.004	22.8
10.006	15.6
10.008	16
10.01	22
10.012	22.4
10.014	12.8
10.016	19.2
10.018	3.59999999999999
10.02	9.2
10.022	9.60000000000001
10.024	5.60000000000001
10.026	6
10.028	6.40000000000001
10.03	7.2
10.032	7.8
10.034	8.4
10.036	10
10.038	10.4
10.04	13.6
10.042	14.92
10.044	16.28
10.046	17.6
10.048	14.8
10.05	14.8
10.052	13.8
10.054	12.8
10.056	20
10.058	9.60000000000001
10.06	15.6
10.062	12.6
10.064	9.60000000000001
10.066	13.6
10.068	13.6
10.07	14.4
10.072	15.2
10.074	6.40000000000001
10.076	9.08
10.078	11.72
10.08	14.4
10.082	13.6
10.084	23.2
10.086	18
10.088	17.8
10.09	17.6
10.092	11.6
10.094	10
10.096	15.6
10.098	10.4
10.1	5.2
10.102	2.8
10.104	5.2
10.106	5.2
10.108	5.2
10.11	6
10.112	5.2
10.114	7.40000000000001
10.116	9.60000000000001
10.118	18.4
10.12	9.2
10.122	14.4
10.124	19.6
10.126	11.2
10.128	10.4
10.13	9.2
10.132	8.00000000000001
10.134	14
10.136	15.6
10.138	18
10.14	20.4
10.142	14
10.144	11.2
10.146	8.4
10.148	10
10.15	8.4
10.152	10.4
10.154	12.4
10.156	10.8
10.158	17.6
10.16	15.2
10.162	12.8
10.164	18.4
10.166	18
10.168	16.4
10.17	14.8
10.172	14.4
10.174	12.8
10.176	11.2
10.178	14.8
10.18	12.4
10.182	6.6
10.184	0.799999999999997
10.186	19.6
10.188	16.2
10.19	12.8
10.192	21.6
10.194	16.4
10.196	18.8
10.198	21.2
10.2	16.8
10.202	5.2
10.204	6.40000000000001
10.206	7.59999999999999
10.208	13.6
10.21	11.8
10.212	10
10.214	13.2
10.216	12.12
10.218	11.08
10.22	10
10.222	9.60000000000001
10.224	16
10.226	13
10.228	10
10.23	13.2
10.232	10.8
10.234	12
10.236	13.2
10.238	14.8
10.24	15.2
10.242	15.6
10.244	14.8
10.246	18
10.248	16.4
10.25	14.8
10.252	12.8
10.254	13
10.256	13.2
10.258	12
10.26	6
10.262	5
10.264	4
10.266	5.60000000000001
10.268	5.60000000000001
10.27	2.2
10.272	-2.18181818181817
10.274	2.8
10.276	4.8
10.278	6
10.28	7.2
10.282	12.8
10.284	18
10.286	16.8
10.288	16.8
10.29	16.8
10.292	12.8
10.294	11.2
10.296	18.8
10.298	15.4
10.3	12
10.302	14.8
10.304	17.2
10.306	20
10.308	22.8
10.31	21.2
10.312	19.2
10.314	14.4
10.316	12.8
10.318	11.2
10.32	8.80000000000001
10.322	12
10.324	15.2
10.326	16
10.328	16.8
10.33	18
10.332	17.2
10.334	17
10.336	16.8
10.338	10.4
10.34	8.4
10.342	6.40000000000001
10.344	6.8
10.346	7.2
10.348	6
10.35	4
10.352	4.2
10.354	4.39999999999999
10.356	5.39999999999999
10.358	6.40000000000001
10.36	14.8
10.362	10.8
10.364	6.8
10.366	8.4
10.368	10
10.37	7.59999999999999
10.372	13.2
10.374	18.8
10.376	10.4
10.378	1.99999999999999
10.38	10.4
10.382	10.6
10.384	10.8
10.386	10.2
10.388	9.60000000000001
10.39	12.8
10.392	12.4
10.394	12
10.396	14.4
10.398	14.2
10.4	14
10.402	13
10.404	12
10.406	12
10.408	12.8
10.41	13.6
10.412	10
10.414	6.40000000000001
10.416	7.59999999999999
10.418	8.59999999999999
10.42	9.60000000000001
10.422	9.2
10.424	10
10.426	10.8
10.428	11.6
10.43	12.4
10.432	13.2
10.434	13.6
10.436	14
10.438	-3.63636363636362
10.44	5.39999999999999
10.442	12.8
10.444	17
10.446	21.2
10.448	14
10.45	19.8
10.452	25.6
10.454	20
10.456	20.4
10.458	20.8
10.46	20.8
10.462	16.4
10.464	9.60000000000001
10.466	9.2
10.468	6.8
10.47	14.8
10.472	12
10.474	10.4
10.476	15
10.478	16.4
10.48	15.6
10.482	12
10.484	14.4
10.486	13.6
10.488	15.6
10.49	15.6
10.492	18
10.494	16.8
10.496	15.2
10.498	14
10.5	13.2
10.502	6.8
10.504	11.2
10.506	11.2
10.508	11.2
10.51	13.2
10.512	15.6
10.514	20.8
10.516	13.2
10.518	18.8
10.52	12
10.522	16.2
10.524	18.4
10.526	17.6
10.528	20
10.53	21.6
10.532	19.6
10.534	13.6
10.536	16.4
10.538	9.8
10.54	12.4
10.542	10.4
10.544	11.6
10.546	8.00000000000001
10.548	7.2
10.55	7.2
10.552	6.40000000000001
10.554	6.40000000000001
10.556	14.8
10.558	12
10.56	8.80000000000001
10.562	8.00000000000001
10.564	16.4
10.566	17.6
10.568	16.4
10.57	16.8
10.572	18.4
10.574	18.8
10.576	16.4
10.578	14.8
10.58	17.6
10.582	16
10.584	17
10.586	15.6
10.588	11.2
10.59	9.60000000000001
10.592	8.80000000000001
10.594	6.8
10.596	8.00000000000001
10.598	11.2
10.6	21.2
10.602	17.2
10.604	20.8
10.606	24.4
10.608	26
10.61	30.4
10.612	22.4
10.614	21.8
10.616	16.4
10.618	18
10.62	22
10.622	25.2
10.624	23.6
10.626	26.4
10.628	23.6
10.63	23
10.632	18.8
10.634	13.2
10.636	11.6
10.638	0
10.64	11.6
10.642	10.8
10.644	13.6
10.646	14.8
10.648	18
10.65	21.6
10.652	29.6
10.654	18
10.656	17.6
10.658	17.2
10.66	13.6
10.662	14
10.664	13.6
10.666	12.8
10.668	11.2
10.67	12
10.672	3.59999999999999
10.674	7.59999999999999
10.676	13.2
10.678	7.59999999999999
10.68	8.80000000000001
10.682	12
10.684	10
10.686	12.4
10.688	18
10.69	14
10.692	17.8
10.694	24.8
10.696	28
10.698	27.6
10.7	30
10.702	28.8
10.704	27.6
10.706	24
10.708	20.4
10.71	16.8
10.712	13.2
10.714	12.8
10.716	12.4
10.718	12
10.72	12.8
10.722	11
10.724	9.2
10.726	13.2
10.728	12.2
10.73	11.2
10.732	24.4
10.734	21.6
10.736	18.8
10.738	25.2
10.74	26.6
10.742	28
10.744	28
10.746	23.4
10.748	18.8
10.75	19.6
10.752	18.8
10.754	18
10.756	16.8
10.758	20.2
10.76	23.6
10.762	20
10.764	24
10.766	28
10.768	22.8
10.77	24.2
10.772	25.6
10.774	33.2
10.776	29
10.778	24.8
10.78	32.4
10.782	30.4
10.784	28.4
10.786	37.6
10.788	31.2
10.79	24.8
10.792	18.8
10.794	15
10.796	11.2
10.798	8.4
10.8	5.60000000000001
10.802	4.8
10.804	4
10.806	0
10.808	4.39999999999999
10.81	6.28
10.812	8.11999999999999
10.814	10
10.816	11.6
10.818	10.4
10.82	9.60000000000001
10.822	9.2
10.824	13.2
10.826	11.6
10.828	16.8
10.83	12
10.832	11.2
10.834	12
10.836	10.4
10.838	9.60000000000001
10.84	11.6
10.842	12
10.844	10
10.846	8.80000000000001
10.848	8.80000000000001
10.85	14
10.852	7.59999999999999
10.854	8.00000000000001
10.856	7.2
10.858	8.4
10.86	14.4
10.862	14.4
10.864	14.4
10.866	18.8
10.868	17.6
10.87	16.4
10.872	14
10.874	15.2
10.876	20.8
10.878	18
10.88	11.6
10.882	12.8
10.884	17.2
10.886	8.80000000000001
10.888	12
10.89	12.4
10.892	13.6
10.894	10.8
10.896	9.60000000000001
10.898	15.2
10.9	7.2
10.902	8.00000000000001
10.904	12
10.906	10.8
10.908	10.8
10.91	15.2
10.912	6.40000000000001
10.914	8.00000000000001
10.916	7.59999999999999
10.918	8.4
10.92	8.00000000000001
10.922	7.59999999999999
10.924	9.60000000000001
10.926	12
10.928	12.4
10.93	20.4
10.932	18.4
10.934	20
10.936	21.2
10.938	18
10.94	22
10.942	22.4
10.944	21.6
10.946	20.8
10.948	21.2
10.95	14.8
10.952	16.4
10.954	18
10.956	14.4
10.958	13.6
10.96	12.6
10.962	11.6
10.964	12.4
10.966	10
10.968	11
10.97	12
10.972	12.8
10.974	13.4
10.976	14
10.978	13.6
10.98	16
10.982	14.8
10.984	13.6
10.986	14.4
10.988	15.2
10.99	13.8
10.992	12.4
10.994	14.4
10.996	10.4
10.998	11.2
11	12
11.002	11.2
11.004	14.4
11.006	16.2
11.008	18
11.01	17.6
11.012	20.8
11.014	22.8
11.016	24.8
11.018	21.6
11.02	26.8
11.022	26.4
11.024	26
11.026	20.4
11.028	15.2
11.03	14
11.032	15.2
11.034	8.4
11.036	8.80000000000001
11.038	7.59999999999999
11.04	9.2
11.042	6.40000000000001
11.044	6
11.046	6
11.048	4.39999999999999
11.05	7.2
11.052	6
11.054	7.59999999999999
11.056	10
11.058	11.6
11.06	3.59999999999999
11.062	10.8
11.064	8.2
11.066	5.60000000000001
11.068	10
11.07	4
11.072	6.8
11.074	7.59999999999999
11.076	16
11.078	15.2
11.08	14
11.082	10
11.084	13.2
11.086	12
11.088	12.4
11.09	10.4
11.092	10.4
11.094	8.80000000000001
11.096	4.39999999999999
11.098	6
11.1	6.40000000000001
11.102	8.4
11.104	5.60000000000001
11.106	1.6
11.108	0
11.11	2.2
11.112	4.39999999999999
11.114	4.39999999999999
11.116	5.2
11.118	10
11.12	14
11.122	9.2
11.124	12.8
11.126	11.2
11.128	12.4
11.13	15.2
11.132	12
11.134	18.8
11.136	17.2
11.138	14.4
11.14	14.8
11.142	14
11.144	19.6
11.146	14
11.148	9.60000000000001
11.15	5.2
11.152	14.4
11.154	7.2
11.156	8.4
11.158	8.4
11.16	8.4
11.162	13.2
11.164	16.4
11.166	14
11.168	17.6
11.17	29.6
11.172	22.8
11.174	20.4
11.176	16.8
11.178	18
11.18	13.6
11.182	14.8
11.184	16.8
11.186	16.8
11.188	22
11.19	14.8
11.192	17.6
11.194	14
11.196	4.8
11.198	1.99999999999999
11.2	1.6
11.202	2.8
11.204	4
11.206	1.6
11.208	6.8
11.21	10.4
11.212	9.60000000000001
11.214	14.8
11.216	7.2
11.218	11.6
11.22	11.2
11.222	9.2
11.224	8.00000000000001
11.226	12.8
11.228	7.2
11.23	6
11.232	8.80000000000001
11.234	9.60000000000001
11.236	6
11.238	6.8
11.24	4
11.242	6
11.244	6.40000000000001
11.246	8.80000000000001
11.248	10.8
11.25	15.2
11.252	19.6
11.254	11.2
11.256	9.60000000000001
11.258	7.59999999999999
11.26	18.4
11.262	23.2
11.264	20
11.266	24.8
11.268	16.4
11.27	10
11.272	9.2
11.274	6
11.276	10
11.278	12.8
11.28	15.6
11.282	14
11.284	8.4
11.286	16.8
11.288	24
11.29	23.2
11.292	13.2
11.294	12.48
11.296	11.8
11.298	13.28
11.3	14.8
11.302	10
11.304	14.8
11.306	15.6
11.308	18.4
11.31	26.4
11.312	23.2
11.314	14
11.316	14.8
11.318	13.2
11.32	5.60000000000001
11.322	5.60000000000001
11.324	-2.90909090909091
11.326	3.2
11.328	8.00000000000001
11.33	7.59999999999999
11.332	4
11.334	1.99999999999999
11.336	7.2
11.338	10.4
11.34	8.4
11.342	11.2
11.344	10.8
11.346	8.4
11.348	12.8
11.35	10.8
11.352	8.80000000000001
11.354	10.8
11.356	10
11.358	11.6
11.36	10.4
11.362	15.2
11.364	10.8
11.366	13.6
11.368	9.60000000000001
11.37	7.2
11.372	9.8
11.374	12.4
11.376	13.6
11.378	9.2
11.38	23.2
11.382	31.2
11.384	18.8
11.386	13.2
11.388	17.6
11.39	13.6
11.392	8.80000000000001
11.394	19.6
11.396	16.8
11.398	14
11.4	18.8
11.402	16
11.404	16.4
11.406	10
11.408	7.2
11.41	1.99999999999999
11.412	6.40000000000001
11.414	6.40000000000001
11.416	6.40000000000001
11.418	9.2
11.42	12.8
11.422	12.4
11.424	12
11.426	16.4
11.428	16.6
11.43	16.8
11.432	16.8
11.434	20
11.436	22.2
11.438	24.4
11.44	18
11.442	19.4
11.444	20.8
11.446	12.8
11.448	14.8
11.45	16.2
11.452	17.6
11.454	20.8
11.456	13.2
11.458	14.4
11.46	15.6
11.462	2.40000000000001
11.464	6.40000000000001
11.466	10.4
11.468	16
11.47	18
11.472	13.8
11.474	9.60000000000001
11.476	6.8
11.478	11.4
11.48	16
11.482	12.4
11.484	18
11.486	16
11.488	14
11.49	16
11.492	12
11.494	8.80000000000001
11.496	5.60000000000001
11.498	8.00000000000001
11.5	11.2
11.502	14.4
11.504	16.8
11.506	10.4
11.508	11.4
11.51	12.4
11.512	13.2
11.514	11.2
11.516	9.2
11.518	9.2
11.52	22
11.522	16.6
11.524	11.2
11.526	13.6
11.528	8.80000000000001
11.53	8.4
11.532	8.00000000000001
11.534	8.4
11.536	9.60000000000001
11.538	10.8
11.54	10
11.542	16.4
11.544	16.6
11.546	16.8
11.548	12
11.55	12.8
11.552	13.6
11.554	12.4
11.556	14.8
11.558	18
11.56	21.2
11.562	24
11.564	18.4
11.566	15.8
11.568	13.2
11.57	11.2
11.572	7.59999999999999
11.574	4
11.576	5.60000000000001
11.578	4.8
11.58	7.40000000000001
11.582	10
11.584	20
11.586	23
11.588	26
11.59	15.6
11.592	11.2
11.594	12.4
11.596	13.6
11.598	20.4
11.6	17.4
11.602	14.4
11.604	14.8
11.606	15.4
11.608	16
11.61	13.2
11.612	20.8
11.614	14.4
11.616	8.00000000000001
11.618	4.8
11.62	5.39999999999999
11.622	6
11.624	7.59999999999999
11.626	20.8
11.628	19
11.63	17.2
11.632	20.8
11.634	18.6
11.636	16.4
11.638	21.2
11.64	16
11.642	15.8
11.644	15.6
11.646	26
11.648	24.4
11.65	22.8
11.652	16.4
11.654	6.8
11.656	6
11.658	5.2
11.66	9.60000000000001
11.662	10.8
11.664	6.8
11.666	10.4
11.668	14
11.67	14
11.672	12
11.674	14.8
11.676	11.8
11.678	8.80000000000001
11.68	7.59999999999999
11.682	2.8
11.684	10
11.686	8.59999999999999
11.688	7.2
11.69	4
11.692	1.6
11.694	11.6
11.696	8.59999999999999
11.698	5.60000000000001
11.7	4.39999999999999
11.702	12.4
11.704	20.4
11.706	16.8
11.708	13.2
11.71	16.4
11.712	17
11.714	17.6
11.716	16.4
11.718	15.2
11.72	26.4
11.722	11.6
11.724	14.4
11.726	15.8
11.728	19.2
11.73	16.8
11.732	15.48
11.734	14.12
11.736	12.8
11.738	4.8
11.74	9.60000000000001
11.742	6
11.744	6
11.746	10.4
11.748	6
11.75	13.6
11.752	11.2
11.754	13.2
11.756	13.6
11.758	13.6
11.76	13.2
11.762	15.2
11.764	13.48
11.766	11.72
11.768	10
11.77	12.4
11.772	12
11.774	11.6
11.776	9.2
11.778	15.2
11.78	12
11.782	15.4
11.784	14.8
11.786	15.6
11.788	16.8
11.79	22.8
11.792	18.8
11.794	19.2
11.796	22
11.798	24.8
11.8	18
11.802	17.8
11.804	17.6
11.806	15.2
11.808	16.8
11.81	18.4
11.812	20
11.814	10.8
11.816	8.80000000000001
11.818	6.8
11.82	17.6
11.822	19.2
11.824	13.8
11.826	8.4
11.828	11.2
11.83	14
11.832	16.8
11.834	19.6
11.836	8.4
11.838	6.8
11.84	10.2
11.842	13.6
11.844	17.2
11.846	15.4
11.848	13.6
11.85	16.4
11.852	10.8
11.854	14
11.856	17.2
11.858	8.80000000000001
11.86	17.2
11.862	15.8
11.864	14.4
11.866	16.4
11.868	10.8
11.87	10.4
11.872	10
11.874	13.6
11.876	12
11.878	12
11.88	12
11.882	7.59999999999999
11.884	7.8
11.886	8.00000000000001
11.888	5.2
11.89	5.2
11.892	6.8
11.894	3.2
11.896	2.8
11.898	2.40000000000001
11.9	5.60000000000001
11.902	4
11.904	6.8
11.906	11.2
11.908	13.4
11.91	15.6
11.912	10.8
11.914	12.4
11.916	9.2
11.918	13.6
11.92	12
11.922	15.2
11.924	18.4
11.926	17.6
11.928	12.8
11.93	12.4
11.932	11.2
11.934	1.19999999999999
11.936	5
11.938	8.80000000000001
11.94	3.59999999999999
11.942	4.8
11.944	1.19999999999999
11.946	9.60000000000001
11.948	9.60000000000001
11.95	12.8
11.952	16
11.954	13.2
11.956	13.2
11.958	10
11.96	8.80000000000001
11.962	6.6
11.964	4.39999999999999
11.966	4
11.968	1.99999999999999
11.97	9.2
11.972	9
11.974	8.80000000000001
11.976	8.59999999999999
11.978	8.4
11.98	18.8
11.982	12.8
11.984	12.8
11.986	15
11.988	17.2
11.99	18.2
11.992	19.2
11.994	21.2
11.996	24.8
11.998	26.8
12	22.8
12.002	22.4
12.004	19.8
12.006	17.2
12.008	16
12.01	16
12.012	19.2
12.014	14.8
12.016	14
12.018	13.2
12.02	11.6
12.022	10
12.024	12.8
12.026	18.8
12.028	21.2
12.03	23.6
12.032	18.8
12.034	22.8
12.036	18.4
12.038	10.4
12.04	16.8
12.042	17.6
12.044	18.4
12.046	16
12.048	24.4
12.05	18
12.052	16
12.054	12.8
12.056	9.60000000000001
12.058	8.00000000000001
12.06	6.40000000000001
12.062	10.8
12.064	16
12.066	20.4
12.068	24.8
12.07	20
12.072	23.2
12.074	22
12.076	11.6
12.078	17
12.08	22.4
12.082	23.2
12.084	15.6
12.086	14
12.088	18.8
12.09	18.4
12.092	21.8
12.094	25.2
12.096	27.6
12.098	25.6
12.1	15.6
12.102	13.2
12.104	12.6
12.106	12
12.108	13.2
12.11	20.4
12.112	21.6
12.114	23.6
12.116	24.6
12.118	25.6
12.12	22.4
12.122	18.8
12.124	18
12.126	17
12.128	16
12.13	16
12.132	15.2
12.134	14.8
12.136	13.6
12.138	10.8
12.14	11.6
12.142	12.4
12.144	13.4
12.146	14.4
12.148	11.2
12.15	14
12.152	16.8
12.154	18.2
12.156	19.6
12.158	18
12.16	16.4
12.162	14.4
12.164	18.4
12.166	22.4
12.168	21.8
12.17	21.2
12.172	18.8
12.174	21
12.176	23.2
12.178	20.2
12.18	17.2
12.182	6.40000000000001
12.184	7.2
12.186	8.00000000000001
12.188	12.52
12.19	17
12.192	18.48
12.194	20
12.196	18.6
12.198	17.2
12.2	16.6
12.202	16
12.204	20
12.206	18.68
12.208	17.4
12.21	16.08
12.212	14.8
12.214	8.80000000000001
12.216	8.80000000000001
12.218	8.80000000000001
12.22	9.8
12.222	10.8
12.224	11.6
12.226	12.2
12.228	12.8
12.23	14.4
12.232	16
12.234	11.6
12.236	12.6
12.238	13.6
12.24	9.8
12.242	6
12.244	12
12.246	12.2
12.248	12.4
12.25	10.8
12.252	9.2
12.254	7.59999999999999
12.256	10.8
12.258	14
12.26	18.8
12.262	18.2
12.264	17.6
12.266	20
12.268	22.4
12.27	27.6
12.272	24
12.274	20.4
12.276	21
12.278	21.6
12.28	15.6
12.282	13.4
12.284	11.2
12.286	16
12.288	11.2
12.29	6.40000000000001
12.292	8.00000000000001
12.294	9.60000000000001
12.296	9.60000000000001
12.298	9.28000000000001
12.3	9
12.302	9.60000000000001
12.304	12.4
12.306	15.2
12.308	12.8
12.31	11.6
12.312	22.4
12.314	19.2
12.316	24
12.318	19.2
12.32	26.8
12.322	22
12.324	20
12.326	26.4
12.328	17.2
12.33	24.8
12.332	17.2
12.334	22.4
12.336	14.8
12.338	3.59999999999999
12.34	9.2
12.342	10
12.344	13.2
12.346	12.4
12.348	15.6
12.35	14.8
12.352	23.2
12.354	19.2
12.356	19.2
12.358	16.8
12.36	20.8
12.362	24.4
12.364	18.4
12.366	19.6
12.368	15.2
12.37	15.2
12.372	14.8
12.374	7.2
12.376	6.8
12.378	8.00000000000001
12.38	4
12.382	6.8
12.384	9
12.386	11.2
12.388	8.00000000000001
12.39	12.4
12.392	15.6
12.394	16
12.396	16.4
12.398	14
12.4	16
12.402	11.4
12.404	6.8
12.406	10
12.408	12.8
12.41	15.6
12.412	15.8
12.414	16
12.416	16.8
12.418	23.6
12.42	10.4
12.422	11.4
12.424	12.4
12.426	9.60000000000001
12.428	12.8
12.43	11.6
12.432	10.4
12.434	16
12.436	12.8
12.438	14
12.44	15.2
12.442	10.4
12.444	10
12.446	6
12.448	6.19999999999999
12.45	6.40000000000001
12.452	9.2
12.454	16.4
12.456	14
12.458	15.2
12.46	16.4
12.462	15.2
12.464	16
12.466	16.2
12.468	16.4
12.47	22
12.472	15.2
12.474	23.2
12.476	22.4
12.478	21.6
12.48	25.2
12.482	16
12.484	9.60000000000001
12.486	10.6
12.488	11.6
12.49	12
12.492	16
12.494	12
12.496	10.8
12.498	15.6
12.5	17.4
12.502	19.2
12.504	8.80000000000001
12.506	10.4
12.508	10.4
12.51	11.6
12.512	9.60000000000001
12.514	11
12.516	12.4
12.518	11.2
12.52	10.8
12.522	10
12.524	7.2
12.526	9.60000000000001
12.528	10.6
12.53	11.6
12.532	11.6
12.534	14.8
12.536	14.8
12.538	14.8
12.54	15.2
12.542	15
12.544	14.8
12.546	13.6
12.548	6.8
12.55	10.4
12.552	9.60000000000001
12.554	10.4
12.556	13
