it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	
10000	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.4680930005731069	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	0.486070293921816	1.2363445016501597	1.2363445016501597	0.23679654552763368	0.23679654552763368	0.23679654552763368	0.23679654552763368	0.23679654552763368	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	0.46821291390785347	-0.7682515010770529	-0.7682515010770529	0.2312964550454732	0.2312964550454732	0.2312964550454732	0.2312964550454732	0.2312964550454732	-0.00011991333474659083	-0.00011991333474659083	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253	0.01785738001396253
11000	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	0.4656273519811525	1.838732754370709	1.838732754370709	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.19541683285014338	0.6966554803853781	0.6966554803853781	0.6966554803853781	0.6966554803853781	0.6966554803853781	0.6966554803853781	0.6966554803853781	0.6966554803853781	-1.3731054023895566	-1.3731054023895566	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	0.27021051913100913	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554	-0.23102812840422554
12000	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	0.49592628952065704	1.3160204539324423	1.3160204539324423	1.3160204539324423	1.3160204539324423	1.3160204539324423	1.3160204539324423	1.3160204539324423	1.2672052631947284	1.2672052631947284	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.27189380250841055	0.8877470341275755	0.8877470341275755	0.8877470341275755	0.8877470341275755	0.8877470341275755	0.8877470341275755	0.8877470341275755	0.8877470341275755	-0.7712789736740713	-0.7712789736740713	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	0.22403248701224648	-0.39182074460691846	0.4282734198048668	0.4282734198048668	0.4282734198048668	0.4282734198048668	0.4282734198048668	0.4282734198048668	0.4282734198048668
13000	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	0.4676684699692024	1.5742769730016954	1.5742769730016954	1.5742769730016954	1.5742769730016954	1.5742769730016954	1.5742769730016954	1.5742769730016954	1.494390569332541	1.494390569332541	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	0.16051180676194018	1.5782371686504042	1.5782371686504042	1.5782371686504042	1.5782371686504042	1.5782371686504042	1.5782371686504042	1.5782371686504042	0.5518611111378983	0.5518611111378983	-1.0267220993633386	-1.0267220993633386	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	0.3071566632072622	-1.1105686986812018	-1.1105686986812018	-0.003960195648708753	-0.003960195648708753	-0.003960195648708753	-0.003960195648708753	-0.003960195648708753	1.0224158618637973	1.0224158618637973
14000	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	0.473748241681479	1.1400078964411227	1.1400078964411227	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	0.17143956236797647	1.8929678455106287	1.8929678455106287	1.8929678455106287	1.8929678455106287	1.8929678455106287	1.8929678455106287	1.8929678455106287	1.8929678455106287	-0.6662596547596437	-0.6662596547596437	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	0.3023086793135025	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498	-1.4192196038291498
15000	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	0.43080146454544344	1.3636305146495808	1.3636305146495808	1.3636305146495808	1.3636305146495808	1.3636305146495808	1.3636305146495808	1.2314905282737452	1.2314905282737452	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.14618167486869948	0.8470594954171204	0.8470594954171204	0.8470594954171204	0.8470594954171204	0.8470594954171204	0.8470594954171204	0.8470594954171204	-0.8006890637283017	-0.8006890637283017	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	0.28461978967674395	-0.416258030871677	0.5165710192324604	0.5165710192324604	0.5165710192324604	0.5165710192324604	0.5165710192324604	0.5165710192324604
16000	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	0.613642319324892	2.9939250555391785	2.9939250555391785	2.9939250555391785	1.4130413124912398	1.4130413124912398	0.16285201533346397	0.16285201533346397	0.16285201533346397	0.16285201533346397	0.16285201533346397	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.08165905208304362	0.7788285112325428	0.7788285112325428	1.1337829835926345	1.1337829835926345	1.1337829835926345	1.1337829835926345	1.1337829835926345	-0.7993989931663478	-0.7993989931663478	0.45079030399142805	0.45079030399142805	0.45079030399142805	0.45079030399142805	0.45079030399142805	0.5319832672418484	0.5319832672418484	0.5319832672418484	0.5319832672418484	0.5319832672418484	0.5319832672418484	0.5319832672418484	0.5319832672418484	-0.16518619190765083	-0.16518619190765083	-0.5201406642677425	-0.5201406642677425	1.860142071946544	1.860142071946544	1.860142071946544
17000	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	0.4927840885577735	2.3284029021539565	2.3284029021539565	2.3284029021539565	2.3284029021539565	2.3284029021539565	2.3284029021539565	0.9724794815351743	0.9724794815351743	0.18802548892383905	0.18802548892383905	0.18802548892383905	0.18802548892383905	0.18802548892383905	0.18802548892383905	0.06231567057415903	0.06231567057415903	0.06231567057415903	0.06231567057415903	0.06231567057415903	0.06231567057415903	1.7015409890566262	1.7015409890566262	1.7015409890566262	1.7015409890566262	1.7015409890566262	1.7015409890566262	1.7015409890566262	1.7015409890566262	-0.47969539297740077	-0.47969539297740077	0.3047585996339345	0.3047585996339345	0.3047585996339345	0.3047585996339345	0.3047585996339345	0.3047585996339345	0.43046841798361446	0.43046841798361446	0.43046841798361446	0.43046841798361446	0.43046841798361446	0.43046841798361446	-1.2087569004988528	-1.2087569004988528	0.6268619130973303	0.6268619130973303	0.6268619130973303	0.6268619130973303	0.6268619130973303	0.6268619130973303
18000	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	0.4413966594185052	2.270264678652284	2.270264678652284	2.270264678652284	2.270264678652284	1.0115135495071044	1.0115135495071044	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	0.10271528789407369	1.6155490305448743	1.6155490305448743	1.6155490305448743	1.6155490305448743	1.6155490305448743	1.6155490305448743	-0.5701168900885991	-0.5701168900885991	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	0.3386813715244315	-1.174152371126369	-1.174152371126369	0.6547156481074099	0.6547156481074099	0.6547156481074099	0.6547156481074099
19000	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	0.4165040929519012	1.5196689216111892	1.5196689216111892	1.5196689216111892	1.5196689216111892	1.5196689216111892	0.833335211855514	0.833335211855514	0.833335211855514	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.1414825354253003	0.34638221051905416	0.34638221051905416	0.34638221051905416	0.34638221051905416	0.34638221051905416	0.34638221051905416	1.3436929284750077	1.3436929284750077	1.3436929284750077	1.3436929284750077	-0.41683111890361274	-0.41683111890361274	-0.41683111890361274	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.27502155752660096	0.07012188243284706	0.07012188243284706	0.07012188243284706	0.07012188243284706	0.07012188243284706	1.173286711092135	0.1759759931361815	0.1759759931361815	0.1759759931361815	0.1759759931361815
20000	0.38517726900945143	0.38517726900945143	0.38517726900945143	0.38517726900945143	0.6002169051786133	0.6002169051786133	0.6002169051786133	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.5525117969731947	0.8151571839887071	0.8151571839887071	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	0.1279203846537765	1.0778693242175084	1.0778693242175084	1.0778693242175084	1.0778693242175084	-0.42997991497925564	-0.42997991497925564	0.25725688435567495	0.25725688435567495	0.4722965205248367	0.4722965205248367	0.4722965205248367	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	0.4245914123194182	-0.5253575272443136	-0.5253575272443136	-0.5253575272443136	-0.5253575272443136
21000	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.5311532141994739	0.8562745595298875	0.8562745595298875	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.14740940425052934	0.22537144472353576	0.22537144472353576	0.22537144472353576	0.22537144472353576	0.22537144472353576	0.22537144472353576	2.1578087950611122	2.1578087950611122	-0.3251213453304136	-0.3251213453304136	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.3837438099489446	0.30578176947593816	0.30578176947593816	0.30578176947593816	0.30578176947593816	0.30578176947593816	0.30578176947593816	-1.6266555808616383	-1.6266555808616383
