Species	Status	min_age	max_age
Actinoconchus_lamellosus	extinct	342.8	336
Actinoconchus_lamellosus	extinct	353.8	342.8
Actinoconchus_paradoxus	extinct	345.3	326.4
Amphiclina_amoena	extinct	221.5	215.56
Amphiclina_intermedia	extinct	215.56	212
Amphiclina_intermedia	extinct	221.5	201.6
Amphiclina_intermedia	extinct	221.5	201.6
Amphiclina_intermedia	extinct	221.5	205.6
Amphiclina_intermedia	extinct	221.5	205.6
Amphiclina_intermedia	extinct	221.5	205.6
Amphiclina_intermedia	extinct	221.5	205.6
Amphiclina_intermedia	extinct	221.5	205.6
Amphiclina_intermedia	extinct	221.5	215.56
Amphiclina_liasina	extinct	189.6	183
Anathyris_ferronensis	extinct	402.5	391.9
Anathyris_inconsueta	extinct	409.1	391.9
Anathyris_inflata	extinct	402.5	391.9
Anathyris_inflata	extinct	402.5	391.9
Anathyris_inflata	extinct	402.5	391.9
Anathyris_llanerensis	extinct	402.5	391.9
Anathyris_llanerensis	extinct	402.5	391.9
Anathyris_llanerensis	extinct	402.5	391.9
Anathyris_parva	extinct	402.5	391.9
Anathyris_parva	extinct	402.5	391.9
Anathyris_parva	extinct	409.1	391.9
Anathyris_phalaena	extinct	402.5	383.7
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
Anathyris_phalaena	extinct	402.5	391.9
