Species	Status	min_age	max_age
Athyris_kaihikuana	extinct	235	221.5
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_kaihikuana	extinct	242	235
Athyris_lamina	extinct	326.4	306.95
Athyris_lamina	extinct	326.4	306.95
Athyris_lamina	extinct	326.4	306.95
Athyris_lamina	extinct	336	326.4
Athyris_undata	extinct	416	412.3
Bajtugania_boguchanica	extinct	265	259
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Bajtugania_boguchanica	extinct	268	265
Clavigera_bisulcata	extinct	205.6	201.6
Clavigera_bisulcata	extinct	205.6	201.6
Clavigera_bisulcata	extinct	205.6	201.6
Clavigera_cuneiformis	extinct	201.6	189.6
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_accoliformis	extinct	254	252.3
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_acutomarginalis	extinct	268	265
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_ailakensis	extinct	295	290.1
Cleiothyridina_anabathra	extinct	265	259
Cleiothyridina_anabathra	extinct	272.5	265
Cleiothyridina_anabathra	extinct	272.5	265
Cleiothyridina_australis	extinct	336	326.4
Cleiothyridina_australis	extinct	336	326.4
Cleiothyridina_bajkurica	extinct	268	265
Cleiothyridina_capillata	extinct	254	252.3
Cleiothyridina_capillata	extinct	259	254
Cleiothyridina_capillata	extinct	259	254
Cleiothyridina_deroissyi	extinct	254	252.3
Cleiothyridina_deroissyi	extinct	254	252.3
Cleiothyridina_deroissyi	extinct	254	252.3
Cleiothyridina_deroissyi	extinct	259	252.3
Cleiothyridina_deroissyi	extinct	259	254
Cleiothyridina_echidniformis	extinct	254	252.3
Cleiothyridina_echidniformis	extinct	254	252.3
Cleiothyridina_echidniformis	extinct	254	252.3
Cleiothyridina_globulina	extinct	295	290.1
Cleiothyridina_macleayana	extinct	279.5	272.5
Cleiothyridina_macleayana	extinct	295	290.1
Cleiothyridina_macleayana	extinct	295	290.1
Cleiothyridina_macleayana	extinct	295	290.1
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_nikolaevi	extinct	268	265
Cleiothyridina_ovalis	extinct	254	252.3
Cleiothyridina_ovalis	extinct	254	252.3
Cleiothyridina_ovalis	extinct	254	252.3
Cleiothyridina_ovalis	extinct	290.1	279.5
Cleiothyridina_ovalis	extinct	290.1	279.5
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_ovalis	extinct	295	290.1
Cleiothyridina_pectinifera	extinct	265	259
Cleiothyridina_penta	extinct	259	254
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_pijaensis	extinct	254	252.3
Cleiothyridina_segmentata	extinct	336	326.4
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_semiconcava	extinct	268	265
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	254	252.3
Cleiothyridina_subexpansa	extinct	259	254
Cleiothyridina_subexpansa	extinct	259	254
Cleiothyridina_subexpansa	extinct	259	254
Cleiothyridina_subexpansa	extinct	265	259
Cleiothyridina_warchensis	extinct	268	265
Cleiothyridina_wiragullensis	extinct	336	326.4
Cleiothyridina_wiragullensis	extinct	336	326.4
Coelospira_dominans	extinct	416	412.3
Coelospira_extensa	extinct	418.7	391.9
Coelospira_extensa	extinct	418.7	416
Coelospira_extensa	extinct	418.7	416
Collarothyris_canaliculata	extinct	418.7	416
Composita_magnicarina	extinct	318.1	306.95
Composita_magnicarina	extinct	326.4	306.95
Composita_magnicarina	extinct	345.3	314.6
Composita_subquadrata	extinct	345.3	326.4
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_bohemica	extinct	418.7	416
Dayia_minor	extinct	418.7	416
Dayia_minor	extinct	418.7	416
Dayia_minor	extinct	421.3	418.7
Dayia_minor	extinct	422.9	421.3
Dayia_navicula	extinct	421.3	418.7
Dayia_navicula	extinct	422.9	416
Gruntea_grunti	extinct	254	252.3
Gruntea_grunti	extinct	254	252.3
Gruntea_grunti	extinct	254	252.3
Gruntea_grunti	extinct	254	252.3
Gruntea_grunti	extinct	254	252.3
Gruntea_grunti	extinct	259	254
Gruntea_grunti	extinct	259	254
Gruntea_grunti	extinct	259	254
Gruntea_grunti	extinct	259	254
Himathyris_gerardi	extinct	259	254
Himathyris_gerardi	extinct	259	254
Himathyris_gerardi	extinct	259	254
Himathyris_gerardi	extinct	259	254
Hustedia_grandicosta	extinct	268	265
Hustedia_grandicosta	extinct	268	265
Hustedia_grandicosta	extinct	268	265
Hustedia_grandicosta	extinct	268	265
Hustedia_indica	extinct	259	254
Hustedia_indica	extinct	268	265
Hustedia_indica	extinct	268	265
Hustedia_indica	extinct	268	265
Hustedia_indica	extinct	268	265
Hustedia_indica	extinct	268	265
Hustedia_indica	extinct	268	265
Hustedia_remota	extinct	295	290.1
Hustedia_sulcata	extinct	268	265
Hustedia_sulcata	extinct	268	265
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	421.3	418.7
Jarovathyris_canaliculata	extinct	426.2	422.9
Kozlenia_kozlensis	extinct	426.2	422.9
Kozlenia_kozlensis	extinct	426.2	422.9
Kozlenia_minikozlensis	extinct	421.3	418.7
Kozlenia_minikozlensis	extinct	421.3	418.7
Kozlenia_minikozlensis	extinct	426.2	422.9
Kozlenia_pirola	extinct	426.2	422.9
Liocoelia_proxima	extinct	421.3	418.7
Liocoelia_proxima	extinct	428.2	426.2
Mayangella_mayangensis	extinct	259	254
Mayangella_mayangensis	extinct	259	254
Mayangella_mayangensis	extinct	259	254
Merista_pirola	extinct	426.2	422.9
Merista_pirola	extinct	426.2	422.9
Meristella_precordillerana	extinct	416	412.3
Meristella_renaudae	extinct	416	412.3
Meristella_tumida	extinct	418.7	391.9
Meristella_wheeleri	extinct	409.1	388.1
Meristelloides_riskowskii	extinct	391.9	388.1
Meristelloides_riskowskii	extinct	409.1	388.1
Meristelloides_riskowskii	extinct	409.1	388.1
Meristelloides_riskowskii	extinct	409.1	388.1
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristelloides_riskowskii	extinct	409.1	391.9
Meristina_mora	extinct	422.9	421.3
Meristina_mora	extinct	422.9	421.3
Meristina_mora	extinct	426.2	422.9
Meristina_vesna	extinct	426.2	422.9
Meristina_vesna	extinct	426.2	422.9
Meristina_vesna	extinct	428.2	426.2
Navispira_pusilla	extinct	421.3	418.7
Navispira_pusilla	extinct	421.3	418.7
Navispira_pusilla	extinct	426.2	422.9
Nucleospira_bubovica	extinct	418.7	416
Nucleospira_bubovica	extinct	418.7	416
Nucleospira_bubovica	extinct	418.7	416
Nucleospira_concinna	extinct	409.1	388.1
Nucleospira_concinna	extinct	409.1	388.1
Nucleospira_lentilca	extinct	426.2	422.9
Nucleospira_lentilca	extinct	426.2	422.9
Ochotathyris_ochotica	extinct	215.56	212
Ochotathyris_ochotica	extinct	221.5	205.6
Ochotathyris_ochotica	extinct	221.5	205.6
Ochotathyris_ochotica	extinct	221.5	205.6
Ochotathyris_ochotica	extinct	221.5	205.6
Ochotathyris_ochotica	extinct	221.5	205.6
Ochotathyris_ochotica	extinct	221.5	205.6
Oxycolpella_wreyi	extinct	205.6	201.6
