it	posterior	prior	PP_lik	BD_lik	q_rate	alpha	k_birth	k_death	root_age	death_age	tot_length	Canis_adustus_TS	Canis_anthus_TS	Canis_apolloniensis_TS	Canis_armbrusteri_TS	Canis_aureus_TS	Canis_cedazoensis_TS	Canis_dirus_TS	Canis_edwardii_TS	Canis_familiaris_TS	Canis_ferox_TS	Canis_latrans_TS	Canis_lepophagus_TS	Canis_lupus_TS	Canis_mesomelas_TS	Canis_proplatensis_TS	Canis_rufus_TS	Canis_thooides_TS	Pseudalopex_gymnocercus_TS	Canis_adustus_TE	Canis_anthus_TE	Canis_apolloniensis_TE	Canis_armbrusteri_TE	Canis_aureus_TE	Canis_cedazoensis_TE	Canis_dirus_TE	Canis_edwardii_TE	Canis_familiaris_TE	Canis_ferox_TE	Canis_latrans_TE	Canis_lepophagus_TE	Canis_lupus_TE	Canis_mesomelas_TE	Canis_proplatensis_TE	Canis_rufus_TE	Canis_thooides_TE	Pseudalopex_gymnocercus_TE
21000	-522.99656213401806	-16.302291916695445	-437.17264091855162	-69.521629298770961	9.9686744647975658	0.55613068780053665	1	1	10.369220638486546	0.0	64.938137124078068	3.1933626235534844	3.2804179227917341	1.9604832348015355	2.3836039693705109	3.4444588830715341	1.2939944339443565	1.7718556551324056	9.9651726361065425	2.5095387833648388	10.369220638486546	4.8547301517386758	8.3965558409811969	3.1329911206464094	4.825547616926781	1.4747085956054864	4.9077842339338167	2.9078811449125941	2.2148614057645997	0.0	0.0	1.5783837942619456	0.0014893072279858772	0.0	1.2868203988407911	0.00014287090776202854	0.10617830912040055	0.0	0.63478194487936501	0.0	0.040304870307403873	0.0	0.0	1.4103129985980996	0.0	2.890617272911232	0.0
22000	-531.10143132242229	-21.234464163688219	-441.0900272972678	-68.776939861466246	10.793985352548432	0.4986656282548293	1	2	11.71522464921858	0.0	66.878052167311466	3.4682217613192226	2.5789858824404099	1.8830435831922583	2.2935729773650189	3.6775570330365022	1.2983512344679937	1.7919410183164994	10.615491061750742	2.4952604718072005	11.71522464921858	4.9409968721438187	8.942673466132522	3.2530421763918258	4.8313325403846443	1.4720584408292283	4.9470156478328722	2.9157958011475777	1.3965984243328409	0.0	0.0	1.8426032756148933	0.0014893072279858772	0.0	1.2868203988407911	0.00014287090776202854	0.028566149914471317	0.0	0.18883468435663575	0.0	0.028677694731586365	0.0	0.0	1.4208818856311989	0.0	2.8410946075729679	0.0
23000	-519.32818988882354	-17.267364363811968	-432.7533777812319	-69.307447743779676	10.746775920744147	1.0851381182172444	1	1	11.038416925592294	0.0	64.315397286354383	3.3750510765416974	2.6580059572091312	1.9026131260024532	2.5291122339193408	3.2445008575243799	1.3144217628785004	1.8207103798577706	9.9624486059734636	2.5236366138057735	11.038416925592294	4.8540958187936072	8.1227137287514619	3.1547759552126551	4.8917183342353443	1.5036300050974414	5.2089060840207484	2.9369740372850131	1.218413246495309	0.0	0.0	1.7597939320362723	0.0014893072279858772	0.0	1.2557237754637089	0.0010346249036355427	0.013344854302355935	0.0	0.59532806834205076	0.0	0.044654941274891488	0.0	0.0	1.4081448273456609	0.0	2.8652331319454323	0.0
24000	-530.27558135889024	-19.670481925130158	-439.24742276794501	-71.357676665815063	10.65223919106128	1.0249852814390044	2	1	11.123395028044596	0.0	66.086742696993269	4.2655025595260954	2.9821931714681096	1.9002838755317137	2.4307886386612192	3.2942734826477986	1.3195641161203122	1.8207103798577706	9.9493205460291207	2.5395740074734849	11.123395028044596	4.852776162836383	8.2319399866849778	3.1204508990135005	4.8394070648649601	1.5166635728759781	4.4494870613546267	3.0768802056946223	1.5111147292870604	0.0	0.0	1.7492803781494795	0.00081365946435079869	0.0	1.2557237754637089	0.0010346249036355427	0.013344854302355935	0.0	0.2594265048503992	0.0	0.011349862295074731	0.0	0.0	1.1522536751142534	0.0	2.6943554564357988	0.0
25000	-524.69827381774553	-16.599620226576441	-438.77456738910166	-69.324086202067406	10.040471182494368	0.83108494856723791	1	1	11.08569529423402	0.0	65.452913276428731	3.1943757593551561	2.6314329834147752	1.9117554576625477	2.4545082928381587	3.5473441407088862	1.3591088457723459	1.7964482722275896	9.931236845390373	2.5621849802841328	11.08569529423402	4.8436893485179002	8.2175941766829013	3.1304690868805469	5.1547641635421853	1.6580786068879041	4.6571372830876259	2.9767716160548412	1.4365709820818813	0.0	0.0	1.7919866629698342	0.0037079227053211372	0.0	1.2331303992621054	0.0010346249036355427	0.030204494058329978	0.0	0.054703582579655463	0.0	0.0050130198224188904	0.0	0.0	1.2918402177360422	0.0	2.6846319351576895	0.0
26000	-525.30732400895261	-16.108282939796798	-439.66178906562175	-69.537252003534036	9.4495524744863353	0.61749019328526888	1	1	12.650595823490956	0.0	66.355818684957555	3.195697573613848	2.7562329767825964	1.9513189402482281	2.4302097866381507	3.3667587963029231	1.3222559754706587	1.819217368175748	10.442194177751245	2.5158462642292481	12.650595823490956	4.8924081677059892	8.7193661714679429	3.1255856608386123	4.8019831557437209	1.5934533528297179	4.3671670440638328	2.9193782568049191	1.3429230806521111	0.0	0.0	1.7878971805876818	0.0037079227053211372	0.0	1.2572005363173542	0.0010346249036355427	0.0031105245342740173	0.0	0.66894124535411836	0.0	0.0062927056692509697	0.0	0.0	1.3370972178331884	0.0	2.791491929948084	0.0
27000	-516.40581558713154	-17.612059009444248	-430.45137076876011	-68.342385808927133	10.950073500808866	0.74175414692948782	1	1	12.572103284029852	0.0	66.015778963396897	3.4105246834003156	2.6285588736172905	1.930555636053005	2.5311977142955011	3.2977150231695611	1.3296101657729349	1.825303594635175	10.033248360957764	2.4365874325683867	12.572103284029852	4.8411589822458421	8.2305785305511261	3.1562617341584032	4.8925937968795319	1.474641604713435	4.762938658301378	2.9679562710335725	1.1086819113399129	0.0	0.0	1.8175822902841603	0.0037079227053211372	0.0	1.2798354991895566	0.0010346249036355427	0.025206052407389767	0.0	0.13771015277607845	0.0	0.0062410703380561539	0.0	0.0	1.4066505017556075	0.0	2.7364691799662886	0.0
28000	-530.41969371711673	-17.208066835799489	-444.29429098813102	-68.917335893186191	10.692312201972207	1.0413147651584336	1	1	11.445018518779037	0.0	66.999796975709529	3.8865649257271269	3.6482342314009371	1.8872391454186483	2.3775487846431087	3.3011072902191261	1.4257899147870552	1.8971294918041701	10.19802623765529	2.9539678841817079	11.445018518779037	4.8752410289046191	8.0429086555084854	3.1684525904837084	4.9268026487947392	1.4495424737061708	4.6689793571538996	3.0697774116240186	1.2872524974644346	0.0	0.0	1.8075462871904258	0.0031864084697276716	0.0	1.2242659588738869	0.0010346249036355427	0.019529227322946874	0.0	0.18693136024532331	0.0	0.032791080385277158	0.0	0.0	1.4291088542549699	0.0	2.8053923109005812	0.0
29000	-524.19514729528157	-18.142728217777467	-436.83076620610541	-69.221652871398646	11.507406112084402	1.0873621238153244	1	1	10.95918893804	0.0	64.660089707400232	3.3040327881762614	2.5833971010971366	1.9074466382596658	2.474031845574618	3.5236694374175919	1.3589286661985458	1.7993408566267179	10.275823677456493	2.5498705829334005	10.95918893804	4.8333347913329758	8.1530948281139928	3.1441580672586094	4.8688208211280743	1.5181700976337158	4.3214588362059425	2.9696316538788672	1.6036163629722435	0.0	0.0	1.7402023265080815	0.0031864084697276716	0.0	1.1542502405920869	0.0010346249036355427	0.063677876443546555	0.0	0.26787335677379964	0.0	0.0093282156471643229	0.0	0.0	1.3882747049169972	0.0	2.8600985286495777	0.0
30000	-527.65895360220748	-18.596614257515565	-440.32578182219208	-68.736557522499879	12.111211177580204	1.0009393477286666	1	1	10.51219123308038	0.0	64.988929951184005	3.4008707471643662	2.6751033539576303	1.9016696220796336	2.8662175356957098	4.0705684216471392	1.3023235231791561	1.7942591464274416	10.51219123308038	2.5711167909243597	10.443184367761534	4.8382897078374301	8.2156419453177989	3.1632473236141676	4.7929038011587002	1.5597191685534071	4.8147380018146659	2.9178315863290845	1.2945798840282359	0.0	0.0	1.8022990724313588	0.0099985240383092255	0.0	1.2830453178153716	0.0010346249036355427	0.0026771446979113045	0.0	0.79053487437428072	0.0	0.03993901256881241	0.0	0.0	1.3271545762161856	0.0	2.8888430623409729	0.0
31000	-521.90743731221244	-17.42042039414283	-435.40554109496537	-69.081475823104199	10.739414352135386	0.91359496204053459	1	1	13.118544679509224	0.0	66.876463332232589	3.7689988534529877	3.0341170777868425	1.9187390181092496	2.4590343317151451	3.2447670818737109	1.3023235231791561	1.8852597250614678	9.8094195136686242	2.400356826723657	13.118544679509224	4.8382897078374301	8.3732011899003211	3.1280295363371966	4.8571997532811526	1.6422235003318435	4.3301432869484611	2.9178315863290845	1.4575267115754647	0.0	0.0	1.8289412619141285	0.0053660883851717762	0.0	1.2830453178153716	0.0010346249036355427	0.0026771446979113045	0.0	0.36776904339278416	0.0	0.032799858120147712	0.0	0.0	1.2073923312397703	0.0	2.8805169009195186	0.0
32000	-518.24794060147372	-16.974294435709332	-431.86590230490162	-69.407743860862809	10.336186050683866	0.82438693515977202	1	1	13.226750423246148	0.0	67.314767273114001	3.5541694107466331	2.9496948300025303	1.9122010209608504	2.73758447510721	3.3903378571961689	1.3565941883558152	1.8148774597362838	9.9954964507554198	2.4543343487641254	13.226750423246148	4.9397931454483848	8.1981818023376167	3.132283314886485	4.8038201873972	1.4574308577082538	5.1459655497775367	2.9178315863290845	1.0579015538797067	0.0	0.0	1.8487713947927928	0.0016238856582016532	0.0	1.2407813317709118	0.0010346249036355427	0.032135430910665896	0.0	0.2695482845694569	0.0	0.039416887759103875	0.0	0.0	1.4212718884707389	0.0	2.8758974606859473	0.0
33000	-526.59318301844132	-19.05894969855169	-438.57078052993165	-68.963452789957955	10.01198105231717	0.72338454752768155	2	1	12.922979978918814	0.0	66.33216597267274	3.1780291798364972	2.6981008214320363	2.124878103167668	2.4754113414519843	3.3557269958530211	1.391341234855644	1.7943932100943627	9.9282533679191012	2.5282914718013361	12.922979978918814	4.9102202385751843	8.2318525213615832	3.1200832187381544	4.947964937925736	1.476950325180896	4.7148371632733292	2.9658619348644466	1.1286369496771012	0.0	0.0	1.581563966146466	0.0016238856582016532	0.0	1.2690016783093117	0.0010346249036355427	0.015238344530058512	0.0	0.37584716162571563	0.0	0.051451878121772696	0.0	0.0	1.3800302536613978	0.0	2.8858552292976034	0.0
