it	posterior	prior	PP_lik	BD_lik	q_rate	alpha	k_birth	k_death	root_age	death_age	tot_length	Canis_adustus_TS	Canis_anthus_TS	Canis_apolloniensis_TS	Canis_armbrusteri_TS	Canis_aureus_TS	Canis_cedazoensis_TS	Canis_dirus_TS	Canis_edwardii_TS	Canis_familiaris_TS	Canis_ferox_TS	Canis_latrans_TS	Canis_lepophagus_TS	Canis_lupus_TS	Canis_mesomelas_TS	Canis_proplatensis_TS	Canis_rufus_TS	Canis_thooides_TS	Pseudalopex_gymnocercus_TS	Canis_adustus_TE	Canis_anthus_TE	Canis_apolloniensis_TE	Canis_armbrusteri_TE	Canis_aureus_TE	Canis_cedazoensis_TE	Canis_dirus_TE	Canis_edwardii_TE	Canis_familiaris_TE	Canis_ferox_TE	Canis_latrans_TE	Canis_lepophagus_TE	Canis_lupus_TE	Canis_mesomelas_TE	Canis_proplatensis_TE	Canis_rufus_TE	Canis_thooides_TE	Pseudalopex_gymnocercus_TE
34000	-526.34893243867509	-18.781028637766806	-438.1731338003799	-69.39477000052841	9.5176320258054421	0.72306093075615119	2	1	12.325748570176994	0.0	67.054365520728894	3.7004202293455264	2.4739391277702105	1.9530821289258991	2.3129509836222004	3.4977395036843051	1.3239356554222694	1.8146435583216589	9.9505140267418035	2.5337676054323621	12.325748570176994	4.9679539911864667	8.7011198325842223	3.1453108274451926	5.0697602956086598	1.4648568997394948	5.1693499794317788	2.9034161981002962	1.2079178601256015	0.0	0.0	1.7793876090965943	0.0016238856582016532	0.0	1.2179875373842535	0.0010346249036355427	0.02885143470556345	0.0	0.098458859018058065	0.0	0.039279316189744951	0.0	0.0	1.4007109347788584	0.0	2.8947275512011421	0.0
35000	-519.59612996749684	-17.020034249142576	-433.45187122059366	-69.124224497760622	10.45412692697909	0.74654404818857223	1	1	11.378028244513304	0.0	64.288219037839085	3.1875152054609139	2.9132918270804269	1.9006531362522261	2.6077450748230802	3.5934672752050565	1.4218357709028902	1.8217503422753121	9.8157007190815957	2.4023923717626032	11.378028244513304	4.8671732434793435	8.2274898252940787	3.1312345957989387	4.8630308613498494	1.5276821322966185	4.6284950260745088	2.9043155658701534	1.2245079118293765	0.0	0.0	1.8343203130511196	0.0016238856582016532	0.0	1.2436667811320279	0.0010346249036355427	0.02885143470556345	0.0	0.74821843429162094	0.0	0.025071925945578749	0.0	0.0	1.3851353573634586	0.0	2.8601673344599843	0.0
36000	-523.7443627351422	-18.15603703139012	-434.6175034503118	-70.970822253440247	11.380296272419935	0.89721336351334724	1	1	12.564502256731119	0.0	67.757001780559165	4.1265621101965797	3.256498482597121	1.8895855575920542	2.6216259977950256	3.270205827697811	1.3963168850813907	1.7748227481166572	10.002119966540473	2.4261316898989413	12.564502256731119	4.8355619540449437	8.406107845736031	3.1477921552111576	4.7938459085890726	1.4834739391213891	4.9657814483762301	2.9357996587219932	1.574863260134364	0.0	0.0	1.7784741852274113	0.0016238856582016532	0.0	1.161654321269481	4.0235533103255561e-05	0.037176964315118466	0.0	0.46111921428732972	0.0	0.0093286481849743641	0.0	0.0	1.4050111226875781	0.0	2.8601673344599843	0.0
37000	-531.95275322456189	-16.164968393074865	-443.5972758455797	-72.190508985907286	9.5827488319551666	0.81987732252313472	1	1	13.140848133282269	0.0	68.749064960185279	4.5410589339721721	2.8097992232217406	1.9583625650607575	2.3698253110664531	3.6224066139045545	1.3043485079168005	1.7926382817935065	10.254730907137851	2.549433327895573	13.140848133282269	4.8449177899484726	8.4489884834449978	3.1303218881782917	4.7968721971112167	1.6518592647716934	4.3263276090259186	3.0204819522580744	1.3106634719142851	0.0	0.0	1.5948478469809317	0.013285953456581514	0.0	1.2867766955706967	4.0235533103255561e-05	0.062371177245286569	0.0	0.060022443706566286	0.0	0.00017751717196465289	0.0	0.0	1.2390659589399764	0.0	2.8682316731142352	0.0
38000	-529.9060421001459	-19.729316358423151	-438.41875760016381	-71.757968141558877	10.651611761894802	0.90271054404268969	2	1	11.760354865217879	0.0	67.324111548915113	3.3046391053512147	3.1697114339447383	1.9180356615195162	2.2725178122364289	3.4496522358467612	1.3583567925229882	1.9029778100694461	9.8439664881737183	2.4756131944582664	11.760354865217879	4.8735677799323742	8.0653778699896943	3.1654002357218367	4.811119675608003	1.4690305708186515	6.5441484710589819	2.9239166969077344	1.3665004544836385	0.0	0.0	1.7567789773579858	0.0062373026121667358	0.0	1.1648071123991028	4.0235533103255561e-05	0.0082564194742582031	0.0	0.15441925932369727	0.0	0.014537563551347693	0.0	0.0	1.3804761046325877	0.0	2.865222630062509	0.0
39000	-528.17204002925564	-16.625621273667548	-441.20297950026799	-70.343439255320106	10.123154882855021	0.74084584209627991	1	1	10.596792248970239	0.0	67.601971631011736	4.799599247938735	4.0959941603927792	2.0194871870636968	2.5583836224275238	3.3069421540550406	1.33875347317439	1.8026381405514427	9.9232400365571483	2.4709517279955313	10.596792248970239	4.8324801975603737	8.5643198909216114	3.1731631430572458	4.8690948822278166	1.5175818401954433	5.3481389301855842	2.9239166969077344	1.4919953567312438	0.0	0.0	1.6712076075708575	0.0062373026121667358	0.0	1.2278850569228532	4.0235533103255561e-05	0.033319136749124845	0.0	0.77831938365623776	0.0	0.041308701118140514	0.0	0.0	1.4079612516768403	0.0	2.865222630062509	0.0
40000	-530.35188984259241	-16.410197332875565	-442.39262176199753	-71.549070747719327	9.8987625491582296	0.71535553473771829	1	1	11.656478036008343	0.0	70.666920743425777	5.8499686739022971	4.6620116950577692	1.9033064787692453	2.3318034269619554	3.5291290551913779	1.3407419179383941	1.8079088385301267	10.051117876487552	2.5104512409018125	11.656478036008343	4.8429400447749487	8.0422988571306071	3.1714985442887755	5.0088373633391265	1.4880883428526828	5.3023695353984879	2.9298840105533475	2.0236959355289228	0.0	0.0	1.8517770000680276	0.0062373026121667358	0.0	1.2455510967759009	4.0235533103255561e-05	0.057195464023669762	0.0	0.43833456438550722	0.0	0.0040839699974740962	0.0	0.0	1.3082949404752078	0.0	2.8740945563189326	0.0
41000	-531.04302380248248	-17.085207186022558	-443.29967067123295	-70.658145945226977	10.531218483891033	0.74437357763647394	1	1	11.374499078482838	0.0	69.798892022335622	6.0417414759481023	4.6642601833323232	2.0046709233900581	2.4240580823360149	3.330639206590039	1.361789822637113	1.7973899157142066	9.9681076063092426	2.6648461161580741	11.374499078482838	4.8858181659396775	8.3452403928985959	3.1780398600761286	4.803791275453472	1.455673344027856	4.7533153818800038	2.9778963727881935	1.2598141172829538	0.0	0.0	1.7864439147078808	0.0062373026121667358	0.0	1.2422553417274806	0.0011181932913579863	0.0028201237413746916	0.0	0.37579907880620367	0.0	0.048326881010398046	0.0	0.0	1.324878083931518	0.0	2.7048203790809024	0.0
42000	-528.43126259621067	-15.643671870896085	-443.09779692127972	-69.689793804034821	9.124284146460143	0.8971822606835046	1	1	12.085888242780092	0.0	68.049965647943608	4.0756026031499504	4.0197604929028081	1.9966003126918712	2.323021790196099	3.4365974427109909	1.4411660212130886	1.8282578661173541	10.189850926742306	2.5414907738771637	12.085888242780092	4.8340137565580159	8.4027657238751932	3.1332680726490731	4.825755705974319	1.4739389138997474	4.5851789405086958	2.9276277893524547	1.0300184079630967	0.0	0.0	1.565749966460271	0.0030834902861335296	0.0	1.239366937273481	0.0016996128199360527	0.013154567513663784	0.0	0.032501364359216245	0.0	0.059004943173893515	0.0	0.0	1.3417899297718381	0.0	2.8444873235602852	0.0
43000	-528.91006311615718	-15.503557032505224	-443.78958347743503	-69.616922606216917	9.0296226329938474	0.81822962060969695	1	1	11.965487188121058	0.0	66.854197375786669	3.270092627431179	3.8998543062245572	1.9826298680826808	2.5784042799331917	3.6282987028674989	1.3226966147943493	1.7741184046929852	9.9472735163986794	2.4848646842231514	11.965487188121058	4.9019715419255645	8.4035793411518984	3.1884491103380772	4.9239444082264292	1.4397298108157393	5.2823970256740234	3.094523503622046	1.0305660559909473	0.0	0.0	1.78473601641734	0.0030834902861335296	0.0	1.2880831505610431	0.0016996128199360527	0.034417328977359996	0.0	0.92182784581776644	0.0	0.029226997450744224	0.0	0.0	1.4226390898823633	0.0	2.7789700825146868	0.0
44000	-526.36928825390987	-17.422009248165129	-436.56396111895901	-72.383317886785733	10.65327277485008	0.80508054858993061	1	1	11.989920262262713	0.0	66.244535634703254	4.1191873184550278	2.4978929736055751	1.9397702409343198	2.335670508029609	3.5217126268441872	1.3502672326068115	1.8103459335912007	10.284305794888189	2.4770160722237757	11.989920262262713	4.8428217777025937	8.0809017105374448	3.1248093222540474	5.0122507694170118	1.4598679342852092	4.4804091907366308	2.9456489208562124	1.511090450053366	0.0	0.0	1.8316075995364147	0.0048614251553410724	0.0	1.2164382286774142	0.00074821669698749496	0.028710911119323945	0.0	0.31786381143732567	0.0	0.017082824256632795	0.0	0.0	1.3657673769512346	0.0	2.7562730107499913	0.0
45000	-520.77711853074129	-17.048389410510339	-434.73947309562567	-68.989256024605254	10.532095929725319	0.79365732665934507	1	1	10.950822205799229	0.0	65.446061630265916	4.1059895975624094	3.1408901592835492	1.8852209233550692	2.3462756480829547	3.4399158896361643	1.326477660473798	1.8134636671173792	9.9370320976984257	2.4540268414106441	10.950822205799229	4.8793429470879239	8.4920811505638198	3.1205177904672423	4.8566889977456622	1.4643509970833204	4.7886205021258679	2.9979269299089797	1.0891336657653001	0.0	0.0	1.8253312876600045	0.0048614251553410724	0.0	1.172360519024704	0.00074821669698749496	0.01449432224640862	0.0	0.4741085309349099	0.0	0.04654300616124013	0.0	0.0	1.3645465738890379	0.0	2.7397221591331853	0.0
46000	-520.38502312067624	-17.06710449230345	-434.95457404857956	-68.36334457979325	10.606584253071606	0.82973952158804332	1	1	11.073353617792442	0.0	64.664757469565913	3.2453262020822362	2.6736580615943608	1.8827500004088566	2.5291319481837595	3.6477927759498683	1.3135020174909322	1.7898483095914797	10.15688643236768	2.7050794450414894	11.073353617792442	4.8632883647294971	8.3049950047963161	3.1229406982019068	4.8327612110624649	1.4834075639061273	4.2712249217200915	2.9566642651309918	1.4265484458934399	0.0	0.0	1.7354185773227508	0.0026156962716431774	0.0	1.2039545007190835	0.00074821669698749496	0.046321326051818767	0.0	0.30888761506704632	0.0	0.027210227241894411	0.0	0.0	1.4177247638377448	0.0	2.8715208931690532	0.0
47000	-522.53944632619482	-16.452211359783004	-436.44114187763415	-69.646093088777661	9.9437311893612659	0.77847019926412175	1	1	11.21230585375268	0.0	64.906723339692562	3.2771100826022859	2.9202401606394397	1.9208808299690805	2.4446940382448905	3.411571759720692	1.4071169174423988	1.8236616547747744	10.312818313605126	2.5114422824896172	11.21230585375268	4.8686894038458561	8.4900066014118654	3.1260893015575295	4.8103655642392358	1.6202788808342907	4.3974540412867915	2.9312812700207345	1.5872851782355462	0.0	0.0	1.8256831504541189	0.0026156962716431774	0.0	1.2465463385962439	0.00074821669698749496	0.034935504748675961	0.0	0.86166135302576086	0.0	0.026318796878690404	0.0	0.0	1.3150528127147836	0.0	2.853006925593371	0.0
48000	-528.17905410652429	-16.033190601176663	-443.70810776074131	-68.437755744606307	9.5280542192390865	0.69562715186044832	1	1	11.247637201397263	0.0	65.324236385720923	3.3246035120302606	3.4977121880761022	1.9683825535867734	2.5731931088311573	3.3233409206335534	1.3052745258072989	1.863068627931989	9.9899276038306368	2.7103979101947493	11.247637201397263	4.8977772275567171	8.3117264203638594	3.257265920497137	4.8322831013096756	1.4988525961388368	4.3540332256311203	3.0633921068760372	1.4441046729421196	0.0	0.0	1.8027264518855419	0.0026156962716431774	0.0	1.2872640556976724	0.00054610333476340714	0.078859007579091422	0.0	0.78747452253017935	0.0	0.012409615310349981	0.0	0.0	1.3387526127596012	0.0	2.8280889725455118	0.0
49000	-524.28779020924162	-16.084972990087071	-439.65020745315707	-68.552609765997488	9.6676866486744135	0.57912155518455199	1	1	10.533573216358132	0.0	65.509621140871459	3.6354110779759545	3.8093169152489303	1.8747334094316637	2.4494165549053033	3.4256470547481355	1.3972147521055138	1.7853739547004441	10.154776710205407	2.6822024052286682	10.533573216358132	4.9292324279042958	8.2116595034395328	3.1383864934628378	4.8098231589847948	1.4487439105472	4.358176074361432	2.979957993144609	1.1380070913527802	0.0	0.0	1.7414841151020823	0.0095912820817448917	0.0	1.2334280852855688	0.00070754696512911885	0.0028846244917744568	0.0	0.095002406386723526	0.0	0.0067675051148652632	0.0	0.0	1.4171451262220585	0.0	2.7450208715842255	0.0
50000	-521.70948433528281	-16.307662244191064	-437.06072073129241	-68.341101359799381	9.7533575221549924	0.78949595842763454	1	1	11.828581095797341	0.0	65.374444404411975	3.6771238798209103	2.575751455690944	1.9289419691616649	2.2225805521059399	3.281169842855888	1.4120721861181935	1.8118333623619995	10.277345416209091	2.6186159378896021	11.828581095797341	4.8658184030071903	8.4109170246799305	3.1789101476622639	4.8351542334907736	1.4435199778679753	4.4014268253271016	2.9102645350834857	1.4395051885806043	0.0	0.0	1.8122025757278921	0.0095912820817448917	0.0	1.1786723120018161	0.00070754696512911885	0.0060271854198307717	0.0	0.43694483518046945	0.0	0.026495401330483809	0.0	0.0	1.3844718619020853	0.0	2.8899746286894747	0.0
51000	-520.31922381654749	-18.054401400886768	-434.09776281057378	-68.167059605086934	11.480650952444755	0.77892911346354943	1	1	11.357958821108747	0.0	65.567902735609891	3.21721815302155	2.6987519902219903	1.8941959765710259	2.4827126121740792	3.4810504652581482	1.3296062616985862	1.8226297400941418	9.9203856375897796	2.4709499963399955	11.357958821108747	4.8357810900923788	8.3809081107329497	3.194615540026656	5.0501404506173735	1.5982760863572412	5.0963338892243684	2.9392571497252544	1.0851611780565347	0.0	0.0	1.8169864858363347	0.0025286899598932176	0.0	1.2272901915233523	0.00070754696512911885	0.022721252982425832	0.0	0.03385595165709232	0.0	0.0055954958455590731	0.0	0.0	1.3078537230909455	0.0	2.87049107544017	0.0
52000	-527.2299605051162	-19.207114532863553	-439.12528985088153	-68.89755612137111	10.287517932202487	0.72537035530023164	2	1	12.286973647002545	0.0	67.00274641824349	3.4226663333869993	2.9232104085160522	1.9233574901400217	2.2645188731786119	3.7888360700723198	1.3143743913029788	1.8311075481753769	10.260614600007242	2.5626953103322276	12.286973647002545	4.8376681790282747	8.516829556795205	3.1246562255686268	5.0007597229475644	1.6535608360906995	4.7178133210551696	2.9189565425037203	1.0523434460758399	0.0	0.0	1.8580450792530798	0.0025286899598932176	0.0	1.215106137560872	0.00070754696512911885	0.022721252982425832	0.0	0.08995741967602533	0.0	0.012792193098331808	0.0	0.0	1.3043043773305278	0.0	2.8920333871097084	0.0
53000	-518.13021154782666	-15.523354522930914	-434.33803574727142	-68.26882127762434	9.0875234983323256	0.71048552549971955	1	1	11.170806004731695	0.0	65.413659083092796	3.227385378583985	3.463033958729123	1.8700054437187983	2.4689202398564358	3.5230251559559314	1.3439243415707665	1.7887881060731534	10.092323286686405	2.4023524629771464	11.170806004731695	4.8544279026989869	8.0611473052110583	3.1327606660321701	4.8217439842614143	1.5730954616745501	4.4543951283535534	3.0341782869200822	1.6826736386945067	0.0	0.0	1.84364359489761	0.0025286899598932176	0.0	1.2437489827495156	0.00070754696512911885	0.0028565396863923787	0.0	0.23486672738435777	0.0	0.032126781872844484	0.0	0.0	1.3356828357280217	0.0	2.8551659703932062	0.0
54000	-524.46989638358025	-16.053779834558938	-439.86574666980181	-68.550369879219545	9.5522933794003002	0.66380429051941925	1	1	10.740681734201152	0.0	64.033689459341829	3.1877947984817578	2.6909310234015189	1.9212660923743323	2.2821722823692729	3.2870886392604026	1.3070804229994373	1.8281706820758876	9.8908803084027586	2.4167836860518137	10.740681734201152	5.0729652960557035	8.1516963371012743	3.1235002532532876	4.8888774048020807	1.4853605175059621	4.9003886808750083	2.9550849842798605	1.2526226154046056	0.0	0.0	1.8581445263722103	0.0051798937291590331	0.0	1.2418328456557175	0.00070754696512911885	0.0028565396863923787	0.0	0.013349266719795083	0.0	0.032126781872844484	0.0	0.0	1.3514147009317961	0.0	2.8440441976212503	0.0
55000	-528.34104102840126	-17.275681316658776	-441.48023363793197	-69.5851260738105	10.688418914250992	0.78434399572386082	1	1	11.50033854763668	0.0	66.349108249795947	4.8069942818374312	2.9442425056606565	2.1104343541119785	2.3699336776285067	3.3545487826173712	1.3206252770997009	1.7687408137363763	10.313301286425959	2.6332088823100221	11.50033854763668	4.9086638316892808	8.2349885246094345	3.145518112791462	4.8187087721819069	1.4758770652448581	4.5652455291647538	3.0717755869881334	1.0397616042725235	0.0	0.0	1.6010736068296407	0.0051798937291590331	0.0	1.2743924302927341	0.00070754696512911885	0.0029830307782129917	0.0	0.98198735218883371	0.0	0.021432025912339087	0.0	0.0	1.4129375042468977	0.0	2.7331057952681581	0.0
56000	-530.45931450988792	-19.663369631574259	-442.34055873151499	-68.455386146798617	10.255326206813738	0.81301253567077025	2	1	12.254045602142835	0.0	66.738839833757211	3.384839534263107	2.6382898135738406	1.9133819892604258	2.3451344437588522	3.322500943760792	1.4912579043408578	1.8361537286467509	10.037452293723939	2.6341424169346785	12.254045602142835	4.917164711057576	8.3993937428781571	3.2524708838589533	4.9970504153531916	1.4738305803875167	4.4189310641012387	2.9283732856897968	2.0115242293170446	0.0	0.0	1.690123573507702	0.0051798937291590331	0.0	1.1847144959342044	0.00070754696512911885	0.0037649286286857708	0.0	0.42079341359676303	0.0	0.0095470162371614764	0.0	0.0	1.367105419032447	0.0	2.8351614616610967	0.0
57000	-524.23667781930237	-16.477120740563553	-438.24721520172631	-69.512341877012489	9.9175207917778447	0.74226238836984282	1	1	12.652017554362235	0.0	67.188289405821934	4.0717229091086136	3.2673048579330697	1.9619245434373793	2.3135346462925233	3.337610292722458	1.3482979737080383	1.808540880572056	9.8689157545718285	2.468578651306256	12.652017554362235	4.8388372984476788	8.4081739264999467	3.1249317614143859	5.0162806392074772	1.4634768022129068	4.5819507073579198	2.9763842882910159	1.1198678681147181	0.0	0.0	1.6309384309578099	0.0019125509488603608	0.0	1.1826123037255183	0.00070754696512911885	0.025579036159764923	0.0	0.51760250407694186	0.0	0.00069839493830359256	0.0	0.0	1.409003931145165	0.0	2.671007250821098	0.0
58000	-526.65623655249692	-16.670565954424816	-440.98122325749392	-69.004447340578224	10.094132789048404	0.73352988897741223	1	1	12.608362855812453	0.0	66.588073831888622	3.409318420158991	2.7610991419554325	1.9434707380574068	2.5818497782153398	3.5136774559507096	1.3470145250597949	1.8194395041731082	10.280031359339208	2.4832640398403028	12.608362855812453	4.9464763093108841	8.0917169830007243	3.1961814065220837	4.961899970613004	1.502343760986196	4.5470461289840838	3.0050691310989661	1.0891350210581154	0.0	0.0	1.7505695722289307	0.0019125509488603608	0.0	1.1901778890829156	0.00070754696512911885	0.011639419534875628	0.0	0.39178707108586031	0.0	0.042669567245591483	0.0	0.0	1.2842593589273503	0.0	2.8255997222286693	0.0
59000	-523.90846854219535	-19.427807130524091	-436.08243481745905	-68.39822659421219	9.9301448171110724	0.74167713667187385	2	1	11.425440736833202	0.0	65.663141634554052	3.2336827473357621	2.5887088026982621	1.9242084170017186	2.4694422577364379	3.3172203870846384	1.3832657537451984	1.8055087084913026	9.9173006369032457	3.4074879861618221	11.425440736833202	4.9831721080627052	8.1515623534478223	3.135848271147895	4.9518447633225531	1.5009197724339225	5.2178341129042263	2.9023143556135569	1.0784295750082513	0.0	0.0	1.764778678818518	0.0019125509488603608	0.0	1.2512539614430147	0.00070754696512911885	0.011639419534875628	0.0	0.4320671687147456	0.0	0.017230087318406029	0.0	0.0	1.3724724071086225	0.0	2.8789882905263022	0.0
60000	-520.21084049702301	-16.819564926853857	-434.78294009447433	-68.608335475694787	10.353638642762514	0.84251351620270276	1	1	11.258447580805726	0.0	66.241992045567386	3.3066383444962115	3.2089070532272315	1.9511615647359988	2.4691817515005217	3.5514337185138332	1.3213710262898513	1.8165526953219053	9.8825600334595887	2.6719609122149244	11.258447580805726	4.8418010262905176	8.3218239260306888	3.1556865568743206	4.9307158977662837	1.5190472876703858	4.7793471688830644	2.9175676545875202	1.5609321572802872	0.0	0.0	1.7377130013186675	0.0019125509488603608	0.0	1.2209587174251557	0.00070754696512911885	0.011639419534875628	0.0	0.066842851915951518	0.0	0.017230087318406029	0.0	0.0	1.3290605654065439	0.0	2.8370795695478916	0.0
61000	-524.17914877790656	-19.859784758839172	-435.91435161517222	-68.405012403895114	10.888459109518132	0.90879538335034371	2	1	11.155470331138815	0.0	66.118736824231192	3.2145716312285453	3.2362468811525491	1.8874954458846607	2.8577947077233028	3.5902726800601741	1.3797709186955291	1.7992042306511871	10.039615615708527	2.3974591501131384	11.155470331138815	4.8534233644120359	8.1942907198090644	3.1658273434480484	4.8046732638396588	1.4769457404546698	5.3518019336429354	2.9931796372069406	1.0949482268747852	0.0	0.0	1.7716421400566489	0.0019125509488603608	0.0	1.2725082372656695	0.00070754696512911885	0.0064115340581326064	0.0	0.053520306200485646	0.0	0.047039877068861022	0.0	0.0	1.423436375638671	0.0	2.797076429610923	0.0
62000	-523.76052123676391	-16.524063091139823	-438.44248795706562	-68.793970188558433	10.050455678545035	0.8315847058160315	1	1	10.589882117286036	0.0	65.48139463688176	3.2951307996709769	2.9006806544256101	1.8993631027407387	2.406651073257394	3.7822976279233589	1.4291235175002497	1.7925010814792484	10.074674942642869	2.6403519437240566	10.589882117286036	4.8960187505454522	8.2799234816665113	3.1315364203220302	4.8078543153663809	1.5518981606773297	5.8979618455601255	2.9639557088412771	1.0652355271439644	0.0	0.0	1.8412008918148837	0.0019125509488603608	0.0	1.1477357131315384	0.00070754696512911885	0.024154314827766143	0.0	0.58975512331823898	0.0	0.026823872464139809	0.0	0.0	1.423436375638671	0.0	2.8679200447826192	0.0
63000	-531.92288972601978	-18.295290733931502	-444.19609702243594	-69.431501969652288	9.5724336968534907	0.81442156359427176	2	1	10.684555019167449	0.0	68.113304782611735	3.6977786784013449	3.3418513284342524	1.8907195606335092	2.4109690097179466	3.4324477409035303	1.3183879025631753	1.7841740805386572	10.292734075296417	3.0174212852765945	10.684555019167449	4.8766636770864427	8.8366256812410438	3.1771420175027041	5.0759032249984379	1.4451755262748838	5.6636195690961353	3.0628779562589905	1.4082541549321261	0.0	0.0	1.7666326279539253	0.0019125509488603608	0.0	1.226488597338401	0.00070754696512911885	0.024345935686534592	0.0	0.10913858783263064	0.0	0.010372015715129052	0.0	0.0	1.4233365049145057	0.0	2.7410613383567783	0.0
64000	-516.41818804640718	-16.487097888624206	-431.06344163450638	-68.867648523276557	10.040525742413976	0.80089248835813642	1	1	10.732602121592141	0.0	64.11597307846111	3.5209341912691894	2.7579536129264186	1.9789663578762793	2.462275409280696	3.4061568713135566	1.3748583160658097	1.8360982734489379	10.279838706826252	2.4195021224267879	10.732602121592141	4.8371187700526876	8.5327301269957658	3.1228733586166961	4.7959379044163724	1.4382393141401835	4.3030123564676037	3.0376948645791018	1.295478094300397	0.0	0.0	1.7568961676648844	0.0019125509488603608	0.0	1.2270866698407588	0.00070754696512911885	0.015335165079691626	0.0	0.7601419971624801	0.0	0.0013426183559102634	0.0	0.0	1.4302713669909966	0.0	2.8226036111250532	0.0
65000	-525.78650021893736	-15.681219268326913	-440.2963082211038	-69.80897272950665	9.1730796399423422	0.80839117325589094	1	1	10.72681840197119	0.0	65.267016584224052	3.5794041165279413	3.2295301526314537	1.9649356830115869	2.3513611287507414	3.4615183729789347	1.5109916280876088	1.8127375262013252	10.15329435709125	2.4009980276845662	10.72681840197119	4.8734775075095991	8.6920562287147138	3.2031462392303887	4.7893698041906756	1.4561756499878427	4.5165670821615747	3.0332329384759387	1.0333913783589281	0.0	0.0	1.7416552629805255	0.0041906655760960438	0.0	1.1330507285882825	0.00070754696512911885	0.015335165079691626	0.0	0.32943695393508277	0.0	0.043032605340958138	0.0	0.0	1.398121615505173	0.0	2.8564590953712652	0.0
66000	-513.62248604110391	-18.99592140179794	-425.86042019011421	-68.766144449191756	9.9722331291371855	0.76299679091452643	2	1	11.984203124256949	0.0	66.15327867942743	3.8698794147857929	2.7805763377724682	1.8847056090938294	2.5060570896082091	3.5967287698568873	1.3036158433977287	1.8127375262013252	10.197742675381127	2.6010309350121972	11.984203124256949	4.8476467806553902	8.1094562005659583	3.2037591000262498	4.8043912886702627	1.4344874402653423	4.588068761705081	2.9739966388509296	1.1326704090944171	0.0	0.0	1.834720754378468	0.0041906655760960438	0.0	1.2680705428584549	0.00070754696512911885	0.001047035827741849	0.0	0.058542236708534534	0.0	0.02044822374160897	0.0	0.0	1.4308375351294751	0.0	2.8599107245872011	0.0
67000	-513.1309202444404	-15.879031757942492	-427.98098299572882	-69.270905490769053	9.4356251960032793	0.74285677883693169	1	1	11.71370339154219	0.0	66.064012940876268	3.2791486315102438	3.401561598524526	1.8763408806686619	2.8199548087247179	3.4707685930205345	1.3230109050328309	1.7811269010994204	10.230949492713123	2.4334173990945964	11.71370339154219	4.8476467806553902	8.1462951913609807	3.1463462416285934	5.0661197803798395	1.4344874402653423	4.7293377651111541	2.9274186955831141	1.2457140012504859	0.0	0.0	1.8503990408134472	0.0041906655760960438	0.0	1.2680705428584549	0.00070754696512911885	0.001047035827741849	0.0	0.3619187521728251	0.0	0.0029694917901379181	0.0	0.0	1.4308375351294751	0.0	2.8891949461561599	0.0
68000	-518.50704477449756	-16.767010206883963	-431.73333734690215	-70.006697220711487	10.074464181499293	0.88002514479920269	1	1	13.456301603606468	0.0	68.285893461772531	3.5588419805556781	3.1667977656480768	1.8672112421618299	2.5500715718533531	3.3444893849629276	1.3936302543130474	1.7872634094240094	10.252358734931228	2.4620569141124973	13.456301603606468	4.8476467806553902	8.7411028656294842	3.1895240391614523	4.9408297553946703	1.4344874402653423	4.7500511676942789	2.9032869272231645	1.3234912978069202	0.0	0.0	1.8414623730780466	0.0041906655760960438	0.0	1.2699957093760612	0.00070754696512911885	0.001047035827741849	0.0	0.17757168624650865	0.0	0.068542175272073513	0.0	0.0	1.4308375351294751	0.0	2.8891949461561599	0.0
69000	-513.48900173764969	-16.687627033086869	-427.89012978472624	-68.911244919836633	10.044012640385004	0.77739910911452137	1	1	12.568172373374768	0.0	65.977728974967405	3.652876826863976	2.649877534175578	1.8672112421618299	2.4109684798972104	3.3168345578007763	1.4740439717195173	1.8305390348720467	10.170114102927815	2.8193109269872072	12.568172373374768	4.9215404540661645	8.1914608891904344	3.1634415204873898	4.7937957285989601	1.4344874402653423	4.3193565985605957	2.901934561971804	1.10995131207777	0.0	0.0	1.8574360529327798	0.0013469631540228028	0.0	1.2758041831771243	0.00070754696512911885	0.048955437302957094	0.0	0.11959522732414529	0.0	0.0052005792249582294	0.0	0.0	1.4308375351294751	0.0	2.8783050558211962	0.0
70000	-514.04383124565095	-16.668088327195242	-427.6785190865881	-69.697223831867632	10.044012640385004	0.85835076449748393	1	1	12.404204043774076	0.0	66.025421957688536	3.5274636803286157	2.8379301499898841	1.8662269824006619	2.2694126320877448	3.4291249756916873	1.3197063522384536	1.8424462561233754	9.9414120253415437	2.5246319750541018	12.404204043774076	5.0180268252033056	8.1673864760950785	3.1789033817014145	4.8033022156982756	1.4344874402653423	4.9237594612298023	2.9258073634395463	1.350305916741656	0.0	0.0	1.8574360529327798	0.0013469631540228028	0.0	1.2471974374814614	0.00070754696512911885	0.025422123233315219	0.0	0.29705171659784013	0.0	0.0019787090340865343	0.0	0.0	1.4308375351294751	0.0	2.877138111187918	0.0
