it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	
20000	0.39809438483724474	0.39809438483724474	0.39809438483724474	0.39809438483724474	0.39809438483724474	0.39809438483724474	0.3765885036888722	0.3765885036888722	0.3765885036888722	0.3765885036888722	0.3765885036888722	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.15972671680073075	0.23836766803651399	0.23836766803651399	0.23836766803651399	0.23836766803651399	0.23836766803651399	0.23836766803651399	0.21686178688814145	0.21686178688814145	0.21686178688814145	0.21686178688814145	0.21686178688814145
21000	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.17672826537040953	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.15561348267963185	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684	0.021114782690777684
22000	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.31486286611839209	0.16251767061212016	0.16251767061212016	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15059812700613973	0.15234519550627193	0.15234519550627193	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237	0.16426473911225237
23000	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.317605193377613	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.073258269595903411	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958	0.24434692378170958
24000	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.24541999188119887	0.35185218049874389	0.35185218049874389	0.35185218049874389	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.051641741262979997	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.19377825061821888	0.3002104392357639	0.3002104392357639	0.3002104392357639
25000	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.38650598506557732	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.15374552449648773	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958	0.23276046056908958
26000	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.37165644700197398	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.11841663902157572	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825	0.25323980798039825
27000	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.28361012436759336	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.13293862896997827	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151	0.1506714953976151
28000	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.26280363456008077	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.10870446235245966	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109	0.15409917220762109
29000	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.40585397000890322	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.13850558935611931	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388	0.26734838065278388
30000	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.23891944305996571	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.092384961149832856	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285	0.14653448191013285
31000	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.23119859425833464	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.16566068045139704	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603	0.065537913806937603
32000	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.20968199380501121	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.11830103800675928	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923	0.091380955798251923
33000	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.21540659847765256	0.37831532531775086	0.37831532531775086	0.37831532531775086	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.11146630726066321	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.10394029121698935	0.26684901805708766	0.26684901805708766	0.26684901805708766
34000	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.34381052195590017	0.33084194468582956	0.33084194468582956	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.13592392889357088	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.20788659306232929	0.19491801579225868	0.19491801579225868
35000	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.3542319580542766	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.084513394049386348	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025	0.26971856400489025
36000	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.40354733847817503	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.11189980774013729	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773	0.29164753073803773
37000	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.14930812021626963	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	0.17362879887316482	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189	-0.024320678656895189
38000	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.27926631757356668	0.26002950530486574	0.26002950530486574	0.26002950530486574	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.26911421678208269	0.010152100791483987	0.010152100791483987	0.010152100791483987	0.010152100791483987	0.010152100791483987	0.010152100791483987	0.010152100791483987	0.010152100791483987	-0.0090847114772169557	-0.0090847114772169557	-0.0090847114772169557
39000	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.38377818940125102	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.12606861864583813	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129	0.2577095707554129
40000	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.22290070333940731	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.20609437105974318	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132	0.016806332279664132
41000	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.33386525678500401	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.10529357879252123	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279	0.22857167799248279
42000	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.28979402531448539	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.094074067683172169	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322	0.19571995763131322
43000	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.2489711025427285	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.083108483820390558	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793	0.16586261872233793
44000	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.4394916028037274	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.23028055872683756	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984	0.20921104407688984
