it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	
45000	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.28057142120302297	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.20824954149458122	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755	0.072321879708441755
46000	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.24442793683495206	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.099658513661384729	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734	0.14476942317356734
47000	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.24647945911144556	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.2406438839252352	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622	0.0058355751862103622
48000	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.32863146989664099	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.15936572859396714	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386	0.16926574130267386
49000	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.31962516068036495	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.10929757209662602	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893	0.21032758858373893
50000	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.29754992323564566	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.17068223250290623	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943	0.12686769073273943
51000	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.28638150228564785	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.13117468502739221	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564	0.15520681725825564
52000	0.23289433823607758	0.23289433823607758	0.23289433823607758	0.23289433823607758	0.23289433823607758	0.23289433823607758	0.23289433823607758	0.25469642913619944	0.25469642913619944	0.25469642913619944	0.25469642913619944	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.14423669650814314	0.088657641727934444	0.088657641727934444	0.088657641727934444	0.088657641727934444	0.088657641727934444	0.088657641727934444	0.088657641727934444	0.11045973262805631	0.11045973262805631	0.11045973262805631	0.11045973262805631
53000	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.26927450828965172	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.16753629118791322	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385	0.1017382171017385
54000	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.37320443065474362	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.17646445243377101	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261	0.19673997822097261
55000	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.28762129654996238	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.21387628421351274	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645	0.073745012336449645
56000	0.2245815367352397	0.2245815367352397	0.2245815367352397	0.2245815367352397	0.40326539648906884	0.40326539648906884	0.40326539648906884	0.40326539648906884	0.40326539648906884	0.40326539648906884	0.40326539648906884	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.16239944721667274	0.062182089518566963	0.062182089518566963	0.062182089518566963	0.062182089518566963	0.2408659492723961	0.2408659492723961	0.2408659492723961	0.2408659492723961	0.2408659492723961	0.2408659492723961	0.2408659492723961
57000	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.19948387373556153	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.13536643352045744	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099	0.064117440215104099
58000	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.23106283436884306	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.10654944061135044	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262	0.12451339375749262
59000	0.31855853147253482	0.31855853147253482	0.31855853147253482	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.34351762399678798	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.15842289545278404	0.16013563601975078	0.16013563601975078	0.16013563601975078	0.18509472854400394	0.18509472854400394	0.18509472854400394	0.18509472854400394	0.18509472854400394	0.18509472854400394	0.18509472854400394	0.18509472854400394
60000	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.23829658541760743	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.12316196308393129	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613	0.11513462233367613
61000	0.28546557837766068	0.28546557837766068	0.28546557837766068	0.28546557837766068	0.28546557837766068	0.28546557837766068	0.28546557837766068	0.28324897768865437	0.28324897768865437	0.28324897768865437	0.28324897768865437	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.12901744175331839	0.15644813662434229	0.15644813662434229	0.15644813662434229	0.15644813662434229	0.15644813662434229	0.15644813662434229	0.15644813662434229	0.15423153593533598	0.15423153593533598	0.15423153593533598	0.15423153593533598
62000	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.32005118475286359	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.18669928430133095	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264	0.13335190045153264
63000	0.278028418746325	0.278028418746325	0.278028418746325	0.278028418746325	0.278028418746325	0.278028418746325	0.2339286162152906	0.2339286162152906	0.2339286162152906	0.2339286162152906	0.2339286162152906	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.10828098443138816	0.16974743431493683	0.16974743431493683	0.16974743431493683	0.16974743431493683	0.16974743431493683	0.16974743431493683	0.12564763178390242	0.12564763178390242	0.12564763178390242	0.12564763178390242	0.12564763178390242
64000	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.30972369011794842	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.078957073550040294	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814	0.23076661656790814
65000	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.40201156770877189	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.17912105349788099	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909	0.2228905142108909
66000	0.22215113562344047	0.22215113562344047	0.22215113562344047	0.22215113562344047	0.22215113562344047	0.28826924211373089	0.28826924211373089	0.28826924211373089	0.28826924211373089	0.28826924211373089	0.28826924211373089	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.10435262742562419	0.11779850819781627	0.11779850819781627	0.11779850819781627	0.11779850819781627	0.11779850819781627	0.18391661468810672	0.18391661468810672	0.18391661468810672	0.18391661468810672	0.18391661468810672	0.18391661468810672
67000	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.19437212771448592	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.14111699537830069	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229	0.053255132336185229
68000	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.2329313374713847	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.18775453520449972	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974	0.045176802266884974
69000	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.28561908595335	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.19152486002190994	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068	0.094094225931440068
70000	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.25330293363027823	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.22404134015174038	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851	0.029261593478537851
71000	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.24784674731656575	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.16718459880434458	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171	0.080662148512221171
72000	0.34525892809171588	0.34525892809171588	0.34525892809171588	0.34525892809171588	0.34525892809171588	0.34525892809171588	0.24001784116904532	0.24001784116904532	0.24001784116904532	0.24001784116904532	0.24001784116904532	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.14798428817893405	0.19727463991278182	0.19727463991278182	0.19727463991278182	0.19727463991278182	0.19727463991278182	0.19727463991278182	0.092033552990111261	0.092033552990111261	0.092033552990111261	0.092033552990111261	0.092033552990111261
73000	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.22797959002953685	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.10717797740452165	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521	0.12080161262501521
74000	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.16360666792085707	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	0.17420834107722105	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983	-0.010601673156363983
75000	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.18927541956863822	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.1759554612768221	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612	0.01331995829181612
76000	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21876147325541367	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	0.21871207924115363	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05	4.9394014260045749e-05
77000	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.43912040944106295	0.50239431615663066	0.50239431615663066	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.16202898465660176	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.27709142478446119	0.3403653315000289	0.3403653315000289
78000	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.17426510702841891	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	0.23817784335077194	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031	-0.063912736322353031
79000	0.2359694279623207	0.2359694279623207	0.2359694279623207	0.2359694279623207	0.2359694279623207	0.2359694279623207	0.13218956110921909	0.13218956110921909	0.13218956110921909	0.13218956110921909	0.13218956110921909	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11755238552845557	0.11841704243386514	0.11841704243386514	0.11841704243386514	0.11841704243386514	0.11841704243386514	0.11841704243386514	0.014637175580763523	0.014637175580763523	0.014637175580763523	0.014637175580763523	0.014637175580763523
80000	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.15149199289057963	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	0.21365664010790494	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314	-0.062164647217325314
81000	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.26347692997025191	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.15806268556342803	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387	0.10541424440682387
82000	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.27704707354612673	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.11219833582745124	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548	0.16484873771867548
83000	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.2198906156659462	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.19900521046126932	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882	0.020885405204676882
84000	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.3166964029303132	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.12650830578306232	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088	0.19018809714725088
85000	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.22348799085959414	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.11524721822119217	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197	0.10824077263840197
86000	0.26712327150050091	0.26712327150050091	0.26712327150050091	0.26712327150050091	0.26712327150050091	0.26712327150050091	0.26939586603523985	0.26939586603523985	0.26939586603523985	0.26939586603523985	0.26939586603523985	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.16431347343581185	0.10280979806468907	0.10280979806468907	0.10280979806468907	0.10280979806468907	0.10280979806468907	0.10280979806468907	0.105082392599428	0.105082392599428	0.105082392599428	0.105082392599428	0.105082392599428
87000	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.32132899149305638	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.1289503265308195	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688	0.19237866496223688
88000	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.30086493580161205	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.16983721098200105	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611	0.131027724819611
89000	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.38237936443646953	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.23265997903670732	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221	0.14971938539976221
90000	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.3587668397774918	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.17720188733549191	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988	0.18156495244199988
