feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
Cyrnaonyx__Temperature,0.074233948908673,-0.021475240953076315,0.06887054623887827,NA,NA,NA
Cyrnaonyx__time,-0.14432052048701183,-0.13063676328935592,-0.0009466245808327169,NA,NA,NA
Daphoenodon__taxon,0.009832519360020735,-0.0637196716651287,0.049696585053858794,0.46323960382688106,0.0,0.8158551215808802
Daphoenodon__BodyMass,0.011007998898551448,-0.030215025451100042,0.028038569479874757,NA,NA,NA
Daphoenodon__geography,-0.005220826860683389,-0.052163739855243745,0.027318196872860856,NA,NA,NA
Daphoenodon__Temperature,-0.02599879132519608,-0.04371992732489657,0.011175238388215302,NA,NA,NA
Daphoenodon__time,0.1856620477155916,0.04270902566168503,0.08588277374044875,NA,NA,NA
Daphoenus__taxon,0.03531669761412933,-0.04672577294790714,0.06600212368494071,0.39639646600884654,0.0012258523648332742,0.7597648297964051
Daphoenus__BodyMass,0.012990588426058375,-0.020123273015006077,0.02194583900408518,NA,NA,NA
Daphoenus__geography,-0.008812000273394096,-0.05642201120233827,0.04179934570015855,NA,NA,NA
Daphoenus__Temperature,-0.03017130584487631,-0.04013255127166013,0.012796356466698643,NA,NA,NA
Daphoenus__time,0.16595896786636707,0.016294269802227614,0.05956769867937535,NA,NA,NA
Desmocyon__taxon,-0.18125546826776515,-0.0680857387729239,0.023383327545510577,0.1928125412807834,0.0,0.6743818302055408
Desmocyon__BodyMass,-0.0020385060660593553,-0.015423266547339998,0.015744559837686675,NA,NA,NA
Desmocyon__geography,-0.061404350702782634,-0.05798703589236313,0.035165881617109415,NA,NA,NA
Desmocyon__Temperature,-0.025468313010548214,-0.02820848195446344,0.026329275023886125,NA,NA,NA
Desmocyon__time,0.2876962315396543,0.02259518453240647,0.10148831951106567,NA,NA,NA
Dinocrocuta__taxon,-0.21919366693652556,-0.10958143035467348,0.020322444958560837,0.10043507168262293,0.0,0.34477707548538694
Dinocrocuta__BodyMass,0.06333346231485938,-0.0014378974170676756,0.06021153067437557,NA,NA,NA
Dinocrocuta__geography,0.14595082807650395,0.008591080687349446,0.09453047659146582,NA,NA,NA
Dinocrocuta__Temperature,0.010886695021572976,-0.010592326652314257,0.026037806348700343,NA,NA,NA
Dinocrocuta__time,-0.07582519458207224,-0.034088764897978054,0.0010091049621559203,NA,NA,NA
Dinocyon__taxon,-0.13349266204131807,-0.09494202527964886,0.04173916315049194,0.3184229324374764,0.020344374747219424,0.7407110399796941
Dinocyon__BodyMass,0.045541087174930744,-0.010512481691092474,0.03046383308129773,NA,NA,NA
Dinocyon__geography,0.15444310959028015,0.0009542740998820146,0.052229492000929856,NA,NA,NA
Dinocyon__Temperature,-0.07804635295966605,-0.04866178465049336,0.007082332309399112,NA,NA,NA
Dinocyon__time,0.15469480288496532,0.006052678886668666,0.07059654299313982,NA,NA,NA
Dinofelis__taxon,0.36507413541494804,0.03362267315448977,0.14613085350370425,0.4335940347411051,0.042886326320545926,0.9289556670713118
Dinofelis__BodyMass,0.09301677320929398,0.004054856592162488,0.04869372618784212,NA,NA,NA
Dinofelis__geography,-0.22320890470981317,-0.115490349293091,-0.017060623554537278,NA,NA,NA
Dinofelis__Temperature,0.024255622806331416,-0.011812408777673733,0.0209421030605912,NA,NA,NA
Dinofelis__time,-0.08385467893247589,-0.05748411031057153,0.0034053043376581545,NA,NA,NA
Dinogale__taxon,0.13833475445062057,-0.026472803259914728,0.07259267684352953,0.4451610198329052,0.0006261837583503571,0.7758384844342026
