feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
taxon,none,Amphicyonidae_Canidae,none,0.78,3.0130879235888695,0.28469551337371835,9.688878152679653,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_Felidae,none,0.8,2.5285406229127645,0.529011864633137,7.017189247865915,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_FeliformiaOther,none,0.62,1.5486156753427989,0.30410972401855885,5.008132313200397,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_Hyaenidae,none,0.86,9.135035913528451,0.04630255798382476,43.35445859362561,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_Musteloidea,none,0.61,1.0099207880585268,0.25066630737850887,1.95677915817368,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_Ursidae,none,0.67,6.595800184448247,0.06611750799568772,4.406405260534914,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Amphicyonidae_Viverridae,none,0.64,7.492451050565782,0.07572455508690078,18.51713162514444,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_Felidae,none,0.56,1.3832970037246697,0.03957099790051925,3.359697668470427,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_FeliformiaOther,none,0.66,0.9246104229578072,0.0447396024611258,2.1112901715916967,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_Hyaenidae,none,0.66,5.0695950239071745,0.07320325232772897,19.21955252320666,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_Musteloidea,none,0.97,0.5705999409636321,0.04388779890112807,0.974573904884203,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_Ursidae,none,0.59,1.4397804039899582,0.042400505478267146,3.0690681964226916,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Canidae_Viverridae,none,0.63,5.3576293245784345,0.034588374217238683,15.381046590844008,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Felidae_FeliformiaOther,none,0.75,0.9018637684652003,0.14056133502130538,2.136441006540239,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Felidae_Hyaenidae,none,0.62,4.590201083282621,0.044983992101565666,13.919796742559312,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Felidae_Musteloidea,none,0.92,0.5749456963406951,0.026580659129917243,1.153189337964862,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Felidae_Ursidae,none,0.62,1.307460904620944,0.15444477937216064,3.9280759194524055,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Felidae_Viverridae,none,0.61,2.29876961829674,0.02866664758634344,6.908625540204209,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,FeliformiaOther_Hyaenidae,none,0.84,5.114362787792931,0.26774994983551537,27.762070053262406,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,FeliformiaOther_Musteloidea,none,0.81,0.7730956645302804,0.07443938710611778,1.3941661041665216,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,FeliformiaOther_Ursidae,none,0.61,3.2030322889961083,0.16496238750926437,3.8298262633165847,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,FeliformiaOther_Viverridae,none,0.62,6.443636227184316,0.10966067150609773,10.806354330052365,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Hyaenidae_Musteloidea,none,0.96,0.43985610683764564,0.004591916247464297,0.9246351561230479,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
taxon,none,Hyaenidae_Ursidae,none,0.72,3.582109447618165,0.0028380869482799694,2.6583421172536976,1.6791038657337145,1.3556075614431065,2.0887108313123557,-199.30348724256075,-395.8769850901482,-51.92667738685668,2.0
