Amphicyonidae	Canidae	Felidae	FeliformiaOther	Hyaenidae	Musteloidea	Ursidae	Viverridae	LogBodyMass	Eurasia	NAmerica	Temperature	Humans
0	0	0	0	0	0	1	0	1.30381108628869	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.20996600356057	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	-0.510443351373439	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	1.04180206334437	1	1	1.13438348486155	0
0	1	0	0	0	0	0	0	-0.164513509652895	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	-0.331436571071764	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.279084218751229	0	1	0.829857591963752	0
0	0	0	0	1	0	0	0	1.34132213749183	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	1.55253780999813	1	0	1.25567411260015	0
0	0	0	0	0	0	1	0	0.901107660043318	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.91860723702976	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.414628379106947	1	1	1.13438348486155	0
0	0	1	0	0	0	0	0	0.859369385328672	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.94530294564592	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.824120346344603	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.626836393944945	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.658304971702729	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	0.390796233393311	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.39177906966373	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	1.3934973182707	0	1	0.829857591963752	0
0	0	0	1	0	0	0	0	0.399118449408295	1	1	1.13438348486155	0
0	1	0	0	0	0	0	0	-0.227649210494379	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.473409987070309	1	1	1.13438348486155	0
0	1	0	0	0	0	0	0	0.324689916745857	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.47096245977	0	1	0.829857591963752	0
0	0	0	0	1	0	0	0	1.6600640256049	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-0.551316921617355	1	0	1.25567411260015	0
0	0	0	1	0	0	0	0	-0.899218629387647	1	1	1.13438348486155	0
0	0	0	0	1	0	0	0	0.389323170748288	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.0598757374052293	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.936597218051743	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	1.34674447605009	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.268726518152606	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.26305735372091	0	1	0.829857591963752	0
1	0	0	0	0	0	0	0	-0.466131695064604	0	1	0.829857591963752	0
0	0	0	0	0	0	0	1	-0.81420238070072	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	0.527064093065824	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.97239505485845	1	0	1.25567411260015	0
0	0	0	0	1	0	0	0	0.52754603826807	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.414824100546936	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.10627571703228	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	1.26886005160329	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.805315229363608	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.206926603195829	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.0235143011734952	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.876024124413507	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.159027011086821	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.891287578130622	1	1	1.13438348486155	0
0	1	0	0	0	0	0	0	0.62491360298612	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.399493457386779	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.58744860990094	0	1	0.829857591963752	0
0	0	0	1	0	0	0	0	0.762897561118979	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.662809918579851	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	-0.390317432316401	0	1	0.829857591963752	0
0	0	0	0	0	0	1	0	1.500864681192	1	1	1.13438348486155	0
0	0	0	0	0	0	1	0	0.154451007728654	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.859786411561718	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.20657457448561	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.636406353809282	1	1	1.13438348486155	0
0	0	0	0	1	0	0	0	0.820169737621611	1	0	1.25567411260015	0
1	0	0	0	0	0	0	0	1.79647405655499	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.41751696155663	0	1	0.829857591963752	0
0	0	0	0	0	0	1	0	1.50760425216828	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-1.34295261111664	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.0130567539834	0	1	0.829857591963752	0
0	0	0	0	1	0	0	0	-0.23957994527788	1	0	1.25567411260015	0
0	0	0	0	0	0	1	0	1.07675544972242	1	1	1.13438348486155	0
0	0	0	1	0	0	0	0	0.964334924725613	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-1.05857127207275	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.302640496673377	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.768477358050195	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	-0.457329131938134	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-1.73331842299255	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	0.344477633466838	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.73514793191436	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	0.0680339974486415	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.405794322321775	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.373105866631223	0	1	0.829857591963752	0
0	0	0	0	0	0	0	1	-0.864381492518336	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.310723458986705	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	0.10439300136694	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.66085876647765	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.972946731212748	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.20339429791325	1	0	1.25567411260015	0
0	0	0	1	0	0	0	0	0.287846307639798	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.50152523177128	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	0.710316748811619	0	1	0.829857591963752	0
0	0	0	0	1	0	0	0	-0.336285650947754	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	0.269129575137647	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	-0.198071149978109	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.28025151325341	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	0.295868614041464	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	-0.483144226190053	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	0.0391133832605024	1	1	1.13438348486155	0
0	0	0	1	0	0	0	0	1.18723044356517	1	0	1.25567411260015	0
1	0	0	0	0	0	0	0	0.768088558177543	1	0	1.25567411260015	0
1	0	0	0	0	0	0	0	2.00280793106557	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.425964206746788	0	1	0.829857591963752	0
0	0	1	0	0	0	0	0	0.450436234353872	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.7317207244933	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	1.1816693230829	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.371754905234931	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.388355768055268	1	0	1.25567411260015	0
0	0	0	1	0	0	0	0	1.18453709143103	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.545678913970391	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.0147898132412272	0	1	0.829857591963752	0
0	0	0	0	0	0	0	1	-0.223487536642888	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.63663707335643	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-0.917667013294099	1	0	1.25567411260015	0
0	0	0	1	0	0	0	0	-1.40854616929095	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.400373167548846	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.413444192617038	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.741216585257774	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-0.767512208954223	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.0302729643927065	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	1.79758711290182	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-2.05343292972815	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-2.04079482768669	0	1	0.829857591963752	0
0	0	0	1	0	0	0	0	-0.879110926717061	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.696177069833495	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.650496634842123	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.473177476860053	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.665736874466717	1	0	1.25567411260015	0
1	0	0	0	0	0	0	0	0.640773599996797	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.300949888179725	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.296357998014404	1	0	1.25567411260015	0
0	0	0	0	1	0	0	0	0.450932021571083	1	0	1.25567411260015	0
0	0	0	0	0	0	1	0	1.39431356318885	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	-0.098102085471646	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.720410907692485	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.91205986177765	0	1	0.829857591963752	0
0	1	0	0	0	0	0	0	0.328928248550319	0	1	0.829857591963752	0
0	0	0	0	0	0	1	0	1.60078711900522	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-0.546675828868586	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-1.35443814678331	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.716233138412721	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.334993571834936	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.199602705417788	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	-0.730359422188298	0	1	0.829857591963752	0
0	0	0	0	0	0	1	0	1.00898474276426	1	1	1.13438348486155	0
0	0	0	0	0	0	1	0	0.576037772558836	1	0	1.25567411260015	0
0	0	0	0	0	0	1	0	1.622851850496	1	1	1.13438348486155	0
0	0	1	0	0	0	0	0	0.593420762825583	1	0	1.25567411260015	0
0	0	0	1	0	0	0	0	-1.18342450175921	1	0	1.25567411260015	0
0	0	1	0	0	0	0	0	-0.97920280868806	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-1.03460636293482	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-0.348277118744525	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-0.0811491162537357	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-1.00477812618463	1	0	1.25567411260015	0
0	0	0	0	0	0	0	1	-0.787265652201924	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	-1.7409103128702	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	-0.810095158879325	1	1	1.13438348486155	0
0	0	0	0	0	1	0	0	-0.709673010723682	0	1	0.829857591963752	0
0	0	0	0	0	1	0	0	-2.44987378610522	1	0	1.25567411260015	0
0	1	0	0	0	0	0	0	0.908720309382689	1	1	1.13438348486155	0
0	0	1	0	0	0	0	0	1.50977730169568	0	1	0.829857591963752	0
1	0	0	0	0	0	0	0	1.66742557457784	1	1	1.13438348486155	0
0	0	0	0	0	0	1	0	0.466627973600549	1	0	1.25567411260015	0
0	0	0	0	0	1	0	0	0.311221742143436	0	1	0.829857591963752	0
