it	posterior	likelihood	prior	q_multi	sig2_hp	t_0.006	t_0.467	t_1.382	t_2.212	t_2.672	t_3.226	t_4.147	t_4.971	t_5.431	t_5.99	t_6.912	t_7.834	t_8.755	t_9.677	t_10.599	t_11.52	t_12.442	t_13.363	t_14.285	t_15.207	t_16.128	t_17.05	t_17.971	t_18.893	t_19.815	t_20.736	t_21.658	t_22.574	t_23.035	t_23.501	t_24.423	t_25.344	t_26.266	t_27.187	t_28.109	t_29.031	t_29.952	t_30.874	t_31.796	t_32.717	t_33.539	t_34.0	t_34.56	t_35.482	t_36.404	t_37.325	t_38.247	t_39.168	t_40.09	t_41.012	t_41.933	t_42.855	t_43.776	t_44.698
19000	-212.48850139787123	-120.94352844004989	-91.54497295782136	1.0	1.6979695231456002	6.0	16.996850870752063	20.033622829417727	23.453981523246185	17.947281583953934	22.310938624900587	16.499903193848848	19.696647482572548	33.40375454452345	41.18845925412271	44.48381865598042	33.60344909546328	55.807447583991745	58.613413192827664	31.246550083763715	42.5913656193303	30.812919667777198	37.6582395015095	29.21235467342894	30.05942531953107	44.02164849217681	41.1808804054636	38.392756807772685	30.477540603404655	21.342777971868767	7.220115286476082	18.614725855078603	15.839790422011562	14.98275631191729	14.103591986621883	9.153513845850075	3.9031184933049397	2.83134034420122	3.581781664799923	3.592286038766491	1.4851431855977626	8.889470694371903	5.848163385422849	2.3568032662463505	9.288794862522092	10.53525308444247	8.456501460586185	3.633661964010761	8.63640301375978	8.036466787225654	7.815939666322341	1.1630503524788427	2.5103492734019497	1.1159310372489157	2.2260178475159997	4.798820105950455	1.479022020615576	0.7272650219331437	1.6464986125513617
19500	-245.50599265786298	-151.51044617646173	-93.99554648140125	1.0	2.4670624952245572	6.0	17.693195742999688	19.63782895737618	25.30620579346829	14.523167320167811	24.132129502418167	15.840786253666133	20.422820540345697	36.2286399229078	40.62377834275007	46.609301311933834	42.49834626054625	50.06846501810252	54.64136126424552	32.985771491615196	41.683186706104586	31.369773111819846	40.71405470282454	34.83801614837403	41.04554023956697	35.71021618944125	32.28392023108576	40.38370984746017	28.367971976298627	27.255444167848164	7.943211740511362	18.24026885839406	16.44992397074777	14.228206945193698	12.292666618341183	7.282183463391145	3.3416366260698305	3.6495528804575303	2.284944433071407	3.5301169001690447	0.8842124214049287	7.554711565326288	6.822670249429066	1.6355909855887885	6.699004634956591	7.634700196676364	5.497470337978404	3.473186374089857	14.617020999983662	8.552592981074103	5.860936096608619	1.7237786671717927	3.5904553510370687	2.3360229612013916	1.641140905427785	5.3926985177629625	0.66478988552771	1.2932832182703564	1.720187904307372
20000	-203.87850636487576	-113.89536662489746	-89.9831397399783	1.0	2.2465473276474652	6.0	16.520773883134172	18.322024737323446	23.38476426636179	16.32855331497882	22.915349274127713	17.85080195487321	16.21022728281685	32.35444362870008	37.26410141485587	43.19080245332364	34.17311637961186	44.6232653102777	57.48595065638592	41.1559052453387	42.14555243675957	33.02835213406904	33.96891395939109	25.56600004598342	36.78229882141599	38.87061163150932	33.05367810244802	38.273748117651905	26.71696896849448	21.451424903334498	8.37907387108744	18.68570948297941	11.58817408110022	11.473072322489251	12.709843739142105	6.697290933366527	3.3143975822605687	3.3138407301139066	3.196487543414782	3.996071954657711	0.8982057173620704	6.17042784152106	6.3358552865913556	0.8606979911798573	4.860128844225517	6.137477963632006	6.334553385666309	3.570077402892283	7.159589888837431	7.080546528766001	6.459248562966647	2.41289379548636	3.2837665529647335	0.951152903821295	1.4070526087151431	2.5969149526815025	0.6991324974261414	0.7858457459389036	1.5640116041113286
20500	-209.1655504636272	-121.23413843767308	-87.93141202595413	1.0	1.7982235465606806	6.0	16.354859480897904	18.817618694115048	24.02929366660046	16.00282399979401	22.62193848577843	17.522645999982696	16.78737190072188	32.87296853199447	33.168051236714035	51.846197000919986	39.76853597137935	43.29282048653613	50.056423579801915	36.04382777074234	40.641979481181345	31.8861901716758	37.2003884217918	28.167718518017402	33.83771712911191	37.65639464683253	35.752422615870984	36.72664531930225	24.5101623895954	21.17125808599814	8.660944919418334	16.100389382100595	10.144080003240168	15.450512061012418	16.0853857599118	8.566698786595776	3.4706799887540685	3.2508814699367123	3.68629800700973	4.034031526632748	1.2619093165418842	5.734541189144556	3.9136268633031595	1.2257271959641578	4.2047122165623705	6.386186298203143	5.905534601548107	3.7000808548987902	7.405720060883835	11.369509715443298	3.9596184453699284	3.303791376657255	2.5449106935188133	1.1479410468289353	0.5464202794352728	2.0421849587479866	0.5887434466630636	1.848256189774455	1.566944569037537
21000	-210.1428761733407	-119.09524062045571	-91.047635552885	1.0	1.8533961209998062	6.0	16.961832687586263	18.029860173754845	22.616598172481147	14.749014252088662	25.533884010583062	15.62250571375552	18.12680283691127	37.87495146234089	41.992374991229234	44.71623367525195	39.95270764630827	45.44055532210858	51.85987108378508	34.08342946945139	41.14389280047115	32.65618577411547	29.66523137165705	25.124154634794156	38.86994596286271	43.178768779983656	35.41786898141382	43.34380246170325	28.09570008682624	21.541387542913384	9.694484929550997	17.547898235681014	9.25660595368421	17.845687493984038	18.02494089057304	6.298863804987466	3.5681991649650104	4.371768512518839	7.5825830909323315	3.966805092690799	1.0967506567627028	5.938842166659564	5.8517890050385155	1.923846297900685	4.404454022183572	5.25731125194127	7.03350158399081	3.463828725882874	10.012507375959597	7.608258173322877	3.8023448156217468	3.0094082649131324	1.7323404318319877	0.3604283888700182	0.25915259888487474	1.6850954868830463	0.8447517442982775	1.4523962490411941	2.4378141178064903
21500	-223.9619979528452	-129.85176863483295	-94.11022931801226	1.0	2.5556681570963455	6.0	16.83564996740274	18.71395620199077	24.617706201428593	13.192952322894392	27.216876623239393	17.01056022069767	17.392107112041572	42.28419070583061	44.40359355125046	46.78842295236244	43.50070676431554	48.37181241849555	71.60103041968091	35.32122882300296	44.26199440003477	29.925356498115985	30.408717635330397	30.117975713552646	44.397933396022374	43.582027234048	40.87126624561008	40.10440877567413	28.936415015541034	24.252797359595192	12.246096924338516	18.343218138852915	8.868146766899741	8.626652182952435	11.861799711188883	5.029231226027129	3.7759080164515963	2.6663169240989437	5.283811725856611	3.7166898614927297	3.8010201764765252	3.5190612808987973	5.970239026273557	0.6160508543281198	4.569245894892619	6.417037588472025	5.101682918884373	4.180777932013098	9.4316227730255	6.020577937129813	4.7340148885008935	0.5634432216441861	1.5287550622238346	0.4029315476713053	0.5123467052833536	1.3396226348960223	0.5873973972299135	3.003011098752182	1.932104549009897
22000	-225.3110992813945	-134.111850337554	-91.19924894384049	1.0	2.593641000358073	6.0	16.760082126081137	17.919276153253872	23.495688290507456	18.717451173821154	26.628620259964155	17.128502734611267	18.158754930486676	45.35311929429751	42.22718865915091	45.64161645353359	40.821660775644446	57.11527307818605	73.4745190780948	40.79972050613377	44.55339511249177	28.006197189139414	36.074154872256095	27.440457015444537	38.06566580395932	46.70640587917099	43.145003734455045	39.83949232624752	28.85204788492544	29.810633896990634	7.460150627060667	22.785165910841	8.34595199310608	11.151179165465484	10.651407966379454	6.918804644289596	4.2806940034364285	4.091501399771575	3.972238340014874	3.012926876386617	2.820970079433699	2.7839776640118217	4.912424894174446	0.7641754412305445	5.605141757677904	6.277423049914747	6.432724798043426	5.679826101657059	11.318118230632454	5.7467414170230455	5.415818223945763	0.8543924138038339	1.1742908199034174	0.39714717724614024	1.1462790483627647	1.7712835753958467	0.5432630945634284	0.7900927194484804	3.375025978347196
22500	-213.79084088471745	-120.2360157558991	-93.55482512881834	1.0	1.833025003920215	6.0	16.45309261433158	17.596340789499	24.02549619014158	14.600353306699969	24.847782739652242	15.51515205072064	17.85559537398387	20.48343740197659	44.51759812409572	43.354660760552356	37.08124624065524	50.39943733894475	50.040454718970345	37.368228426084514	38.81450310538176	27.313158636358036	35.73853645483081	27.974863669318246	29.39131027727968	42.26440975568935	43.25050750862992	38.295508386675266	27.033375510139443	25.336357626631212	11.142869876976729	25.161467798802107	9.569895947938631	7.723942355485743	9.10587351779834	7.809983009228798	6.434444153211047	2.796999650846347	4.5986598500772615	3.1541003377894214	3.395634919238333	2.8261520668231928	4.173955073015793	0.49194036959715653	5.621737902762832	5.454295949689819	5.895192894469005	6.057819957633216	10.872104731573085	7.716134347867948	4.952907618964742	0.8112495002032067	1.383526042759174	0.34444868127612827	2.2280554644344845	2.7041008952055043	0.43286685264470837	1.2098017487797765	6.148186216101624
23000	-216.5016644612997	-126.08209694195946	-90.41956751934022	1.0	2.356170446189865	6.0	16.488000475458136	17.367850459851926	25.152788663451428	13.38249162295434	25.69837131454164	16.622369984638514	21.15121826230856	39.650331183118396	39.10567668788765	44.151378321819465	35.03493546692891	50.889353744261086	66.04361090942902	34.662705102682196	41.21027166832354	27.951014782578717	30.485302066019187	27.490518225099645	31.526611957652214	39.624275743248944	40.799231637693424	36.29059332452162	25.121144324462442	24.52099823392591	11.774090105991124	23.136606593739987	11.248985710614384	9.763855793599019	9.247777603965591	10.403980000910595	7.54235065888984	2.891301287090042	8.655380559632789	2.6770346238915534	2.0363776163556713	5.176746101568799	5.819278601259258	1.2815195265059174	4.010988920818071	7.232404345473675	5.322234707623072	6.506331156315829	13.743743718939003	5.313806371378491	7.210200157742914	1.2033536995351732	1.2659360813812488	0.4905854507434684	1.3971404389438318	1.8691313877557998	0.4253648383792108	0.703075972996151	4.374042993459547
23500	-221.1627741733384	-130.86291629015344	-90.29985788318494	1.0	1.9140138410973642	6.0	16.138176884096556	17.77069863023816	26.614803475357842	16.604090247705024	25.203929848954367	16.38675345197567	19.551170106819438	29.62553101816712	40.416500369858646	41.75502872784871	31.854593558715855	63.538210205198396	53.720407997681306	32.66688594792245	35.61714797110419	27.708632075197386	31.75369841483824	30.967771426123257	35.65089352490031	40.46676119464046	37.039833442734164	35.35853912602729	23.606082943365603	21.442291521735903	8.886577930805064	22.657872018289464	17.338085227084836	7.921265686242463	10.01576344830582	12.035574780576502	9.959933188054839	1.9622653437367048	5.0847097608869465	3.100591367885172	2.828820120788486	4.015051654479855	5.314100968354869	0.8780277796816685	4.078297617486233	6.2720202998279735	5.6050762936343705	6.519340703085106	12.606773317828395	5.375484315655452	7.895974830721075	1.5730050182595752	1.7346193858833958	0.39643843646255283	1.5702422134558505	2.6938970912421096	0.7987369943215663	2.1313283806200274	3.07538576726824
24000	-230.25175178956164	-141.23415945648142	-89.01759233308022	1.0	1.9775477700224688	6.0	16.12499995192722	19.381195516866505	29.226109399938416	16.432873527890287	24.8645492961574	15.738283985901274	20.55500977172722	28.92884907621802	34.05197995068124	40.15235540660148	35.114059092222995	43.75800761956454	60.79414016336283	32.197535580954394	41.825714552674164	33.51366772510472	33.01951664397421	34.05125259632817	33.930138749547744	35.63549600299147	39.1672398150074	46.92237697098447	22.96816360835131	21.160322494329076	10.271862692931714	21.99645403430993	18.623053975758552	9.301090662223825	8.036388040514474	9.220258366082605	8.854011687689326	4.606257003589528	5.54724279599491	3.743592895199515	2.9196181640997683	6.747951705803138	3.930314856471504	0.6845817983944809	4.400963090163837	8.433894254406967	12.122396901825695	4.882862079484145	13.898050679570321	6.395077991005255	5.166422126697345	0.7331619225505804	1.6004554606496026	1.536134597734011	0.8485121824748553	2.4516259147119177	2.030293369041701	2.132048726267486	2.187982165965029
24500	-248.1191379258874	-160.44568792952293	-87.67344999636445	1.0	2.217244836652603	6.0	16.227797375644585	20.576346066227728	26.716408967133482	24.81322598019023	25.61765428495692	14.446993067432635	23.74274542893577	49.41177855937286	41.73521781962744	50.231597474614205	39.53135620635764	46.89839045255986	62.77163054001731	30.726638793165588	36.33511661046052	35.54662495972018	32.99628555015578	31.079149870287097	37.86655140715769	39.47081223580358	32.799049262100304	46.06350303596717	22.60038491237176	16.962332081164025	13.061734382714434	19.875351852358765	12.63012792396685	8.522343504226795	8.736326028182935	11.209125619928614	9.84637322667647	9.473918131287832	4.89381824794767	5.082855712794622	1.6209813959838435	8.92827734477093	3.533825292875083	1.3473970462697114	5.752428878095282	6.300979703405053	5.998200201756302	4.920769885364799	15.051146498165412	5.69189225728287	3.3814173827716383	0.8761665135183351	1.503293890631915	2.2688099925503793	1.2717086643418742	2.370826962990569	5.276249353538946	1.778909978378146	2.351341026648445
25000	-228.32336001917952	-139.69837805931004	-88.62498195986949	1.0	2.2083289394104266	6.0	16.26566227480572	21.517386793439513	27.07245837430611	21.199706336254863	24.60078294381223	14.744640688603292	20.65827868787155	22.16864651617169	47.295096568857794	41.062387047336856	49.47041856147275	50.94025190925829	61.145237007571396	31.011897783652213	35.9339810618448	32.70170313443474	43.802707757475815	32.699143250762134	47.95106945399594	39.46392801051989	34.614299047020545	40.386691802369015	22.77741051307221	18.746994104359697	7.672101349375275	18.442473421533208	12.779822799408375	8.901361540803762	8.314358867786375	7.407465008646183	9.686095132083965	6.04659419306367	4.352462414885188	4.804996682498576	0.9778546989016834	4.623881441126468	3.288103347633757	1.3006581631806817	4.697415098083171	6.319805249829937	9.867519213250434	4.45917069043441	7.398341744514803	5.4299129111751485	3.423459133004463	0.6523346444926527	1.432006296848641	0.917545432107559	1.3346451797239747	3.2080775776480386	3.0380644474623115	2.083381159981081	2.772066525041548
25500	-224.58913830617664	-132.10047841210803	-92.4886598940686	1.0	1.958690130784807	6.0	16.173053516910436	19.7796841935361	28.74219310980274	19.161635677019046	24.415092609174547	15.114711835688079	20.93005236123126	27.806362444928197	47.14420226254134	44.78899788148822	39.05998549136877	44.51012329602452	59.86028394738058	36.756555154117336	35.23520005006616	30.60955403148485	39.91007712245671	32.16606618002477	37.6219137795824	35.89781662947134	35.43143393827255	36.9761517126437	22.97020118449267	20.795804927528025	7.445329679975989	24.00354152322241	10.542101578046044	13.061905316712249	9.37321987031671	5.2925156845524075	7.4878148710658605	3.0055175178756133	6.7124050703800355	4.248945263971988	0.4168804305097579	3.1763970378780684	3.2199376214012245	1.1181344519538503	4.887013993295087	7.706810812987692	10.576756670866637	4.319596853951511	7.181871613374879	5.071788131688322	3.4292185181811785	1.5881100596787918	1.486438131968081	1.557710449293083	2.4315306544636424	6.216356617162913	1.7452276428645723	2.496664127109235	2.86695805782458
26000	-205.48182964081607	-115.67948503259537	-89.80234460822071	1.0	2.1744284738004716	6.0	16.151312698766585	18.17252520186342	24.43430039508652	19.08897406546999	23.94248797426314	15.219441811225984	18.6203499195177	24.80838575653398	41.762218501378854	50.112146883559014	35.72519057054193	48.49422970879911	55.724466203986516	34.18715575891437	35.68216871898266	29.637550713809	33.51526575164204	31.2165903182944	34.20370590886827	37.189986866355184	34.42007537962314	42.95995569945419	22.625327732525527	21.558894970451558	6.894194498944665	19.84951210264581	9.885923810192892	9.237221207396816	8.54812779798174	4.985637142094582	7.110621106065617	2.4247361550657365	4.6768237675274555	3.302359466307487	0.6256261070709584	4.8204479703870655	3.0763793473642798	0.7036799583708068	3.7032771687344113	7.661878191620984	9.499439065586206	5.03567363590898	7.94518161123913	6.684552917215996	3.642294448473167	0.7166958989178006	1.2969076843430687	1.2318400225717867	2.8436570052040615	2.130598906712322	0.8693179314948158	2.4038216501261567	3.4338919792679286
26500	-201.07633911360597	-111.47910088299773	-89.59723823060824	1.0	2.566541285739617	6.0	16.093542162137048	17.80063727885451	23.29600538525296	13.054589156370175	24.324369913781346	14.847116868675538	18.503149119352607	34.795038762967735	40.28326559014039	48.805490604742886	33.60734646837741	44.235576895468206	52.23679893787938	30.960306706360413	34.684995220641426	28.865505665632277	33.385743376850705	24.645760422218295	34.49730456911857	36.83436928488207	35.13258785846763	39.35035386423972	23.068113346985715	19.660379405671225	7.333430247676106	17.564104119398646	9.213606052359912	10.559637638790914	8.186811589730329	4.599574998929842	6.89238832447247	3.622757313878114	7.868075270896238	4.700308096682313	1.1932197023841078	3.56048651886481	3.0432545514499907	1.5777521049527217	3.601863780249909	5.936581510096051	7.070983622575867	4.5476382569093845	6.135435363617039	5.9948813181104095	3.821460081249575	0.5610333668437247	1.4519882790917769	1.4221629187099978	2.4117259316975197	1.5069139047761335	1.2667631378690443	1.2639536265666174	2.863674638361169
27000	-206.91132820353351	-119.33237407847551	-87.57895412505802	1.0	2.2839035156441847	6.0	16.208013176536927	19.065819876502452	23.50156327121833	15.880587762301968	25.904782484340252	16.56109795570702	19.59453957329139	27.969359714914425	42.935639072413224	44.92057517306084	42.47913568402635	45.70551047567406	54.518399345457624	37.008942289125685	42.23733648365519	30.779031612663502	35.39338345603075	26.877929639840637	34.298046723109096	41.68464284640211	35.55450781443304	44.253343821906356	25.137753616273528	21.202524201249624	6.9072000833329525	21.222228943585975	12.019883599600757	9.120248404409274	8.720331150176984	4.629825649666065	5.671131160386217	4.2197224478975	5.337596585987161	2.957603294706042	0.810081651124494	2.737059215179446	3.022078162268704	0.8848894930413034	3.6873019316914504	6.049340943374995	6.211204874157423	4.5535272012859265	6.094928888860382	5.884547075884397	3.887498774398301	1.2465081479444844	1.4758705728870207	1.3466777411678474	3.5799508500780592	1.3024016600677077	1.3222095450357423	2.523558067376225	2.1974677257483624
27500	-212.39891170685524	-121.60136902499917	-90.79754268185606	1.0	2.711515453280713	6.0	16.141284380311316	18.37335987312826	23.643518057721412	16.076763573076832	25.04918541985596	15.554511157458998	21.644148097958382	33.63615735829434	37.248197389587446	56.258347602797244	41.70099038503476	57.18714647068012	72.76476074861756	36.41160434740152	46.4988377899822	31.26699309613268	38.14063760484642	28.455903552008255	33.71552936158189	48.58265808176661	38.43023081774195	36.38370278135319	25.724153840089798	22.440456441420526	8.249320539925165	17.830090351283825	13.680347140853781	10.942616733470595	9.29267486600025	4.516385453711082	11.745858427574111	2.2099146562432717	4.678169159925284	3.56929606590633	0.774839118778744	2.230211850370897	3.0136883986762792	1.233751289512697	4.164064939929961	6.752854244486414	10.364283048524225	6.376389073834999	8.588096026719905	8.275633409723572	4.240043713409609	0.6992095559476103	1.35815485239364	0.9478202923798023	2.4417455771196357	1.593466881875684	1.2150739200524456	5.2543203146653665	1.4929758656062244
28000	-205.4666837224059	-117.42501141186669	-88.04167231053918	1.0	2.018684864461818	6.0	16.133727645744553	17.610693944261808	24.791171214453605	24.868570901022395	26.07431606768501	14.75991275577864	25.56806666082524	54.38213699090436	41.447766421657434	49.931877557016634	37.47515647460701	52.27489265213533	62.05771545599718	39.28417285648962	45.58197573018821	30.96274666376165	40.82610232543887	29.082187681085372	40.84625034924225	42.98198905545484	39.222384342915106	37.91496988124331	25.906470446777178	22.740490055364376	7.72330833473433	17.789270179022367	10.294920825759156	10.098431119973526	10.603601978234005	4.274527141678431	8.120751439587659	1.5787825893792522	4.893439163087745	2.820935656209523	0.8354504593136413	2.426803423522325	3.008319117454899	0.6616995505533241	3.8486774337776684	7.939977871510526	8.839250029289559	5.8892713592472035	5.57978530786147	5.929140456351959	5.721850333674902	1.1989409226334107	1.3193815254667212	0.6371899506578493	0.9319265947326394	1.0918964962882025	1.2415122469257585	1.5760160150842286	1.6666456328637373
28500	-214.6236608158106	-125.19839559911725	-89.42526521669336	1.0	2.5232501422975604	6.0	16.263610151824818	17.162744825525646	23.425506758779783	31.59174937693888	27.764378616665013	16.205581459220788	22.65037222386515	25.693085376417706	38.91076793426847	49.84932334576683	48.49160798374862	60.1370326987548	66.10040297952969	34.97481202505288	48.592785006610555	33.935593644850066	37.220591581183925	28.635202626360044	35.25593897495499	44.258980125262084	41.83489743028596	42.777451420215286	23.961821637481123	27.99013968649537	9.491194811758538	20.169781088182706	13.656709478547398	10.336642918548232	8.796414780887567	4.804322218905874	7.119831558562067	1.710065214374529	3.6200284840951547	2.6064276994798594	3.745837700963457	2.5215985459817007	3.015692043411114	0.8167127188163671	3.596646410326088	16.760625948438683	14.235227590007156	8.66775466598681	5.478549164795233	7.283761559996435	4.5611461565646625	2.112435520345703	1.3401419044173628	0.2801258975804062	0.9842875114003898	1.122353840790438	1.3170686909138953	2.1640747601022348	1.517032109258005
29000	-211.38779094452576	-117.7233251408087	-93.66446580371705	1.0	2.4096352415083118	6.0	16.466533256759345	17.418145760520794	23.059814146378876	21.575226878679935	24.49616212078823	16.00237739097397	20.024643383039514	33.94218910386952	37.21969420094639	48.89105135148466	37.220741840829504	54.62068502512655	59.97565463051106	41.80945109828025	44.890479615509925	28.264132059635813	35.756836161860434	30.729686026803968	30.92657398312745	37.65615663766357	40.896534909419906	36.8257417193444	27.957554118609654	19.03789785735566	7.908824434741836	23.3977769523415	11.664207981114041	7.215698584877648	11.534808663793576	4.959836464639494	7.198686409495346	1.5887155467243286	4.517379089231223	3.1288424587126107	4.101952100715512	2.7522347636606574	3.0241024478419027	0.6732226300468139	3.4688650943292156	10.412405277378285	11.096539983631422	6.957704451447095	5.475425731143894	7.44933508000131	4.951634963679167	0.9038911908895537	1.2511829339924196	0.5498566613177573	0.9758258309078042	1.0802189585176376	0.9832987692706736	3.0071899033747176	1.5747643807785288
29500	-203.76764924212497	-115.26913663599115	-88.49851260613383	1.0	1.7235888872145213	6.0	16.509137169971552	18.151897796109623	23.39659379852764	20.851434110521527	24.13474411811141	15.325225340503309	17.66042323471633	25.351509243344537	45.224790374388114	44.13216269243728	44.36568979010748	58.779612054633255	57.49186569514774	34.27587742724975	39.89733195434346	26.222763733573185	35.58442908938213	31.137232396987365	31.882311304255275	35.31080116691176	40.94935654267171	38.93386832531411	30.142937387858552	19.176441048100095	7.393548492091323	21.185632086773918	11.765137756828032	10.792920347539358	11.616418842300968	5.721274847911935	7.361291632406667	1.8811723521974169	4.652097033230649	2.7004706296171195	2.94197940090513	6.740588046625262	3.0575857904952315	0.5217644971202484	3.268574367417393	4.779014184032248	7.095413476434948	5.5150084937561115	5.996993046025145	7.608763265953645	3.7039837343665383	1.3907927278632781	1.1893553367050285	0.6414594519226472	1.1831440393734731	1.059732215340591	0.8544200743807926	0.8375709073514256	1.6355174022115162
30000	-214.1278329532322	-120.05546668500162	-94.07236626823058	1.0	3.1881865598491785	6.0	16.955093797043467	19.618042043527517	23.891043171711143	18.83048149748098	25.41777366556135	16.293069569352177	19.54271349130151	33.16851240783497	40.88338444479884	37.9138731587575	38.9802057297823	49.40006966476365	65.56274218994504	41.711535170758815	42.49304964903261	29.66398448896517	34.26965215025223	29.461895341255207	33.758311841954274	42.97710483602013	37.63239406663178	41.069644433225115	30.074621603358032	19.07231118028097	8.295391149004516	23.458961576518753	11.368522617023757	8.92491893708862	11.826263325745643	4.935493475864136	10.468128767634653	1.385328820609511	7.489374099047762	3.389515186925754	2.3700928183314818	8.94333436857956	3.0274398837616348	1.678512898351156	3.1752134182336755	8.309853982744757	10.537852550398016	6.915424821385374	8.476321562621338	12.8892963079948	3.8471623406306965	0.8210879578980074	1.1944539040747795	1.8082600512035027	1.2616759898639573	1.1583369173471085	1.1762213208983028	0.9709102745476523	1.5739661769477675
30500	-217.95111719970524	-124.73532456052259	-93.21579263918265	1.0	2.123666546597785	6.0	17.68909407819162	18.118509643757186	24.836146496569178	18.304855320610145	24.330045725267915	15.611359844665106	18.435808744032457	24.39044538222808	42.71976996362471	46.89650780019113	36.781524891943675	46.26659815625238	70.34234380325567	37.03425549077788	49.75457453662702	27.11205937567521	35.94419771913934	28.897413084996565	34.080033588482834	46.18660610440552	33.818649722018534	47.06159736612801	32.16328942149147	20.677499216357468	10.345816421823372	23.025490060777365	12.72694319788951	14.828607747603122	11.936596804652691	5.13094642998963	8.11837989033195	3.302839253364878	6.4326923985103335	2.9166764692482148	4.0008497265280525	5.529315834781681	3.016141061688496	0.8782370669451964	3.3160140476176045	4.602274172836324	12.270189225794477	8.616818013849995	9.528182333362567	8.243154815109534	5.483236372458451	1.0808165468670985	1.3567471543693594	1.087636111370909	1.6701053262987529	1.1071230948567128	1.3673400618066889	0.48203498979750553	4.6350003811096645
31000	-204.69852781034606	-114.44894328314594	-90.24958452720013	1.0	1.999068306953327	6.0	16.522021697074116	18.171082700466286	23.82133124340436	14.931601143370077	23.83115163614491	14.917299307980501	18.30366382091911	28.57773233575163	40.32931784360051	42.190512503232924	34.991154318706336	48.14742164801282	66.2430748510581	29.077990526581342	36.35780408817944	28.690198274292552	36.47972026658492	30.125731759490186	37.27337608825948	42.22991389993849	34.56477552069644	39.323619335993634	32.7626997054529	22.47753073178412	8.401447901017248	21.601295127952124	12.334979851974001	10.609532558396724	9.571227370877915	4.965088798305854	6.3549865543418615	3.124395164799962	5.265688240602479	3.2184465215222255	3.7213513120860164	4.112390321575074	3.0186707488069184	0.6181162319644711	3.2321609836821685	5.311792631166663	6.702986862814046	6.60623220258987	7.66987408874744	7.032845683984595	4.056893465411597	1.14390229083474	1.4651659370666659	1.3771721305390616	1.700031581518464	1.5252029845632569	1.0290434853419366	0.30944652240593634	7.214822497328734
31500	-206.70895309083966	-118.28354658918408	-88.42540650165557	1.0	1.9371869730883766	6.0	16.493555081304642	17.755849216454358	23.561612598202185	17.192646307483884	24.95560198626104	15.75405638589131	17.058390894557913	26.493322018496386	43.195299240397595	42.42895948312218	29.270899078930565	48.777831643061994	54.39090480856203	32.78241919462444	39.448816145793664	37.090748655943244	32.656761700105505	25.02318674183455	29.428834109597	37.11473924855774	36.40931233847232	38.985430140133275	31.971118476240356	23.940776679382957	7.998421791715739	21.027321442783986	10.439014015569011	9.596968271381014	11.981064339463764	4.40400591076625	6.480105067217994	3.7441599759068342	6.1932253761429985	3.80063782678471	3.7890270468706375	4.079594813440499	3.0239315798632433	1.1037108107410358	3.4823066266602716	5.346989221994583	4.441966781814344	6.848282760548555	9.956516778094288	5.178008980042797	4.040389420652051	1.6813603158743962	1.621417545352573	1.2274029603430474	3.259624732773818	2.1921832079850363	0.9656556590568349	0.9097008551459601	3.9606508235561764
32000	-201.95638542421523	-113.91902325652822	-88.03736216768702	1.0	1.9703013015473883	6.0	16.36934886991974	18.6957960134525	23.317302512782305	16.631041467837136	25.19452284835921	16.044533932747857	15.89620886714787	25.920561421764333	39.861143632733175	47.83449355021003	35.22597291488762	48.82784504507457	57.28531848507875	30.453221881485327	44.67571128490425	28.825335120468658	31.148110442598334	27.59951041815291	31.283690115860786	40.311631596092866	39.19283005223948	40.460556434818436	34.381254679238246	19.021030968313724	8.23524419436768	21.214625674565767	14.991744788461395	13.152686987080266	14.674568654667013	4.728541138608681	5.7118385256755335	2.8683099807254417	2.9735387911936817	4.3657076840324756	2.5557666555694083	3.9816320517704904	3.0280259403567986	0.8867734474235102	3.3168551911811073	5.558230253445927	2.7985488355089077	4.643901072758575	10.002218927152231	5.047596010253434	4.024182928621427	0.745439640108116	1.4933251000319598	1.3289409161787933	2.4471963590258614	3.0481751413807383	1.6303018064213177	0.8307554313022872	2.239088337588108
32500	-212.90260063096753	-126.79340890485338	-86.10919172611413	1.0	1.7691096417147976	6.0	16.15421229797155	18.309279228698617	22.55842123345819	16.547501283810057	23.29651185273682	15.80163922731254	16.270553834484012	25.889379578410868	33.44975612464144	43.13560755516623	45.02083793801465	50.082125834609315	58.13785373433131	41.835607198205835	47.587846371700294	28.99174550523282	36.21416320633959	29.64155162157062	40.01432700796498	46.81781716009084	42.130610385571174	40.023374085008015	39.22368426051074	17.589444504570874	8.050153273166387	19.145623341825953	15.742572125795778	13.37129566320572	12.412596702961775	4.58488133391762	6.954537861905059	5.127485210714049	3.555013882040803	4.347503571444148	2.4106337179325616	3.479865617968039	3.02415137073403	1.1352692872558796	4.036190198495462	4.834333626155779	2.578850687958928	4.858313386837621	12.750709680737351	4.741749293116595	4.111083314180773	1.548572722867668	1.5334438058144222	1.9979431831058174	2.2389473820501276	2.547653188062122	3.338497129245823	0.8549984600709681	1.272459548201027
