it	posterior	likelihood	prior	q_multi	sig2_hp	t_0.006	t_0.467	t_1.382	t_2.212	t_2.672	t_3.226	t_4.147	t_4.971	t_5.431	t_5.99	t_6.912	t_7.834	t_8.755	t_9.677	t_10.599	t_11.52	t_12.442	t_13.363	t_14.285	t_15.207	t_16.128	t_17.05	t_17.971	t_18.893	t_19.815	t_20.736	t_21.658	t_22.574	t_23.035	t_23.501	t_24.423	t_25.344	t_26.266	t_27.187	t_28.109	t_29.031	t_29.952	t_30.874	t_31.796	t_32.717	t_33.539	t_34.0	t_34.56	t_35.482	t_36.404	t_37.325	t_38.247	t_39.168	t_40.09	t_41.012	t_41.933	t_42.855	t_43.776	t_44.698
5000	-219.2642521508406	-128.00780820483712	-91.25644394600347	1.0	2.4377282215294174	6.0	16.330199344969255	18.675551549563675	24.762989496784183	10.535636262158249	22.958608127639938	16.665036309424508	16.05428227903362	25.317382084309777	39.891776727393385	42.37823162342663	37.12297211441495	41.132654374654045	58.31484449191096	31.521515285018612	42.48984659015187	29.62603507254796	33.413492336949375	35.41959924501917	30.585440176965115	40.1092425432818	38.298289633477026	34.405345879093694	26.45774086157749	28.61238234369639	8.715673939600737	15.903814616474811	11.311320339273607	22.02091249947938	18.95492804769593	8.993122748495939	5.6850598457553225	4.963033818745885	4.374048208152784	8.837932908664737	6.698651934573399	4.19566755762071	8.574671204331858	3.7501715956226147	9.08968747028516	6.60931264844432	9.85625511731352	3.460770686684102	8.336671241283032	5.026079380323449	5.766449585473245	1.8605148281083048	1.6612187924663164	2.8009489187341643	2.273051041618567	1.8342579301642443	0.18857546893390553	1.7457096496665623	2.0924233535772734
5500	-217.2172410870949	-126.20854354573551	-91.00869754135938	1.0	2.7790650750631687	6.0	16.47212317884875	19.00625777674373	23.672751776668793	10.563295633332483	22.269579000077695	16.61600883474336	18.36774624308633	25.182329539918207	41.48809105185644	43.24312132348872	32.83976416395469	44.02535305599752	59.98797106695359	30.815177162273226	38.34951537747931	30.010842343707353	30.261310993568163	31.968852126907926	37.74910573712678	34.7081302782099	35.646441453641984	42.45655834896574	29.047707635713014	22.060087586377527	7.462640338479795	16.47461531204526	10.417220233650577	16.202650422328343	18.095185613510946	12.93843658833358	7.22790204243762	2.984353513826071	9.161499623704305	9.570994779271182	5.162568628712048	2.8670785846784526	8.004882291079412	5.773296177807585	9.728504264045489	13.413860018215018	8.920528707646872	4.9490988309715345	7.966205292458266	4.947913376646101	4.459631113573822	0.5869662443296343	2.0234589387433655	1.8038719197439022	2.6731946644446896	1.6217524963213936	0.4545888774542261	1.4894703358140495	2.6611422488277103
6000	-236.07870970996947	-140.77126292998216	-95.30744677998732	1.0	2.8465272021533936	6.0	17.242003591909125	17.961096329768736	26.541686253444798	10.012420172981873	23.16022416482361	15.955160930425357	16.94470883543949	40.24483464144639	42.15811267526223	45.24699069009668	34.89158939182467	58.05831378610452	73.54823253775795	32.12464218749351	39.127786805007915	33.45103036245996	33.444631551314956	27.26754006361805	35.326376624537964	39.62211771084986	36.87836608749468	39.11123678323446	37.00407391165101	24.162190958837	6.910284960932945	24.252469559475045	10.28890231555862	18.641484941514385	16.735809490743286	10.977008636312055	18.443846773243777	2.3253726843854254	6.368931556938439	14.699061650732313	5.069251956544996	5.0060804180466185	8.001274704483965	7.2070927192663605	12.677041510573412	8.630857371551794	15.425074565567906	7.133604301374424	8.67213064578216	4.975710964835533	4.998764181107642	0.2638733850048132	2.6186724931901515	2.4296252273889354	2.024364118636417	1.6791640505802108	1.2528189241152623	3.7322011085005595	2.4841569687401104
6500	-224.83571678828667	-134.77059364763406	-90.0651231406526	1.0	1.9591931347956983	6.0	16.73960874366483	17.9253087676143	23.885345110246725	13.888569835623258	26.50276161354192	18.969078523556778	15.773923622205364	31.19490914129957	47.428679196309375	46.26834557311868	32.84932735867453	56.56822709511965	65.31946137963513	30.08868910708907	37.548275528703776	31.735603171363014	29.307021148063665	26.889392984465168	28.527121333779256	37.04818107782825	35.83842391958196	41.67511300585007	24.35443541220532	19.233825697747175	7.895753966833714	18.100925271572525	12.876416821911933	17.28303707661813	17.34289958344216	6.427750769060552	14.264039953652379	5.382631855537879	4.243147285476899	7.801191037696765	6.828601166526246	7.713356296824124	6.738073426095079	3.969425552489978	7.689567758509189	9.34724082524365	2.922396991748352	9.69788204483898	9.895445508693347	5.123387483108098	4.920193694688919	1.2171178843380739	3.830419530974268	2.392797859895621	1.1594881429704114	1.529725262724428	2.2762494417661645	4.557438888452405	2.618171470857028
7000	-209.8682560721321	-121.7912687073435	-88.0769873647886	1.0	2.2850681806236457	6.0	16.614247337766614	17.871141313058132	23.73802743829567	18.7503173322781	25.275439440304844	16.74247160007981	16.417153106836814	25.55599052225536	40.317293646564536	45.49405451233249	39.56820634941082	47.25266438516571	58.83642445359163	29.241064010709657	38.45795303724466	30.065877106795572	34.922803871072674	29.73688504620281	31.179583629945398	42.749634820598764	32.2920978351837	41.76370238568102	25.166948802594803	19.212303022101935	8.11170969030784	21.76033365700763	10.695311680761675	17.610453050061057	19.556458127643168	6.197769570614563	10.24653203996218	3.1386762654897025	4.557930985743059	4.024876369914397	4.682846722221502	5.199834274923848	5.753206439006328	4.780357193968514	4.727523128079081	8.946906103758202	5.4120470240931535	5.434122007414318	18.468439947046413	5.47493862164279	7.2681227858163	2.042639324282427	3.751295225994156	3.184533621207707	1.1128812317698535	1.6575229235371884	1.8150821126084997	1.5509697632181816	2.19534889452163
7500	-217.5419838727363	-127.78469219099276	-89.75729168174352	1.0	2.3707077560739656	6.0	16.199451586471717	17.565766564788813	23.948973271819387	21.00023507153994	29.43759393512731	15.661101706444567	17.53404803944635	28.69144123185164	38.796120474646045	42.83978590426793	42.01198727775873	44.7408649931579	63.59024391334588	29.886517655993778	38.53235238521458	32.223394315690655	35.33048987771782	28.807718010014568	27.78697618756562	41.3411789106511	39.07453005022607	39.55736654306707	25.098235198643632	21.956689295575462	9.108789232261554	16.38400715629522	12.778479631653024	20.00168417208453	13.672511331006346	5.926436658508095	7.03085006087349	3.5740073469301428	2.9029353356945755	4.435560646761388	2.1226962884959937	5.494654254613481	9.854390386249221	5.906763278648933	4.376630025347587	8.686403034176948	6.789249184410629	6.584518966829904	10.86859505055364	5.127258924134203	8.69263386911752	1.2433298127028825	2.3136221854466186	2.4876773729211608	2.2744607753545822	1.355680847881445	1.6091994385277815	2.941721293524523	2.084723572966362
8000	-218.6266231390118	-131.94459144948422	-86.68203168952758	1.0	2.3056276428435614	6.0	16.063802392210697	17.797908936017894	22.835257146516945	16.98958676769304	27.75119704730843	15.902168139932945	16.556922029440308	18.56088294549748	38.19126641755563	37.67053929883413	32.28822755080363	47.69106357236784	55.2805801623009	29.75178673901678	40.88085530056399	32.02023833858142	30.88789511958544	29.292800171913257	26.758940438665682	40.05452752998008	44.814079594426005	32.690338166157034	26.04538971993663	20.091336805482833	8.347249893404815	15.607983369046364	11.031491950285256	14.834539841725775	15.621140666572526	8.981374294060085	5.036805483458242	2.0707639210362556	5.85258804421189	7.795401310071416	4.135335029725593	3.6754246729450695	11.629781461956261	4.071648195343893	4.343838412982124	7.9699021518421915	7.5817971646130715	6.93863297694467	16.99528784116709	5.650566648685902	4.829642058834844	4.383237216420314	2.606565908171659	3.1953492022150605	1.7960020573840976	1.248137263656469	1.3910643765988258	3.1986255485076778	2.242235641523613
8500	-205.88259548827318	-119.90146638800809	-85.98112910026508	1.0	2.0722112832854807	6.0	16.04385677387807	17.524564084004357	22.790285567185506	22.65144721960777	23.780152804307733	17.044770222126147	16.14493772560117	25.075214501545123	37.02637552240678	42.366512233555824	31.816082316511306	49.64568186274843	61.043876779764716	39.442767220509054	41.24033902467622	35.39004938342421	31.233976891575644	28.13707657737137	28.102522311075845	38.97613446993832	34.16021276211197	35.00691789977229	29.997448730945198	24.585012722336025	7.734799450541114	16.00300722763298	15.628342305145082	13.24670255077501	12.184001354652171	7.602952211020959	4.678424993045538	2.1319093422616553	6.487344509319568	7.8038934321286115	2.222883401270635	4.280504722244769	8.438973623706408	2.580117221979704	4.756016426947388	4.826897741737146	12.913076558669305	7.933350013143012	10.837108043535686	5.860938529090295	4.1306699097712505	2.0513713846606447	2.7752424539840175	1.7716893197751975	1.2845295163791175	1.4059189662178455	1.196114866369727	3.3364008373155376	1.9679259957517476
9000	-211.31282516315264	-124.37109456713648	-86.94173059601616	1.0	1.8913035831095781	6.0	16.059118360785558	17.4315558787398	22.614288373906177	20.470426406847956	22.37226296484926	16.11248889702296	16.122454855981292	28.78153213709918	42.56224207270662	42.50571788478446	32.32318178656109	46.34199202560703	61.22198910323077	37.16435194153999	44.382827074529466	29.20913834025636	39.607088890806416	28.77324508695765	31.918355621443528	41.766691769404204	30.686247029793808	34.36700782347306	31.638765054020197	21.031064901529	7.688360027557909	17.39328058688036	14.306477604915138	11.6955441037951	13.572159193913103	6.730803173195069	3.856994561846189	2.4072166467001956	8.006147152185843	6.609523311865353	3.3991866846461822	3.774799568164874	7.085401033116176	1.4089607512458409	6.718454351715594	5.824441900256105	12.405983482511516	7.890977964255473	12.428255423225014	8.471859749283919	4.796129678788789	1.787466529587678	3.5256976037204417	3.5002208509169086	1.1251072910132376	1.625001149163384	1.5907638004906772	2.12777866133532	3.6269471583727797
9500	-218.87019154714395	-123.64295106064665	-95.2272404864973	1.0	1.199413735479154	6.0	16.03465572236226	17.772186056855713	22.998101770463823	26.110065803610553	23.882199211131017	15.744410163626792	15.756989490040434	29.893439609390523	47.25423626823769	46.32567891305541	40.74788293884676	44.41740079178803	64.01203955240071	30.935639466976905	48.02404394430304	32.60986597996712	32.274463609887476	27.869773838909058	35.30401200974073	46.69474573940223	35.735326364476954	35.43626623947969	33.80917030283498	22.29799316503028	8.171998745338225	19.867601948138027	13.414786957672987	16.491554405661834	11.720235610848299	5.53314376345219	5.365730372341718	2.2500997736298167	5.555445191168147	4.994522503355558	1.764676149485638	4.094088854548123	8.897028062230103	3.047546870894821	9.573999379124423	8.053041590146716	17.332339499908183	7.410121932224122	9.123819798557108	6.423370076382859	5.266219850974575	1.339558657518883	2.853387929063329	1.1283369041854303	0.9690265757181479	1.4184086616759157	1.198594446773808	1.7408891163264806	4.926159421066922
10000	-209.43232793341687	-121.41273435022133	-88.01959358319554	1.0	1.3628559540931449	6.0	16.19725819570029	17.791998964656372	23.009302802976617	17.29669779194147	25.29573507928513	15.06159171913856	15.516216907231074	30.691424985894763	43.89000427250858	41.228562587141596	40.35165148115883	55.98054694120502	63.703110595535286	35.10980582637768	42.83692712058494	30.51035946261559	32.705893596168345	29.16234193396973	37.15883281445132	48.45276816986415	33.37603344728002	35.72775772766501	27.3109408785879	18.61029287593199	7.165002949799264	16.858960318549467	11.551683342827978	12.400631031179723	12.886833884280747	4.88093595972221	5.362535938949114	5.082456603345414	2.8605497083367104	5.932133683421661	3.036840397901845	6.239767192807028	5.299924590098234	8.387342881562013	6.904657619918795	6.285489418311661	8.166179918659953	7.454497391237812	12.471584661591592	9.095733348832496	6.910896426370774	1.6531462999264421	3.8970478461601146	1.3466656037803995	4.337961717910443	1.7816193189943967	0.7130124637383345	2.862656472656171	2.8397107242584205
10500	-215.67466771857693	-124.523673086092	-91.15099463248492	1.0	2.2860684610761517	6.0	16.738768177512434	21.454563179318036	22.931946425322568	15.998474343383844	22.347957491223248	16.529268972216297	16.421029664364557	23.471812765772043	40.4401061805266	45.74069733531695	36.34395670819385	46.74488352677753	58.62861475730885	33.999094512544744	38.72398448274712	25.93786923096873	34.321200568141364	28.64485468522656	29.321265687621317	44.86013388419605	37.22604580012076	34.724693974420276	28.349502221694426	24.839212742977175	8.00673468562951	15.964346185481597	12.187099095140102	24.917291824118177	19.352663459085065	4.579118339132368	7.026973503201924	8.235490274907104	6.692414959518984	5.656773810933639	2.3439763133533984	6.24390713218136	4.917198588766345	4.162731485790279	7.919929064935873	8.425846597037886	15.55846312156212	14.265252507937417	22.39049814058869	8.019008020254493	11.91385075246689	1.0520845519836928	3.6320885749796683	2.365461159595934	8.046920639193388	2.384080735480861	1.662134340024448	1.207292865089447	1.5247865690788003
11000	-216.41924330256953	-124.38596362487365	-92.03327967769587	1.0	1.918753060831243	6.0	16.85939734918714	21.04051828885117	22.83151625019474	16.84505297244926	22.23565410224886	16.454852131312535	16.367409072062546	19.516953018512844	39.079804557667615	38.28509877613091	40.03008205361931	44.398670359495526	54.124573111243166	33.10831240053796	41.71719292522347	27.79106773304806	33.71714463295989	32.13941666843968	29.32936167508152	37.29337257332553	37.899986272635545	43.42327754050335	29.178117093109698	21.36863291021058	8.782271991302359	15.941257923419347	14.86662817562182	25.45899277824191	20.682730677739514	6.100370789313318	9.956257423112085	10.074317419741726	11.16934225658824	5.328438787062915	1.6563671158486053	6.600910601424996	5.828897091899444	3.118748451197035	8.827374910712768	10.562716828389117	3.3769271077316874	8.437432801944286	15.704508271331346	10.545920171421205	7.472252956495955	2.294329154497061	5.983892355547813	1.445249046029662	1.956519349022067	1.8599550938498401	0.4188076400663784	0.5902048704981373	1.9668339024445998
11500	-386.6231472696529	-289.79687820082023	-96.82626906883266	1.0	1.924467633475335	6.0	17.876017924544104	20.384621297753956	23.96185078184872	25.82994586401032	21.459541290954338	18.540356511287587	15.620730790976168	39.838211110698616	51.59320851765146	45.436640995911965	44.40353519643797	59.693530427305284	60.942566954852246	50.875978739786376	42.736743594485425	40.42647323421102	33.71109745924602	25.694075756802444	33.10185962344066	50.126828056402374	34.82025986593077	44.98585344011506	36.95448145648915	21.227628702812602	12.164395904536676	18.303293316924407	11.664031765166941	27.033045412084956	20.474010230825687	5.507213584123896	7.421161522872303	8.099816101634547	6.1551851140887734	3.897897305261374	2.85899181806511	16.562254931578018	7.055900936036588	1.5800573873180062	8.285839489630456	6.551134181871191	3.8220254483703844	12.684836087743589	21.542038436743976	14.714100545095016	16.164393571080446	4.959235628209098	5.8238089482162	1.3637210598500864	2.108350256679102	3.047607867570032	0.6796730353567629	0.5386140301020408	2.321513236534222
12000	-288.88012137250985	-196.77333275541238	-92.10678861709748	1.0	2.6070291425557666	6.0	17.29919314199559	20.831786992299573	34.62833773278065	45.07634012268775	22.078666809317344	24.015767681408292	16.258973556882925	51.78245060332162	87.56613665767614	82.83868783330378	73.07135409830352	90.60544209014554	143.22094300432332	51.55776905688977	56.44545951317371	52.46515534049401	37.7367253971384	24.597818917511738	57.90336701305314	65.4618195038766	45.19422846154379	82.79784259807373	66.75016798522546	28.435397273727965	8.272377047983982	19.168157100224413	11.46004873208257	15.525792229134943	14.46245670749251	10.330501445063536	7.478064864653899	3.4277322844071927	5.10274449244373	3.83440555848985	2.4201297869215215	7.514685209485532	7.112442866273047	4.776609523542417	5.849091460208797	7.979737836947679	5.006762867647849	9.522287153203818	14.764314959170694	18.866798821933614	23.8907681036121	6.182879431344143	6.247683197029326	2.297623454696156	1.5489936023248614	4.705466206468434	1.036396565196216	0.6824555480971998	1.659562261969994
12500	-257.14589674161175	-164.44721067519055	-92.69868606642117	1.0	1.9074729021842203	6.0	17.269211476248348	30.119658734092532	33.674662902350065	31.242824016442952	22.068820776151533	32.495876279645756	17.97622383296394	68.23796471274889	74.17333972225768	95.98736365420113	72.28671986717559	97.02553258952398	103.02185363684436	50.966001859157814	61.32576233047105	77.54960152697811	63.99345200731574	30.38957981676963	73.20179820498156	102.95325872303349	85.156620911787	61.14076459090253	53.01083627073376	30.777985211929042	13.77665388675489	40.82413453794578	16.170747522796205	20.487229690283534	24.68373282127282	10.856716128241516	7.08635197894809	4.737483686230799	8.890370102234439	2.9741875219163108	8.506434094158175	3.5724295411151603	8.074635980442086	3.9884879502319173	8.434004999345584	9.322819480057834	4.54669837300349	8.786775146680984	18.716357372925245	16.09121787360322	16.53135005545352	6.973853346151346	5.969749751940306	3.274768894769651	4.966912270292918	5.121353304613761	0.5884827759494355	0.648655914251006	1.8935226621173724
13000	-270.4987420574905	-175.5441653799274	-94.95457667756314	1.0	2.5307481242532583	6.0	17.085020769478913	23.49438225980035	37.040433462554184	20.813849076386045	21.676518187861838	27.93943394404043	20.69341368152871	53.76856592524284	54.534637651473176	52.276605738139665	46.6397135192164	46.57820947398615	74.09033075728098	40.29711462219569	59.40976413419271	39.58252382613718	45.04808379647183	36.78835701343649	51.00332058876097	55.060489136279045	41.43863406316658	57.86965656481435	49.88797429366761	26.452140233985364	12.39735434160681	34.734577908861056	12.381641663228818	20.162376624278536	24.87400526795937	13.761461183589253	8.001767062094466	5.902503860849618	7.406585806111852	3.558021408191302	6.7485442767384605	4.338157256501047	17.980862737247627	2.038131877194598	9.71710101071416	12.042930501037858	4.493023228586775	5.927024942960129	17.793823175018932	13.024626872642523	12.448488019778425	1.8059230384820362	7.820792289614474	2.216612550791192	3.6071557277474544	5.022750833922391	1.094532311036906	0.21974271038992377	1.6986597199139284
13500	-238.33693503857182	-145.19231682416688	-93.14461821440493	1.0	2.9318698497348152	6.0	16.652255969678524	20.20581994570431	31.717662674118742	32.21705782436633	22.245204517950384	24.04401351846476	18.30885963763514	34.72506386819583	38.87906011828005	47.46156360894843	45.87047602414151	45.719650145041165	79.58950599483983	40.19250958627849	44.00090131280031	35.825553320428426	38.228175247825014	40.59564326873213	44.335488538623494	47.376356436162396	45.533356280464254	49.65680332286185	37.45098428514344	27.13725996845109	9.725716225670448	30.50104594495937	12.33989576198374	17.66538992155427	18.893453143793664	14.53187438434252	18.604257712521523	4.163856634083137	5.4374427615648155	3.3038999389753747	2.293028316917307	5.94463477257368	17.951531884883902	4.108294117342424	6.142874470058398	13.514986931930848	4.435150742423503	9.129133748838571	15.073522531212506	10.026525077703912	7.209485607653213	2.8416404969503897	8.415732152225823	1.7957118393716238	4.895123313473344	3.752997491846347	0.780863263832868	0.2094954678867865	1.7722668080487338
14000	-221.85741427548248	-129.5485719031152	-92.3088423723673	1.0	2.7876065944379294	6.0	16.88315015545866	19.152354101031356	27.12711568950223	29.936876451270564	25.03715178143887	17.75865828082904	21.322894191001772	41.758170062762105	42.5822792917469	52.13126410241597	41.25959173314743	64.23994059623207	61.71737468991915	38.582909876152534	46.7743487883074	32.90399134670145	34.604809638049254	31.08394137964048	36.70443962808889	48.15991260022926	41.85702591066995	52.31227235391735	32.95132672605569	22.37167081268371	11.694750838520452	29.662865186676072	16.484676764246903	20.26707239118547	16.14049353458801	13.13952037670359	12.56367560516173	4.5960983734377745	6.855130408272238	4.891866604036854	2.174995632165475	6.506280206147233	6.642494804370189	3.60163528197476	6.2456127591177095	22.230320277210836	6.445396542954272	7.699557266693003	12.83176062227271	11.420444362336175	6.28771244281914	2.8639817685500244	6.72054168081705	2.520521698277451	8.932249371420323	4.11362587594547	0.503934528227371	0.45503931203057996	2.3901913871828544
14500	-221.5062713726345	-129.4889319119571	-92.0173394606774	1.0	3.1885400351121205	6.0	17.236050883731536	20.37514302896004	26.404045347620354	23.862282710806504	26.936771543303628	18.294502437610035	24.938212872769746	34.33561285981726	49.68846566070208	49.28353374371904	49.84771037037294	52.045709425219215	69.36554049687166	42.66971789079763	46.596487244639405	34.20396112500792	39.486562449755965	29.620990070504654	34.800468337068864	48.31374381473196	43.83227501626064	44.968901969914015	30.71555534866762	19.725266829207847	13.520014637781308	25.297715591484547	14.744690296454696	14.820643462498081	16.13950365803751	16.620757702381034	6.974609631647128	5.247087594332503	6.044834894546299	12.217964611584415	2.7033391086302676	11.370816466005627	8.215724598100957	4.424191926965275	7.9137874303810225	12.324711670873139	5.2222600375256105	7.687129322649877	13.489586071826563	7.957826629276711	11.16936363858168	4.077818336960159	3.3867262377156893	4.126798111491076	4.765784482393585	3.179173502159113	0.7874442008115968	1.2402514417373378	1.8037310523064463
15000	-224.37544669666653	-133.37151849962186	-91.00392819704469	1.0	1.9383948413146748	6.0	16.588556310929906	19.988923966228555	24.688456640349937	16.447016225347923	24.193163923976083	18.396997057511914	18.960470647869258	26.85232489742742	42.883328203255786	45.090210116126954	38.39074474632072	47.152204337339896	64.17438050559227	33.96897107358774	39.12151439039999	32.73621823898823	35.31000275736235	30.047513489160824	43.53146508588935	46.76095602757294	32.1629239142007	37.119798506450636	34.9297675874766	22.063560238080345	11.769885960320494	23.636775855016374	15.17199191506627	11.592164410921999	14.760318016813088	18.67326800269549	8.89205360624777	8.74274824483387	5.0794547188377255	8.365260259623952	3.0059541546553996	11.738688451486041	4.951161405855915	3.838243568428223	8.088888873911635	8.45517249094712	5.57226373547407	18.824643431455826	11.850895667867391	8.997512699948714	8.377848605169035	2.9685051982239643	6.177109278260919	2.3821372865276924	1.8325146406409165	3.848353350591182	2.154779044472631	0.8342646406892591	4.339756382117997
15500	-224.46706211757714	-136.9583907746265	-87.50867134295065	1.0	2.4506523494897494	6.0	16.575918484051517	19.416369636605538	24.164194244379186	15.198104693382358	24.276602076762003	16.919151439363116	22.191984972140503	36.63479819316097	40.02152115295764	38.2057324138481	38.18911334811852	52.800048453521555	58.356326496316235	32.90151503409263	37.07977483328274	40.67216984613419	35.571461514474485	26.481841453917486	44.31886877670479	39.83676191736961	37.05355941617281	39.882546730285235	34.403693606982515	21.06845246016313	13.713658880292954	22.21967902463497	11.732060673564838	11.66260057778806	14.187489460360005	20.18443989483144	9.242112316422277	5.429029061086791	4.029574546373009	5.193836336827058	3.5101249497100953	10.096282010194988	5.990223850333497	9.62025371466493	7.518033433762697	12.815843428771426	9.36877464653037	10.369903602948046	12.052378192265877	6.693551704987193	7.428585403078477	3.588592090185799	2.95670876443892	1.831616505649681	2.2026676217685233	1.7729842659861523	1.5164825364984342	1.9455662415073398	4.9797747048395
16000	-214.6776718862797	-125.48769284619509	-89.18997904008462	1.0	2.2581684202678916	6.0	16.89389349928156	19.094187487501742	24.972052639660323	17.81590169846372	23.46877348727173	14.545663001007187	24.974759833224798	27.038812228000495	38.31305238211563	39.2129732487612	36.35532628008067	50.50488667727795	58.70302345145968	32.90293489252283	39.397693487978124	31.84431777086101	31.641982184523027	23.900656023806942	31.298619667642722	37.215645373160555	40.61795856074511	44.53932267547975	29.58942411247323	21.23768716967788	11.236704821293584	18.054108309750955	11.843952861319607	22.424349895475295	18.5310541535746	14.065891554687733	10.763160413047618	3.220338211486928	5.784519654291874	4.171741829101641	1.7110488227168836	8.314892145990136	7.463793444682875	2.9601644802696194	5.95755542650616	11.529096388550126	6.400153482888708	8.901614802226689	23.803356835679697	6.572336647709156	8.711702337855085	4.493695876504748	3.970526058832	2.3583761035409077	1.5786106090483034	1.7654780197396638	2.3470553675634274	1.5359350042549818	2.5239880971101343
16500	-216.57423291787694	-127.10876073834994	-89.46547217952698	1.0	1.8358270777935652	6.0	16.383037307164283	20.17873652824869	25.02890739379661	19.395226439712005	26.2985189683389	14.850562157389758	21.415400326432724	33.54530123723242	40.93054214073347	45.17300005052165	37.43205868940982	44.61312316165542	58.9569592466261	35.01736250635099	36.74111145801943	35.492601415180616	32.31407845569094	26.098581578378138	35.88521312344625	47.010521394637365	37.30547685471282	36.73192440586711	31.767055376393934	18.401580212724078	9.275940227127274	21.50824925789575	10.429119900283345	20.041781235368415	19.03273475368951	11.603846930125645	10.322516929204653	3.036817323672047	9.916907213241814	3.618252555880586	1.1023005833552513	10.150264798431875	11.014630819748835	4.370381621244465	4.556169388844147	15.283458670637561	8.145151927183566	6.154474805119337	20.649740537736157	8.717989875809288	6.965119739869293	8.060719875825422	3.658383943324207	2.202582801418492	2.920554613984601	2.054342780786186	2.542657915591042	0.5190349082948753	1.6076022315636678
17000	-240.8820543194005	-149.2452491352316	-91.6368051841689	1.0	2.0195327003136567	6.0	16.495598432886737	19.310542085714978	23.66060945352883	15.609165549609436	25.33698034764724	15.089072319054763	18.602318216631154	39.790953719282776	33.22823781515914	45.94693434141054	34.20175994979622	41.44666755753072	62.74455685871763	31.268483939667142	42.748970868486836	35.47503756065826	29.546071224991728	28.14720731542854	38.555830096890425	36.102664597563034	32.803392896894046	34.01626031685398	29.96078934132843	20.012477681861938	8.006327029442083	24.17703596974738	9.265937340259171	28.154851787096195	21.63140686150131	9.590999931867108	5.345482740219452	2.89559760607227	6.934856983095179	4.610185693144019	0.97566291743073	7.796196176542158	9.120887633527317	2.564027638642441	5.296420664635409	12.006423786786371	8.595331753841325	9.678040395527052	15.290539889385464	8.290205087332172	7.886717730889005	2.079191198171299	5.5069765146848955	1.6453918892172876	2.6463706237149465	4.719839675830745	3.519416555748939	1.2006448749455167	1.807957683160351
17500	-220.19863485127848	-128.9929962724761	-91.20563857880238	1.0	2.0420348244578177	6.0	16.401363302170566	19.09911681565189	22.988850921314658	12.870170739601107	24.798245551908558	16.708427487172013	16.982241748484793	32.319168985654024	34.813716286068335	47.05997165193569	33.559635034680156	45.879057614973846	60.043495675664104	34.91402944603191	39.116032319426566	33.443313737003436	33.854318383505166	26.067397097364665	32.59295883148694	40.27850731925943	42.42740587062643	32.966924073108856	33.72492196863515	23.91515756454334	7.986838958602071	20.010581251164595	11.18360728206098	16.36264152562232	15.182856737842982	12.801644926988475	5.090036197940375	2.1884026590609578	2.852670708478908	5.018355912397674	0.5611559715788464	7.940875937011899	9.47132395868499	2.1136693845264336	5.497344897955655	4.97598638763097	6.4730534785086995	5.11836505807894	7.797350969937476	11.87138230802875	5.639100710159106	1.4889780743448735	6.349707540703481	1.495485486691289	2.1864513694584713	4.01863661251152	1.9732869717805228	2.1166360686780465	2.0805388015782293
18000	-253.0951658693557	-162.38788453279835	-90.70728133655733	1.0	2.8327412774775786	6.0	16.969846678514536	20.376293947854446	23.426049448509232	15.097280060320832	23.134654404257873	15.879565487828277	16.883413432393972	40.76987355761674	46.31490537854032	43.456445651168465	37.970309659549294	44.94876101674559	70.81192872736128	38.06922486550959	44.16051539255818	45.09654417101656	33.34888829910421	25.945768853672654	29.851055710170563	38.57321640120393	48.68902883182566	38.524514005015135	26.669374281253074	27.852441350516955	6.34624083971101	20.595964016309438	11.57802932575391	14.715383795552869	16.758046705864746	8.49989207695813	5.384194682330426	1.9654629595202944	3.18727646238095	5.694667872684201	2.3662486643995395	6.8540329691265605	8.184668086129477	3.7750078741218407	7.8234198465336195	6.229498208902612	7.33227020827073	5.836243259189365	9.95360989437064	8.78449114312943	6.411092425662101	2.8542055069716663	4.892278755828505	1.7444535494827516	2.229381155851317	3.272519447283728	1.327161285520521	2.5810717961081786	1.8948255785275023
18500	-210.26464455347113	-119.85081683551175	-90.41382771795938	1.0	2.1173542364785276	6.0	17.00934266108312	21.118334330536907	23.3254556535218	16.307955901260065	23.775131410777853	15.86171447666105	21.872070961922248	31.749388299645595	39.2628509032482	48.128196968089064	37.749389966641374	44.667500910734155	66.70473313416463	37.24229757458405	45.93469846436674	32.6348784114123	34.743411518324116	31.050000902860802	31.47809897425636	42.387248989658715	42.55806854023754	42.99905004897155	33.894078890460385	22.692465247663435	6.510867363470581	18.724853028229624	14.492006973506186	16.784321721255417	12.736792122081942	6.36531944679688	4.283604215040929	2.2875740915600478	5.0977809591931145	4.922668626837325	1.9444648445558075	6.542477708229916	5.598195067326544	3.0589258880668395	6.216937269178501	5.167325762544717	5.007299092465537	4.508543864547701	8.849285085161263	8.750115482253431	6.536287704973974	2.083428232941124	2.074084058993045	1.198867908985747	1.9613666999754125	5.180591005004565	1.040250333393869	0.9441846594673823	2.0372565906921833
