age	temp
1.092	-3.03666666666667
1.094	-2.8988
1.096	-3.25666666666667
1.098	-3.56466666666667
1.1	-4.562
1.102	-3.88733333333333
1.104	-3.06893333333333
1.106	-3.54413333333333
1.108	-2.846
1.11	-3.39453333333333
1.112	-2.31506666666667
1.114	-3.11
1.116	-2.4148
1.118	-3.05426666666667
1.12	-3.03666666666667
1.122	-4.09853333333333
1.124	-4.914
1.126	-4.6324
1.128	-4.20413333333333
1.13	-3.4972
1.132	-4.1748
1.134	-4.37426666666667
1.136	-4.16013333333333
1.138	-3.242
1.14	-3.09533333333333
1.142	-3.198
1.144	-3.29773333333333
1.146	-3.13933333333333
1.148	-2.978
1.15	-2.96333333333333
1.152	-2.9516
1.154	-2.538
1.156	-1.77533333333333
1.158	-2.42066666666667
1.16	-1.658
1.162	-1.97773333333333
1.164	-1.62866666666667
1.166	-1.8956
1.168	-1.71666666666667
1.17	-1.6492
1.172	-2.48813333333333
1.174	-2.01
1.176	-2.13906666666667
1.178	-2.14786666666667
1.18	-2.01586666666667
1.182	-2.18893333333333
1.184	-2.20066666666667
1.186	-2.186
1.188	-4.0516
1.19	-4.21293333333333
1.192	-4.60306666666667
1.194	-4.8348
1.196	-5.03133333333333
1.198	-4.38893333333333
1.2	-4.72333333333333
1.202	-4.61186666666667
1.204	-4.3244
1.206	-3.87853333333333
1.208	-3.91666666666667
1.21	-3.03666666666667
1.212	-3.31533333333333
1.214	-0.895333333333333
1.216	-3.22733333333333
1.218	-3.28013333333334
1.22	-2.40013333333333
1.222	-2.5292
1.224	-1.922
1.226	-2.11853333333333
1.228	-2.39133333333333
1.23	-2.03053333333333
1.232	-1.18866666666667
1.234	-1.32066666666667
1.236	-1.58466666666667
1.238	-0.895333333333333
1.24	-1.84866666666667
1.242	-1.834
1.244	-1.71666666666667
1.246	-3.682
1.248	-4.19533333333333
1.25	-4.70866666666667
1.252	-4.63533333333333
1.254	-4.562
1.256	-5.29533333333333
1.258	-3.56466666666667
1.26	-3.594
1.262	-3.12466666666667
1.264	-3.02786666666667
1.266	-2.934
1.268	-2.978
1.27	-3.022
1.272	-2.626
1.274	-2.59666666666667
1.276	-2.56733333333333
1.278	-2.186
1.28	-1.81933333333333
1.282	-1.98946666666667
1.284	-2.1772
1.286	-3.00733333333334
1.288	-2.87533333333333
1.29	-2.87533333333333
1.292	-3.594
1.294	-3.35933333333333
1.296	-3.49133333333334
1.298	-3.62333333333333
1.3	-2.274
1.302	-3.418
1.304	-3.242
1.306	-3.31533333333333
1.308	-2.87533333333333
1.31	-2.43533333333333
1.312	-2.34146666666667
1.314	-2.45
1.316	-2.16546666666667
1.318	-2.41186666666667
1.32	-3.04546666666667
1.322	-3.1628
1.324	-3.53533333333333
1.326	-3.43266666666667
1.328	-3.682
1.33	-4.70866666666667
1.332	-2.65533333333333
1.334	-3.60866666666667
1.336	-3.28013333333334
1.338	-2.94866666666667
1.34	-2.78733333333333
1.342	-2.626
1.344	-2.23
1.346	-2.56733333333333
1.348	-2.90466666666667
1.35	-1.27666666666667
1.352	-2.68466666666667
1.354	-1.658
1.356	-1.02733333333333
1.358	-0.191333333333333
1.36	-0.602
1.362	-2.03933333333333
1.364	-1.306
1.366	-1.98066666666667
1.368	-2.58786666666667
1.37	-2.69053333333333
1.372	-2.7932
1.374	-3.154
1.376	-3.09533333333333
1.378	-3.65266666666667
1.38	-4.034
1.382	-3.49133333333334
1.384	-3.81986666666667
1.386	-3.35933333333333
1.388	-3.00733333333334
1.39	-2.61133333333333
1.392	-0.983333333333334
1.394	-2.33266666666667
1.396	-1.95133333333333
1.398	-2.11266666666667
1.4	-1.64333333333333
1.402	-1.40866666666667
1.404	-1.45266666666667
1.406	-2.56733333333333
1.408	-2.77266666666667
1.41	-3.79933333333333
1.412	-3.43266666666667
1.414	-3.814
1.416	-3.63213333333333
1.418	-3.05133333333333
1.42	-3.11
1.422	-3.16866666666667
1.424	-2.31213333333333
1.426	-1.62866666666667
1.428	-2.494
1.43	-1.45266666666667
1.432	-1.54066666666667
1.434	-1.27666666666667
1.436	0.512666666666666
1.438	-0.103333333333333
1.44	-1.306
1.442	-0.059333333333333
1.444	-0.69
1.446	-0.836666666666668
1.448	-0.602
1.45	-1.042
1.452	-2.86066666666667
1.454	-3.814
1.456	-4.01053333333333
1.458	-4.21
1.46	-4.21
1.462	-3.858
1.464	-3.62333333333333
1.466	-2.56733333333333
1.468	-3.242
1.47	-1.37933333333333
1.472	-3.09533333333333
1.474	-2.24466666666667
1.476	-2.01
1.478	-1.77533333333333
1.48	-1.614
1.482	-1.45266666666667
1.484	-1.18866666666667
1.486	-0.162000000000001
1.488	-0.866
1.49	-0.587333333333333
1.492	-0.308666666666667
1.494	-0.807333333333332
1.496	-1.306
1.498	-1.25906666666667
1.5	-1.21213333333333
1.502	-1.1652
1.504	-1.11826666666667
1.506	-1.07133333333333
1.508	-1.51133333333333
1.51	-1.95133333333333
1.512	-2.39133333333333
1.514	-2.83133333333333
1.516	-2.5468
1.518	-2.2652
1.52	-1.922
1.522	-2.61133333333333
1.524	-1.54066666666667
1.526	-2.21533333333333
1.528	-2.50866666666667
1.53	-4.10146666666667
1.532	-2.83133333333333
1.534	-3.638
1.536	-2.47933333333333
1.538	-2.94866666666667
1.54	-3.418
1.542	-3.242
1.544	-2.04813333333333
1.546	-2.33853333333333
1.548	-2.626
1.55	-2.186
1.552	-2.68466666666667
1.554	-3.18333333333333
1.556	-2.86066666666667
1.558	-2.87533333333333
1.56	-2.89
1.562	-1.18866666666667
1.564	-2.054
1.566	-1.95133333333333
1.568	-1.71666666666667
1.57	-2.098
1.572	-3.44733333333333
1.574	-3.53533333333333
1.576	-3.38866666666667
1.578	-3.65266666666667
1.58	-3.45613333333333
1.582	-3.26253333333333
1.584	-3.066
1.586	-2.43533333333333
1.588	-2.4676
1.59	-2.49986666666667
1.592	-2.53213333333333
1.594	-2.56146666666667
1.596	-2.59373333333333
1.598	-2.626
1.6	-2.802
1.602	-2.274
1.604	-2.59666666666667
1.606	-1.482
1.608	-1.57
1.61	-2.11266666666667
1.612	-1.42333333333333
1.614	-2.39133333333333
1.616	-1.86333333333333
1.618	-2.802
1.62	-2.37666666666667
1.622	-2.626
1.624	-2.01
1.626	-2.098
1.628	-2.34146666666667
1.63	-2.9868
1.632	-2.68466666666667
1.634	-3.022
1.636	-1.15933333333333
1.638	-1.90146666666667
1.64	-1.482
1.642	-1.40866666666667
1.644	-1.42333333333333
1.646	-2.65533333333333
1.648	-1.89266666666667
1.65	-3.62333333333333
1.652	-4.298
1.654	-3.53533333333333
1.656	-4.15133333333333
1.658	-2.6172
1.66	-3.03666666666667
1.662	-3.97533333333333
1.664	-3.56466666666667
1.666	-3.29186666666667
1.668	-3.01613333333333
1.67	-3.79933333333333
1.672	-4.18066666666667
1.674	-2.78146666666667
1.676	-3.44733333333333
1.678	-2.55853333333333
1.68	-2.42066666666667
1.682	-2.19186666666667
1.684	-1.96013333333333
1.686	-1.73133333333333
1.688	-2.186
1.69	-2.02466666666667
1.692	-1.86333333333333
1.694	-1.88386666666667
1.696	-2.626
1.698	-0.954000000000001
1.7	-2.56733333333333
1.702	-2.50866666666667
1.704	-3.62333333333333
1.706	-4.298
1.708	-3.60866666666667
1.71	-2.91933333333333
1.712	-2.626
1.714	-2.0012
1.716	-2.03053333333333
1.718	-1.38226666666667
1.72	-0.734
1.722	-1.922
1.724	-2.538
1.726	-2.83133333333333
1.728	-2.45
1.73	-2.06866666666667
1.732	-2.24466666666667
1.734	-2.17133333333333
1.736	-1.40866666666667
1.738	-2.8372
1.74	-4.26866666666667
1.742	-3.88733333333333
1.744	-3.18333333333333
1.746	-2.59666666666667
1.748	-4.122
1.75	-2.81666666666667
1.752	-1.51133333333333
1.754	-3.25666666666667
1.756	-1.77533333333333
1.758	-0.918800000000001
1.76	-0.059333333333333
1.762	-0.3292
1.764	-0.602
1.766	-1.33533333333333
1.768	-0.778
1.77	-1.45266666666667
1.772	-1.37933333333333
1.774	-1.306
1.776	-1.42333333333333
1.778	-1.174
1.78	-0.924666666666667
1.782	-1.80466666666667
1.784	-2.68466666666667
1.786	-2.72866666666667
1.788	-2.77266666666667
1.79	-3.53533333333333
1.792	-4.298
1.794	-4.386
1.796	-2.494
1.798	-3.35933333333333
1.8	-2.61133333333333
1.802	-1.98066666666667
1.804	-2.3972
1.806	-2.81666666666667
1.808	-2.274
1.81	-2.67333333333333
1.812	-1.68333333333333
1.814	-1.64666666666667
1.816	-1.68333333333333
1.818	-2.16
1.82	-2.56333333333333
1.822	-2.25166666666667
1.824	-1.94
1.826	-2.38
1.828	-1.68333333333333
1.83	-6.15666666666667
1.832	-2.11233333333333
1.834	-2.259
1.836	-2.40566666666667
1.838	-4.69
1.84	-3.88333333333333
1.842	-5.24
1.844	-3.96766666666667
1.846	-3.49833333333333
1.848	-3.11333333333333
1.85	-2.875
1.852	-2.38
1.854	-3.18666666666667
1.856	-1.81166666666667
1.858	-2.435
1.86	-2.84566666666667
1.862	-3.48
1.864	-4.03
1.866	-2.30666666666667
1.868	-2.63666666666667
1.87	-2.12333333333333
1.872	-2.93
1.874	-2.42766666666667
1.876	-2.40566666666667
1.878	-2.38
1.88	-1.62833333333333
1.882	-2.325
1.884	-1.75666666666667
1.886	-1.57333333333333
1.888	-2.05
1.89	-1.28
1.892	-1.70166666666667
1.894	-1.18833333333333
1.896	-2.105
1.898	-2.24433333333333
1.9	-2.96666666666667
1.902	-3.15
1.904	-3.33333333333333
1.906	-4.28666666666667
1.908	-4.69
1.91	-3.77333333333333
1.912	-3.40666666666667
1.914	-3.18666666666667
1.916	-3.23433333333333
1.918	-3.27833333333333
1.92	-4.10333333333333
1.922	-2.16
1.924	-2.62566666666667
1.926	-3.095
1.928	-2.82
1.93	-1.94
1.932	-1.86666666666667
1.934	-1.72
1.936	-1.5
1.938	-1.665
1.94	-2.74666666666667
1.942	-1.57333333333333
1.944	-2.05733333333333
1.946	-2.545
1.948	-3.18666666666667
1.95	-4.25
1.952	-4.459
1.954	-2.63666666666667
1.956	-2.78333333333333
1.958	-2.35433333333333
1.96	-2.51566666666667
1.962	-2.94833333333333
1.964	-2.38
1.966	-2.34333333333333
1.968	-2.215
1.97	-1.64666666666667
1.972	-0.949999999999999
1.974	-1.02333333333333
1.976	-1.02333333333333
1.978	-1.46333333333333
1.98	-1.87033333333333
1.982	-2.281
1.984	-2.688
1.986	-3.095
1.988	-5.93666666666667
1.99	-3.33333333333333
1.992	-3.40666666666667
1.994	-4.06666666666667
1.996	-2.19666666666667
1.998	-3.59
2	-2.49
2.002	-3.51666666666667
2.004	-2.67333333333333
2.006	-2.16
2.008	-2.28833333333333
2.01	-1.86666666666667
2.012	-2.985
2.014	-2.89333333333333
2.016	-1.291
2.018	-1.5
2.02	-1.42666666666667
2.022	-0.913333333333334
2.024	-0.51
2.026	-1.28
2.028	-1.08566666666667
2.03	-1.95833333333333
2.032	-1.555
2.034	-2.74666666666667
2.036	-2.74666666666667
2.038	-2.86766666666667
2.04	-3.22333333333333
2.042	-2.75766666666667
2.044	-1.46333333333333
2.046	-1.40833333333333
2.048	-1.35333333333333
2.05	-1.995
2.052	-1.72
2.054	-1.31666666666667
2.056	-0.968333333333334
2.058	-1.90333333333333
2.06	-2.33233333333333
2.062	-3.95666666666667
2.064	-2.85666666666667
2.066	-4.17666666666667
2.068	-4.39666666666667
2.07	-4.415
2.072	-4.91
2.074	-4.085
2.076	-4.03
2.078	-3.33333333333333
2.08	-4.23166666666667
2.082	-3.33333333333333
2.084	-3.7
2.086	-3.07666666666667
2.088	-3.81
2.09	-1.46333333333333
2.092	-1.72
2.094	-2.29566666666667
2.096	-1.775
2.098	-1.42666666666667
2.1	-0.289999999999999
2.102	-0.949999999999999
2.104	-1.27266666666667
2.106	-1.59166666666667
2.108	-2.74666666666667
2.11	-1.995
2.112	-2.05733333333333
2.114	-2.12333333333333
2.116	-1.84833333333333
2.118	-1.36433333333333
2.12	-1.72733333333333
2.122	-2.08666666666667
2.124	-1.95833333333333
2.126	-2.16
2.128	-3.04
2.13	-3.051
2.132	-2.281
2.134	-1.511
2.136	-0.583333333333334
2.138	-0.0700000000000003
2.14	0.982333333333333
2.142	-1.02333333333333
2.144	-1.75666666666667
2.146	-2.52666666666667
2.148	-3.00333333333334
2.15	-4.47
2.152	-5.38666666666667
2.154	-4.69
2.156	-4.789
2.158	-4.65333333333333
2.16	-4.151
2.162	-4.019
2.164	-4.43333333333333
2.166	-3.645
2.168	-3.35166666666667
2.17	-3.40666666666667
2.172	-2.67333333333333
2.174	-2.91166666666667
2.176	-2.6
2.178	-1.61
2.18	-1.83
2.182	-1.65766666666667
2.184	-1.48166666666667
2.186	-0.718999999999999
2.188	-1.12233333333333
2.19	-1.52566666666667
2.192	1.69
2.194	-1.995
2.196	-3.66333333333333
2.198	-2.71
2.2	-3.35166666666667
2.202	-3.77333333333333
2.204	-2.95566666666667
2.206	-3.15
2.208	-2.75766666666667
2.21	-1.57333333333333
2.212	-1.62833333333333
2.214	-1.68333333333333
2.216	-1.31666666666667
2.218	-1.59166666666667
2.22	-1.86666666666667
2.222	-3.15
2.224	-1.97666666666667
2.226	-1.06
2.228	-1.54766666666667
2.23	-0.565
2.232	-1.38266666666667
2.234	-2.00233333333333
2.236	-2.875
2.238	-3.205
2.24	-3.94566666666667
2.242	-4.58
2.244	-3.22333333333333
2.246	-2.99233333333333
2.248	-2.19666666666667
2.25	-1.115
2.252	-1.74933333333333
2.254	-2.38
2.256	0.186666666666667
2.258	-0.436666666666667
2.26	-0.344999999999999
2.262	-0.986666666666666
2.264	-1.665
2.266	-0.619999999999999
2.268	-0.583333333333334
2.27	-0.546666666666667
2.272	-2.52666666666667
2.274	-2.45333333333333
2.276	-2.39833333333333
2.278	-2.34333333333333
2.28	-4.03
2.282	-3.50566666666667
2.284	-2.82
2.286	-3.22333333333333
2.288	-3.40666666666667
2.29	-3.04
2.292	-1.57333333333333
2.294	-1.42666666666667
2.296	-1.28
2.298	-0.308333333333334
2.3	-0.986666666666666
2.302	-0.484333333333334
2.304	1.25
2.306	-1.17
2.308	-2.56333333333333
2.31	-1.68333333333333
2.312	-0.803333333333333
2.314	-1.599
2.316	-2.39833333333333
2.318	-2.479
2.32	-2.556
2.322	-2.63666666666667
2.324	-2.41666666666667
2.326	-2.19666666666667
2.328	-1.97666666666667
2.33	-2.105
2.332	-2.23333333333333
2.334	-1.97666666666667
2.336	-2.46433333333333
2.338	-2.51566666666667
2.34	-2.30666666666667
2.342	-1.80433333333333
2.344	-0.949999999999999
2.346	-1.049
2.348	-0.619999999999999
2.35	-0.583333333333334
2.352	-0.583333333333334
2.354	-1.06
2.356	-1.62833333333333
2.358	-2.19666666666667
2.36	-3.51666666666667
2.362	-1.61
2.364	-1.885
2.366	-2.16
2.368	-2.52666666666667
2.37	-3.22333333333333
2.372	-2.787
2.374	-2.35433333333333
